No.	NAME	MDEC-11	MDEC-12	MDEC-13	MDEC-14	MDEC-22	MDEC-23	MDEC-24	MDEC-33	MDEC-44	MDEO-11	MDEO-12	MDEO-22	MDEN-11	MDEN-12	MDEN-13	MDEN-22	MDEN-23	MDEN-33
1102	50004008	0	0	0	0	26.2986	18.3388	0	2.469	0	0	0	0	0	0	0	0	0.5	0.1667
1103	50004010	0	0	0	0	19.7801	20.7754	0	6.1826	0	1.2205	0	0	0	0	0	0	0	0.4762
1104	50004013	0	0	0	0	21.8248	18.4971	0	4.3177	0	0.25	0	0	0	0	0	0	0.3849	0.1667
1105	50004011	0	1.6216	1.274	0	21.8835	21.0932	0	5.6994	0	0.25	0.3651	0	0	0	0	0	0	0.1667
1106	50004012	0	0	0	0	26.1589	21.6633	0	3.9392	0	0.25	0	0	0	0	0	0	0	0.1667
1107	50004014	0	0	0	0	26.0414	12.4294	0	0.5313	0	0	0	0	0	0	0	0	0	0.1667
1108	50004017	0.1429	4.2578	2.2012	0	24.8536	17.708	0	2.0724	0	0	0.1667	0	0	0	0	0	0	0.1667
1109	50004015	0	0	0	0	21.8248	20.7444	0	6.2787	0	0.25	0	0	0	0	0.3162	0	0	0.1667
1110	50004020	0	0	0	0	24.0615	20.3182	0	4.3177	0	0.25	0	0	0	0	0	0	0	0.1667
1111	50004022	0	0	0	0	27.0448	19.0319	0	2.5385	0	0	0	0	0	0	0	0	0	0.1667
1112	50004019	0	0	0	0	40.1082	23.7919	0	2.3503	0	0	0	0	0	0	0	0	0	0.1667
1113	50004023	0	1.9022	0.7676	0	9.4958	15.7278	0	5.7843	0	1.2205	0	0	0	0	0	0	0	0.4341
1114	50004028	0	2.3543	1.3303	0	24.8536	17.708	0	2.0724	0	0	0	0	0	0	0	0	0	0.1667
1115	50004021	0.3333	3.3795	1.5326	0	18.7019	9.8187	0	0.5313	0	0	0	0	0	0	0	0	0	0.1667
1116	50004030	0	2.3812	1.143	0	25.0565	15.2272	0	1.238	0	0	0	0	0	0	0	0	0.3162	0.1667
1117	50004029	0	0	0	0	33.0893	17.4763	0	1.1892	0	0	0	0	0	0	0	0	0	0.1667
1118	50004027	0	2.547	1.143	0	27.6163	15.8502	0	1.238	0	0	0	0	0	0	0	0	0	0.1667
1119	50004024	0	2.9967	0.5646	0	30.6575	13.6741	0	0.5313	0	0	0	0	0	0	0	0	0	0.1667
1120	50004026	0	0	0	0	29.4459	20.0663	0	2.2121	0	0	0	0	0	0	0	0	0	0.1667
1121	9385	0	0	0	0	26.1958	15.4884	0	1.3156	0	0	0	0	0	0	0	0	0.1667	0
1122	50004034	0	0	0	0	29.1791	30.9926	0	9.3574	0	0.5437	0	0	0	0	0	0	0.3162	0.1667
1123	50004032	0	0	0	0	26.2986	18.3388	0	2.469	0	0	0	0	0	0	0	0	0.5	0.1667
1124	50004033	0	0	0	0	26.5325	18.3161	0	2.2121	0	0	0	0	0	0	0	0	0.5	0.1667
1125	50004031	0	0	0	0	17.7421	20.2583	0	6.8546	0	1.2205	0	0	0	0	0	0	0	0.5313
1126	50004038	0	0	0	0	29.4256	19.846	0	2.469	0	0	0	0	0	0	0	0	0	0.1667
1127	50004037	0	0	0	0	37.0846	25.7995	0	3.1518	0	0	0	0	0	0	0	0	0	0.1667
1128	9408	0	0	0	0	40.1082	23.7919	0	2.3503	0	0	0	0	0	0	0	0	0	0.1667
1129	50004040	0	0	0	0	21.8835	21.0932	0	5.6994	0	1.2205	0	0	0	0	0	0	0	0.4341
1130	50004036	0	0	0	0	37.0846	22.9858	0	2.3503	0	0	0	0	0	0	0	0	0.2697	0.1667
1131	50004041	0	0	0	0	19.1287	23.4191	0	5.9486	0	1.2205	0	0	0	0	0	0	0	0.4341
1132	50004042	0	1.8183	0.8293	0	19.1287	23.4191	0	5.9486	0	1.2205	0.252	0	0	0	0	0	0	0.4341
1133	50342601	0.1667	3.3411	3.2245	0.6667	4.6913	14.976	2.7495	5.7283	0	0	0	0	0	0.25	0	0	0	0
1134	50104605	0.1667	3.3411	3.8796	0	4.6913	17.7151	0	8.9522	0	0	0	0	0	0	0	0	0	0
1135	50014107	0.8025	5.9714	5.2333	1.2408	7.6709	16.5778	2.2631	5.1556	0	0	0.5345	0.1429	0	0	0	0	0.2673	0.5
1136	50014110	0.8492	6.21	4.7028	1.2496	6.2382	11.4093	2.8233	3.6623	0	0	0.5	0	0	0	0	0	0.2673	0.5
1137	50004000	1.0021	4.7815	5.2012	1.4198	3.4392	9.7913	2.3053	3.6623	0	0	0.5	0	0	0	0	0	0.2673	0.5
1138	50014113	0.4543	5.7363	4.3248	1.0874	16.0254	16.9009	3.1867	4.1162	0	0	0.5	0	0	0	0	0	0.2673	0.5
1139	10984	1.6512	5.4882	6.2062	1.4794	3.4392	9.7913	2.3053	3.6623	0	0	0.5	0	0	0	0	0	0	0.6224
1140	50014109	0.7505	6.9579	4.1304	1.1939	13.3429	12.2783	2.2961	3.6623	0	0	0.5	0	0	0	0	0	0.2673	0.5
1141	50014111	0.4543	3.5028	4.0609	1.0874	3.4392	9.7913	2.3053	3.6623	0	0	0.5	0	0	0	0	0.125	0.5345	0
1142	50014112	0.4543	5.5649	4.4347	1.0874	13.9889	16.6482	3.1607	4.3682	0	0	0.5	0	0	0	0	0	0.2673	0.5
1143	10958	0.75	4.805	4.3365	1.4422	9.8674	15.0355	2.293	4.5356	0	0	0.5	0	0	0	0	0	0.2673	0.5
1144	50127978	0	0	0	0	5.3282	11.7085	0	3.7297	0	1.1594	0	0	0	0	0	0	0	0
1145	50127980	0	0	0	0	5.0573	10.5801	0	2.9482	0	1.7021	0	0	0	0	0	0	0	0
1146	50025238	0.2858	5.0139	1.1332	0	11.294	6.706	0	1.651	0	0	0.25	0	0	0	0	1.04	0.5047	0
1147	50025239	0.25	3.1057	0.9963	0	9.6551	9.5911	0	2.4069	0	0	0.25	0	0	0	0	1.04	0.5047	0
1148	50025247	1.6774	3.8298	3.251	1.9905	2.9417	2.5387	0.5238	1.651	0	0	0.25	0	0	0	0	1.04	0.5047	0
1149	50025246	0	2.1832	0.9183	0	11.5198	10.6323	0	1.2909	0	0.0714	0.2887	0	0	0.0769	0.2828	0	0.4082	0.2
1150	50025252	0.4072	3.3534	1.8262	0	2.9417	2.5387	0	1.651	0	0	0.25	0	0	0	0	1.04	0.5047	0
1151	50025251	0.25	3.1773	1.3474	0	11.1636	16.0102	0	6.239	0	0	0.25	0	0	0	0	1.04	0.5047	0
1152	50011780	0	1.7064	0.5	0	5.0857	3.0418	0	0	0	0	0	0	0	0	0	0	0.3333	0
1153	50025253	0.25	3.0714	1.0203	0	8.0055	8.7898	0	2.9417	0	0	0.25	0	0	0	0	2.0801	0.7984	0
1154	50022772	1.4422	0	3.5777	0	0	0	0	0.25	0	0	1	0.5	0	0	0	0	0	0
1155	50022775	2.1764	4.5774	4.1274	0	3.5328	5.775	0	1.1906	0	0	0.5	0	0	0	0	0	0	0
1156	50022776	0.8492	6.21	4.7028	1.2496	6.2382	11.4093	2.8233	3.6623	0	0	0.5	0	0	0	0	0	0.2673	0.5
1157	50022773	0.8492	4.291	5.6485	1.2496	3.4392	10.9495	2.3053	4.708	0	0.1	0.5	0	0	0	0	0.1	0.8694	0.5
1158	50022774	0.4543	5.7363	4.3248	1.0874	16.0254	16.9009	3.1867	4.1162	0	0	0.5	0	0	0	0	0	0.2673	0.5
1159	50004000	1.0021	4.7815	5.2012	1.4198	3.4392	9.7913	2.3053	3.6623	0	0	0.5	0	0	0	0	0	0.2673	0.5
1160	10687	0.4543	3.5028	4.0609	1.0874	3.4392	9.7913	2.3053	3.6623	0	0	0.5	0	0	0	0	0.125	0.5345	0
1161	10690	0.4543	5.5649	4.4347	1.0874	13.9889	16.6482	3.1607	4.3682	0	0	0.5	0	0	0	0	0	0.2673	0.5
1162	50405159	0	1.7064	0.5	0	5.0857	3.0418	0	0	0	0	0	0	0	0	0	0	0	0
1163	50405151	0	0	0	0	17.3981	0	0	0	0	0	0	0	0	0	0	0	0	0
1164	50405153	0.6463	3.9753	6.0656	0	3.99	11.9078	0	8.7134	0	0	0	0	0	0	0	0	0	0.5
1165	50405149	0	2.0627	0.6325	0	7.6621	6.0897	0	0.3333	0	0	0	0	0	0	0	0	0	0
1166	50405156	0	2.1123	0.7211	0	8.6971	8.2444	0	0.9449	0	0.25	0	0	0	0	0	0	0	0.25
1167	50405157	0.9086	5.2232	1.5075	0	5.8796	7.3377	0	0.9449	0	0.5724	0	0	0	0	0	0	0	0
1168	50405155	0	1.9291	0.4725	0	8.9111	8.876	0	0.9449	0	0.25	0	0	0	0	0	0	0	0.1667
1169	50405154	0.9086	6.3005	0.6463	0	9.5843	4.362	0	0	0	0	0	0	0	0	0	0	0	0
1170	50405158	0.5165	6.0585	0.8143	0	9.3215	3.8023	0	0	0	0	0	0	0	0	0	0	0	0.25
1171	50405150	1.5	3.1201	0	0	2.3811	0	0	0	0	0	0	0	0	0	0	0	0	0
1172	50025242	0.25	3.0714	1.0203	0	8.0055	8.7898	0	2.9417	0	0	0.25	0	0	0	0	1.04	0.5047	0
1173	50342601	0.1667	3.3411	3.2245	0.6667	4.6913	14.976	2.7495	5.7283	0	0	0	0	0	0.25	0	0	0	0
1174	50038740	0.0667	3.6624	1.8385	0	11.5696	16.7985	0	6.1205	0	0	0.5	0	0	0	0	0	0.125	0
1175	8961	0	0	0	0	8.9162	14.5631	0	6.0836	0	0	0	0	0	0.25	0	0	0	0
1176	9347	0	0	0	0	6.7442	14.4775	0	8.3199	0	0	0	0	0	0.25	0	0	0	0
1177	50342601	0.1667	3.3411	3.2245	0.6667	4.6913	14.976	2.7495	5.7283	0	0	0	0	0	0.25	0	0	0	0
1178	50032380	0	2.6251	0.5352	0	16.4986	10.6677	0	1.0194	0	0.5953	0.3547	0	0	0	0	0.5	0.6248	0.0769
1179	50032381	0	2.5793	0.558	0	17.7807	11.0575	0	1.3677	0	0	0.1429	0	0	0	0	0.5	0.2887	0
1180	50032382	0	2.5443	0.678	0	14.3042	12.5327	0	3.4843	0	0	0.1429	0	0	0	0	0.5	0.2887	0
1181	50032383	0	2.5889	0.662	0	24.5181	19.2089	0	3.1164	0	0	0.1429	0	0	0	0	0.5	0.2887	0
1182	50032384	0	2.4309	0.6176	0	15.957	10.8293	0	1.4378	0	0	0.1429	0	0	0	0	0.5	0.2887	0
1183	10404	0.125	3.5219	2.7261	0.4472	8.8187	17.2398	3.9415	6.4099	0	0	0.378	0.3333	0	0	0	0	0	0
1184	50032385	0	2.6251	0.5352	0	16.4986	10.6677	0	1.0194	0	0	0	0	0	0	0	0.5	0.2887	0
1185	50032386	0.0667	4.0697	1.6151	0	15.8261	12.2906	0	2.0481	0	0	0.1429	0	0	0	0	0.5	0.2887	0
1186	50032387	0	2.6562	0.5177	0	19.6348	11.2417	0	1.307	0	0	0.125	0	0	0	0	0.5	0.252	0
1187	50032389	0	2.6102	0.4827	0	16.4099	8.5026	0	0.5147	0	0	0	0	0	0	0	0.9655	0.3712	0
1188	50032388	0	2.6251	0.5352	0.0667	16.4986	10.6677	1.4631	1.0194	0	0	0	0.1	0	0	0	0.5	0.2887	0
1189	50004000	1.0021	4.7815	5.2012	1.4198	3.4392	9.7913	2.3053	3.6623	0	0	0.5	0	0	0	0	0	0.2673	0.5
1190	50032390	0	2.5497	0.6192	0	15.755	12.1971	0	2.251	0	0.7211	0.3171	0	0	0	0	0.5	0.6248	0.0769
1191	50032392	0.2952	4.5919	2.7741	0	12.3054	13.2983	0	2.5779	0	0.5	0.4125	0.4642	0	0	0	0.5	0.4395	0.2
1192	50032391	0	0	0	0	23.9956	16.4614	0	2.1003	0	0	0	0	0	0	0	0.5	0.2887	0
1193	50032393	0	2.5632	0.6101	0	15.8261	12.2906	0	2.0481	0	0	0.1429	0	0	0	0	0.5	0.2887	0
1194	50032394	0	2.5441	0.8595	0	19.7544	24.0456	0	9.5488	0	0.1429	0.2182	0	0	0	0	0.5	0.2887	0
1195	50032396	0	2.6504	0.4827	0	18.5774	9.1398	0	0.5147	0	0	0	0	0	0	0	0.5	0.2887	0
1196	50032395	0	2.508	0.9154	0	19.1471	25.4402	0	11.8412	0	0.5047	0.308	0	0	0	0	0.5	0.2887	0
1197	8961	0	0	0	0	8.9162	14.5631	0	6.0836	0	0	0	0	0	0.25	0	0	0	0
1198	50032397	0	2.5831	0.678	0	20.8011	17.758	0	3.4843	0	0	0.1429	0	0	0	0	0.5	0.2887	0
1199	50032398	0.0625	3.7784	1.4192	0	15.8261	12.2906	0	2.0481	0	0	0.3086	0.0909	0	0	0	0.5	0.2887	0
1200	39344	0.25	3.5095	0.8012	0	7.5346	8.271	0	1.3104	0	0	0	0	0	0.1667	0.1111	0	0.3333	0
1201	50059903	1.2792	4.8444	0.7644	0	4.9451	2.0041	0	0	0	0	0.5	0	0	0	0	0	0	0
1202	50055199	1.6036	4.1085	3.638	0	3.5328	5.775	0	1.1906	0	0	0.5	0	0	0	0	0	0	0
1203	50055157	1.5	4.8408	3.3019	0	3.9251	6.9756	0	1.1906	0	0	0.5	0	0	0	0	0	0	0
1204	50055187	1.7321	4.3682	2.8284	0	3.5328	5.1115	0	0.5	0	0	0	0	0	0	0	0	0	0
1205	50038731	0	0	0	0	11.6568	14.2956	0	3.3019	0	0	0	0	0	0	0	0	0	0
1206	50038732	0.0625	3.8169	1.6345	0	13.3196	18.2684	0	6.1205	0	0	0.5	0	0	0	0	0	0.125	0
1207	10972	0.7752	6.786	4.2214	1.2162	11.4518	12.1347	2.2866	3.6623	0	0	0.5	0	0	0	0	0	0.2673	0.5
1208	50038734	0.0625	3.7675	1.7547	0	13.3855	16.8919	0	6.1205	0	0	0.5	0	0	0	0	0	0.125	0
1209	50038738	0.0588	3.9112	1.56	0	15.1353	18.3615	0	6.1205	0	0	0.5	0	0	0	0	0	0.125	0
1210	50038740	0.0667	3.6624	1.8385	0	11.5696	16.7985	0	6.1205	0	0	0.5	0	0	0	0	0	0.125	0
1211	50038733	0.2961	6.0346	2.7014	0.8255	13.2145	15.1106	3.0124	3.6623	0	0	0.5	0	0	0	0	0	0.125	0
1212	50037138	0	0	0	0	26.3885	22.2383	0	3.6334	0	0	0	0	0	0	0	0	0.0909	0
1213	50037139	0.125	4.5257	1.6516	0	18.6623	19.2819	0	4.8127	0	1.2205	0.2691	0	0	0	0	0	0	0.4341
1214	50037141	0	2.2448	0.7865	0	30.228	24.2124	0	3.6334	0	0	0	0	0	0	0	0	0	0.0909
1215	50037140	0	0	0	0	38.7633	30.13	0	4.4675	0	0	0	0	0	0	0	0	0	0.0909
1216	50037142	0	2.9316	0.6767	0	23.7194	16.9821	0	4.422	0	1.2205	0	0	0	0	0	0	0	0.4341
1217	50037143	0	0	0	0	30.7888	21.2889	0	2.4412	0	0	0	0	0	0	0	0	0	0.1
1218	50037144	0.5599	7.3098	4.9198	0	17.0938	21.8367	0	7.2102	0	0	0.4341	0.3581	0	0	0	0	0	0
1219	50037145	0	2.9337	0.3969	0	29.6365	11.5392	0	0.4368	0	0	0	0	0	0	0	0	0.1667	0
1220	50037148	0.5133	7.7012	4.5234	0	21.3233	22.1673	0	6.6401	0	0	0.4106	0.3276	0	0	0	0	0	0
1221	50037146	0	2.912	0.4458	0	27.1617	13.4727	0	0.9005	0	0.5503	0	0	0	0	0	0	0.2887	0.0714
1222	50037147	0	1.9723	0.7296	0	30.197	23.4611	0	2.6406	0	0	0.0769	0	0	0	0	0	0	0.0909
1223	50037150	0	2.6612	1.2458	0	30.5066	24.1421	0	3.6334	0	0	0	0	0	0	0	0	0	0.1
1224	50037151	0.5242	7.8931	3.0529	0	21.4796	14.2245	0	1.8738	0	0	0	0.8157	0	0	0	0	0	0
1225	50037149	0	3.0254	0.5217	0	32.6164	16.5679	0	1.2849	0	0	0	0	0	0	0	0	0	0.0909
1226	50037153	0	2.7835	0.6245	0	24.4246	17.5003	0	4.5662	0	1.2205	0	0	0	0	0	0	0	0.4341
1227	50037152	0.5242	7.8931	3.5783	0	21.4796	17.4785	0	3.0833	0	0	0.4217	0.3347	0	0	0	0	0	0
1228	50037156	0.5353	7.518	4.7088	0	19.1969	22.0243	0	6.9053	0	0	0.4217	0.342	0	0	0	0	0	0
1229	50037154	0.1	5.522	1.4875	0	29.6365	14.5364	0	1.0815	0	0.25	0	0	0	0	0	0	0	0.1667
1230	50037155	0.1	5.3858	1.5939	0	27.1617	16.3948	0	1.6599	0	0.9171	0	0	0	0	0	0	0	0.3425
1231	50037157	0	0	0	0	30.5066	24.1421	0	3.6334	0	0	0	0	0	0	0	0	0.1	0
1232	50004020	0	0	0	0	24.0615	20.3182	0	4.3177	0	0.25	0	0	0	0	0	0	0	0.1667
1233	50037161	0	2.8408	0.7023	0	21.5927	16.8983	0	4.5662	0	1.2205	0	0	0	0	0	0	0	0.4341
1234	50037162	0	2.8963	0.8053	0	18.6964	16.1545	0	4.5662	0	1.2205	0	0	0	0	0	0	0	0.4341
1235	50037163	0	2.8786	0.6264	0	23.7682	15.9379	0	3.3025	0	0.25	0	0	0	0	0	0	0	0.1667
1236	50037164	0	0	0	0	45.8157	33.1483	0	4.5775	0	0	0	0	0	0	0	0	0	0.1
1237	50004031	0	0	0	0	17.7421	20.2583	0	6.8546	0	1.2205	0	0	0	0	0	0	0	0.5313
1238	50037165	0	2.6584	0.8474	0	35.6542	26.3619	0	3.6334	0	0	0	0	0	0	0	0	0	0.1
1239	50037171	0	2.1128	1.1277	0	26.3885	22.2383	0	3.6334	0	0	0	0	0	0	0	0	0	0.0909
1240	50037167	0.3173	5.5885	3.7298	0	20.2616	19.5682	0	6.6538	0	0	0.3651	0.3333	0	0	0	0	0	0
1241	50037166	0.1429	4.6429	1.7541	0	18.4623	19.2522	0	5.0792	0	1.2205	0.2887	0	0	0	0	0	0	0.4341
1242	50037169	0	2.0923	0.7987	0	29.9644	23.5708	0	2.7835	0	0	0.0833	0	0	0	0	0	0	0.0909
1243	50037174	0	0	0	0	35.055	21.351	0	1.9722	0	0	0	0	0	0	0	0	0	0.0833
1244	50037172	0.2	3.2757	2.3706	0	22.8592	19.2672	0	3.6334	0	0	0.3651	0.3333	0	0	0	0	0	0
1245	50037173	0	2.1952	0.9227	0	28.2534	23.3532	0	3.6334	0	0	0	0	0	0	0	0	0	0.0909
1246	50037170	0	2.7595	0.7676	0	19.4767	16.7989	0	4.7314	0	1.2205	0	0	0	0	0	0	0	0.4762
1247	50037177	0	0	0	0	32.9124	21.3561	0	2.1682	0	0	0	0	0	0	0	0	0	0.0909
1248	50004010	0	0	0	0	19.7801	20.7754	0	6.1826	0	1.2205	0	0	0	0	0	0	0	0.4762
1249	50037168	0.1429	5.0098	1.4749	0	29.4617	18.9786	0	1.9571	0	0	0.0909	0	0	0	0	0	0	0.0909
1250	50037175	0	2.8786	0.6264	0	23.7682	15.9379	0	3.3025	0	0.25	0	0	0	0	0	0	0	0.1667
1251	50004040	0	0	0	0	21.8835	21.0932	0	5.6994	0	1.2205	0	0	0	0	0	0	0	0.4341
1252	50037178	0.5242	8.4232	3.0529	0	24.7529	15.4267	0	1.8738	0	0	0	0.3347	0	0	0	0	0	0
1253	50037186	0	2.906	0.6482	0	23.7275	16.9727	0	4.422	0	1.2205	0	0	0	0	0	0	0	0.4006
1254	50037179	0	2.2311	0.8882	0	29.7272	23.6198	0	2.9997	0	0	0.0909	0	0	0	0	0	0	0.0909
1255	50037180	0.5475	7.7103	3.7255	0	19.3608	17.3936	0	3.2403	0	0	0.4341	0.35	0	0	0	0	0	0
1256	50037181	0.1111	4.4192	1.5683	0	18.8633	19.2492	0	4.6309	0	1.2205	0.252	0	0	0	0	0	0	0.4341
1257	50037183	0	2.6695	1.0047	0	33.086	25.3876	0	3.6334	0	0	0	0	0	0	0	0	0	0.1
1258	50037184	0	2.8408	0.7023	0	21.5927	16.8983	0	4.5662	0	1.2205	0	0	0	0	0	0	0	0.4341
1259	50037185	0	3.0059	0.6564	0	25.8651	17.0397	0	4.2945	0	1.2205	0	0	0	0	0	0	0	0.4341
1260	50037159	0.4586	5.8208	3.2039	0	16.0611	20.6222	0	6.0491	0	1.2205	0.5574	0.3333	0	0	0	0	0	0.4341
1261	50039202	0	0	0	0	38.9568	33.4777	0	5.0646	0	0	0	0	0	0	0	0	0	0.0909
1262	50039201	0	0	0	0	23.6283	24.559	0	4.028	0	0	0	0	0	0	0	0	0.0909	0
1263	50037171	0	2.1128	1.1277	0	26.3885	22.2383	0	3.6334	0	0	0	0	0	0	0	0	0	0.0909
1264	50039204	0	0	0	0	23.4038	24.6208	0	4.1973	0	0	0	0	0	0	0	0	0.0909	0
1265	50039203	0	0	0	0	23.6283	24.559	0	4.028	0	0	0	0	0	0	0	0	0.0909	0
1266	50039206	0	0	0	0	28.1897	23.1101	0	3.6334	0	0	0	0	0	0	0	0	0.1	0
1267	50039207	0	0	0	0	27.7816	26.3271	0	4.028	0	0	0	0	0	0	0	0	0.1	0
1268	50037140	0	0	0	0	38.7633	30.13	0	4.4675	0	0	0	0	0	0	0	0	0	0.0909
1269	50039209	0	1.9446	0.774	0	27.7816	26.3271	0	4.028	0	0	0.0769	0	0	0	0	0	0.1	0
1270	50039210	0	2.2923	1.1242	0	25.3917	25.5936	0	4.1973	0	0	0	0	0	0	0	0	0	0.0909
1271	50039211	0	0	0	0	42.4263	31.8978	0	4.5775	0	0	0	0	0	0	0	0	0	0.1
1272	50039212	0	2.4413	1.2458	0	28.1897	23.1101	0	3.6334	0	0	0	0	0	0	0	0	0	0.1
1273	50039213	0	0	0	0	25.3917	25.5936	0	4.1973	0	0	0	0	0	0	0	0	0.0909	0
1274	50037164	0	0	0	0	45.8157	33.1483	0	4.5775	0	0	0	0	0	0	0	0	0	0.1
1275	50037183	0	2.6695	1.0047	0	33.086	25.3876	0	3.6334	0	0	0	0	0	0	0	0	0	0.1
1276	50039214	0	1.8978	0.774	0	23.6283	24.559	0	4.028	0	0	0.0769	0	0	0	0	0	0.0909	0
1277	50039216	0	0	0	0	32.8043	24.9495	0	3.6334	0	0	0	0	0	0	0	0	0.1	0
1278	50039215	0	0	0	0	23.1763	24.6141	0	4.4446	0	0	0	0	0	0	0	0	0.0909	0
1279	50039217	0	2.0158	0.8442	0	23.4038	24.6208	0	4.1973	0	0	0.0833	0	0	0	0	0	0.0909	0
1280	50039219	0	0	0	0	27.5532	26.4105	0	4.1973	0	0.4307	0	0	0	0	0	0	0.1633	0.2
1281	50037138	0	0	0	0	26.3885	22.2383	0	3.6334	0	0	0	0	0	0	0	0	0.0909	0
1282	50039218	0	2.2014	0.9338	0	27.3209	26.4301	0	4.4446	0	0	0.0909	0	0	0	0	0	0.1	0
1283	50039220	0	0	0	0	39.313	30.6474	0	4.5775	0	0	0	0	0	0	0	0	0	0.1
1284	50039221	0	2.4074	1.031	0	27.5532	26.4105	0	4.1973	0	0	0	0	0	0	0	0	0.1	0
1285	50039222	0	2.2809	0.6878	0	32.2602	24.8791	0	3.6334	0	0	0	0	0	0	0	0	0	0.0909
1286	50039225	0	0	0	0	27.5532	26.4105	0	4.1973	0	0	0	0	0	0	0	0	0.1	0
1287	50039223	0	2.3808	1.031	0	23.4038	24.6208	0	4.1973	0	0	0	0	0	0	0	0	0.0909	0
1288	50039224	0	0	0	0	30.6735	24.296	0	3.6334	0	0	0	0	0	0	0	0	0.0909	0
1289	50039227	0	0	0	0	23.1763	24.6141	0	4.4446	0	0	0	0	0	0	0	0	0.0909	0
1290	50039228	0	2.0636	0.8442	0	27.5532	26.4105	0	4.1973	0	0	0.0833	0	0	0	0	0	0.1	0
1291	50037165	0	2.6584	0.8474	0	35.6542	26.3619	0	3.6334	0	0	0	0	0	0	0	0	0	0.1
1292	50039226	0	0	0	0	23.4038	24.6208	0	4.1973	0	0	0	0	0	0	0	0	0.0909	0
1293	50039230	0	0	0	0	23.4038	24.6208	0	4.1973	0	0.4307	0	0	0	0	0	0	0.1508	0.2
1294	50037141	0	2.2448	0.7865	0	30.228	24.2124	0	3.6334	0	0	0	0	0	0	0	0	0	0.0909
1295	50037150	0	2.6612	1.2458	0	30.5066	24.1421	0	3.6334	0	0	0	0	0	0	0	0	0	0.1
1296	50039231	0	2.3097	0.6124	0	34.3299	25.3962	0	3.6334	0	0	0	0	0	0	0	0	0	0.0909
1297	50039232	0	0	0	0	27.5532	26.4105	0	4.1973	0	0	0	0	0	0	0	0	0.1	0
1298	50037173	0	2.1952	0.9227	0	28.2534	23.3532	0	3.6334	0	0	0	0	0	0	0	0	0	0.0909
1299	50039229	0	0	0	0	26.2081	22.081	0	3.6334	0	0	0	0	0	0	0	0	0.1	0
1300	50004000	1.0021	4.7815	5.2012	1.4198	3.4392	9.7913	2.3053	3.6623	0	0	0.5	0	0	0	0	0	0.2673	0.5
1301	50040617	0	0	0	0	24.4328	17.1184	0	1.8638	0	0	0	0	0	0.3381	0.0769	0.5	0.2887	0
1302	50040620	0	0	0	0	21.9657	17.6805	0	2.8535	0	0	0	0	0	0	0	0.5	0.2887	0
1303	50040621	0	0	0	0	22.6	15.8844	0	2.1003	0	0	0	0	0	0	0	0.5	0.2887	0
1304	50040622	0	0	0	0	25.1328	31.35	0	12.6356	0	0.5047	0	0	0	0	0	0.5	0.2887	0
1305	50040623	0.2	2.866	2.1744	0	21.0691	16.5707	0	2.9598	0	0	0	0.3333	0	0	0	0.5	0.2887	0
1306	50040624	0	0	0	0	29.9447	24.2124	0	4.0334	0	0	0.2	0	0	0	0	0.5	0.2887	0
1307	50040625	0	2.0385	1.303	0	22.6	15.8844	0	2.1003	0	0	0	0	0	0	0	0.5	0.2887	0
1308	50040627	0	0	0	0	22.6995	16.0174	1.9523	1.8638	0	0	0	0	0	0	0	0.5	0.2887	0
1309	50040628	0	1.5949	0.9909	0	21.8576	17.5964	0	3.0604	0	0	0.2	0	0	0	0	0.5	0.2887	0
1310	50032391	0	0	0	0	23.9956	16.4614	0	2.1003	0	0	0	0	0	0	0	0.5	0.2887	0
1311	8961	0	0	0	0	8.9162	14.5631	0	6.0836	0	0	0	0	0	0.25	0	0	0	0
1312	50040629	0	0	0	0	21.9657	17.6805	1.7637	2.8535	0	0	0	0	0	0	0	0.5	0.2887	0
1313	50040630	0	0	0	0	22.8306	16.0433	1.6173	1.717	0	0	0	0	0	0	0	0.5	0.2887	0
1314	50040631	0	0	0	0	23.9956	16.4614	0	2.1003	0	0.25	0	0	0	0	0	0.5	0.2887	0
1315	50040633	0	0	0	0	22.6	13.5454	0	1.119	0	0	0	0	0	0	0	1.1906	0.3832	0
1316	50040632	0	0	0	0	25.1328	28.8308	0	9.6852	0	0.1429	0.4472	0	0	0	0	0.5	0.2887	0
1317	50040634	0	2.4884	0.9923	0	25.0102	14.537	0	1.119	0	0	0	0	0	0	0	0	0.5774	0.125
1318	50040637	0	0	0	0	21.2978	19.2451	0	4.3358	0	0	0.3651	0.5	0	0	0	0.5	0.2887	0
1319	50040635	0	1.6173	1.2485	0	22.8306	17.5915	0	2.6844	0	0	0	0	0	0	0	0.5	0.2887	0
1320	50040636	0	0	0	0	25.666	29.7236	0	10.3565	0	0.1667	0	0	0	0	0	0.5	0.2887	0
1321	50040641	0	1.6173	0.7601	0	22.8306	16.0433	0	1.717	0	0	0	0	0	0	0	0.5	0.2887	0
1322	50040640	0	0	0	0	22.6995	16.0174	0	1.8638	0	0.5	0	0	0	0	0	0.5	0.6866	0.0833
1323	50040638	0	0	0	0	25.0102	14.537	0	1.119	0	0	0	0	0	0	0	0.5	0.2887	0
1324	50040639	0	0	0	0	26.7201	14.912	0	1.0047	0	0	0	0	0	0	0	0.5	0.2887	0
1325	50040643	0	1.5339	0.8838	0	21.9657	17.6805	0	2.8535	0	0.6507	0	0	0	0	0	0.5	0.2887	0
