No.	NAME	MW	AMW	Sp	Mv	Mp	Mi	GD	nTA	nBM	RBN	RBF	nDB	nTB	nN	nO	nS	nCL	nBR	nI	nHM	nHet	nX	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	Fsp3	max_conj_path	nStructures	totalcharge
3519	50324067	232.69	9.3076	18.1649	0.6997	0.7266	1.1273	0.1417	3	8	1	0.0385	0	2	4	0	0	1	0	0	1	5	1	44	16	0	4	4	5	2	0.3636	6	1	0
3520	50324068	246.72	8.8114	19.9263	0.6793	0.7117	1.1285	0.1324	3	8	1	0.0345	0	2	4	0	0	1	0	0	1	5	1	42.8571	14.2857	0	3.5714	5	5	2	0.4167	6	1	0
3521	50324069	258.73	8.9217	20.9263	0.6904	0.7216	1.1241	0.1307	3	8	1	0.0323	0	2	4	0	0	1	0	0	1	5	1	44.8276	13.7931	0	3.4483	6	5	2	0.4615	6	1	0
3522	50324070	282.75	9.121	22.9263	0.7103	0.7396	1.1161	0.1105	5	14	2	0.0625	0	2	4	0	0	1	0	0	1	5	1	48.3871	12.9032	0	3.2258	2	11	2	0.1333	12	1	0
3523	50324071	308.79	8.8226	25.6877	0.7013	0.7339	1.1147	0.1039	3	14	2	0.0541	0	2	4	0	0	1	0	0	1	5	1	48.5714	11.4286	0	2.8571	4	11	2	0.2353	12	1	0
3524	50132717	294.44	5.7733	30.4721	0.5234	0.5975	1.1479	0.1053	5	1	13	0.26	1	0	0	2	0	0	0	0	1	4	1	29.4118	0	3.9216	1.9608	15	0	0	1	0	1	0
3525	50324698	238.32	6.1108	23.4265	0.5278	0.6007	1.1508	0.1333	5	1	9	0.2368	1	0	0	2	0	0	0	0	1	4	1	28.2051	0	5.1282	2.5641	11	0	0	1	0	1	0
3526	50247086	334.53	11.5355	21.409	0.6888	0.7382	1.131	0.1176	6	7	6	0.2069	1	0	1	4	0	3	0	0	4	9	3	31.0345	3.4483	13.7931	10.3448	4	5	0	0.4444	6	1	0
3527	50240416	275.22	8.6006	20.7443	0.6225	0.6483	1.137	0.1176	5	9	7	0.2188	3	0	1	6	0	0	0	0	1	8	0	31.25	3.125	18.75	0	4	6	0	0.4	6	1	0
3528	8961	198.29	6.8376	19.5798	0.6277	0.6752	1.1203	0.1619	1	11	0	0	0	0	2	0	0	0	0	0	0	2	0	44.8276	6.8966	0	0	4	9	0	0.3077	10	1	0
3529	50335633	302.32	8.3978	23.6478	0.655	0.6569	1.1363	0.1039	6	11	2	0.0526	5	0	4	4	0	0	0	0	0	8	0	38.8889	11.1111	11.1111	0	4	10	0	0.2857	6	1	0
3530	50335634	288.29	8.7361	21.8864	0.6682	0.6632	1.1361	0.1095	6	11	1	0.0286	5	0	4	4	0	0	0	0	0	8	0	39.3939	12.1212	12.1212	0	3	10	0	0.2308	6	1	0
3531	50335635	373.77	9.8361	26.9545	0.7132	0.7093	1.12	0.0862	6	16	3	0.075	4	0	3	5	0	1	0	0	1	9	1	44.7368	7.8947	13.1579	2.6316	0	17	0	0	12	1	0
3532	50335637	333.44	7.0945	29.2446	0.5956	0.6222	1.1459	0.0906	4	9	9	0.1875	3	0	5	3	0	0	0	0	0	8	0	34.0426	10.6383	6.383	0	6	10	0	0.375	12	1	0
3533	10404	287.39	6.8426	26.9832	0.6056	0.6425	1.1257	0.1143	3	7	1	0.0222	1	0	1	3	0	0	0	0	0	4	0	40.4762	2.381	7.1429	0	9	8	0	0.5294	6	1	0
3534	50336113	275.38	7.2468	26.3469	0.6514	0.6933	1.1158	0.1143	0	14	2	0.0488	2	0	3	0	0	0	0	0	0	3	0	47.3684	7.8947	0	0	4	14	0	0.2222	10	1	0
3535	50194103	466.69	6.7636	45.6938	0.616	0.6622	1.1276	0.0672	0	16	8	0.1081	4	0	6	0	0	0	0	0	0	6	0	42.029	8.6957	0	0	13	16	0	0.4483	10	1	0
3536	50336110	481.71	6.7846	46.6995	0.613	0.6577	1.131	0.0651	1	16	8	0.1053	4	0	7	0	0	0	0	0	0	7	0	40.8451	9.8592	0	0	13	16	0	0.4483	10	1	0
3537	50194095	550.87	6.3318	56.2622	0.5938	0.6467	1.1298	0.0561	0	16	8	0.087	4	0	6	0	0	0	0	0	0	6	0	40.2299	6.8966	0	0	19	16	0	0.5429	10	1	0
3538	50333148	267.37	7.2262	24.5969	0.6289	0.6648	1.1347	0.1158	4	12	1	0.0256	0	1	5	0	0	0	0	0	0	5	0	40.5405	13.5135	0	0	6	8	1	0.4	10	1	0
3539	50333149	293.41	7.1563	27.3583	0.6291	0.6673	1.1317	0.1082	2	12	1	0.0227	0	1	5	0	0	0	0	0	0	5	0	41.4634	12.1951	0	0	8	8	1	0.4706	10	1	0
3540	50333150	307.44	6.9873	29.1197	0.6209	0.6618	1.1321	0.1028	2	12	1	0.0213	0	1	5	0	0	0	0	0	0	5	0	40.9091	11.3636	0	0	9	8	1	0.5	10	1	0
3541	50333151	277.36	7.7044	24.8355	0.6595	0.6899	1.1269	0.1095	3	13	2	0.0526	0	2	5	0	0	0	0	0	0	5	0	44.4444	13.8889	0	0	5	8	3	0.3125	10	1	0
3542	50333152	343.47	7.3079	32.1197	0.6451	0.6834	1.1237	0.0892	4	18	2	0.04	0	1	5	0	0	0	0	0	0	5	0	44.6809	10.6383	0	0	6	14	1	0.2857	16	1	0
3543	50333153	254.32	7.7067	22.2843	0.6495	0.6753	1.1297	0.1228	3	12	1	0.0286	0	1	4	1	0	0	0	0	0	5	0	42.4242	12.1212	3.0303	0	5	8	1	0.3571	10	1	0
3544	50333154	268.35	7.4542	24.0457	0.6378	0.6679	1.1304	0.1158	3	12	2	0.0526	0	1	4	1	0	0	0	0	0	5	0	41.6667	11.1111	2.7778	0	6	8	1	0.4	10	1	0
3545	50333155	330.42	7.6842	29.8071	0.6625	0.6932	1.1188	0.0933	3	18	2	0.0435	0	1	4	1	0	0	0	0	0	5	0	46.5116	9.3023	2.3256	0	5	14	1	0.25	16	1	0
3546	50333156	258.73	8.9217	20.9263	0.6904	0.7216	1.1241	0.1307	3	12	0	0	0	1	4	0	0	1	0	0	1	5	1	44.8276	13.7931	0	3.4483	4	8	1	0.3077	10	1	0
3547	50333158	345.44	7.6764	30.8128	0.6558	0.6847	1.1246	0.0892	3	18	3	0.0625	0	1	5	1	0	0	0	0	0	6	0	44.4444	11.1111	2.2222	0	5	14	1	0.25	10	1	0
3548	50333159	349.85	8.5329	29.4548	0.6853	0.7184	1.1202	0.0933	3	18	2	0.0455	0	1	5	0	0	1	0	0	1	6	1	46.3415	12.1951	0	2.439	4	14	1	0.2105	10	1	0
3549	8961	198.29	6.8376	19.5798	0.6277	0.6752	1.1203	0.1619	1	11	0	0	0	0	2	0	0	0	0	0	0	2	0	44.8276	6.8966	0	0	4	9	0	0.3077	10	1	0
3550	50333148	267.37	7.2262	24.5969	0.6289	0.6648	1.1347	0.1158	4	12	1	0.0256	0	1	5	0	0	0	0	0	0	5	0	40.5405	13.5135	0	0	6	8	1	0.4	10	1	0
3551	50333149	293.41	7.1563	27.3583	0.6291	0.6673	1.1317	0.1082	2	12	1	0.0227	0	1	5	0	0	0	0	0	0	5	0	41.4634	12.1951	0	0	8	8	1	0.4706	10	1	0
3552	50333150	307.44	6.9873	29.1197	0.6209	0.6618	1.1321	0.1028	2	12	1	0.0213	0	1	5	0	0	0	0	0	0	5	0	40.9091	11.3636	0	0	9	8	1	0.5	10	1	0
3553	50333151	277.36	7.7044	24.8355	0.6595	0.6899	1.1269	0.1095	3	13	2	0.0526	0	2	5	0	0	0	0	0	0	5	0	44.4444	13.8889	0	0	5	8	3	0.3125	10	1	0
3554	50333152	343.47	7.3079	32.1197	0.6451	0.6834	1.1237	0.0892	4	18	2	0.04	0	1	5	0	0	0	0	0	0	5	0	44.6809	10.6383	0	0	6	14	1	0.2857	16	1	0
3555	50333153	254.32	7.7067	22.2843	0.6495	0.6753	1.1297	0.1228	3	12	1	0.0286	0	1	4	1	0	0	0	0	0	5	0	42.4242	12.1212	3.0303	0	5	8	1	0.3571	10	1	0
3556	50333154	268.35	7.4542	24.0457	0.6378	0.6679	1.1304	0.1158	3	12	2	0.0526	0	1	4	1	0	0	0	0	0	5	0	41.6667	11.1111	2.7778	0	6	8	1	0.4	10	1	0
3557	50333155	330.42	7.6842	29.8071	0.6625	0.6932	1.1188	0.0933	3	18	2	0.0435	0	1	4	1	0	0	0	0	0	5	0	46.5116	9.3023	2.3256	0	5	14	1	0.25	16	1	0
3558	50333158	345.44	7.6764	30.8128	0.6558	0.6847	1.1246	0.0892	3	18	3	0.0625	0	1	5	1	0	0	0	0	0	6	0	44.4444	11.1111	2.2222	0	5	14	1	0.25	10	1	0
3559	8961	198.29	6.8376	19.5798	0.6277	0.6752	1.1203	0.1619	1	11	0	0	0	0	2	0	0	0	0	0	0	2	0	44.8276	6.8966	0	0	4	9	0	0.3077	10	1	0
3560	8961	198.29	6.8376	19.5798	0.6277	0.6752	1.1203	0.1619	1	11	0	0	0	0	2	0	0	0	0	0	0	2	0	44.8276	6.8966	0	0	4	9	0	0.3077	10	1	0
3561	50333923	162.29	6.7621	15.7501	0.5715	0.6563	1.1358	0.2222	3	0	1	0.0417	0	0	0	3	0	0	0	0	1	4	0	25	0	12.5	0	6	0	0	1	0	1	0
3562	50336467	443.68	6.9325	41.2448	0.5953	0.6444	1.135	0.0731	6	12	7	0.1045	3	0	5	2	1	0	0	0	1	8	0	35.9375	7.8125	3.125	0	14	9	0	0.6087	12	1	0
3563	50336468	377.57	7.124	33.9606	0.5947	0.6408	1.1396	0.0892	2	7	3	0.0536	2	0	5	2	1	0	0	0	1	8	0	33.9623	9.434	3.7736	0	14	4	0	0.7778	5	1	0
3564	50336469	392.98	7.0175	35.6879	0.5927	0.6373	1.1385	0.0826	3	8	6	0.1034	2	0	4	2	0	1	0	0	1	7	1	35.7143	7.1429	3.5714	1.7857	12	8	0	0.6	6	1	0
3565	50336470	352.52	6.5281	34.8186	0.5985	0.6448	1.1262	0.0862	3	13	6	0.1071	1	0	2	2	0	0	0	0	0	4	0	40.7407	3.7037	3.7037	0	9	13	0	0.4091	6	1	0
3566	50336471	355.56	7.1112	33.2902	0.6112	0.6658	1.1313	0.0933	3	15	5	0.0943	0	0	5	0	1	0	0	0	1	6	0	38	10	0	0	10	9	0	0.5263	13	1	0
3567	51607	420.5	7.6455	36.6593	0.6438	0.6665	1.1202	0.0731	4	13	7	0.1207	7	0	2	5	0	0	0	0	0	7	0	43.6364	3.6364	9.0909	0	7	17	0	0.2917	12	1	0
3568	50336472	403.35	8.4031	32.6481	0.6311	0.6802	1.1213	0.09	3	13	5	0.1	1	0	2	2	0	0	1	0	1	5	1	41.6667	4.1667	4.1667	2.0833	7	13	0	0.35	8	1	0
3569	50336473	408.6	6.5903	39.5914	0.595	0.6386	1.1327	0.0759	3	13	6	0.0923	2	0	4	2	0	0	0	0	0	6	0	38.7097	6.4516	3.2258	0	13	11	0	0.5417	10	1	0
3570	50336474	460.65	7.1977	41.3526	0.6048	0.6461	1.128	0.0685	6	13	10	0.1515	2	0	2	5	1	0	0	0	1	8	0	37.5	3.125	7.8125	0	12	12	0	0.5	13	1	0
3571	50336475	392.62	6.6546	37.4436	0.581	0.6346	1.1317	0.0826	5	7	7	0.1148	2	0	2	3	1	0	0	0	1	6	0	35.5932	3.3898	5.0847	0	15	6	0	0.7143	7	1	0
3572	50330754	472.62	7.054	44.4549	0.6269	0.6635	1.1148	0.0639	8	17	7	0.1	5	0	0	5	0	0	0	0	0	5	0	44.7761	0	7.4627	0	10	20	0	0.3333	20	1	0
3573	50330755	472.62	7.054	44.4549	0.6269	0.6635	1.1148	0.0639	8	17	7	0.1	5	0	0	5	0	0	0	0	0	5	0	44.7761	0	7.4627	0	10	20	0	0.3333	20	1	0
3574	50330757	492.66	6.8425	46.4322	0.6079	0.6449	1.1212	0.0619	10	15	8	0.1067	3	0	0	6	0	0	0	0	0	6	0	41.6667	0	8.3333	0	14	16	0	0.4667	18	1	0
3575	50330760	474.64	6.8788	45.2163	0.6164	0.6553	1.1175	0.0622	9	17	9	0.1268	5	0	0	5	0	0	0	0	0	5	0	43.4783	0	7.2464	0	10	20	0	0.3333	18	1	0
3576	8961	198.29	6.8376	19.5798	0.6277	0.6752	1.1203	0.1619	1	11	0	0	0	0	2	0	0	0	0	0	0	2	0	44.8276	6.8966	0	0	4	9	0	0.3077	10	1	0
3577	50336096	593.9	6.5264	58.7224	0.5978	0.6453	1.1319	0.0518	2	17	8	0.0833	5	0	7	1	0	0	0	0	0	8	0	39.5604	7.6923	1.0989	0	19	17	0	0.5278	10	1	0
3578	50194097	480.72	6.6767	47.4552	0.6115	0.6591	1.128	0.0651	0	16	9	0.1169	4	0	6	0	0	0	0	0	0	6	0	41.6667	8.3333	0	0	14	16	0	0.4667	10	1	0
3579	50336099	537.78	6.8073	51.6768	0.6113	0.6541	1.1309	0.0577	2	17	10	0.119	5	0	7	1	0	0	0	0	0	8	0	40.5063	8.8608	1.2658	0	15	17	0	0.4688	10	1	0
3580	50194106	564.9	6.2767	58.0236	0.591	0.6447	1.1301	0.0546	0	16	9	0.0947	4	0	6	0	0	0	0	0	0	6	0	40	6.6667	0	0	20	16	0	0.5556	10	1	0
3581	50336103	621.96	6.412	62.2452	0.5923	0.6417	1.1323	0.0493	2	17	10	0.098	5	0	7	1	0	0	0	0	0	8	0	39.1753	7.2165	1.0309	0	21	17	0	0.5526	10	1	0
3582	50336106	650.02	6.3109	65.768	0.5875	0.6385	1.1326	0.047	4	17	10	0.0926	5	0	7	1	0	0	0	0	0	8	0	38.835	6.7961	0.9709	0	23	17	0	0.575	10	1	0
3583	50336107	650.02	6.3109	65.768	0.5875	0.6385	1.1326	0.047	2	17	12	0.1111	5	0	7	1	0	0	0	0	0	8	0	38.835	6.7961	0.9709	0	23	17	0	0.575	10	1	0
3584	50336108	650.02	6.3109	65.768	0.5875	0.6385	1.1326	0.047	3	17	11	0.1019	5	0	7	1	0	0	0	0	0	8	0	38.835	6.7961	0.9709	0	23	17	0	0.575	10	1	0
3585	50346858	732.95	7.1858	66.9551	0.6243	0.6564	1.1235	0.0461	5	15	3	0.0263	3	0	4	7	0	0	0	0	0	11	0	42.1569	3.9216	6.8627	0	28	15	0	0.6512	8	1	0
3586	50346859	702.97	6.8919	66.8075	0.6155	0.655	1.1234	0.0483	3	14	3	0.0263	2	0	4	5	0	0	0	0	0	9	0	42.1569	3.9216	4.902	0	29	14	0	0.6744	8	1	0
3587	50346860	716.95	7.0985	66.5006	0.6234	0.6584	1.1226	0.0472	4	15	3	0.0265	3	0	4	6	0	0	0	0	0	10	0	42.5743	3.9604	5.9406	0	28	15	0	0.6512	8	1	0
3588	50346861	730.98	7.0287	68.262	0.6201	0.6564	1.1231	0.0461	5	15	3	0.0259	3	0	4	6	0	0	0	0	0	10	0	42.3077	3.8462	5.7692	0	29	15	0	0.6591	8	1	0
3589	10404	287.39	6.8426	26.9832	0.6056	0.6425	1.1257	0.1143	3	7	1	0.0222	1	0	1	3	0	0	0	0	0	4	0	40.4762	2.381	7.1429	0	9	8	0	0.5294	6	1	0
3590	50346365	502.79	6.0577	50.8246	0.5625	0.6123	1.1387	0.0651	11	2	3	0.0341	2	0	2	3	0	0	0	0	0	6	1	36.1446	2.4096	3.6145	1.2048	28	2	0	0.9333	0	1	0
3591	50346366	610.73	7.3582	50.4496	0.5902	0.6078	1.1633	0.0546	15	2	3	0.0341	2	0	2	3	0	0	0	0	0	12	7	36.1446	2.4096	3.6145	8.4337	28	2	0	0.9333	0	1	0
3592	50346370	480.81	5.7929	51.4326	0.5613	0.6197	1.1321	0.0672	10	3	3	0.0341	3	0	2	2	0	0	0	0	0	4	0	37.3494	2.4096	2.4096	0	27	4	0	0.871	4	1	0
3593	50346371	482.83	5.6804	52.194	0.5543	0.614	1.1339	0.0672	10	2	3	0.0333	2	0	2	2	0	0	0	0	0	4	0	36.4706	2.3529	2.3529	0	29	2	0	0.9355	0	1	0
3594	50346372	500.87	6.0346	52.0803	0.5636	0.6275	1.1311	0.0672	10	2	3	0.0341	2	0	2	2	1	0	0	0	1	5	0	36.1446	2.4096	2.4096	0	28	2	0	0.9333	0	1	0
3595	50346349	486.84	6.0855	50.3189	0.5656	0.629	1.1309	0.0695	9	2	3	0.0353	2	0	2	2	1	0	0	0	1	5	0	36.25	2.5	2.5	0	27	2	0	0.931	0	1	0
3596	50346350	528.88	6.2221	53.5348	0.5705	0.6298	1.1305	0.0631	11	3	3	0.0333	3	0	2	3	1	0	0	0	1	6	0	36.4706	2.3529	3.5294	0	28	3	0	0.9032	0	1	0
3597	50346351	590.95	6.4234	59.2962	0.5871	0.6445	1.1251	0.0557	10	9	4	0.0408	3	0	2	3	1	0	0	0	1	6	0	39.1304	2.1739	3.2609	0	27	9	0	0.75	8	1	0
3598	50346352	586.97	6.1786	59.2735	0.5662	0.6239	1.1321	0.0561	13	3	5	0.05	3	0	2	4	1	0	0	0	1	7	0	35.7895	2.1053	4.2105	0	31	3	0	0.9118	0	1	0
3599	50346353	576.97	6.204	59.6031	0.5788	0.6409	1.126	0.0573	9	8	5	0.0505	2	0	2	2	1	0	0	0	1	5	0	38.7097	2.1505	2.1505	0	28	8	0	0.7778	6	1	0
3600	50346354	591	6.1562	61.3645	0.5766	0.6392	1.1264	0.0557	9	8	6	0.0588	2	0	2	2	1	0	0	0	1	5	0	38.5417	2.0833	2.0833	0	29	8	0	0.7838	6	1	0
3601	8961	198.29	6.8376	19.5798	0.6277	0.6752	1.1203	0.1619	1	11	0	0	0	0	2	0	0	0	0	0	0	2	0	44.8276	6.8966	0	0	4	9	0	0.3077	10	1	0
3602	50346355	605.03	6.1114	63.1259	0.5746	0.6376	1.1267	0.0543	9	8	7	0.0667	2	0	2	2	1	0	0	0	1	5	0	38.3838	2.0202	2.0202	0	30	8	0	0.7895	6	1	0
3603	50346356	607	6.2577	61.819	0.5781	0.6373	1.1272	0.0543	10	8	6	0.0583	2	0	2	3	1	0	0	0	1	6	0	38.1443	2.0619	3.0928	0	29	8	0	0.7838	6	1	0
3604	50346357	607	6.2577	61.819	0.5781	0.6373	1.1272	0.0543	10	8	6	0.0583	2	0	2	3	1	0	0	0	1	6	0	38.1443	2.0619	3.0928	0	29	8	0	0.7838	6	1	0
3605	50346358	607	6.2577	61.819	0.5781	0.6373	1.1272	0.0543	10	8	6	0.0583	2	0	2	3	1	0	0	0	1	6	0	38.1443	2.0619	3.0928	0	29	8	0	0.7838	6	1	0
3606	50346359	644.97	6.7184	61.177	0.5886	0.6373	1.137	0.0515	12	8	5	0.049	2	0	2	2	1	0	0	0	1	8	3	38.5417	2.0833	2.0833	3.125	29	8	0	0.7838	6	1	0
3607	50346360	644.97	6.7184	61.177	0.5886	0.6373	1.137	0.0515	12	8	5	0.049	2	0	2	2	1	0	0	0	1	8	3	38.5417	2.0833	2.0833	3.125	29	8	0	0.7838	6	1	0
3608	50346361	644.97	6.7184	61.177	0.5886	0.6373	1.137	0.0515	12	8	5	0.049	2	0	2	2	1	0	0	0	1	8	3	38.5417	2.0833	2.0833	3.125	29	8	0	0.7838	6	1	0
3609	50346362	660.02	6.6002	64.5178	0.5928	0.6452	1.1263	0.05	11	10	6	0.0561	4	0	3	4	1	0	0	0	1	8	0	39	3	4	0	29	10	0	0.7436	10	1	0
3610	50346363	674.05	6.5442	66.2792	0.5904	0.6435	1.1267	0.0488	11	10	7	0.0636	4	0	3	4	1	0	0	0	1	8	0	38.835	2.9126	3.8835	0	30	10	0	0.75	10	1	0
3611	8961	198.29	6.8376	19.5798	0.6277	0.6752	1.1203	0.1619	1	11	0	0	0	0	2	0	0	0	0	0	0	2	0	44.8276	6.8966	0	0	4	9	0	0.3077	10	1	0
3612	50346976	488.62	7.5172	45.2731	0.6621	0.6965	1.108	0.0661	3	21	2	0.0278	3	0	2	3	0	0	0	0	0	5	0	49.2308	3.0769	4.6154	0	10	22	0	0.3125	10	1	0
3613	50346977	516.68	7.2772	48.7959	0.6491	0.6873	1.1106	0.0621	5	21	2	0.0256	3	0	2	3	0	0	0	0	0	5	0	47.8873	2.8169	4.2254	0	12	22	0	0.3529	10	1	0
3614	50346978	557.5	8.5769	46.9889	0.6875	0.7229	1.1063	0.0621	5	21	2	0.0278	3	0	2	3	0	2	0	0	2	7	2	49.2308	3.0769	4.6154	3.0769	10	22	0	0.3125	10	1	0
3615	50346979	626.38	9.6366	48.7047	0.713	0.7493	1.1046	0.0585	7	21	2	0.0278	3	0	2	3	0	4	0	0	4	9	4	49.2308	3.0769	4.6154	6.1538	10	22	0	0.3125	10	1	0
3616	50346980	578.62	8.3858	47.5797	0.6795	0.6896	1.1163	0.0554	7	25	4	0.0526	7	0	4	7	0	0	0	0	0	11	0	46.3768	5.7971	10.1449	0	10	22	0	0.3125	10	1	0
3617	50346981	516.68	7.2772	48.7959	0.6491	0.6873	1.1106	0.0621	5	21	2	0.0256	3	0	2	3	0	0	0	0	0	5	0	47.8873	2.8169	4.2254	0	12	22	0	0.3529	10	1	0
3618	50346982	557.5	8.5769	46.9889	0.6875	0.7229	1.1063	0.0621	5	21	2	0.0278	3	0	2	3	0	2	0	0	2	7	2	49.2308	3.0769	4.6154	3.0769	10	22	0	0.3125	10	1	0
3619	50346983	646.4	9.9446	47.9777	0.6936	0.7381	1.1032	0.0621	5	21	2	0.0278	3	0	2	3	0	0	2	0	2	7	2	49.2308	3.0769	4.6154	3.0769	10	22	0	0.3125	10	1	0
3620	50346984	524.6	8.0708	45.1481	0.6739	0.6946	1.1185	0.0621	5	21	2	0.0278	3	0	2	3	0	0	0	0	0	7	2	49.2308	3.0769	4.6154	3.0769	10	22	0	0.3125	10	1	0
3621	50346985	588.74	7.646	54.7959	0.6765	0.7116	1.102	0.0545	3	31	2	0.0233	3	0	2	3	0	0	0	0	0	5	0	51.9481	2.5974	3.8961	0	10	30	0	0.25	14	1	0
3622	8960	379.54	6.6586	37.0288	0.606	0.6496	1.1217	0.082	3	13	6	0.1	1	0	1	3	0	0	0	0	0	4	0	42.1053	1.7544	5.2632	0	11	13	0	0.4583	8	1	0
3623	50346434	370.54	6.5007	36.0345	0.5888	0.6322	1.1305	0.0855	1	8	7	0.1167	2	0	2	3	0	0	0	0	0	5	0	38.5965	3.5088	5.2632	0	13	9	0	0.5909	10	1	0
3624	50346419	387.59	6.9212	36.6765	0.6023	0.6549	1.1225	0.0855	1	8	7	0.1186	2	0	1	3	1	0	0	0	1	5	0	39.2857	1.7857	5.3571	0	13	9	0	0.5909	10	1	0
3625	50346420	401.62	6.8071	38.4379	0.5975	0.6515	1.1233	0.082	1	8	8	0.129	2	0	1	3	1	0	0	0	1	5	0	38.9831	1.6949	5.0847	0	14	9	0	0.6087	10	1	0
3626	50346421	415.65	6.704	40.1993	0.5933	0.6484	1.124	0.0788	1	8	9	0.1385	2	0	1	3	1	0	0	0	1	5	0	38.7097	1.6129	4.8387	0	15	9	0	0.625	10	1	0
3627	50346422	365.54	7.46	33.7333	0.6374	0.6884	1.1179	0.0892	2	13	4	0.0769	0	1	3	1	1	0	0	0	1	5	0	42.8571	6.1224	2.0408	0	8	12	1	0.381	6	1	0
3628	50346432	344.54	6.3804	35.9096	0.6091	0.665	1.1184	0.0923	0	13	2	0.0345	1	0	2	0	0	0	0	0	0	2	0	44.4444	3.7037	0	0	10	14	0	0.4167	14	1	0
3629	50346435	349.58	6.7227	35.5516	0.6165	0.6837	1.1118	0.0967	0	12	2	0.0357	0	0	1	0	1	0	0	0	1	2	0	44.2308	1.9231	0	0	11	12	0	0.4783	6	1	0
3630	50346440	341.53	6.444	35.9039	0.6202	0.6774	1.1112	0.0923	0	14	1	0.0175	2	0	1	0	0	0	0	0	0	1	0	47.1698	1.8868	0	0	9	16	0	0.36	16	1	0
3631	50346401	320.52	6.1638	33.9096	0.5941	0.6521	1.123	0.0978	0	12	4	0.0727	0	0	2	0	0	0	0	0	0	2	0	42.3077	3.8462	0	0	10	12	0	0.4545	6	1	0
3632	50346402	319.53	6.0289	34.6653	0.5924	0.6541	1.1191	0.0978	0	12	4	0.0714	0	0	1	0	0	0	0	0	0	1	0	43.3962	1.8868	0	0	11	12	0	0.4783	6	1	0
3633	50346412	452.74	7.1863	43.1823	0.6196	0.6854	1.1155	0.0753	1	13	6	0.0896	1	0	2	1	2	0	0	0	2	5	0	41.2698	3.1746	1.5873	0	13	13	0	0.5	6	1	0
3634	50346413	466.77	7.0723	44.9437	0.6146	0.681	1.1165	0.0726	1	13	7	0.1	1	0	2	1	2	0	0	0	2	5	0	40.9091	3.0303	1.5152	0	14	13	0	0.5185	6	1	0
3635	50346415	410	7.193	38.2277	0.622	0.6707	1.1236	0.0813	2	16	4	0.0656	0	0	3	1	0	1	0	0	1	5	1	42.1053	5.2632	1.7544	1.7544	11	13	0	0.4583	14	1	0
3636	50346416	470.13	7.3458	43.3982	0.6202	0.6781	1.1218	0.0726	2	16	7	0.1029	0	0	3	1	1	1	0	0	2	6	1	40.625	4.6875	1.5625	1.5625	13	13	0	0.5	14	1	0
3637	50346417	484.16	7.2263	45.1596	0.6153	0.674	1.1226	0.0701	2	16	8	0.1127	0	0	3	1	1	1	0	0	2	6	1	40.2985	4.4776	1.4925	1.4925	14	13	0	0.5185	14	1	0
3638	50347127	362.56	6.0427	36.7618	0.5636	0.6127	1.1316	0.08	5	8	14	0.2333	2	0	0	4	0	0	0	0	0	4	0	36.6667	0	6.6667	0	13	9	0	0.5909	8	1	0
3639	50347128	390.62	5.9185	40.2846	0.5586	0.6104	1.1322	0.0741	5	8	16	0.2424	2	0	0	4	0	0	0	0	0	4	0	36.3636	0	6.0606	0	15	9	0	0.625	8	1	0
3640	50347129	302.55	5.4027	34.3983	0.5477	0.6143	1.1298	0.0952	2	7	13	0.2321	1	0	0	1	0	0	0	0	0	1	0	37.5	0	1.7857	0	13	8	0	0.619	6	1	0
3641	50347130	316.58	5.3658	36.1597	0.5457	0.6129	1.1302	0.0909	2	7	14	0.2373	1	0	0	1	0	0	0	0	0	1	0	37.2881	0	1.6949	0	14	8	0	0.6364	6	1	0
3642	50259927	330.61	5.3324	37.9211	0.5439	0.6116	1.1306	0.087	2	7	15	0.2419	1	0	0	1	0	0	0	0	0	1	0	37.0968	0	1.6129	0	15	8	0	0.6522	6	1	0
3643	50292424	346.56	5.8739	36.3073	0.561	0.6154	1.1303	0.0833	4	8	14	0.2373	2	0	0	3	0	0	0	0	0	3	0	37.2881	0	5.0847	0	13	9	0	0.5909	8	1	0
3644	50347131	374.62	5.7634	39.8301	0.5562	0.6128	1.131	0.0769	4	8	16	0.2462	2	0	0	3	0	0	0	0	0	3	0	36.9231	0	4.6154	0	15	9	0	0.625	8	1	0
3645	50347132	402.68	5.6715	43.3529	0.5522	0.6106	1.1317	0.0714	4	8	18	0.2535	2	0	0	3	0	0	0	0	0	3	0	36.6197	0	4.2254	0	17	9	0	0.6538	8	1	0
3646	8961	198.29	6.8376	19.5798	0.6277	0.6752	1.1203	0.1619	1	11	0	0	0	0	2	0	0	0	0	0	0	2	0	44.8276	6.8966	0	0	4	9	0	0.3077	10	1	0
3647	50259930	374.62	5.7634	39.8301	0.5562	0.6128	1.131	0.0769	4	8	16	0.2462	2	0	0	3	0	0	0	0	0	3	0	36.9231	0	4.6154	0	15	9	0	0.625	8	1	0
3648	50340108	392.53	7.2691	37.8413	0.6584	0.7008	1.1069	0.0805	2	23	1	0.0169	0	0	2	1	0	0	0	0	0	3	0	50	3.7037	1.8519	0	6	21	0	0.2222	10	1	0
3649	50340109	394.5	7.5865	36.5344	0.6681	0.7026	1.1071	0.0805	2	23	1	0.0175	0	0	2	2	0	0	0	0	0	4	0	50	3.8462	3.8462	0	5	21	0	0.1923	10	1	0
