No.	NAME	MW	AMW	Sp	Mv	Mp	Mi	GD	nTA	nBM	RBN	RBF	nDB	nTB	nN	nO	nS	nCL	nBR	nI	nHM	nHet	nX	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	Fsp3	max_conj_path	nStructures	totalcharge
1994	50075598	344.39	8.0091	28.648	0.6507	0.6662	1.1356	0.09	4	14	7	0.1556	2	0	2	2	0	0	0	0	0	6	2	44.186	4.6512	4.6512	4.6512	5	14	0	0.2632	10	1	0
1995	50075588	382.52	6.9549	35.7561	0.6128	0.6501	1.13	0.0794	3	14	11	0.193	2	0	2	2	0	0	0	0	0	5	1	41.8182	3.6364	3.6364	1.8182	9	14	0	0.3913	10	1	0
1996	50075589	368.49	7.0863	33.9947	0.6188	0.6537	1.1296	0.0826	3	14	10	0.1852	2	0	2	2	0	0	0	0	0	5	1	42.3077	3.8462	3.8462	1.9231	8	14	0	0.3636	10	1	0
1997	8960	379.54	6.6586	37.0288	0.606	0.6496	1.1217	0.082	3	13	6	0.1	1	0	1	3	0	0	0	0	0	4	0	42.1053	1.7544	5.2632	0	11	13	0	0.4583	8	1	0
1998	50075590	354.46	7.2339	32.2333	0.6255	0.6578	1.129	0.0862	3	14	9	0.1765	2	0	2	2	0	0	0	0	0	5	1	42.8571	4.0816	4.0816	2.0408	7	14	0	0.3333	10	1	0
1999	50075642	340.43	7.4007	30.4719	0.6331	0.6624	1.1284	0.09	3	14	8	0.1667	2	0	2	2	0	0	0	0	0	5	1	43.4783	4.3478	4.3478	2.1739	6	14	0	0.3	10	1	0
2000	50075591	382.52	6.9549	35.7561	0.6128	0.6501	1.13	0.0794	3	14	11	0.193	2	0	2	2	0	0	0	0	0	5	1	41.8182	3.6364	3.6364	1.8182	9	14	0	0.3913	10	1	0
2001	50075592	368.49	7.0863	33.9947	0.6188	0.6537	1.1296	0.0826	3	14	10	0.1852	2	0	2	2	0	0	0	0	0	5	1	42.3077	3.8462	3.8462	1.9231	8	14	0	0.3636	10	1	0
2002	50075666	354.46	7.2339	32.2333	0.6255	0.6578	1.129	0.0862	3	14	9	0.1765	2	0	2	2	0	0	0	0	0	5	1	42.8571	4.0816	4.0816	2.0408	7	14	0	0.3333	10	1	0
2003	50075676	340.43	7.4007	30.4719	0.6331	0.6624	1.1284	0.09	3	14	8	0.1667	2	0	2	2	0	0	0	0	0	5	1	43.4783	4.3478	4.3478	2.1739	6	14	0	0.3	10	1	0
2004	50075677	326.4	7.5907	28.7105	0.6418	0.6677	1.1277	0.0942	3	14	7	0.1556	2	0	2	2	0	0	0	0	0	5	1	44.186	4.6512	4.6512	2.3256	5	14	0	0.2632	10	1	0
2005	50075593	364.53	6.6278	35.8186	0.6058	0.6512	1.1239	0.0826	2	14	11	0.193	2	0	2	2	0	0	0	0	0	4	0	41.8182	3.6364	3.6364	0	9	14	0	0.3913	10	1	0
2006	50075594	350.5	6.7404	34.0572	0.6114	0.6549	1.123	0.0862	2	14	10	0.1852	2	0	2	2	0	0	0	0	0	4	0	42.3077	3.8462	3.8462	0	8	14	0	0.3636	10	1	0
2007	50075678	336.47	6.8667	32.2958	0.6177	0.6591	1.1221	0.09	2	14	9	0.1765	2	0	2	2	0	0	0	0	0	4	0	42.8571	4.0816	4.0816	0	7	14	0	0.3333	10	1	0
2008	50075679	322.44	7.0096	30.5344	0.6248	0.6638	1.121	0.0942	2	14	8	0.1667	2	0	2	2	0	0	0	0	0	4	0	43.4783	4.3478	4.3478	0	6	14	0	0.3	10	1	0
2009	50075680	308.41	7.1723	28.773	0.6329	0.6691	1.1198	0.0988	2	14	7	0.1556	2	0	2	2	0	0	0	0	0	4	0	44.186	4.6512	4.6512	0	5	14	0	0.2632	10	1	0
2010	8961	198.29	6.8376	19.5798	0.6277	0.6752	1.1203	0.1619	1	11	0	0	0	0	2	0	0	0	0	0	0	2	0	44.8276	6.8966	0	0	4	9	0	0.3077	10	1	0
2011	50079500	566.81	6.7477	54.8529	0.61	0.653	1.1251	0.0557	1	19	9	0.1	2	0	4	3	0	0	0	0	0	7	0	41.6667	4.7619	3.5714	0	17	18	0	0.4857	10	1	0
2012	50079501	527.73	6.9438	49.5744	0.6142	0.6523	1.1285	0.0594	2	19	9	0.1111	2	0	5	3	0	0	0	0	0	8	0	40.7895	6.5789	3.9474	0	13	18	0	0.4194	10	1	0
2013	50079502	588.81	7.0096	56.0915	0.6275	0.6678	1.1202	0.0529	1	25	10	0.1111	2	0	4	3	0	0	0	0	0	7	0	44.0476	4.7619	3.5714	0	13	24	0	0.3514	16	1	0
2014	50079503	580.71	7.5417	50.1426	0.6277	0.6512	1.1389	0.0546	4	19	9	0.1098	2	0	4	3	0	0	0	0	0	10	3	41.5584	5.1948	3.8961	3.8961	14	18	0	0.4375	10	1	0
2015	50079504	556.77	6.8737	52.546	0.6102	0.6487	1.1272	0.0561	2	19	11	0.1279	2	0	4	4	0	0	0	0	0	8	0	40.7407	4.9383	4.9383	0	15	18	0	0.4545	10	1	0
2016	50079505	542.74	6.9582	50.7846	0.6141	0.6511	1.1268	0.0577	2	19	10	0.1205	2	0	4	4	0	0	0	0	0	8	0	41.0256	5.1282	5.1282	0	14	18	0	0.4375	10	1	0
2017	50079506	561.18	7.2881	51.188	0.6235	0.6648	1.125	0.0577	3	19	9	0.1098	2	0	4	3	0	1	0	0	1	8	1	41.5584	5.1948	3.8961	1.2987	14	18	0	0.4375	10	1	0
2018	50079508	540.77	6.7596	52.0915	0.6089	0.6511	1.1262	0.0577	3	19	9	0.1059	2	0	4	3	0	0	0	0	0	7	0	41.25	5	3.75	0	15	18	0	0.4545	10	1	0
2019	50079509	526.74	6.8408	50.3301	0.6128	0.6536	1.1257	0.0594	2	19	9	0.1098	2	0	4	3	0	0	0	0	0	7	0	41.5584	5.1948	3.8961	0	14	18	0	0.4375	10	1	0
2020	50079510	526.74	6.8408	50.3301	0.6128	0.6536	1.1257	0.0594	2	19	9	0.1098	2	0	4	3	0	0	0	0	0	7	0	41.5584	5.1948	3.8961	0	14	18	0	0.4375	10	1	0
2021	50079511	568.83	6.6143	55.6143	0.6019	0.6467	1.127	0.0546	1	19	13	0.1429	2	0	4	3	0	0	0	0	0	7	0	40.6977	4.6512	3.4884	0	17	18	0	0.4857	10	1	0
2022	50079512	554.8	6.6843	53.8529	0.6053	0.6488	1.1266	0.0561	1	19	12	0.1364	2	0	4	3	0	0	0	0	0	7	0	40.9639	4.8193	3.6145	0	16	18	0	0.4706	10	1	0
2023	50079513	540.77	6.7596	52.0915	0.6089	0.6511	1.1262	0.0577	1	19	11	0.1294	2	0	4	3	0	0	0	0	0	7	0	41.25	5	3.75	0	15	18	0	0.4545	10	1	0
2024	50079514	526.74	6.8408	50.3301	0.6128	0.6536	1.1257	0.0594	1	19	10	0.122	2	0	4	3	0	0	0	0	0	7	0	41.5584	5.1948	3.8961	0	14	18	0	0.4375	10	1	0
2025	50079515	512.71	6.9285	48.5687	0.617	0.6563	1.1252	0.0612	1	19	9	0.1139	2	0	4	3	0	0	0	0	0	7	0	41.8919	5.4054	4.0541	0	13	18	0	0.4194	10	1	0
2026	50079516	554.8	6.6843	53.8529	0.6053	0.6488	1.1266	0.0561	1	19	12	0.1364	2	0	4	3	0	0	0	0	0	7	0	40.9639	4.8193	3.6145	0	16	18	0	0.4706	10	1	0
2027	50079517	540.77	6.7596	52.0915	0.6089	0.6511	1.1262	0.0577	1	19	11	0.1294	2	0	4	3	0	0	0	0	0	7	0	41.25	5	3.75	0	15	18	0	0.4545	10	1	0
2028	50079518	526.74	6.8408	50.3301	0.6128	0.6536	1.1257	0.0594	1	19	10	0.122	2	0	4	3	0	0	0	0	0	7	0	41.5584	5.1948	3.8961	0	14	18	0	0.4375	10	1	0
2029	50079522	512.71	6.9285	48.5687	0.617	0.6563	1.1252	0.0612	1	19	9	0.1139	2	0	4	3	0	0	0	0	0	7	0	41.8919	5.4054	4.0541	0	13	18	0	0.4194	10	1	0
2030	50079523	498.68	7.0237	46.8073	0.6216	0.6593	1.1246	0.0631	1	19	8	0.1053	2	0	4	3	0	0	0	0	0	7	0	42.2535	5.6338	4.2254	0	12	18	0	0.4	10	1	0
2031	50073191	441.3	9.8067	32.2729	0.692	0.7172	1.1111	0.0794	3	24	5	0.1064	2	0	2	4	0	0	1	0	1	7	1	46.6667	4.4444	8.8889	2.2222	2	19	0	0.0952	15	2	0
2032	50073192	475.19	11.0509	32.4719	0.7033	0.7552	1.1009	0.0862	2	22	4	0.0889	0	0	1	2	0	0	2	0	2	5	2	48.8372	2.3256	4.6512	4.6512	2	19	0	0.0952	15	2	0
2033	50073193	475.19	11.0509	32.4719	0.7033	0.7552	1.1009	0.0862	2	22	4	0.0889	0	0	1	2	0	0	2	0	2	5	2	48.8372	2.3256	4.6512	4.6512	2	19	0	0.0952	15	2	0
2034	50073200	414.29	9.6347	31.0571	0.6884	0.7223	1.1124	0.0862	2	22	4	0.0889	0	0	1	2	0	0	1	0	1	5	2	48.8372	2.3256	4.6512	4.6512	2	19	0	0.0952	15	2	0
2035	50073201	396.3	9.2163	31.1196	0.6795	0.7237	1.1045	0.09	1	22	4	0.0889	0	0	1	2	0	0	1	0	1	4	1	48.8372	2.3256	4.6512	2.3256	2	19	0	0.0952	15	2	0
2036	50073203	524.05	13.4372	31.6083	0.7443	0.8105	1.0911	0.09	2	22	3	0.0732	0	0	1	1	0	0	3	0	3	5	3	51.2821	2.5641	2.5641	7.6923	1	19	0	0.05	15	2	0
2037	50073206	445.16	11.4144	30.256	0.718	0.7758	1.0952	0.0942	1	22	3	0.0732	0	0	1	1	0	0	2	0	2	4	2	51.2821	2.5641	2.5641	5.1282	1	19	0	0.05	15	2	0
2038	50073209	445.16	11.4144	30.256	0.718	0.7758	1.0952	0.0942	1	22	3	0.0732	0	0	1	1	0	0	2	0	2	4	2	51.2821	2.5641	2.5641	5.1282	1	19	0	0.05	15	2	0
2039	50079112	353.45	7.2133	32.1991	0.626	0.6571	1.1205	0.0862	4	14	7	0.1373	2	0	1	4	0	0	0	0	0	5	0	42.8571	2.0408	8.1633	0	6	15	0	0.2857	16	1	0
2040	50079115	295.36	7.5733	26.4604	0.6508	0.6785	1.1141	0.1039	4	14	3	0.0732	2	0	1	3	0	0	0	0	0	4	0	46.1538	2.5641	7.6923	0	3	15	0	0.1667	16	1	0
2041	50079116	379.49	7.1602	34.9605	0.6265	0.6596	1.1192	0.082	2	14	6	0.1071	2	0	1	4	0	0	0	0	0	5	0	43.3962	1.8868	7.5472	0	8	15	0	0.3478	16	1	0
2042	50079117	365.46	7.3092	33.1991	0.6335	0.664	1.1181	0.0855	2	14	6	0.1132	2	0	1	4	0	0	0	0	0	5	0	44	2	8	0	7	15	0	0.3182	16	1	0
2043	50079118	339.42	7.3787	30.4377	0.6337	0.6617	1.1193	0.09	4	14	6	0.125	2	0	1	4	0	0	0	0	0	5	0	43.4783	2.1739	8.6957	0	5	15	0	0.25	16	1	0
2044	50079120	339.42	7.3787	30.4377	0.6337	0.6617	1.1193	0.09	4	14	6	0.125	2	0	1	4	0	0	0	0	0	5	0	43.4783	2.1739	8.6957	0	5	15	0	0.25	16	1	0
2045	50079136	365.46	7.3092	33.1991	0.6335	0.664	1.1181	0.0855	2	14	5	0.0943	2	0	1	4	0	0	0	0	0	5	0	44	2	8	0	7	15	0	0.3182	16	1	0
2046	50079184	351.43	7.4772	31.4377	0.6415	0.6689	1.1168	0.0892	2	14	5	0.1	2	0	1	4	0	0	0	0	0	5	0	44.6809	2.1277	8.5106	0	6	15	0	0.2857	16	1	0
2047	50079185	325.39	7.5672	28.6763	0.6424	0.6669	1.118	0.0942	4	14	5	0.1111	2	0	1	4	0	0	0	0	0	5	0	44.186	2.3256	9.3023	0	4	15	0	0.2105	16	1	0
2048	10620	250.38	6.2595	24.5344	0.5685	0.6134	1.1392	0.1176	6	7	5	0.125	1	0	2	2	0	0	0	0	0	4	0	35	5	5	0	7	7	0	0.5	6	1	0
2049	8960	379.54	6.6586	37.0288	0.606	0.6496	1.1217	0.082	3	13	6	0.1	1	0	1	3	0	0	0	0	0	4	0	42.1053	1.7544	5.2632	0	11	13	0	0.4583	8	1	0
2050	50079198	387.89	7.9161	33.057	0.6429	0.6746	1.1193	0.0826	5	14	7	0.1373	2	0	1	4	0	1	0	0	1	6	1	42.8571	2.0408	8.1633	2.0408	6	15	0	0.2857	16	1	0
2051	50079199	413.93	7.81	35.8184	0.6421	0.6758	1.1182	0.0788	3	14	6	0.1071	2	0	1	4	0	1	0	0	1	6	1	43.3962	1.8868	7.5472	1.8868	8	15	0	0.3478	16	1	0
2052	50079200	385.87	8.21	32.2956	0.6591	0.6871	1.1156	0.0855	3	14	5	0.1	2	0	1	4	0	1	0	0	1	6	1	44.6809	2.1277	8.5106	2.1277	6	15	0	0.2857	16	1	0
2053	50079201	373.86	8.1274	31.2956	0.6517	0.6803	1.1181	0.0862	5	14	6	0.125	2	0	1	4	0	1	0	0	1	6	1	43.4783	2.1739	8.6957	2.1739	5	15	0	0.25	16	1	0
2054	50079202	387.89	7.9161	33.057	0.6429	0.6746	1.1193	0.0826	5	14	7	0.1373	2	0	1	4	0	1	0	0	1	6	1	42.8571	2.0408	8.1633	2.0408	6	15	0	0.2857	16	1	0
2055	50079203	413.93	7.81	35.8184	0.6421	0.6758	1.1182	0.0788	3	14	6	0.1071	2	0	1	4	0	1	0	0	1	6	1	43.3962	1.8868	7.5472	1.8868	8	15	0	0.3478	16	1	0
2056	50079204	385.87	8.21	32.2956	0.6591	0.6871	1.1156	0.0855	3	14	5	0.1	2	0	1	4	0	1	0	0	1	6	1	44.6809	2.1277	8.5106	2.1277	6	15	0	0.2857	16	1	0
2057	50079205	373.86	8.1274	31.2956	0.6517	0.6803	1.1181	0.0862	5	14	6	0.125	2	0	1	4	0	1	0	0	1	6	1	43.4783	2.1739	8.6957	2.1739	5	15	0	0.25	16	1	0
2058	50079207	438.57	7.0737	39.9435	0.6128	0.6442	1.1267	0.0685	6	15	10	0.1563	3	0	2	5	0	0	0	0	0	7	0	40.3226	3.2258	8.0645	0	9	16	0	0.36	16	1	0
2059	50079213	464.61	7.0395	42.7049	0.6139	0.647	1.1253	0.066	4	15	9	0.1304	3	0	2	5	0	0	0	0	0	7	0	40.9091	3.0303	7.5758	0	11	16	0	0.4074	16	1	0
2060	50079186	450.58	7.1521	40.9435	0.6189	0.6499	1.1247	0.0682	4	15	9	0.1364	3	0	2	5	0	0	0	0	0	7	0	41.2698	3.1746	7.9365	0	10	16	0	0.3846	16	1	0
2061	50079187	424.54	7.1956	38.1821	0.6181	0.6472	1.1261	0.071	6	15	9	0.1475	3	0	2	5	0	0	0	0	0	7	0	40.678	3.3898	8.4746	0	8	16	0	0.3333	16	1	0
2062	50079188	413.51	7.2546	36.6309	0.6168	0.6426	1.1255	0.0736	6	14	9	0.1525	2	0	1	6	0	0	0	0	0	7	0	40.3509	1.7544	10.5263	0	8	15	0	0.3478	16	1	0
2063	50079189	439.55	7.2057	39.3923	0.6178	0.6458	1.1241	0.0706	4	14	8	0.125	2	0	1	6	0	0	0	0	0	7	0	40.9836	1.6393	9.8361	0	10	15	0	0.4	16	1	0
2064	50079190	425.52	7.3366	37.6309	0.6234	0.6488	1.1233	0.0731	4	14	8	0.1311	2	0	1	6	0	0	0	0	0	7	0	41.3793	1.7241	10.3448	0	9	15	0	0.375	16	1	0
2065	50079191	399.48	7.3978	34.8695	0.6228	0.6457	1.1248	0.0764	6	14	8	0.1429	2	0	1	6	0	0	0	0	0	7	0	40.7407	1.8519	11.1111	0	7	15	0	0.3182	16	1	0
2066	50079192	353.45	7.2133	32.1991	0.626	0.6571	1.1205	0.0862	4	14	7	0.1373	2	0	1	4	0	0	0	0	0	5	0	42.8571	2.0408	8.1633	0	6	15	0	0.2857	16	1	0
2067	50079193	379.49	7.1602	34.9605	0.6265	0.6596	1.1192	0.082	2	14	6	0.1071	2	0	1	4	0	0	0	0	0	5	0	43.3962	1.8868	7.5472	0	8	15	0	0.3478	16	1	0
2068	50079194	365.46	7.3092	33.1991	0.6335	0.664	1.1181	0.0855	2	14	6	0.1132	2	0	1	4	0	0	0	0	0	5	0	44	2	8	0	7	15	0	0.3182	16	1	0
2069	50079195	339.42	7.3787	30.4377	0.6337	0.6617	1.1193	0.09	4	14	6	0.125	2	0	1	4	0	0	0	0	0	5	0	43.4783	2.1739	8.6957	0	5	15	0	0.25	16	1	0
2070	50079196	367.43	7.6548	31.8922	0.643	0.6644	1.1187	0.0826	5	15	6	0.12	3	0	1	5	0	0	0	0	0	6	0	43.75	2.0833	10.4167	0	5	16	0	0.2381	16	1	0
2071	10620	250.38	6.2595	24.5344	0.5685	0.6134	1.1392	0.1176	6	7	5	0.125	1	0	2	2	0	0	0	0	0	4	0	35	5	5	0	7	7	0	0.5	6	1	0
2072	50072946	418.88	9.1061	33.6025	0.7108	0.7305	1.1172	0.0782	3	24	4	0.08	1	0	4	1	0	1	0	0	1	7	2	50	8.6957	2.1739	4.3478	2	21	0	0.087	14	1	0
2073	50072947	414.92	8.4678	35.4264	0.6907	0.723	1.1116	0.0782	3	24	4	0.0755	1	0	4	1	0	1	0	0	1	6	1	48.9796	8.1633	2.0408	2.0408	3	21	0	0.125	14	1	0
2074	50072948	490.34	10.2154	35.3127	0.7174	0.7357	1.1136	0.0726	4	26	5	0.0962	3	0	5	3	0	0	1	0	1	9	1	47.9167	10.4167	6.25	2.0833	2	21	0	0.087	14	1	0
2075	50072949	479.78	10.43	35.0173	0.7248	0.7612	1.1064	0.0782	3	24	4	0.08	1	0	4	1	0	1	1	0	2	7	2	50	8.6957	2.1739	4.3478	2	21	0	0.087	14	1	0
2076	50072950	445.34	9.6813	34.1594	0.7068	0.7426	1.1076	0.0813	2	24	4	0.08	1	0	4	1	0	0	1	0	1	6	1	50	8.6957	2.1739	2.1739	2	21	0	0.087	14	1	0
2077	50072951	430.92	8.6184	35.8809	0.6911	0.7176	1.1136	0.0753	3	24	5	0.0926	1	0	4	2	0	1	0	0	1	7	1	48	8	4	2	3	21	0	0.125	14	1	0
2078	50072952	396.48	7.9296	35.023	0.6746	0.7005	1.1147	0.0782	2	24	5	0.0926	1	0	4	2	0	0	0	0	0	6	0	48	8	4	0	3	21	0	0.125	14	1	0
2079	50072953	445.89	9.2894	34.8183	0.7133	0.7254	1.1157	0.0726	4	26	5	0.0962	3	0	5	3	0	1	0	0	1	9	1	47.9167	10.4167	6.25	2.0833	2	21	0	0.087	14	1	0
2080	50072954	435.33	9.4637	34.5229	0.7205	0.7505	1.1086	0.0782	3	24	4	0.08	1	0	4	1	0	2	0	0	2	7	2	50	8.6957	2.1739	4.3478	2	21	0	0.087	14	1	0
2081	50072955	400.89	8.715	33.665	0.7025	0.7318	1.1098	0.0813	2	24	4	0.08	1	0	4	1	0	1	0	0	1	6	1	50	8.6957	2.1739	2.1739	2	21	0	0.087	14	1	0
2082	50072956	400.89	8.715	33.665	0.7025	0.7318	1.1098	0.0813	2	24	4	0.08	1	0	4	1	0	1	0	0	1	6	1	50	8.6957	2.1739	2.1739	2	21	0	0.087	14	1	0
2083	50088585	533.67	7.2118	48.131	0.6214	0.6504	1.1219	0.0567	6	20	13	0.1688	2	0	1	7	0	0	0	0	0	8	0	41.8919	1.3514	9.4595	0	10	21	0	0.3226	16	1	0
2084	50088586	544.7	7.1671	49.6822	0.6222	0.6537	1.1225	0.0564	4	20	11	0.1375	2	0	2	6	0	0	0	0	0	8	0	42.1053	2.6316	7.8947	0	11	21	0	0.3438	16	1	0
2085	50088587	468.6	7.1	42.1594	0.6096	0.6388	1.1285	0.066	5	14	9	0.1304	2	0	2	6	0	0	0	0	0	8	0	39.3939	3.0303	9.0909	0	11	15	0	0.4231	16	1	0
2086	50088588	503.64	7.1949	45.9151	0.6248	0.6559	1.12	0.0601	5	20	12	0.1644	2	0	1	6	0	0	0	0	0	7	0	42.8571	1.4286	8.5714	0	9	21	0	0.3	16	1	0
2087	50088589	517.67	7.0914	47.6765	0.6201	0.6531	1.1207	0.0583	5	20	13	0.1711	2	0	1	6	0	0	0	0	0	7	0	42.4658	1.3699	8.2192	0	10	21	0	0.3226	16	1	0
2088	50088590	533.67	7.2118	48.131	0.6214	0.6504	1.1219	0.0567	6	20	13	0.1688	2	0	1	7	0	0	0	0	0	8	0	41.8919	1.3514	9.4595	0	10	21	0	0.3226	16	1	0
2089	50088591	547.7	7.113	49.8924	0.617	0.648	1.1226	0.0551	6	20	14	0.175	2	0	1	7	0	0	0	0	0	8	0	41.5584	1.2987	9.0909	0	11	21	0	0.3438	16	1	0
2090	50088592	558.73	7.0725	51.4436	0.6179	0.6512	1.1231	0.0549	4	20	12	0.1446	2	0	2	6	0	0	0	0	0	8	0	41.7722	2.5316	7.5949	0	12	21	0	0.3636	16	1	0
2091	50088593	482.63	6.9946	43.9208	0.6052	0.6365	1.1289	0.0639	5	14	10	0.1389	2	0	2	6	0	0	0	0	0	8	0	39.1304	2.8986	8.6957	0	12	15	0	0.4444	16	1	0
2092	50088594	531.7	6.9961	49.4379	0.6157	0.6505	1.1214	0.0567	5	20	14	0.1772	2	0	1	6	0	0	0	0	0	7	0	42.1053	1.3158	7.8947	0	11	21	0	0.3438	16	1	0
2093	50088595	454.57	7.2154	40.398	0.6144	0.6412	1.128	0.0682	5	14	8	0.1212	2	0	2	6	0	0	0	0	0	8	0	39.6825	3.1746	9.5238	0	10	15	0	0.4	16	1	0
2094	50088596	489.61	7.3076	44.1537	0.63	0.659	1.1191	0.0619	5	20	11	0.1571	2	0	1	6	0	0	0	0	0	7	0	43.2836	1.4925	8.9552	0	8	21	0	0.2759	16	1	0
2095	50088597	503.64	7.1949	45.9151	0.6248	0.6559	1.12	0.0601	5	20	12	0.1644	2	0	1	6	0	0	0	0	0	7	0	42.8571	1.4286	8.5714	0	9	21	0	0.3	16	1	0
2096	50088598	519.64	7.3189	46.3696	0.6261	0.6531	1.1212	0.0583	6	20	12	0.1622	2	0	1	7	0	0	0	0	0	8	0	42.2535	1.4085	9.8592	0	9	21	0	0.3	16	1	0
2097	50088599	533.67	7.2118	48.131	0.6214	0.6504	1.1219	0.0567	6	20	13	0.1688	2	0	1	7	0	0	0	0	0	8	0	41.8919	1.3514	9.4595	0	10	21	0	0.3226	16	1	0
2098	50088600	544.7	7.1671	49.6822	0.6222	0.6537	1.1225	0.0564	4	20	11	0.1375	2	0	2	6	0	0	0	0	0	8	0	42.1053	2.6316	7.8947	0	11	21	0	0.3438	16	1	0
2099	50088601	468.6	7.1	42.1594	0.6096	0.6388	1.1285	0.066	5	14	9	0.1304	2	0	2	6	0	0	0	0	0	8	0	39.3939	3.0303	9.0909	0	11	15	0	0.4231	16	1	0
2100	50088602	503.64	7.1949	45.9151	0.6248	0.6559	1.12	0.0601	5	20	12	0.1644	2	0	1	6	0	0	0	0	0	7	0	42.8571	1.4286	8.5714	0	9	21	0	0.3	16	1	0
2101	50088603	517.67	7.0914	47.6765	0.6201	0.6531	1.1207	0.0583	5	20	13	0.1711	2	0	1	6	0	0	0	0	0	7	0	42.4658	1.3699	8.2192	0	10	21	0	0.3226	16	1	0
2102	50088604	533.67	7.2118	48.131	0.6214	0.6504	1.1219	0.0567	6	20	13	0.1688	2	0	1	7	0	0	0	0	0	8	0	41.8919	1.3514	9.4595	0	10	21	0	0.3226	16	1	0
2103	50088605	547.7	7.113	49.8924	0.617	0.648	1.1226	0.0551	6	20	14	0.175	2	0	1	7	0	0	0	0	0	8	0	41.5584	1.2987	9.0909	0	11	21	0	0.3438	16	1	0
2104	50088611	558.73	7.0725	51.4436	0.6179	0.6512	1.1231	0.0549	4	20	12	0.1446	2	0	2	6	0	0	0	0	0	8	0	41.7722	2.5316	7.5949	0	12	21	0	0.3636	16	1	0
2105	50179309	371.57	8.0776	32.6196	0.6499	0.7091	1.1148	0.0933	3	13	4	0.0816	2	0	3	1	2	0	0	0	2	6	0	41.3043	6.5217	2.1739	0	7	12	0	0.3684	9	1	0
2106	50179310	313.41	8.4705	26.1422	0.6714	0.7065	1.1169	0.1082	2	13	2	0.05	2	0	3	2	1	0	0	0	1	6	0	43.2432	8.1081	5.4054	0	4	12	0	0.25	9	1	0
2107	50179312	341.47	7.9412	29.665	0.6487	0.6899	1.1199	0.0978	3	13	3	0.0652	2	0	3	2	1	0	0	0	1	6	0	41.8605	6.9767	4.6512	0	6	12	0	0.3333	9	1	0
2108	50179315	369.53	7.5414	33.1878	0.6316	0.6773	1.1222	0.0892	3	13	5	0.0962	2	0	3	2	1	0	0	0	1	6	0	40.8163	6.1224	4.0816	0	8	12	0	0.4	9	1	0
2109	50179317	472.66	7.6235	42.7163	0.6455	0.689	1.118	0.0695	1	19	5	0.0746	2	0	4	2	1	0	0	0	1	7	0	43.5484	6.4516	3.2258	0	9	18	0	0.3333	9	1	0
2110	50179321	355.45	8.4631	29.3581	0.6687	0.699	1.1178	0.0933	4	14	2	0.0444	3	0	3	3	1	0	0	0	1	7	0	42.8571	7.1429	7.1429	0	5	13	0	0.2778	9	1	0
2111	50179323	433.59	8.8488	36.3127	0.6956	0.7411	1.1036	0.0782	2	20	4	0.0755	3	0	3	2	2	0	0	0	2	7	0	46.9388	6.1224	4.0816	0	4	19	0	0.1739	9	1	0
2112	50179313	329.48	8.9049	27.3354	0.6842	0.7388	1.1091	0.1082	2	13	2	0.05	2	0	3	1	2	0	0	0	2	6	0	43.2432	8.1081	2.7027	0	4	12	0	0.25	9	1	0
2113	50179325	417.57	7.8787	37.1878	0.6594	0.7017	1.1129	0.0782	2	19	5	0.0877	2	0	3	2	1	0	0	0	1	6	0	45.283	5.6604	3.7736	0	6	18	0	0.25	9	1	0
2114	50179328	477.63	7.83	41.6196	0.6464	0.6823	1.1186	0.0677	4	19	7	0.1077	2	0	3	4	1	0	0	0	1	8	0	42.623	4.918	6.5574	0	8	18	0	0.3077	9	1	0
2115	10404	287.39	6.8426	26.9832	0.6056	0.6425	1.1257	0.1143	3	7	1	0.0222	1	0	1	3	0	0	0	0	0	4	0	40.4762	2.381	7.1429	0	9	8	0	0.5294	6	1	0
2116	50179319	411.64	7.7668	37.1424	0.6405	0.7008	1.1153	0.0847	1	13	4	0.0702	2	0	3	1	2	0	0	0	2	6	0	41.5094	5.6604	1.8868	0	10	12	0	0.4545	9	1	0
2117	50179314	307.46	7.3205	27.4264	0.6053	0.653	1.1326	0.1095	5	7	3	0.0682	2	0	3	2	1	0	0	0	1	6	0	35.7143	7.1429	4.7619	0	9	6	0	0.6	9	1	0
2118	50179334	355.5	7.7283	31.4264	0.6396	0.6832	1.1211	0.0933	3	13	4	0.0816	2	0	3	2	1	0	0	0	1	6	0	41.3043	6.5217	4.3478	0	7	12	0	0.3684	9	1	0
2119	50179324	279.4	7.7611	23.9036	0.6213	0.664	1.1317	0.1228	4	7	2	0.0526	2	0	3	2	1	0	0	0	1	6	0	36.1111	8.3333	5.5556	0	7	6	0	0.5385	9	1	0
2120	50088618	561.73	7.0216	51.6538	0.6129	0.6457	1.1232	0.0537	6	20	15	0.1807	2	0	1	7	0	0	0	0	0	8	0	41.25	1.25	8.75	0	12	21	0	0.3636	16	1	0
2121	50088620	575.76	6.9369	53.4152	0.6092	0.6436	1.1237	0.0523	6	20	16	0.186	2	0	1	7	0	0	0	0	0	8	0	40.9639	1.2048	8.4337	0	13	21	0	0.3824	16	1	0
2122	50088613	482.63	6.9946	43.9208	0.6052	0.6365	1.1289	0.0639	5	14	10	0.1389	2	0	2	6	0	0	0	0	0	8	0	39.1304	2.8986	8.6957	0	12	15	0	0.4444	16	1	0
