No.	NAME	AAC	IDDE	IDMT	IVDE	Ges	rGes	S0K	Uindex	Xindex	Yindex	BertzCT	IC1	IC2	IC3	IC5	CIC1	CIC2	CIC4	BIC0	BIC2	BIC3	BIC4
1	50262810	1.469	3.7322	8751.6973	1.3946	15	0.6818	84.1075	34.6485	0.3499	0.6023	639.8757	2.9822	3.6996	4.3128	4.5031	2.3397	1.6223	0.8189	0.2603	0.6555	0.7642	0.7979
2	50262811	1.4844	4.1639	12711.7251	1.4396	20	0.8	106.0964	41.797	0.3477	0.6078	731.8108	3.1704	4.1286	4.7565	4.8842	2.3842	1.4259	0.6704	0.2545	0.7078	0.8155	0.8373
3	50193452	1.4247	3.7516	12469.2313	1.3471	17	0.7083	96.0391	39.6805	0.3134	0.5001	669.9209	3.02	3.8954	4.4722	4.7245	2.5036	1.6281	0.799	0.2453	0.6708	0.7701	0.8135
4	50262853	1.4202	3.7337	14617.6732	1.4396	17	0.68	100.0964	42.3404	0.3017	0.4678	576.4308	2.7482	3.8282	4.3936	4.6158	3.0067	1.9267	1.1391	0.2395	0.6455	0.7408	0.7783
5	50262850	1.4536	4.1645	19425.5578	1.3788	23	0.8214	124.6059	49.8801	0.3136	0.5144	844.0137	3.4581	4.4167	4.9167	5.109	2.2424	1.2837	0.5914	0.2423	0.7361	0.8194	0.8515
6	50262850	1.4536	4.1645	19425.5578	1.3788	23	0.8214	124.6059	49.8801	0.3136	0.5144	844.0137	3.4581	4.4167	4.9167	5.109	2.2424	1.2837	0.5914	0.2423	0.7361	0.8194	0.8515
7	50262813	1.4461	3.8279	10498.9427	1.3709	16	0.6957	90.0419	37.1329	0.3303	0.5455	654.8813	3.0283	3.8706	4.441	4.618	2.398	1.5557	0.8083	0.2525	0.6757	0.7753	0.8062
8	50262813	1.4461	3.8279	10498.9427	1.3709	16	0.6957	90.0419	37.1329	0.3303	0.5455	654.8813	3.0283	3.8706	4.441	4.618	2.398	1.5557	0.8083	0.2525	0.6757	0.7753	0.8062
9	50262786	1.4081	4.3063	23446.9757	1.3584	24	0.8276	130.8814	53.0191	0.286	0.4394	793.0638	3.0884	4.2721	4.9418	5.213	2.7943	1.6105	0.7375	0.2305	0.6994	0.809	0.8423
10	50262848	1.4435	4.2364	17531.591	1.3992	22	0.8148	118.382	47.2854	0.3126	0.507	762.3755	3.1654	4.2747	4.8692	5.0579	2.5625	1.4532	0.67	0.2415	0.7152	0.8146	0.8462
11	50262846	1.4725	4.3104	16693.9426	1.3992	22	0.8148	118.382	47.0307	0.3296	0.5596	828.479	3.4901	4.4156	4.9054	5.0279	2.1246	1.1991	0.5868	0.2483	0.7445	0.8271	0.8478
12	50262846	1.4725	4.3104	16693.9426	1.3992	22	0.8148	118.382	47.0307	0.3296	0.5596	828.479	3.4901	4.4156	4.9054	5.0279	2.1246	1.1991	0.5868	0.2483	0.7445	0.8271	0.8478
13	50262809	1.4018	3.8543	17073.6352	1.4196	18	0.6923	106.2114	45.012	0.2885	0.4364	591.1674	2.712	3.8236	4.4029	4.7187	3.1209	2.0093	1.1844	0.2336	0.6373	0.7338	0.7748
14	50262808	1.4191	4.3069	25760.9318	1.3383	24	0.8	135.2067	55.7639	0.2873	0.4461	875.1685	3.363	4.3967	4.9829	5.2588	2.495	1.4613	0.6682	0.2315	0.7173	0.813	0.8467
15	50262786	1.4081	4.3063	23446.9757	1.3584	24	0.8276	130.8814	53.0191	0.286	0.4394	793.0638	3.0884	4.2721	4.9418	5.213	2.7943	1.6105	0.7375	0.2305	0.6994	0.809	0.8423
16	50262853	1.4202	3.7337	14617.6732	1.4396	17	0.68	100.0964	42.3404	0.3017	0.4678	576.4308	2.7482	3.8282	4.3936	4.6158	3.0067	1.9267	1.1391	0.2395	0.6455	0.7408	0.7783
17	50362874	1.4713	4.7414	33616.9832	1.4338	31	0.9394	162.465	54.8804	0.2474	0.3873	1017.2825	3.1978	4.5185	5.0836	5.3298	2.8245	1.5038	0.7849	0.2355	0.7232	0.8136	0.8383
18	50267493	1.4774	5.3141	100930.0946	1.4062	43	0.9556	243.1334	89.5765	0.2021	0.2896	1449.5076	3.4033	4.8216	5.3564	5.8938	3.0396	1.6214	0.871	0.2214	0.7226	0.8028	0.8351
19	50267492	1.4659	5.1864	107226.8778	1.3938	44	0.9565	250.0838	92.7239	0.2022	0.2905	1466.3269	3.3798	4.8411	5.4193	5.9388	3.1121	1.6508	0.8642	0.2183	0.721	0.8071	0.8382
20	50267494	1.5421	4.9531	65106.0248	1.467	38	0.95	208.8771	74.124	0.2233	0.3349	1365.662	3.6359	4.8911	5.3533	5.6835	2.5341	1.2789	0.6845	0.2393	0.7591	0.8309	0.8514
21	50267495	1.5281	5.144	69578.1657	1.4552	39	0.9512	215.6596	76.9969	0.224	0.3373	1382.3987	3.6038	4.901	5.4182	5.7352	2.625	1.3278	0.6838	0.2354	0.7549	0.8346	0.8542
22	50267496	1.5281	5.144	71863.6785	1.4552	39	0.9512	215.6596	77.1272	0.2171	0.3211	1382.3987	3.6405	4.9744	5.4182	5.7352	2.5883	1.2544	0.6838	0.2354	0.7663	0.8346	0.8542
23	50267497	1.5147	5.1542	76700.8464	1.4432	40	0.9524	222.4773	80.0564	0.2176	0.3231	1399.1513	3.6084	4.983	5.4804	5.7852	2.677	1.3024	0.6831	0.2316	0.762	0.8381	0.8567
24	50267498	1.5147	5.1066	79086.4543	1.4432	40	0.9524	222.4773	80.1803	0.2113	0.3086	1399.1513	3.6181	4.9767	5.4291	5.7852	2.6673	1.3087	0.6831	0.2316	0.7611	0.8302	0.8567
25	50267499	1.5017	5.2402	84302.6682	1.4309	41	0.9535	229.3294	83.1656	0.2117	0.3102	1415.9201	3.587	4.9869	5.4905	5.8334	2.7528	1.3529	0.6825	0.2281	0.7573	0.8338	0.8591
26	50267501	1.4893	5.1241	94988.6067	1.4186	42	0.9545	236.215	86.4339	0.2009	0.2868	1432.7054	3.5516	4.9628	5.4781	5.8802	2.8407	1.4295	0.7296	0.2247	0.7486	0.8263	0.8542
27	50267500	1.4774	5.3141	101005.392	1.4062	43	0.9556	243.1334	89.5302	0.2011	0.288	1449.5076	3.5237	4.9764	5.5373	5.9255	2.9193	1.4665	0.7274	0.2214	0.7458	0.8299	0.8566
28	8960	1.3474	4.4502	19311.7345	1.3329	24	0.8571	126.6059	42.7387	0.2734	0.45	800.7883	3.1633	4.4395	4.8458	4.9643	2.6696	1.3934	0.9037	0.2221	0.7318	0.7988	0.8126
29	50267503	1.5179	5.0803	59468.0598	1.4196	34	0.8718	195.3758	71.2089	0.2287	0.3464	1300.4473	3.5008	4.7586	5.2372	5.5438	2.649	1.3911	0.8068	0.2362	0.7405	0.815	0.8314
30	50267504	1.504	4.7342	63931.2051	1.406	36	0.9	204.8771	74.0444	0.2282	0.3463	1317.0647	3.473	4.7733	5.3068	5.6011	2.7365	1.4362	0.8011	0.2322	0.7371	0.8195	0.8352
31	50267505	1.5281	5.2112	69660.1759	1.4552	39	0.9512	215.6596	77.0458	0.2245	0.338	1382.3987	3.47	4.7214	5.2084	5.6985	2.7588	1.5074	0.8503	0.2354	0.7273	0.8023	0.8285
32	50267506	1.5147	4.9458	74360.1473	1.4432	40	0.9524	222.4773	79.9711	0.225	0.34	1399.1513	3.4428	4.7397	5.2786	5.7498	2.8426	1.5457	0.8433	0.2316	0.7248	0.8072	0.8322
33	50267511	1.504	4.7342	65751.8829	1.406	36	0.9	204.8771	74.1604	0.2223	0.3321	1317.0647	3.5102	4.8477	5.3068	5.6011	2.6993	1.3617	0.8011	0.2322	0.7486	0.8195	0.8352
34	50267512	1.4906	5.1624	70586.6366	1.3924	37	0.9024	211.6596	77.0517	0.2217	0.3318	1333.6996	3.482	4.8606	5.3734	5.6561	2.7848	1.4062	0.7959	0.2285	0.7451	0.8237	0.8386
35	50267514	1.5147	5.0886	76744.1833	1.4432	39	0.9286	220.4773	80.1046	0.2183	0.3241	1399.1513	3.4782	4.8103	5.2786	5.7498	2.8072	1.4751	0.8433	0.2316	0.7356	0.8072	0.8322
36	50267550	1.5017	5.2227	81822.0639	1.4309	41	0.9535	229.3294	83.086	0.2187	0.3257	1415.9201	3.4509	4.8267	5.3457	5.7994	2.8889	1.5132	0.8367	0.2281	0.733	0.8118	0.8357
37	50267551	1.4906	5.1136	72485.214	1.3924	37	0.9024	211.6596	77.1624	0.2164	0.3191	1333.6996	3.4918	4.8542	5.3214	5.6561	2.775	1.4126	0.7959	0.2285	0.7441	0.8157	0.8386
38	50267552	1.4777	4.9934	77705.8007	1.3788	38	0.9048	218.4773	80.1092	0.2157	0.3186	1350.3524	3.4644	4.8685	5.387	5.7092	2.8575	1.4535	0.7911	0.2249	0.741	0.82	0.8419
39	50267553	1.5017	5.2227	84306.9008	1.4309	41	0.9535	229.3294	83.2131	0.2125	0.3115	1415.9201	3.4602	4.8206	5.2963	5.7994	2.8796	1.5192	0.8367	0.2281	0.7321	0.8043	0.8357
40	50267491	1.4893	5.2322	89776.8179	1.4186	42	0.9545	236.215	86.2502	0.2128	0.3128	1432.7054	3.4339	4.8379	5.3622	5.8474	2.9584	1.5544	0.8306	0.2247	0.7298	0.8089	0.8389
41	50267513	1.4654	5.1296	87361.494	1.3652	39	0.907	225.3294	83.3154	0.2057	0.2963	1367.0233	3.4323	4.8477	5.3775	5.7603	2.9427	1.5273	0.8347	0.2215	0.7329	0.813	0.8376
42	50267502	1.4535	5.1412	93396.8029	1.3517	40	0.9091	232.215	86.3721	0.205	0.2956	1383.7125	3.4077	4.8649	5.4403	5.8098	3.0186	1.5614	0.8289	0.2183	0.7307	0.8171	0.8407
43	50272619	1.3337	4.628	43752.1426	1.1942	33	0.9167	180.1173	49.5654	0.1918	0.2988	1278.6623	3.5533	4.6865	5.3934	5.5864	2.576	1.4428	0.5429	0.2067	0.7265	0.836	0.8659
44	50272620	1.3337	4.5169	45404.123	1.1942	33	0.9167	179.3624	49.6406	0.1845	0.2814	1278.6623	3.5533	4.6865	5.3934	5.5864	2.576	1.4428	0.5429	0.2067	0.7265	0.836	0.8659
45	50272627	1.3337	4.628	43566.4808	1.1942	34	0.9444	182.1173	49.5605	0.1927	0.3008	1278.6623	3.5533	4.6865	5.3934	5.5864	2.576	1.4428	0.5429	0.2067	0.7265	0.836	0.8659
46	50272610	1.4296	4.9649	51877.1473	1.2751	34	0.8947	191.4212	53.6536	0.1881	0.2915	1309.1902	3.58	4.8188	5.4786	5.6588	2.6488	1.41	0.5701	0.2194	0.7396	0.8408	0.8685
47	50272685	1.2967	4.7123	36150.1352	1.0827	31	0.9118	166.9737	45.6056	0.1981	0.3125	1142.9013	3.3721	4.5159	5.2931	5.5578	2.7364	1.5926	0.5507	0.2026	0.7055	0.8269	0.8683
48	50272735	1.3739	4.628	43566.4808	1.1942	32	0.8889	178.1173	49.5605	0.1927	0.3008	1211.5735	3.4684	4.7412	5.4191	5.6041	2.7214	1.4486	0.5857	0.2124	0.7331	0.8379	0.8665
49	50272736	1.2871	4.9579	39676.9585	1.2076	33	0.9429	175.5249	47.5667	0.1955	0.3069	1188.9713	3.3725	4.7012	5.3885	5.5761	2.7975	1.4687	0.5938	0.1995	0.7287	0.8353	0.8644
50	8961	1.2922	3.1069	2131.1359	1.231	15	1	58.6034	19.7871	0.4818	1.0613	458.9276	3.2718	3.8235	4.3063	4.5132	1.5862	1.0345	0.3448	0.249	0.7367	0.8297	0.8696
51	50199522	1.4015	3.6416	3662.1308	1.7721	18	1	75.0587	25.4016	0.4824	1.0982	550.8409	3.4808	4.3502	4.7391	4.7391	1.6891	0.8197	0.4308	0.2583	0.8017	0.8734	0.8734
52	50272628	1.4315	4.9728	46691.6636	1.2879	35	0.9459	188.7498	51.5398	0.1938	0.3049	1362.5151	3.7441	4.8368	5.5288	5.5868	2.3644	1.2717	0.5217	0.2219	0.7498	0.857	0.866
53	50272629	1.4315	4.9932	48436.209	1.2879	35	0.9459	188.7498	51.6218	0.1866	0.2874	1362.5151	3.7441	4.8368	5.5288	5.5868	2.3644	1.2717	0.5217	0.2219	0.7498	0.857	0.866
54	50272630	1.4315	5.0473	48242.0523	1.2879	35	0.9459	188.7498	51.6134	0.1873	0.2892	1362.5151	3.7441	4.8368	5.5288	5.5868	2.3644	1.2717	0.5217	0.2219	0.7498	0.857	0.866
55	50272631	1.4315	4.8647	46495.6358	1.2879	35	0.9459	188.7498	51.5341	0.1947	0.3069	1362.5151	3.7441	4.8368	5.5288	5.5868	2.3644	1.2717	0.5217	0.2219	0.7498	0.857	0.866
56	50272632	1.3438	4.9007	40012.1068	1.2076	31	0.8857	171.5249	47.5938	0.1936	0.3017	1262.2365	3.6013	4.7564	5.4691	5.5288	2.4648	1.3097	0.5373	0.2099	0.7431	0.8544	0.8638
57	50272633	1.324	4.9932	47194.8168	1.1808	34	0.9189	186.7498	51.5651	0.1922	0.3009	1295.1089	3.5035	4.6801	5.4568	5.6419	2.6863	1.5098	0.5479	0.2037	0.72	0.8395	0.868
58	50272680	1.4071	5.0096	54120.0492	1.2623	37	0.9487	202.1307	55.6189	0.1951	0.3104	1395.7851	3.6167	4.8455	5.5053	5.6854	2.6121	1.3833	0.5434	0.2149	0.7401	0.8409	0.8684
59	50272681	1.3543	4.7123	34218.9403	1.221	32	0.9412	168.9737	45.4606	0.2098	0.3434	1245.8314	3.645	4.7463	5.4063	5.4688	2.355	1.2537	0.5312	0.2133	0.7476	0.8515	0.8614
60	50272682	1.3438	5.015	38703.4703	1.2076	32	0.9143	173.5249	47.4931	0.2008	0.3205	1262.2365	3.6013	4.7266	5.4094	5.5288	2.4648	1.3395	0.5373	0.2099	0.7384	0.8451	0.8638
61	50272610	1.4296	4.9649	51877.1473	1.2751	34	0.8947	191.4212	53.6536	0.1881	0.2915	1309.1902	3.58	4.8188	5.4786	5.6588	2.6488	1.41	0.5701	0.2194	0.7396	0.8408	0.8685
62	50272735	1.3739	4.628	43566.4808	1.1942	32	0.8889	178.1173	49.5605	0.1927	0.3008	1211.5735	3.4684	4.7412	5.4191	5.6041	2.7214	1.4486	0.5857	0.2124	0.7331	0.8379	0.8665
63	50272736	1.2871	4.9579	39676.9585	1.2076	33	0.9429	175.5249	47.5667	0.1955	0.3069	1188.9713	3.3725	4.7012	5.3885	5.5761	2.7975	1.4687	0.5938	0.1995	0.7287	0.8353	0.8644
64	8961	1.2922	3.1069	2131.1359	1.231	15	1	58.6034	19.7871	0.4818	1.0613	458.9276	3.2718	3.8235	4.3063	4.5132	1.5862	1.0345	0.3448	0.249	0.7367	0.8297	0.8696
65	50199522	1.4015	3.6416	3662.1308	1.7721	18	1	75.0587	25.4016	0.4824	1.0982	550.8409	3.4808	4.3502	4.7391	4.7391	1.6891	0.8197	0.4308	0.2583	0.8017	0.8734	0.8734
66	50272619	1.3337	4.628	43752.1426	1.1942	33	0.9167	180.1173	49.5654	0.1918	0.2988	1278.6623	3.5533	4.6865	5.3934	5.5864	2.576	1.4428	0.5429	0.2067	0.7265	0.836	0.8659
67	50272618	1.3337	4.5724	45220.2655	1.1942	34	0.9444	182.1173	49.633	0.1853	0.2832	1278.6623	3.5533	4.6865	5.3934	5.5864	2.576	1.4428	0.5429	0.2067	0.7265	0.836	0.8659
68	50272627	1.3337	4.628	43566.4808	1.1942	34	0.9444	182.1173	49.5605	0.1927	0.3008	1278.6623	3.5533	4.6865	5.3934	5.5864	2.576	1.4428	0.5429	0.2067	0.7265	0.836	0.8659
69	50272628	1.4315	4.9728	46691.6636	1.2879	35	0.9459	188.7498	51.5398	0.1938	0.3049	1362.5151	3.7441	4.8368	5.5288	5.5868	2.3644	1.2717	0.5217	0.2219	0.7498	0.857	0.866
70	50272630	1.4315	5.0473	48242.0523	1.2879	35	0.9459	188.7498	51.6134	0.1873	0.2892	1362.5151	3.7441	4.8368	5.5288	5.5868	2.3644	1.2717	0.5217	0.2219	0.7498	0.857	0.866
71	50272631	1.4315	4.8647	46495.6358	1.2879	35	0.9459	188.7498	51.5341	0.1947	0.3069	1362.5151	3.7441	4.8368	5.5288	5.5868	2.3644	1.2717	0.5217	0.2219	0.7498	0.857	0.866
72	50272633	1.324	4.9932	47194.8168	1.1808	34	0.9189	186.7498	51.5651	0.1922	0.3009	1295.1089	3.5035	4.6801	5.4568	5.6419	2.6863	1.5098	0.5479	0.2037	0.72	0.8395	0.868
73	50272680	1.4071	5.0096	54120.0492	1.2623	37	0.9487	202.1307	55.6189	0.1951	0.3104	1395.7851	3.6167	4.8455	5.5053	5.6854	2.6121	1.3833	0.5434	0.2149	0.7401	0.8409	0.8684
74	50272681	1.3543	4.7123	34218.9403	1.221	32	0.9412	168.9737	45.4606	0.2098	0.3434	1245.8314	3.645	4.7463	5.4063	5.4688	2.355	1.2537	0.5312	0.2133	0.7476	0.8515	0.8614
75	50272685	1.2967	4.7123	36150.1352	1.0827	31	0.9118	166.9737	45.6056	0.1981	0.3125	1142.9013	3.3721	4.5159	5.2931	5.5578	2.7364	1.5926	0.5507	0.2026	0.7055	0.8269	0.8683
76	50151982	1.5035	4.7791	35432.0345	1.3014	31	0.9394	162.465	48.4352	0.2063	0.3131	1161.4696	3.7733	4.759	5.4069	5.4069	2.1336	1.1478	0.5	0.2399	0.7594	0.8628	0.8628
77	50272620	1.3337	4.5169	45404.123	1.1942	33	0.9167	179.3624	49.6406	0.1845	0.2814	1278.6623	3.5533	4.6865	5.3934	5.5864	2.576	1.4428	0.5429	0.2067	0.7265	0.836	0.8659
78	50272629	1.4315	4.9932	48436.209	1.2879	35	0.9459	188.7498	51.6218	0.1866	0.2874	1362.5151	3.7441	4.8368	5.5288	5.5868	2.3644	1.2717	0.5217	0.2219	0.7498	0.857	0.866
79	50272632	1.3438	4.9007	40012.1068	1.2076	31	0.8857	171.5249	47.5938	0.1936	0.3017	1262.2365	3.6013	4.7564	5.4691	5.5288	2.4648	1.3097	0.5373	0.2099	0.7431	0.8544	0.8638
80	50272682	1.3438	5.015	38703.4703	1.2076	32	0.9143	173.5249	47.4931	0.2008	0.3205	1262.2365	3.6013	4.7266	5.4094	5.5288	2.4648	1.3395	0.5373	0.2099	0.7384	0.8451	0.8638
81	50272618	1.3337	4.5724	45220.2655	1.1942	34	0.9444	182.1173	49.633	0.1853	0.2832	1278.6623	3.5533	4.6865	5.3934	5.5864	2.576	1.4428	0.5429	0.2067	0.7265	0.836	0.8659
82	50451933	1.3629	4.9477	50114.0364	1.1887	31	0.8611	176.1173	62.9596	0.2149	0.3137	986.3566	3.1572	4.4297	5.2416	5.5521	3.0716	1.7991	0.7135	0.2121	0.6893	0.8157	0.8583
83	8960	1.3474	4.4502	19311.7345	1.3329	24	0.8571	126.6059	42.7387	0.2734	0.45	800.7883	3.1633	4.4395	4.8458	4.9643	2.6696	1.3934	0.9037	0.2221	0.7318	0.7988	0.8126
84	50451936	1.338	4.6535	40937.8353	1.223	30	0.8824	164.9737	57.5818	0.2235	0.3324	952.0896	3.0836	4.4174	5.0963	5.4243	3.0661	1.7323	0.7643	0.2105	0.6948	0.8016	0.8471
85	50451937	1.3876	4.5358	40111.0548	1.223	30	0.8824	164.9737	57.5315	0.2286	0.3441	954.7555	3.2552	4.5259	5.2313	5.4309	2.8534	1.5826	0.7175	0.2195	0.7159	0.8275	0.8527
86	50451938	1.3632	4.4528	32324.3175	1.2587	28	0.875	152	52.3652	0.2386	0.3671	920.7032	3.1783	4.5123	5.0795	5.2914	2.8441	1.5101	0.7733	0.2182	0.7222	0.813	0.8401
87	50451948	1.3769	4.6316	28534.4903	1.2769	27	0.871	145.5801	49.8355	0.2471	0.3876	905.0536	3.2251	4.5197	4.998	5.2202	2.7291	1.4344	0.7785	0.2224	0.7302	0.8075	0.8362
88	50025480	1.4577	3.8035	10220.4778	1.5284	20	0.8333	102.0391	39.0636	0.3901	0.7449	784.4471	3.3527	3.9807	4.2898	4.5653	1.9692	1.3412	0.9632	0.2583	0.7053	0.7601	0.7723
89	50049402	1.4366	3.9706	7990.2455	1.4949	22	1	98.1075	34.3945	0.388	0.7293	753.9188	3.3735	4.0305	4.5169	4.7391	1.7964	1.1394	0.4864	0.2601	0.7297	0.8177	0.8479
90	50451949	1.4011	4.6202	35669.2973	1.2407	29	0.8788	158.465	54.8936	0.2364	0.3622	938.9961	3.3048	4.5383	5.1576	5.3663	2.7395	1.5061	0.7198	0.2236	0.7242	0.823	0.8496
91	50451950	1.3749	4.8436	44921.0703	1.2057	31	0.8857	171.5249	60.2204	0.2215	0.328	970.5423	3.2058	4.4827	5.2459	5.4928	2.9641	1.6873	0.7154	0.2157	0.7032	0.8229	0.8556
92	85573	1.4056	3.8842	6020.19	1.4406	18	0.9	82.4386	29.9698	0.3919	0.7319	677.9885	3.2762	3.9401	4.4292	4.6014	1.7238	1.0599	0.3986	0.2607	0.7307	0.8214	0.8533
93	50451961	1.3502	4.6202	36453.9081	1.2407	29	0.8788	158.465	54.9477	0.2307	0.3488	936.3818	3.1308	4.4705	5.098	5.3594	2.9567	1.617	0.7686	0.2142	0.7092	0.8087	0.8438
94	50284329	1.539	4.6235	15851.2968	1.3347	25	0.9615	120.2114	55.0818	0.3978	0.6636	696.8184	3.7545	4.9369	5.2507	5.2507	1.9179	0.7355	0.4218	0.26	0.8341	0.8871	0.8871
95	50284331	1.5604	4.4839	14680.883	1.3593	25	1	116.0964	51.9604	0.383	0.6179	681.6002	3.8609	5.0535	5.1785	5.1785	1.7241	0.5315	0.4065	0.2669	0.8645	0.8859	0.8859
96	50284335	1.6074	4.4366	10707.2034	1.4098	23	1	104.0419	45.423	0.4109	0.6936	651.2268	3.9691	4.9754	5.023	5.023	1.4232	0.4169	0.3693	0.2827	0.875	0.8833	0.8833
97	50284333	1.5479	4.0902	22038.7677	1.2333	27	0.931	136.8814	52.5476	0.3118	0.5155	909.1665	3.9149	4.9116	5.2483	5.3013	1.7855	0.7888	0.3991	0.2566	0.8141	0.8699	0.8787
98	50284336	1.5832	4.335	12577.7021	1.3844	24	1	110.0391	48.6383	0.3966	0.6541	666.4036	3.8906	4.9694	5.1027	5.1027	1.6013	0.5224	0.3891	0.2745	0.8615	0.8846	0.8846
99	50199522	1.4015	3.6416	3662.1308	1.7721	18	1	75.0587	25.4016	0.4824	1.0982	550.8409	3.4808	4.3502	4.7391	4.7391	1.6891	0.8197	0.4308	0.2583	0.8017	0.8734	0.8734
100	50284430	1.5604	4.2439	13905.4091	1.3593	25	1	116.0964	51.7591	0.4039	0.6786	681.6002	3.8192	4.9285	5.1785	5.1785	1.7657	0.6565	0.4065	0.2669	0.8431	0.8859	0.8859
101	50284424	1.6121	4.4697	16198.6009	1.3347	26	1	122.2114	55.1834	0.3886	0.6366	762.6128	4.0266	4.9854	5.2028	5.2028	1.497	0.5381	0.3208	0.2758	0.8529	0.8901	0.8901
102	50284433	1.6331	4.3685	9428.6498	1.2927	22	1	98.1075	42.3906	0.4103	0.6898	621.5928	4.0536	4.9584	5.0096	5.0096	1.2318	0.327	0.2758	0.2916	0.8854	0.8946	0.8946
103	50284339	1.5832	4.335	12195.1847	1.3844	24	1	110.0391	48.5416	0.4085	0.6892	666.4036	3.8461	4.7916	4.9694	5.1027	1.6457	0.7002	0.3891	0.2745	0.8307	0.8615	0.8846
104	50284334	1.7239	4.3239	13731.4925	1.4692	25	1	116.0964	51.7661	0.4086	0.6907	742.0724	4.1009	5.0615	5.1069	5.1069	1.3585	0.3979	0.3525	0.2989	0.8775	0.8854	0.8854
105	50284332	1.6342	4.2439	13905.4091	1.3593	25	1	116.0964	51.7591	0.4039	0.6786	747.0769	4.1051	4.9901	5.1296	5.1296	1.3211	0.4362	0.2966	0.2833	0.8651	0.8893	0.8893
106	50284431	1.5992	4.2439	13905.4091	1.3593	22	0.88	110.0964	51.7591	0.4039	0.6786	729.9385	4.032	4.8514	4.8968	4.8968	1.4275	0.6081	0.5626	0.276	0.8372	0.8451	0.8451
107	50284434	1.6074	4.4366	11107.6906	1.2641	23	1	104.0419	45.504	0.3974	0.6544	636.7011	3.9741	4.9458	5.0886	5.0886	1.4182	0.4465	0.3037	0.2827	0.8697	0.8949	0.8949
108	50284337	1.5604	4.4039	14270.3251	1.3593	25	1	116.0964	51.8617	0.3934	0.6476	681.6002	3.7618	4.7721	5.0535	5.1785	1.8231	0.8129	0.4065	0.2669	0.8164	0.8645	0.8859
109	50284432	1.5832	4.335	13006.5759	1.2364	24	1	110.0391	48.7232	0.3849	0.6209	651.8273	3.9448	5.0306	5.164	5.164	1.547	0.4612	0.3279	0.2745	0.8721	0.8952	0.8952
110	50284338	1.5725	4.5327	18228.1482	1.2774	24	0.8889	120.382	47.2746	0.3087	0.4986	749.8135	3.7146	4.6533	4.9125	5.0694	1.9579	1.0191	0.603	0.2646	0.7831	0.8267	0.8531
111	50199522	1.4015	3.6416	3662.1308	1.7721	18	1	75.0587	25.4016	0.4824	1.0982	550.8409	3.4808	4.3502	4.7391	4.7391	1.6891	0.8197	0.4308	0.2583	0.8017	0.8734	0.8734
112	50169856	1.4528	4.6402	22682.3376	1.4747	28	0.9333	143.2067	47.1678	0.283	0.4825	898.1667	3.1641	4.5314	4.8899	5.1232	2.7428	1.3755	0.817	0.237	0.7393	0.7978	0.8304
113	50248848	1.3627	4.6067	16352.5205	1.3516	25	0.9259	124.382	40.298	0.2909	0.5016	816.5615	3.1621	4.4397	4.801	4.9862	2.5928	1.3152	0.8057	0.2271	0.74	0.8002	0.8249
114	50248747	1.3756	4.3845	17044.1938	1.3516	23	0.8519	120.382	40.4785	0.2795	0.4654	855.2995	3.3116	4.4501	4.7099	4.7868	2.3888	1.2504	0.9521	0.2301	0.7445	0.788	0.7944
115	50169866	1.4706	4.3752	21825.2233	1.4158	25	0.8621	132.8814	45.0764	0.2675	0.4349	851.3087	3.1551	4.3983	4.7054	4.916	2.6778	1.4346	0.952	0.2424	0.7251	0.7757	0.8046
116	50169855	1.3938	4.5821	20211.1468	1.4158	27	0.931	136.8814	44.7958	0.288	0.496	865.3115	3.1799	4.5945	4.9913	5.0948	2.678	1.2635	0.7977	0.229	0.7547	0.8199	0.8313
117	50248712	1.3791	4.4697	15057.8757	1.502	24	0.9231	118.2114	44.5972	0.3365	0.5685	815.4487	3.3152	4.564	4.8289	4.9073	2.3573	1.1084	0.8043	0.2325	0.7696	0.8142	0.8208
118	50169860	1.4306	4.3927	14730.0262	1.5486	22	0.8462	114.2114	44.5604	0.343	0.5875	776.8287	3.1775	4.3923	4.6572	4.7357	2.4949	1.2801	0.976	0.2422	0.7436	0.7884	0.7951
119	50169867	1.45	4.4839	12655.9864	1.5161	24	0.96	114.0964	41.8051	0.3564	0.6315	762.5657	3.168	4.3239	4.6887	4.8137	2.417	1.261	0.8129	0.2486	0.7413	0.8038	0.8181
120	50248784	1.3821	4.2439	13102.1061	1.5161	22	0.88	110.0964	41.9718	0.3453	0.5931	744.0107	3.1142	4.1533	4.4635	4.7035	2.5297	1.4906	0.9804	0.2349	0.706	0.7588	0.7927
121	50169850	1.4273	4.3845	17044.1938	1.3516	23	0.8519	120.382	40.4785	0.2795	0.4654	803.2508	3.2151	4.4501	4.7099	4.7868	2.4854	1.2504	0.9521	0.2397	0.7474	0.791	0.7975
122	50169868	1.4273	4.6067	16352.5205	1.3516	25	0.9259	124.382	40.298	0.2909	0.5016	819.2508	3.2151	4.4885	4.8253	4.9406	2.4854	1.2119	0.7983	0.2397	0.7538	0.8104	0.8233
123	50248880	1.3474	4.4502	19311.7345	1.3329	24	0.8571	126.6059	42.7387	0.2734	0.45	815.9116	3.1211	4.3499	4.7187	4.9292	2.7118	1.483	0.9388	0.2221	0.7171	0.7779	0.8068
