No.	NAME	AAC	IDDE	IDMT	IVDE	Ges	rGes	S0K	Uindex	Xindex	Yindex	BertzCT	IC1	IC2	IC3	IC5	CIC1	CIC2	CIC4	BIC0	BIC2	BIC3	BIC4
2078	50072952	1.5143	4.4817	21333.1443	1.231	28	0.9333	143.2067	41.5189	0.2665	0.478	1133.5862	3.3083	4.1362	5.0366	5.3088	2.3355	1.5077	0.3351	0.2501	0.6831	0.8318	0.8767
2079	50072953	1.7432	4.3903	27257.8106	1.4056	29	0.9063	154	45.8493	0.2498	0.427	1262.2062	3.5052	4.2505	5.085	5.2933	2.0798	1.3345	0.2917	0.2879	0.702	0.8398	0.8742
2080	50072954	1.6531	4.5484	21635.2275	1.3466	28	0.9333	143.2067	41.6128	0.2622	0.4624	1169.4483	3.3698	4.1147	5.0289	5.2627	2.1538	1.4089	0.2609	0.2771	0.6897	0.843	0.8821
2081	50072955	1.5773	4.5821	19155.6762	1.2474	27	0.931	136.8814	39.5565	0.269	0.483	1119.3731	3.2382	3.9881	4.9668	5.2627	2.2853	1.5354	0.2609	0.2644	0.6685	0.8326	0.8821
2082	50072956	1.5773	4.2373	19570.8368	1.2474	21	0.7241	124.8814	39.6492	0.2629	0.4621	1071.3731	3.2382	3.9797	4.741	4.8279	2.2853	1.5439	0.6957	0.2644	0.6671	0.7947	0.8093
2083	50088585	1.4425	5.1316	57470.2038	1.4196	37	0.9487	202.1307	71.1058	0.2358	0.3636	1281.6704	3.2775	4.6546	5.1482	5.6449	2.932	1.5548	0.8888	0.2233	0.7206	0.797	0.8237
2084	50088586	1.4634	4.5842	65274.9306	1.2955	34	0.85	200.8771	64.7447	0.1943	0.29	1294.5421	3.2566	4.5475	5.0895	5.4813	2.9914	1.7004	0.9543	0.2249	0.6988	0.7821	0.8134
2085	50088587	1.5032	4.6757	36785.5476	1.4192	30	0.8824	164.9737	57.4699	0.2511	0.3969	1019.5091	3.1761	4.4744	4.8317	5.2411	2.8683	1.57	1.0195	0.2399	0.714	0.771	0.8018
2086	50088588	1.4267	4.8647	50382.5066	1.3743	33	0.8919	184.7498	65.6303	0.2325	0.3535	1200.3461	3.3044	4.6897	5.1751	5.4861	2.8249	1.4395	0.8469	0.2232	0.7337	0.8096	0.8264
2087	50088589	1.4143	4.8596	54390.7057	1.3592	34	0.8947	191.4212	68.3583	0.2318	0.3532	1216.7145	3.2901	4.7272	5.2474	5.5457	2.8997	1.4626	0.8395	0.2195	0.7337	0.8144	0.8304
2088	50088590	1.4425	5.1316	59551.2624	1.4196	37	0.9487	202.1307	71.2634	0.2278	0.3437	1281.6704	3.2775	4.6546	5.1482	5.6449	2.932	1.5548	0.8888	0.2233	0.7206	0.797	0.8237
2089	50088591	1.4304	4.8842	63790.2593	1.406	38	0.95	208.8771	74.0808	0.2282	0.3458	1298.1844	3.2635	4.6946	5.221	5.6983	3.0032	1.5722	0.8802	0.2198	0.7214	0.8023	0.8277
2090	50088592	1.4507	5.0649	72113.4031	1.2816	35	0.8537	207.6596	67.3039	0.1884	0.2771	1311.104	3.2452	4.592	5.164	5.5409	3.0586	1.7118	0.9434	0.2213	0.7006	0.7879	0.8178
2091	50088593	1.4873	4.822	41328.711	1.4043	31	0.8857	171.5249	60.1721	0.2427	0.3764	1035.5425	3.1564	4.5198	4.9196	5.3111	2.9522	1.5887	1.0041	0.2353	0.7149	0.7782	0.8074
2092	50088594	1.4024	4.9777	62146.5145	1.3442	35	0.8974	198.1307	71.3952	0.2188	0.3227	1233.104	3.2499	4.6852	5.2638	5.6029	2.998	1.5627	0.8327	0.216	0.7217	0.8108	0.8342
2093	50088595	1.5199	4.8626	31194.7719	1.4338	31	0.9394	162.465	54.5867	0.2717	0.4535	1019.4974	3.1657	4.4277	4.8655	5.2944	2.8116	1.5496	0.9093	0.2448	0.7131	0.7836	0.8162
2094	50088596	1.4397	4.8156	43221.3092	1.3893	34	0.9444	182.1173	62.592	0.2507	0.3998	1199.9986	3.3187	4.6629	5.17	5.5434	2.7474	1.4032	0.7356	0.2271	0.7355	0.8155	0.8408
2095	50088597	1.4267	4.9728	46730.2366	1.3743	35	0.9459	188.7498	65.2561	0.2502	0.3999	1216.3461	3.3044	4.7005	5.243	5.6004	2.8249	1.4288	0.7326	0.2232	0.7353	0.8202	0.8442
2096	50088598	1.4551	4.9321	51334.4476	1.433	37	0.9737	197.4212	68.1121	0.2456	0.3879	1281.1757	3.2919	4.6419	5.1564	5.7022	2.8579	1.5079	0.7856	0.227	0.7242	0.8045	0.8369
2097	50088599	1.4425	5.0803	55063.6836	1.4196	39	1	206.1307	70.8649	0.2462	0.3907	1297.6704	3.2775	4.6816	5.2293	5.753	2.932	1.5278	0.7807	0.2233	0.7248	0.8096	0.8404
2098	50088600	1.4634	4.7342	62691.3741	1.2955	35	0.875	202.8771	64.558	0.2025	0.3101	1310.5421	3.2566	4.5574	5.1521	5.5866	2.9914	1.6905	0.8491	0.2249	0.7003	0.7917	0.8296
2099	50088601	1.5032	4.7345	35214.2275	1.4192	32	0.9412	168.9737	57.2387	0.2622	0.4279	1035.5091	3.1761	4.535	4.9529	5.3623	2.8683	1.5094	0.8982	0.2399	0.7236	0.7903	0.8212
2100	50088602	1.4267	5.0473	48315.6279	1.3743	35	0.9459	188.7498	65.4086	0.2425	0.3793	1216.3461	3.3044	4.7005	5.243	5.6004	2.8249	1.4288	0.7326	0.2232	0.7353	0.8202	0.8442
2101	50088603	1.4143	4.8795	52154.5899	1.3592	36	0.9474	195.4212	68.1311	0.2418	0.379	1232.7145	3.2901	4.7376	5.3126	5.6553	2.8997	1.4522	0.7299	0.2195	0.7353	0.8246	0.8474
2102	50088604	1.4425	5.0803	57143.9428	1.4196	38	0.9744	204.1307	71.0397	0.2375	0.3681	1297.6704	3.2775	4.6816	5.2293	5.753	2.932	1.5278	0.7807	0.2233	0.7248	0.8096	0.8404
2103	50088605	1.4304	5.0342	61209.7123	1.406	40	1	212.8771	73.8506	0.2379	0.3703	1314.1844	3.2635	4.7206	5.2989	5.8022	3.0032	1.5462	0.7763	0.2198	0.7254	0.8142	0.8437
2104	50088611	1.4507	5.0465	69352.8892	1.2816	37	0.9024	211.6596	67.1267	0.1961	0.2954	1327.104	3.2452	4.6015	5.2242	5.6422	3.0586	1.7022	0.8421	0.2213	0.702	0.797	0.8333
2105	50179309	1.6169	4.2137	12625.2425	1.3883	21	0.84	108.0964	36.0155	0.3067	0.5426	783.4868	3.6144	4.4828	4.7352	4.7951	1.9092	1.0407	0.7285	0.2778	0.7702	0.8136	0.8239
2106	50179310	1.7133	4.0958	8212.7955	1.3222	20	0.9091	94.1075	30.0056	0.3257	0.5906	724.4899	3.7711	4.3347	4.6485	4.723	1.4384	0.8747	0.4865	0.3076	0.7782	0.8346	0.848
2107	50179312	1.6466	4.0016	10888.1524	1.4056	21	0.875	104.0391	33.9485	0.3158	0.5669	768.0856	3.5071	4.3129	4.5829	4.647	1.9191	1.1134	0.7793	0.2868	0.7512	0.7982	0.8094
2108	50179315	1.5895	4.162	14122.447	1.3702	22	0.8462	114.2114	38.1072	0.3064	0.5444	796.9129	3.3896	4.3212	4.6705	4.7268	2.2252	1.2936	0.888	0.2696	0.733	0.7923	0.8018
2109	50179317	1.5512	4.5358	35317.6324	1.0827	28	0.8235	160.9737	45.4148	0.2064	0.3367	1140.9272	3.2991	4.092	4.704	4.9542	2.6551	1.8622	1.0645	0.2472	0.652	0.7495	0.7791
2110	50179321	1.7243	4.2439	12077.9737	1.4729	21	0.84	108.0964	35.9596	0.3193	0.5813	842.7921	3.6247	4.3953	4.5765	4.6421	1.7676	0.997	0.7502	0.3003	0.7655	0.7971	0.8085
2111	50179323	1.6656	4.4402	23029.4408	1.231	26	0.8667	139.2067	41.746	0.247	0.4192	1081.2699	3.6058	4.2937	4.8492	5.1249	2.009	1.321	0.5306	0.2771	0.7143	0.8067	0.8458
2112	50179313	1.7133	4.0958	8212.7955	1.3222	20	0.9091	94.1075	30.0056	0.3257	0.5906	724.4899	3.7711	4.3347	4.6485	4.723	1.4384	0.8747	0.4865	0.3076	0.7782	0.8346	0.848
2113	50179325	1.5612	4.3736	22905.4402	1.231	26	0.8667	139.2067	41.731	0.2486	0.4238	1034.0092	3.3873	4.162	4.6663	4.9967	2.3406	1.5659	0.8822	0.2569	0.6849	0.7679	0.7974
2114	50179328	1.6136	4.7123	34373.9351	1.3793	31	0.9118	166.9737	50.2113	0.2356	0.3921	1180.291	3.5665	4.5982	5.1475	5.3034	2.3643	1.3325	0.6601	0.2586	0.7371	0.8251	0.8449
2115	10404	1.4285	4.1066	5777.7239	1.6482	21	1	92.2387	27.5863	0.4109	0.9331	601.1565	3.3923	4.7849	4.9754	4.9754	2	0.6074	0.4169	0.2544	0.8522	0.8861	0.8861
2116	50179319	1.5589	4.5216	18384.8176	1.1078	24	0.8571	126.6059	37.7867	0.2553	0.4389	856.2128	3.4725	4.4008	4.855	5.0109	2.2555	1.3271	0.717	0.2593	0.7321	0.8077	0.8336
2117	50179314	1.64	3.6897	6878.1394	1.5452	19	0.9048	88.2387	32.1562	0.4018	0.7666	575.4678	3.0533	4.2728	4.368	4.368	2.339	1.1195	1.0243	0.2929	0.763	0.78	0.78
2118	50179334	1.6169	4.2137	12625.2425	1.3883	22	0.88	110.0964	36.0155	0.3067	0.5426	783.4868	3.6144	4.4828	4.7352	4.7951	1.9092	1.0407	0.7285	0.2778	0.7702	0.8136	0.8239
2119	50179324	1.7158	3.7871	4809.0259	1.5294	18	0.9474	78.7106	27.7108	0.4298	0.8638	534.0064	3.1286	4.2181	4.3292	4.3292	2.0413	0.9518	0.8407	0.3172	0.7798	0.8003	0.8003
2120	50088618	1.4188	5.3088	70081.0348	1.3924	41	1	219.6596	77.0413	0.2232	0.3347	1330.7179	3.2251	4.6837	5.3153	5.8497	3.0969	1.6382	0.7722	0.2165	0.7146	0.8109	0.8467
2121	50088620	1.4078	4.9934	74861.5426	1.3788	41	0.9762	224.4773	79.9672	0.2234	0.3361	1347.2712	3.213	4.7237	5.3807	5.8958	3.162	1.6513	0.7684	0.2133	0.7157	0.8153	0.8495
2122	50088613	1.4873	4.8436	39594.826	1.4043	31	0.8857	169.5249	59.9456	0.2533	0.405	1051.5425	3.1564	4.5778	5.0355	5.4271	2.9522	1.5308	0.8882	0.2353	0.7241	0.7965	0.8258
2123	50088622	1.4269	5.1472	84084.1184	1.2541	39	0.907	225.3294	72.3837	0.1847	0.2704	1360.2863	3.1997	4.6155	5.3119	5.7475	3.2097	1.7939	0.8298	0.2148	0.6947	0.7995	0.8398
2124	50088623	1.4682	5.0473	47712.1087	1.4462	37	1	192.7498	65.364	0.2442	0.3841	1264.7	3.4632	4.8216	5.3111	5.6901	2.6243	1.2659	0.6071	0.2309	0.7584	0.8354	0.862
2125	50088624	1.4551	4.7544	51251.1325	1.433	38	1	199.4212	68.0633	0.245	0.3874	1281.1757	3.4438	4.8529	5.378	5.741	2.7059	1.2969	0.6096	0.227	0.7572	0.8391	0.8644
2126	50088626	1.4551	4.7544	53235.2992	1.433	38	1	199.4212	68.2349	0.2361	0.3643	1281.1757	3.4438	4.8529	5.378	5.741	2.7059	1.2969	0.6096	0.227	0.7572	0.8391	0.8644
2127	50088616	1.4024	4.9777	59735.8387	1.3442	36	0.9231	200.1307	71.1931	0.2278	0.3444	1249.104	3.2499	4.6951	5.3264	5.7082	2.998	1.5528	0.7274	0.216	0.7232	0.8205	0.8504
2128	50088628	1.4425	5.2341	57098.3418	1.4196	39	1	206.1307	70.9928	0.2367	0.367	1297.6704	3.425	4.8841	5.442	5.7903	2.7845	1.3254	0.6119	0.2233	0.7561	0.8425	0.8666
2129	50088629	1.4304	5.0719	65559.9221	1.406	40	1	212.8771	74.1238	0.2217	0.331	1314.1844	3.3808	4.8372	5.4513	5.838	2.886	1.4296	0.6141	0.2198	0.7433	0.8377	0.8686
2130	50088662	1.4188	5.0649	70112.3179	1.3924	40	0.9756	217.6596	76.9972	0.2221	0.3328	1330.7179	3.3642	4.871	5.512	5.8842	2.9577	1.451	0.6161	0.2165	0.7431	0.8409	0.8705
2131	50088617	1.3911	4.9342	64276.8842	1.3294	38	0.95	208.8771	74.0303	0.227	0.3436	1265.515	3.2374	4.734	5.3919	5.7592	3.0664	1.5698	0.7251	0.2127	0.7239	0.8246	0.8531
2132	10620	1.4367	3.8366	4599.9139	1.585	15	0.8333	69.0587	41.7153	0.6268	1.1488	394.5982	2.8766	3.921	4.4776	4.4776	2.4453	1.401	0.8444	0.2632	0.7182	0.8202	0.8202
2133	8960	1.3474	4.4502	19311.7345	1.3329	24	0.8571	126.6059	42.7387	0.2734	0.45	800.7883	3.1633	4.4395	4.8458	4.9643	2.6696	1.3934	0.9037	0.2221	0.7318	0.7988	0.8126
2134	50088663	1.4397	4.8366	45120.3768	1.3893	31	0.8611	176.1173	62.8218	0.2402	0.3717	1183.9986	3.3187	4.6516	5.099	5.424	2.7474	1.4145	0.855	0.2271	0.7337	0.8043	0.822
2135	50088664	1.4267	4.8647	48796.5301	1.3743	33	0.8919	184.7498	65.4923	0.2396	0.3716	1200.3461	3.3044	4.6897	5.1751	5.4861	2.8249	1.4395	0.8469	0.2232	0.7337	0.8096	0.8264
2136	50088665	1.4551	4.9649	53569.4924	1.433	36	0.9474	195.4212	68.346	0.2353	0.3611	1265.1757	3.2919	4.6137	5.0719	5.5895	2.8579	1.536	0.8982	0.227	0.7198	0.7913	0.8193
2137	50088585	1.4425	5.1316	57470.2038	1.4196	37	0.9487	202.1307	71.1058	0.2358	0.3636	1281.6704	3.2775	4.6546	5.1482	5.6449	2.932	1.5548	0.8888	0.2233	0.7206	0.797	0.8237
2138	50088586	1.4634	4.5842	65274.9306	1.2955	34	0.85	200.8771	64.7447	0.1943	0.29	1294.5421	3.2566	4.5475	5.0895	5.4813	2.9914	1.7004	0.9543	0.2249	0.6988	0.7821	0.8134
2139	50088587	1.5032	4.6757	36785.5476	1.4192	30	0.8824	164.9737	57.4699	0.2511	0.3969	1019.5091	3.1761	4.4744	4.8317	5.2411	2.8683	1.57	1.0195	0.2399	0.714	0.771	0.8018
2140	50088588	1.4267	4.8647	50382.5066	1.3743	33	0.8919	184.7498	65.6303	0.2325	0.3535	1200.3461	3.3044	4.6897	5.1751	5.4861	2.8249	1.4395	0.8469	0.2232	0.7337	0.8096	0.8264
2141	50088589	1.4143	4.8596	54390.7057	1.3592	34	0.8947	191.4212	68.3583	0.2318	0.3532	1216.7145	3.2901	4.7272	5.2474	5.5457	2.8997	1.4626	0.8395	0.2195	0.7337	0.8144	0.8304
2142	50088590	1.4425	5.1316	59551.2624	1.4196	37	0.9487	202.1307	71.2634	0.2278	0.3437	1281.6704	3.2775	4.6546	5.1482	5.6449	2.932	1.5548	0.8888	0.2233	0.7206	0.797	0.8237
2143	50088591	1.4304	4.8842	63790.2593	1.406	38	0.95	208.8771	74.0808	0.2282	0.3458	1298.1844	3.2635	4.6946	5.221	5.6983	3.0032	1.5722	0.8802	0.2198	0.7214	0.8023	0.8277
2144	50088592	1.4507	5.0649	72113.4031	1.2816	35	0.8537	207.6596	67.3039	0.1884	0.2771	1311.104	3.2452	4.592	5.164	5.5409	3.0586	1.7118	0.9434	0.2213	0.7006	0.7879	0.8178
2145	50088593	1.4873	4.822	41328.711	1.4043	31	0.8857	171.5249	60.1721	0.2427	0.3764	1035.5425	3.1564	4.5198	4.9196	5.3111	2.9522	1.5887	1.0041	0.2353	0.7149	0.7782	0.8074
2146	50088594	1.4024	4.9777	62146.5145	1.3442	35	0.8974	198.1307	71.3952	0.2188	0.3227	1233.104	3.2499	4.6852	5.2638	5.6029	2.998	1.5627	0.8327	0.216	0.7217	0.8108	0.8342
2147	50088668	1.3911	4.7842	66860.7019	1.3294	35	0.875	202.8771	74.2364	0.2181	0.3221	1249.515	3.2374	4.7244	5.3317	5.658	3.0664	1.5793	0.8264	0.2127	0.7225	0.8154	0.8376
2148	50088684	1.4188	5.2112	72840.6436	1.3924	39	0.9512	215.6596	77.2424	0.2146	0.3143	1314.7179	3.2251	4.6587	5.2403	5.7497	3.0969	1.6632	0.8722	0.2165	0.7108	0.7995	0.8314
2149	50088685	1.4078	5.1362	77797.8161	1.3788	40	0.9524	222.4773	80.1737	0.2148	0.3158	1331.2712	3.213	4.6996	5.3084	5.7994	3.162	1.6754	0.8648	0.2133	0.7121	0.8043	0.8349
2150	50088780	1.4269	4.9901	87205.6686	1.2541	37	0.8605	221.3294	72.5411	0.1779	0.2551	1344.2863	3.1997	4.6067	5.256	5.6533	3.2097	1.8027	0.9239	0.2148	0.6934	0.7911	0.8257
2151	50088781	1.4682	4.9932	49797.1633	1.4462	35	0.9459	188.7498	65.5886	0.2339	0.3574	1248.7	3.4632	4.7922	5.2228	5.5725	2.6243	1.2953	0.7248	0.2309	0.7538	0.8215	0.8435
2152	50088782	1.4551	4.6819	53496.7149	1.433	36	0.9474	195.4212	68.295	0.2346	0.3604	1265.1757	3.4438	4.8247	5.2935	5.6283	2.7059	1.325	0.7223	0.227	0.7528	0.8259	0.8468
2153	50088783	1.4551	4.6819	55481.852	1.433	36	0.9474	195.4212	68.4491	0.2264	0.3401	1265.1757	3.4438	4.8247	5.2935	5.6283	2.7059	1.325	0.7223	0.227	0.7528	0.8259	0.8468
2154	50088784	1.4425	5.1316	59507.0957	1.4196	37	0.9487	202.1307	71.2134	0.227	0.3426	1281.6704	3.425	4.857	5.3609	5.6822	2.7845	1.3524	0.7201	0.2233	0.7519	0.8299	0.8498
2155	50088785	1.4304	5.0031	68136.8502	1.406	38	0.95	208.8771	74.3151	0.2132	0.3109	1298.1844	3.3808	4.8112	5.3734	5.7341	2.886	1.4556	0.718	0.2198	0.7393	0.8257	0.8526
2156	50088786	1.4188	5.144	72854.7263	1.3924	39	0.9512	215.6596	77.194	0.2136	0.3128	1314.7179	3.3642	4.846	5.437	5.7842	2.9577	1.476	0.7161	0.2165	0.7393	0.8295	0.8553
2157	50088787	1.4532	4.8436	38517.2964	1.4043	32	0.9143	173.5249	59.8278	0.2596	0.4228	1183.6719	3.3016	4.5623	5.0931	5.4841	2.6984	1.4377	0.7388	0.2312	0.7259	0.8103	0.837
2158	50088788	1.4397	4.7045	41710.0385	1.3893	34	0.9444	182.1173	62.4331	0.2593	0.4235	1199.9986	3.2888	4.6032	5.17	5.5434	2.7773	1.4629	0.7356	0.2271	0.7261	0.8155	0.8408
2159	50088789	1.4682	5.1554	45943.9057	1.4462	36	0.973	190.7498	65.2351	0.2544	0.4102	1264.7	3.2771	4.5425	5.0797	5.6496	2.8104	1.545	0.7908	0.2309	0.7145	0.799	0.8331
2160	50088790	1.4766	4.9264	56478.7682	1.3095	35	0.8974	198.1307	62.0302	0.2095	0.3266	1293.9995	3.2407	4.4573	5.0763	5.5287	2.9492	1.7326	0.8566	0.2286	0.69	0.7859	0.8257
2161	50088595	1.5199	4.8626	31194.7719	1.4338	31	0.9394	162.465	54.5867	0.2717	0.4535	1019.4974	3.1657	4.4277	4.8655	5.2944	2.8116	1.5496	0.9093	0.2448	0.7131	0.7836	0.8162
2162	50088596	1.4397	4.8156	43221.3092	1.3893	34	0.9444	182.1173	62.592	0.2507	0.3998	1199.9986	3.3187	4.6629	5.17	5.5434	2.7474	1.4032	0.7356	0.2271	0.7355	0.8155	0.8408
2163	50088597	1.4267	4.9728	46730.2366	1.3743	35	0.9459	188.7498	65.2561	0.2502	0.3999	1216.3461	3.3044	4.7005	5.243	5.6004	2.8249	1.4288	0.7326	0.2232	0.7353	0.8202	0.8442
2164	50088598	1.4551	4.9321	51334.4476	1.433	37	0.9737	197.4212	68.1121	0.2456	0.3879	1281.1757	3.2919	4.6419	5.1564	5.7022	2.8579	1.5079	0.7856	0.227	0.7242	0.8045	0.8369
2165	50088599	1.4425	5.0803	55063.6836	1.4196	39	1	206.1307	70.8649	0.2462	0.3907	1297.6704	3.2775	4.6816	5.2293	5.753	2.932	1.5278	0.7807	0.2233	0.7248	0.8096	0.8404
2166	8961	1.2922	3.1069	2131.1359	1.231	15	1	58.6034	19.7871	0.4818	1.0613	458.9276	3.2718	3.8235	4.3063	4.5132	1.5862	1.0345	0.3448	0.249	0.7367	0.8297	0.8696
2167	50179320	1.6062	4.5216	18384.8176	1.1078	24	0.8571	126.6059	37.7867	0.2553	0.4389	986.3821	3.5453	4.1774	4.7565	5.044	2.0093	1.3772	0.5532	0.2703	0.703	0.8004	0.8416
2168	50179308	1.6644	4.3104	15943.0991	1.1247	23	0.8519	120.382	35.8555	0.2658	0.4668	843.6977	3.5438	4.4209	4.7776	4.835	2.0411	1.164	0.75	0.2823	0.75	0.8105	0.8202
2169	50179333	1.7602	3.7255	3962.2785	1.5305	17	0.9444	73.0587	25.605	0.445	0.9203	519.4156	3.1244	3.9374	4.1879	4.1879	1.9199	1.1069	0.8565	0.3319	0.7424	0.7896	0.7896
2170	50179330	1.6502	4.4402	23029.4408	1.231	26	0.8667	139.2067	41.746	0.247	0.4192	1080.515	3.6058	4.2937	4.8492	5.1249	2.009	1.321	0.5306	0.2745	0.7143	0.8067	0.8458
2171	50179327	1.6062	4.5216	18384.8176	1.1078	24	0.8571	126.6059	37.7867	0.2553	0.4389	986.3821	3.5453	4.1774	4.7565	5.044	2.0093	1.3772	0.5532	0.2703	0.703	0.8004	0.8416
2172	50088600	1.4634	4.7342	62691.3741	1.2955	35	0.875	202.8771	64.558	0.2025	0.3101	1310.5421	3.2566	4.5574	5.1521	5.5866	2.9914	1.6905	0.8491	0.2249	0.7003	0.7917	0.8296
2173	50088601	1.5032	4.7345	35214.2275	1.4192	32	0.9412	168.9737	57.2387	0.2622	0.4279	1035.5091	3.1761	4.535	4.9529	5.3623	2.8683	1.5094	0.8982	0.2399	0.7236	0.7903	0.8212
2174	50088602	1.4267	5.0473	48315.6279	1.3743	35	0.9459	188.7498	65.4086	0.2425	0.3793	1216.3461	3.3044	4.7005	5.243	5.6004	2.8249	1.4288	0.7326	0.2232	0.7353	0.8202	0.8442
2175	50088603	1.4143	4.8795	52154.5899	1.3592	36	0.9474	195.4212	68.1311	0.2418	0.379	1232.7145	3.2901	4.7376	5.3126	5.6553	2.8997	1.4522	0.7299	0.2195	0.7353	0.8246	0.8474
2176	50088604	1.4425	5.0803	57143.9428	1.4196	38	0.9744	204.1307	71.0397	0.2375	0.3681	1297.6704	3.2775	4.6816	5.2293	5.753	2.932	1.5278	0.7807	0.2233	0.7248	0.8096	0.8404
2177	50088605	1.4304	5.0342	61209.7123	1.406	40	1	212.8771	73.8506	0.2379	0.3703	1314.1844	3.2635	4.7206	5.2989	5.8022	3.0032	1.5462	0.7763	0.2198	0.7254	0.8142	0.8437
2178	50088611	1.4507	5.0465	69352.8892	1.2816	37	0.9024	211.6596	67.1267	0.1961	0.2954	1327.104	3.2452	4.6015	5.2242	5.6422	3.0586	1.7022	0.8421	0.2213	0.702	0.797	0.8333
2179	50088613	1.4873	4.8436	39594.826	1.4043	31	0.8857	169.5249	59.9456	0.2533	0.405	1051.5425	3.1564	4.5778	5.0355	5.4271	2.9522	1.5308	0.8882	0.2353	0.7241	0.7965	0.8258
2180	50088616	1.4024	4.9777	59735.8387	1.3442	36	0.9231	200.1307	71.1931	0.2278	0.3444	1249.104	3.2499	4.6951	5.3264	5.7082	2.998	1.5528	0.7274	0.216	0.7232	0.8205	0.8504
2181	50088617	1.3911	4.9342	64276.8842	1.3294	38	0.95	208.8771	74.0303	0.227	0.3436	1265.515	3.2374	4.734	5.3919	5.7592	3.0664	1.5698	0.7251	0.2127	0.7239	0.8246	0.8531
2182	50088618	1.4188	5.3088	70081.0348	1.3924	41	1	219.6596	77.0413	0.2232	0.3347	1330.7179	3.2251	4.6837	5.3153	5.8497	3.0969	1.6382	0.7722	0.2165	0.7146	0.8109	0.8467
2183	50088620	1.4078	4.9934	74861.5426	1.3788	41	0.9762	224.4773	79.9672	0.2234	0.3361	1347.2712	3.213	4.7237	5.3807	5.8958	3.162	1.6513	0.7684	0.2133	0.7157	0.8153	0.8495
2184	50088622	1.4269	5.1472	84084.1184	1.2541	39	0.907	225.3294	72.3837	0.1847	0.2704	1360.2863	3.1997	4.6155	5.3119	5.7475	3.2097	1.7939	0.8298	0.2148	0.6947	0.7995	0.8398
2185	50088623	1.4682	5.0473	47712.1087	1.4462	37	1	192.7498	65.364	0.2442	0.3841	1264.7	3.4632	4.8216	5.3111	5.6901	2.6243	1.2659	0.6071	0.2309	0.7584	0.8354	0.862
2186	50088624	1.4551	4.7544	51251.1325	1.433	38	1	199.4212	68.0633	0.245	0.3874	1281.1757	3.4438	4.8529	5.378	5.741	2.7059	1.2969	0.6096	0.227	0.7572	0.8391	0.8644
2187	50088626	1.4551	4.7544	53235.2992	1.433	38	1	199.4212	68.2349	0.2361	0.3643	1281.1757	3.4438	4.8529	5.378	5.741	2.7059	1.2969	0.6096	0.227	0.7572	0.8391	0.8644
2188	50088628	1.4425	5.2341	57098.3418	1.4196	39	1	206.1307	70.9928	0.2367	0.367	1297.6704	3.425	4.8841	5.442	5.7903	2.7845	1.3254	0.6119	0.2233	0.7561	0.8425	0.8666
2189	50088629	1.4304	5.0719	65559.9221	1.406	40	1	212.8771	74.1238	0.2217	0.331	1314.1844	3.3808	4.8372	5.4513	5.838	2.886	1.4296	0.6141	0.2198	0.7433	0.8377	0.8686
2190	50088662	1.4188	5.0649	70112.3179	1.3924	40	0.9756	217.6596	76.9972	0.2221	0.3328	1330.7179	3.3642	4.871	5.512	5.8842	2.9577	1.451	0.6161	0.2165	0.7431	0.8409	0.8705
2191	8960	1.3474	4.4502	19311.7345	1.3329	24	0.8571	126.6059	42.7387	0.2734	0.45	800.7883	3.1633	4.4395	4.8458	4.9643	2.6696	1.3934	0.9037	0.2221	0.7318	0.7988	0.8126
2192	50088663	1.4397	4.8366	45120.3768	1.3893	31	0.8611	176.1173	62.8218	0.2402	0.3717	1183.9986	3.3187	4.6516	5.099	5.424	2.7474	1.4145	0.855	0.2271	0.7337	0.8043	0.822
2193	50088664	1.4267	4.8647	48796.5301	1.3743	33	0.8919	184.7498	65.4923	0.2396	0.3716	1200.3461	3.3044	4.6897	5.1751	5.4861	2.8249	1.4395	0.8469	0.2232	0.7337	0.8096	0.8264
2194	50088665	1.4551	4.9649	53569.4924	1.433	36	0.9474	195.4212	68.346	0.2353	0.3611	1265.1757	3.2919	4.6137	5.0719	5.5895	2.8579	1.536	0.8982	0.227	0.7198	0.7913	0.8193
2195	50088668	1.3911	4.7842	66860.7019	1.3294	35	0.875	202.8771	74.2364	0.2181	0.3221	1249.515	3.2374	4.7244	5.3317	5.658	3.0664	1.5793	0.8264	0.2127	0.7225	0.8154	0.8376
2196	50088684	1.4188	5.2112	72840.6436	1.3924	39	0.9512	215.6596	77.2424	0.2146	0.3143	1314.7179	3.2251	4.6587	5.2403	5.7497	3.0969	1.6632	0.8722	0.2165	0.7108	0.7995	0.8314
2197	50088685	1.4078	5.1362	77797.8161	1.3788	40	0.9524	222.4773	80.1737	0.2148	0.3158	1331.2712	3.213	4.6996	5.3084	5.7994	3.162	1.6754	0.8648	0.2133	0.7121	0.8043	0.8349
2198	50088780	1.4269	4.9901	87205.6686	1.2541	37	0.8605	221.3294	72.5411	0.1779	0.2551	1344.2863	3.1997	4.6067	5.256	5.6533	3.2097	1.8027	0.9239	0.2148	0.6934	0.7911	0.8257
2199	50088781	1.4682	4.9932	49797.1633	1.4462	35	0.9459	188.7498	65.5886	0.2339	0.3574	1248.7	3.4632	4.7922	5.2228	5.5725	2.6243	1.2953	0.7248	0.2309	0.7538	0.8215	0.8435
