No.	NAME	Ui	Hy	TPSA(Tot)	MLOGP	MLOGP2	ALOGP2	LOGPcons	ESOL	PDI	SAscore
1	50262810	3.1699	-0.8066	42.31	3.047	9.2839	6.6802	2.6821	-3.3927	0.9828	3.2076
2	50262811	3.1699	-0.7904	51.54	2.9871	8.923	8.5089	2.9058	-3.587	0.9618	3.2664
3	50193452	3.1699	-0.8228	42.31	3.5068	12.2977	10.4135	3.3095	-3.779	0.9727	3.2136
4	50262853	2.585	-0.7904	45.55	2.567	6.5894	7.7468	2.6097	-3.3192	0.9451	3.1333
5	50262850	3.4594	-0.8129	51.54	3.5681	12.7316	19.3846	3.7259	-4.1646	0.9581	3.3987
6	50262850	3.4594	-0.8129	51.54	3.5681	12.7316	19.3846	3.7259	-4.1646	0.9581	3.3987
7	50262813	3.1699	-0.815	42.31	3.2793	10.7538	7.0066	2.9103	-3.5261	0.9774	3.2228
8	50262813	3.1699	-0.815	42.31	3.2793	10.7538	7.0066	2.9103	-3.5261	0.9774	3.2228
9	50262786	3.1699	-0.8193	51.54	3.8549	14.8602	19.997	4.2335	-4.4195	0.9498	3.2854
10	50262848	3.1699	-0.8059	51.54	3.4289	11.7575	12.6693	3.5273	-3.9729	0.9552	3.2791
11	50262846	3.4594	-0.8059	51.54	3.3533	11.2446	14.6138	3.3309	-3.9124	0.9613	3.4058
12	50262846	3.4594	-0.8059	51.54	3.3533	11.2446	14.6138	3.3309	-3.9124	0.9613	3.4058
13	50262809	2.585	-0.7984	45.55	2.79	7.784	10.4944	2.9662	-3.5471	0.9427	3.1373
14	50262808	3.4594	-0.8254	51.54	3.9869	15.8955	28.2514	4.4297	-4.6103	0.9525	3.4003
15	50262786	3.1699	-0.8193	51.54	3.8549	14.8602	19.997	4.2335	-4.4195	0.9498	3.2854
16	50262853	2.585	-0.7904	45.55	2.567	6.5894	7.7468	2.6097	-3.3192	0.9451	3.1333
17	50362874	3.1699	-0.7812	64.38	2.6118	6.8215	20.9206	3.731	-4.6996	0.955	3.7598
18	50267493	3.7004	-0.4072	108.7	1.8019	3.2467	31.4127	4.3104	-5.2129	0.9368	3.9767
19	50267492	3.7004	-0.4143	108.7	1.9809	3.9239	35.4442	4.6164	-5.4061	0.9356	3.9855
20	50267494	3.7004	0.1491	119.7	1.3851	1.9186	14.4316	2.9484	-4.3662	0.9356	3.9497
21	50267495	3.7004	0.137	119.7	1.5753	2.4817	17.2034	3.2581	-4.5611	0.9343	3.9526
22	50267496	3.7004	0.137	119.7	1.5753	2.4817	14.9096	3.1626	-4.4948	0.9343	3.9604
23	50267497	3.7004	0.1253	119.7	1.7631	3.1086	17.7249	3.4715	-4.6893	0.9331	3.9644
24	50267498	3.7004	0.1253	119.7	1.7631	3.1086	19.7251	3.5486	-4.7428	0.9331	3.9612
25	50267499	3.7004	0.1142	119.7	1.9486	3.797	22.9451	3.8567	-4.9369	0.9319	3.9665
26	50267501	3.7004	0.1035	119.7	2.1318	4.5445	28.6621	4.2357	-5.1805	0.9308	3.9727
27	50267500	3.7004	0.0932	119.7	2.3129	5.3494	32.5185	4.5424	-5.3739	0.9298	3.9803
28	8960	3	-0.8482	38.77	3.5161	12.3629	20.8822	4.149	-4.7765	0.9656	3.7728
29	50267503	3.7004	-0.3833	99.47	1.6049	2.5759	16.5348	3.2089	-4.4555	0.9504	3.8977
30	50267504	3.7004	-0.3919	99.47	1.7952	3.2226	19.4931	3.5187	-4.6501	0.9485	3.9007
31	50267505	3.7004	-0.3758	108.7	1.0643	1.1328	16.4017	3.0261	-4.4001	0.9423	3.9486
32	50267506	3.7004	-0.3842	108.7	1.2521	1.5678	19.3486	3.335	-4.5946	0.9408	3.953
33	50267511	3.7004	-0.3919	99.47	1.7952	3.2226	17.0462	3.4232	-4.5839	0.9485	3.9086
34	50267512	3.7004	-0.4	99.47	1.983	3.9321	20.048	3.7321	-4.7782	0.9467	3.9128
35	50267514	3.7004	-0.3842	108.7	1.2521	1.5678	16.911	3.2396	-4.5283	0.9408	3.9606
36	50267550	3.7004	-0.3922	108.7	1.4376	2.0666	19.9014	3.5477	-4.7225	0.9393	3.966
37	50267551	3.7004	-0.4	99.47	1.983	3.9321	22.1719	3.8092	-4.8317	0.9467	3.9094
38	50267552	3.7004	-0.4078	99.47	2.1684	4.702	25.5783	4.1173	-5.0256	0.9451	3.9149
39	50267553	3.7004	-0.3922	108.7	1.4376	2.0666	22.0177	3.6248	-4.776	0.9393	3.9628
40	50267491	3.7004	-0.3999	108.7	1.6208	2.627	25.4127	3.9321	-4.9698	0.938	3.9694
41	50267513	3.7004	-0.4153	99.47	2.3516	5.5301	31.5968	4.4962	-5.269	0.9435	3.9212
42	50267502	3.7004	-0.4224	99.47	2.5327	6.4145	35.6397	4.8029	-5.4623	0.9421	3.929
43	50272619	3.7549	0.7179	84.97	2.9291	8.5795	34.7982	4.5133	-5.6627	1.0431	4.0523
44	50272620	3.7549	0.7179	84.97	2.9291	8.5795	34.7982	4.5133	-5.6627	1.0431	4.0245
45	50272627	3.7549	0.7179	84.97	2.9291	8.5795	34.7982	4.5133	-5.6627	1.0431	4.0228
46	50272610	3.6439	0.7122	87.48	3.1722	10.0627	34.5215	4.5581	-5.6812	1.0274	4.0264
47	50272685	3.5236	0.7236	61.18	3.3142	10.984	36.2416	4.7248	-5.6714	1.0521	3.8543
48	50272735	3.5236	0.7179	70.41	3.003	9.0182	36.0444	4.6185	-5.6658	1.0356	4.0238
49	50272736	3.5236	0.7066	61.18	3.507	12.299	42.3319	5.0539	-5.9778	1.0454	4.0385
50	8961	2.7004	0.3658	38.91	2.2085	4.8776	7.7841	2.5648	-3.2817	1.0524	3.0294
51	50199522	2.585	1.0879	58.88	2.2984	5.2829	1.1168	1.7651	-2.7331	0.9756	4.7791
52	50272628	3.858	0.7285	102.04	2.3655	5.5954	24.0806	3.8749	-5.298	1.0402	4.1277
53	50272629	3.858	0.7285	102.04	2.3655	5.5954	24.0806	3.8749	-5.298	1.0402	4.1004
54	50272630	3.858	0.7285	102.04	2.3655	5.5954	24.0806	3.8749	-5.298	1.0402	4.1467
55	50272631	3.858	0.7285	102.04	2.3655	5.5954	24.0806	3.8749	-5.298	1.0402	4.0987
56	50272632	3.7549	0.7349	84.97	2.7363	7.4874	29.6241	4.1669	-5.344	1.0496	4.0771
57	50272633	3.7549	0.7016	84.97	3.1193	9.7301	40.3886	4.8588	-5.9811	1.0371	4.0184
58	50272680	3.858	0.0854	88.05	2.8815	8.3029	33.2468	4.5785	-5.8444	1.0247	4.1449
59	50272681	3.7549	0.7528	84.97	2.5409	6.4559	24.8662	3.8197	-5.225	1.0568	4.085
60	50272682	3.7549	0.7349	84.97	2.7363	7.4874	29.6241	4.1669	-5.444	1.0496	4.0278
61	50272610	3.6439	0.7122	87.48	3.1722	10.0627	34.5215	4.5581	-5.6812	1.0274	4.0264
62	50272735	3.5236	0.7179	70.41	3.003	9.0182	36.0444	4.6185	-5.6658	1.0356	4.0238
63	50272736	3.5236	0.7066	61.18	3.507	12.299	42.3319	5.0539	-5.9778	1.0454	4.0385
64	8961	2.7004	0.3658	38.91	2.2085	4.8776	7.7841	2.5648	-3.2817	1.0524	3.0294
65	50199522	2.585	1.0879	58.88	2.2984	5.2829	1.1168	1.7651	-2.7331	0.9756	4.7791
66	50272619	3.7549	0.7179	84.97	2.9291	8.5795	34.7982	4.5133	-5.6627	1.0431	4.0523
67	50272618	3.7549	0.7179	84.97	2.9291	8.5795	34.7982	4.5133	-5.6627	1.0431	4.0716
68	50272627	3.7549	0.7179	84.97	2.9291	8.5795	34.7982	4.5133	-5.6627	1.0431	4.0228
69	50272628	3.858	0.7285	102.04	2.3655	5.5954	24.0806	3.8749	-5.298	1.0402	4.1277
70	50272630	3.858	0.7285	102.04	2.3655	5.5954	24.0806	3.8749	-5.298	1.0402	4.1467
71	50272631	3.858	0.7285	102.04	2.3655	5.5954	24.0806	3.8749	-5.298	1.0402	4.0987
72	50272633	3.7549	0.7016	84.97	3.1193	9.7301	40.3886	4.8588	-5.9811	1.0371	4.0184
73	50272680	3.858	0.0854	88.05	2.8815	8.3029	33.2468	4.5785	-5.8444	1.0247	4.1449
74	50272681	3.7549	0.7528	84.97	2.5409	6.4559	24.8662	3.8197	-5.225	1.0568	4.085
75	50272685	3.5236	0.7236	61.18	3.3142	10.984	36.2416	4.7248	-5.6714	1.0521	3.8543
76	50151982	3.8074	0.8016	102.29	1.7882	3.1977	20.5771	3.2907	-4.4983	1.0266	4.1222
77	50272620	3.7549	0.7179	84.97	2.9291	8.5795	34.7982	4.5133	-5.6627	1.0431	4.0245
78	50272629	3.858	0.7285	102.04	2.3655	5.5954	24.0806	3.8749	-5.298	1.0402	4.1004
79	50272632	3.7549	0.7349	84.97	2.7363	7.4874	29.6241	4.1669	-5.344	1.0496	4.0771
80	50272682	3.7549	0.7349	84.97	2.7363	7.4874	29.6241	4.1669	-5.444	1.0496	4.0278
81	50272618	3.7549	0.7179	84.97	2.9291	8.5795	34.7982	4.5133	-5.6627	1.0431	4.0716
82	50451933	3.1699	-0.4378	72.14	3.3467	11.2001	31.9553	4.9116	-5.2538	0.9353	3.7791
83	8960	3	-0.8482	38.77	3.5161	12.3629	20.8822	4.149	-4.7765	0.9656	3.7728
84	50451936	3.1699	-0.846	51.91	3.9258	15.4122	41.2472	5.5736	-5.7407	0.9535	3.7312
85	50451937	3.1699	-0.4212	72.14	2.9584	8.7523	22.4723	4.2179	-4.8117	0.9383	3.7797
86	50451938	3.1699	-0.8363	51.91	3.5321	12.4758	30.3601	4.8782	-5.2982	0.9584	3.7361
87	50451948	3.1699	-0.831	51.91	3.3309	11.0948	25.5409	4.529	-5.0764	0.9611	3.7417
88	50025480	3.1699	-0.3008	78.13	1.2113	1.4673	7.9518	2.3551	-3.452	0.9301	3.6361
89	50049402	3.1699	-0.3096	68.9	1.7457	3.0475	8.0446	2.5359	-3.5148	0.9439	3.7011
90	50451949	3.1699	-0.4122	72.14	2.7602	7.6185	18.3552	3.8698	-4.59	0.9401	3.7828
91	50451950	3.1699	-0.4297	72.14	3.1539	9.947	27.0057	4.5652	-5.033	0.9368	3.7786
92	85573	3.1699	-0.3205	59.67	2.2902	5.2448	8.1379	2.72	-3.5835	0.9611	3.692
93	50451961	3.1699	-0.8413	51.91	3.7304	13.9158	35.5955	5.2264	-5.5197	0.9558	3.7327
94	50284329	3.2479	0.3271	102.99	3.2557	10.5998	17.5259	3.2153	-3.7786	0.9369	3.7893
95	50284331	3.2479	0.3518	102.99	3.0182	9.1093	10.3279	2.566	-3.3503	0.939	3.8263
96	50284335	3.2479	0.407	102.99	2.5255	6.3784	8.1664	2.1389	-3.1004	0.9438	3.8628
97	50284333	3.6439	0.262	102.99	3.7115	13.775	19.7243	3.5856	-4.4027	0.9713	3.8658
98	50284336	3.2479	0.3784	102.99	2.7749	7.7003	8.3666	2.2478	-3.1524	0.9413	3.9277
99	50199522	2.585	1.0879	58.88	2.2984	5.2829	1.1168	1.7651	-2.7331	0.9756	4.7791
100	50284430	3.2479	0.3518	102.99	3.0182	9.1093	13.9144	2.8541	-3.5502	0.939	3.8113
101	50284424	3.5236	0.3651	126.78	2.1923	4.8062	8.0457	1.9996	-3.0165	0.9369	4.008
102	50284433	3.2479	1.1586	111.78	2.2694	5.1502	5.3908	1.7609	-2.7622	0.953	3.8868
103	50284339	3.2479	0.3784	102.99	2.7749	7.7003	10.2816	2.4684	-3.3055	0.9413	3.8306
104	50284334	3.3923	0.3913	120.06	2.3551	5.5464	4.483	1.8076	-3.0237	0.9384	3.8464
105	50284332	3.5236	0.3913	126.78	1.9491	3.7989	7.8495	1.8927	-2.9648	0.9391	3.9458
106	50284431	3.5236	0.3518	102.99	2.9406	8.6473	16.4017	2.6758	-3.5023	0.9446	3.9353
107	50284434	3.2479	1.1178	111.78	2.5255	6.3784	5.5536	1.872	-2.8151	0.9497	3.9475
108	50284337	3.2479	0.3518	102.99	3.0182	9.1093	10.506	2.5752	-3.3567	0.939	3.898
109	50284432	3.2479	1.08	111.78	2.7749	7.7003	7.1706	2.1922	-3.0139	0.9468	3.8484
110	50284338	3.2479	0.3406	106.23	2.5074	6.2871	7.9242	2.0139	-3.3168	0.964	3.7944
111	50199522	2.585	1.0879	58.88	2.2984	5.2829	1.1168	1.7651	-2.7331	0.9756	4.7791
112	50169856	3	-0.7924	51.24	2.2245	4.9483	14.1519	3.0617	-4.197	0.955	4.1778
113	50248848	3	-0.8426	38.77	3.305	10.9228	18.9042	3.8501	-4.491	0.9766	3.8268
114	50248747	3.1699	-0.8426	38.77	3.2274	10.4163	18.564	3.886	-4.6038	0.9891	3.6967
115	50169866	3	-0.7852	51.24	2.0133	4.0535	11.4542	2.6784	-3.8522	0.9654	3.9443
116	50169855	3	-0.8193	48	2.9964	8.9786	22.2954	4.0518	-4.7993	0.9595	4.1365
117	50248712	3.1699	-0.8365	38.77	3.4046	11.5912	17.6098	3.8596	-4.4201	0.9577	3.7112
118	50169860	3	-0.7984	48	2.7437	7.5277	14.475	3.3537	-4.0929	0.9356	4.2715
119	50169867	3	-0.7904	48	2.5207	6.3538	11.745	2.9665	-3.7472	0.9462	3.9193
120	50248784	3	-0.8299	38.77	3.2633	10.6494	15.108	3.5044	-4.1087	0.949	4.0978
121	50169850	3	-0.8059	48	2.5705	6.6072	15.1173	3.3149	-4.1314	0.9746	3.9306
122	50169868	3	-0.8059	48	2.5705	6.6072	15.1173	3.3149	-4.1314	0.9746	3.8431
123	50248880	3	-0.8482	38.77	3.5161	12.3629	23.0794	4.2025	-4.8137	0.9726	3.9747
124	50248849	3	-0.8426	38.77	3.305	10.9228	18.9042	3.8501	-4.491	0.9766	4.0076
125	50248819	3	-0.8426	38.77	3.697	13.6675	21.0176	4.1416	-4.5054	0.9439	4.0053
126	50248816	3	-0.8365	38.77	3.4821	12.1252	17.9412	3.8237	-4.3072	0.9464	4.0209
127	50248815	3	-0.8365	38.77	3.4821	12.1252	17.9412	3.8237	-4.3072	0.9464	3.8327
128	50248783	3	-0.8299	38.77	3.2633	10.6494	15.108	3.5044	-4.1087	0.949	3.9015
129	50248780	3.1699	-0.8482	38.77	3.4386	11.8237	22.7033	4.2385	-4.9265	0.9843	3.4924
130	50248746	3.1699	-0.8426	38.77	3.2274	10.4163	18.564	3.886	-4.6038	0.9891	3.5159
131	50248657	3.1699	-0.8365	38.77	3.4046	11.5912	17.6098	3.8596	-4.4201	0.9577	3.523
132	50248637	3.1699	-0.8299	38.77	3.1858	10.1493	14.804	3.5404	-4.2215	0.9611	3.7893
133	50169862	3	-0.7852	51.24	2.0133	4.0535	11.4542	2.6784	-3.8522	0.9654	3.8642
134	50169852	3	-0.7852	57.23	2.0133	4.0535	12.1962	2.9297	-4.0324	0.9535	4.2831
135	50169851	3	-0.7852	57.23	2.0133	4.0535	12.1962	2.9297	-4.0324	0.9535	4.203
136	50169849	3	-0.7775	57.23	1.7985	3.2346	9.702	2.5452	-3.6871	0.9646	3.8885
137	50169865	3	-0.8193	48	2.9964	8.9786	22.2954	4.0518	-4.7993	0.9595	4.2166
138	50169872	3	-0.8129	48	2.7853	7.7579	18.8729	3.6686	-4.4549	0.9707	3.8204
139	50169871	3	-0.8129	48	2.7853	7.7579	18.1953	3.6993	-4.4762	0.9627	4.2563
140	50169859	3	-0.8129	48	3.1773	10.0952	20.2698	3.9908	-4.4907	0.932	4.2468
141	50169857	3	-0.8059	48	2.9625	8.7761	17.0132	3.6064	-4.1458	0.9413	3.9283
142	8960	3	-0.8482	38.77	3.5161	12.3629	20.8822	4.149	-4.7765	0.9656	3.7728
143	50169851	3	-0.7852	57.23	2.0133	4.0535	12.1962	2.9297	-4.0324	0.9535	4.203
144	50169869	3	-0.8129	48	3.1773	10.0952	20.2698	3.9908	-4.4907	0.932	4.1616
145	50169870	3	-0.7904	48	2.5207	6.3538	11.745	2.9665	-3.7472	0.9462	4.0143
146	50169861	3	-0.7984	48	2.7437	7.5277	14.475	3.3537	-4.0929	0.9356	4.1792
147	50169849	3	-0.7775	57.23	1.7985	3.2346	9.702	2.5452	-3.6871	0.9646	3.8885
148	50248879	3	-0.8482	38.77	3.5161	12.3629	23.0794	4.2025	-4.8137	0.9726	3.805
149	50248818	3	-0.8426	38.77	3.697	13.6675	21.0176	4.1416	-4.5054	0.9439	3.8245
150	50248781	3.1699	-0.8482	38.77	3.4386	11.8237	22.7033	4.2385	-4.9265	0.9843	3.6621
151	50248714	3.1699	-0.8426	38.77	3.6194	13.1002	20.6588	4.1775	-4.6183	0.9547	3.5136
152	50169854	3	-0.7924	51.24	2.2245	4.9483	14.1519	3.0617	-4.197	0.955	4.256
153	50169863	3	-0.8129	48	2.7853	7.7579	18.8729	3.6686	-4.4549	0.9707	3.9024
154	50248636	3.1699	-0.8299	38.77	3.1858	10.1493	14.804	3.5404	-4.2215	0.9611	3.593
155	50169853	3	-0.8059	48	2.9625	8.7761	17.0132	3.6064	-4.1458	0.9413	3.8408
156	50169858	3	-0.7775	57.23	1.7985	3.2346	9.702	2.5452	-3.6871	0.9646	3.9706
157	50248715	3.1699	-0.8426	38.77	3.6194	13.1002	20.6588	4.1775	-4.6183	0.9547	3.6944
158	50169873	3	-0.8129	48	2.7853	7.7579	18.1953	3.6993	-4.4762	0.9627	4.1711
159	50169856	3	-0.7924	51.24	2.2245	4.9483	14.1519	3.0617	-4.197	0.955	4.1778
160	50490884	2.7004	-0.4645	28.16	4.1579	17.288	41.1163	5.5107	-5.3945	0.9877	3.1483
161	50490937	3.858	-0.4167	87.54	4.022	16.1762	16.413	4.4427	-5.8183	0.985	3.7906
162	50490938	3.585	-0.365	87.54	3.8604	14.9024	14.4955	4.1409	-5.4859	0.9627	3.7649
163	50490939	3.585	-0.365	87.54	3.9571	15.6584	15.1422	4.2375	-5.8196	0.9665	3.807
164	50490940	3.1699	-0.3159	87.54	2.1135	4.4669	1.9335	2.0624	-3.432	0.9403	3.6022
165	50490941	3.585	0.1489	99.57	3.9333	15.4712	12.325	3.9579	-5.3233	0.9551	3.8487
166	50490943	3.585	0.1363	99.57	4.1261	17.0249	14.8957	4.2685	-5.5198	0.9531	3.8572
167	50490944	3.585	0.1621	99.57	3.7379	13.9718	9.8169	3.6374	-5.02	0.9632	3.833
168	50490945	3.585	0.1243	99.57	4.3163	18.6309	17.5561	4.5842	-5.7202	0.9517	3.8647
169	50490946	3.585	0.1363	99.57	4.1261	17.0249	15.7466	4.278	-5.5265	0.9585	4.0007
170	50490947	3.585	0.1854	99.57	4.2215	17.8215	15.5086	4.4338	-5.8684	0.9616	3.9354
171	50490948	3.585	0.1489	99.57	3.9333	15.4712	12.1243	3.9489	-5.217	0.9608	3.8992
172	50490942	3.585	0.1621	99.57	3.7379	13.9718	8.9748	3.6189	-4.9071	0.9632	3.6569
173	50490949	3.8074	-0.3744	111.33	3.0502	9.3035	9.1313	3.3484	-4.876	0.9591	3.8563
174	50490950	3.585	-0.3918	87.54	3.5924	12.905	13.1704	3.8772	-5.1804	0.9606	3.849
175	50490951	3.585	0.1243	99.57	4.3163	18.6309	17.9522	4.5872	-5.8223	0.9459	3.8847
176	50490952	3.585	0.1363	99.57	4.1261	17.0249	15.5094	4.2499	-5.4069	0.9585	3.8034
177	50490953	3.858	0.1127	99.57	4.363	19.0353	15.2428	4.5144	-5.8545	0.9845	3.7855
178	50490941	3.585	0.1489	99.57	3.9333	15.4712	12.325	3.9579	-5.3233	0.9551	3.8487
179	50490954	3.585	0.1489	99.57	3.9333	15.4712	12.1243	3.9489	-5.217	0.9608	3.8416
180	50490955	3.585	-0.3918	87.54	3.5924	12.905	13.1704	3.8772	-5.1804	0.9606	3.9956
181	50490957	3.585	0.176	99.57	3.5396	12.529	7.7529	3.325	-4.8225	0.9659	3.8215
182	50490958	3.585	0.1489	99.57	3.9333	15.4712	12.1243	3.9489	-5.217	0.9608	3.8301
183	50490959	3.858	-0.4167	87.54	4.022	16.1762	16.413	4.4427	-5.8183	0.985	3.7588
184	50490960	3.585	-0.3918	87.54	3.5924	12.905	13.1704	3.8772	-5.1804	0.9606	3.8647
185	50369837	3.3219	-0.448	41.05	5.1309	26.3265	33.2767	5.2853	-5.7458	1.0168	3.7012
186	50490961	3.585	0.1854	99.57	4.2215	17.8215	15.5086	4.4338	-5.8684	0.9616	3.883
187	50490956	3.585	-0.3826	87.54	3.3969	11.5389	9.8778	3.5471	-4.8707	0.9631	3.7496
188	50490943	3.585	0.1363	99.57	4.1261	17.0249	14.8957	4.2685	-5.5198	0.9531	3.8572
189	50490962	3.585	0.1854	99.57	4.2215	17.8215	15.5086	4.4338	-5.8684	0.9616	3.8813
190	50488643	3.3219	-0.2357	120.04	0.7484	0.5601	7.1701	2.3273	-3.5933	0.9091	4.1174
191	50488644	3.585	-0.3606	83.09	1.9777	3.9115	19.4243	3.8021	-4.8341	0.9727	3.9951
192	50488645	3	-0.2937	83.45	0.3701	0.137	7.6557	2.09	-3.3454	0.9118	4.0932
193	50488646	3	-0.3096	64.99	1.4313	2.0485	7.8383	2.449	-3.4666	0.9346	4.0024
194	50488647	3.585	-0.3706	73.86	2.5257	6.3794	19.5691	3.9873	-4.898	0.9872	3.9289
195	50488648	3.3219	-0.2406	101.58	1.7549	3.0798	7.3468	2.668	-3.6993	0.9316	3.9432
196	50488649	3	-0.3341	46.53	2.2661	5.1354	8.0231	2.7324	-3.5499	0.9698	3.7344
197	50488650	3	-0.3205	55.76	1.9757	3.9034	7.9304	2.633	-3.5353	0.9501	3.8821
198	50488651	3.585	-0.3521	92.32	1.4371	2.0651	19.28	3.6193	-4.7738	0.9604	4.1083
199	8960	3	-0.8482	38.77	3.5161	12.3629	20.8822	4.149	-4.7765	0.9656	3.7728
200	50488652	3	-0.3205	55.76	1.9757	3.9034	7.9304	2.633	-3.5353	0.9501	3.8821
201	50488653	3.585	-0.3521	92.32	1.4371	2.0651	19.28	3.6193	-4.7738	0.9604	4.1083
202	50488654	3.585	-0.3606	83.09	1.9777	3.9115	19.4243	3.8021	-4.8341	0.9727	4.0698
203	50488655	3.585	0.225	103.32	1.8303	3.3499	17.8827	3.6412	-4.7343	0.9524	4.1174
204	50488656	3	-0.3008	74.22	0.8969	0.8044	7.7468	2.2682	-3.4038	0.9221	4.0603
205	50488657	3	-0.3096	64.99	1.4313	2.0485	7.8383	2.449	-3.4666	0.9346	4.0412
206	50488658	3	-0.3096	64.99	1.4313	2.0485	7.8383	2.449	-3.4666	0.9346	3.934
207	50488659	3.8074	-0.3097	119.68	2.3773	5.6514	18.646	4.0465	-5.0865	0.9707	3.9459
208	50488660	3.585	-0.3822	64.63	3.0829	9.504	19.7145	4.1757	-4.9663	1.0044	3.8043
209	50488661	3.585	-0.3822	64.63	3.0829	9.504	19.7145	4.1757	-4.9663	1.0044	3.7841
210	50488662	3	-0.3096	64.99	1.4313	2.0485	7.8383	2.449	-3.4666	0.9346	3.9174
211	50051350	3	-0.3341	46.53	2.2661	5.1354	8.0231	2.7324	-3.5499	0.9698	3.8623
212	50051340	3	-0.3341	46.53	2.2661	5.1354	8.0231	2.7324	-3.5499	0.9698	3.816
213	50488663	3.585	-0.3706	73.86	2.5257	6.3794	19.5691	3.9873	-4.898	0.9872	3.9289
214	50488664	3.585	-0.3606	83.09	1.9777	3.9115	19.4243	3.8021	-4.8341	0.9727	3.9103
215	50488666	3.585	-0.3822	64.63	3.0829	9.504	19.7145	4.1757	-4.9663	1.0044	3.8885
216	50488667	3.8074	-0.2999	138.14	1.3417	1.8001	18.3638	3.6961	-4.9795	0.9478	4.1278
217	50488668	3	-0.3008	74.22	0.8969	0.8044	7.7468	2.2682	-3.4038	0.9221	4.0603
218	8960	3	-0.8482	38.77	3.5161	12.3629	20.8822	4.149	-4.7765	0.9656	3.7728
219	8963	3.585	0.028	49.84	4.7842	22.8882	72.5938	7.1065	-7.1517	1.031	3.5027
220	50151982	3.8074	0.8016	102.29	1.7882	3.1977	20.5771	3.2907	-4.4983	1.0266	4.1222
221	8961	2.7004	0.3658	38.91	2.2085	4.8776	7.7841	2.5648	-3.2817	1.0524	3.0294
222	50513220	3.8074	-0.4384	78.11	3.1557	9.9584	27.7877	4.2763	-6.0713	1.035	4.7352
223	50513220	3.8074	-0.4384	78.11	3.1557	9.9584	27.7877	4.2763	-6.0713	1.035	4.7352
224	14777	3.4594	-0.3364	74.87	1.5682	2.4593	6.8137	1.9693	-3.8575	1.052	4.6922
225	10469	3.585	0.009	49.84	5.1485	26.5065	88.9739	7.7921	-7.5852	1.0212	3.5265
226	8961	2.7004	0.3658	38.91	2.2085	4.8776	7.7841	2.5648	-3.2817	1.0524	3.0294
227	8961	2.7004	0.3658	38.91	2.2085	4.8776	7.7841	2.5648	-3.2817	1.0524	3.0294
228	8979	3.3923	0.0891	57.26	3.4522	11.9178	27.8742	4.5586	-5.3399	1.0036	3.4405
229	8964	3.585	0.0183	49.84	4.9674	24.6748	80.5758	7.4497	-7.3685	1.0259	3.5141
230	50510842	3.7549	-0.4503	58.95	3.2403	10.4993	38.3087	4.723	-5.646	1.047	3.9488
231	50508996	3.7549	-0.458	58.95	3.433	11.7858	44.164	5.0694	-5.9643	1.0405	3.8957
232	50508996	3.7549	-0.458	58.95	3.433	11.7858	44.164	5.0694	-5.9643	1.0405	3.8957
233	50521009	3.585	1.3541	123.6	2.609	6.8067	15.5662	3.6511	-4.5872	0.9127	3.7424
234	50521010	3.585	1.3438	105.14	4.0788	16.6367	26.4011	4.793	-5.1952	0.9222	3.6318
235	50521005	3.585	1.3197	123.6	2.9691	8.8153	26.0651	4.4179	-5.0808	0.9118	3.763
236	50520998	3.585	1.2877	111.62	3.3212	11.0306	29.84	4.6926	-5.4218	0.916	3.9536
237	50521006	3.585	1.2765	105.14	4.7911	22.9543	48.4834	6.1588	-6.0654	0.9195	3.6898
238	50521011	3.585	1.2877	123.6	3.3212	11.0306	38.8453	5.1711	-5.5656	0.9111	3.7922
239	50521007	3.585	1.2578	123.6	3.6661	13.44	48.0277	5.7786	-5.9498	0.9104	3.8248
240	50521001	3.585	1.3089	105.14	4.4389	19.7038	39.2552	5.5488	-5.6806	0.9208	3.6589
241	11682	2.3219	-0.7635	32.78	2.1184	4.4876	6.7569	2.4925	-2.9151	0.8807	3.7908
242	8960	3	-0.8482	38.77	3.5161	12.3629	20.8822	4.149	-4.7765	0.9656	3.7728
243	50520997	3.585	1.4226	105.14	3.3321	11.1031	10.7623	3.4048	-4.3126	0.9256	3.5935
244	50521004	3.585	1.3541	123.6	2.609	6.8067	19.4287	3.8053	-4.6942	0.9127	3.7361
245	50521001	3.585	1.3089	105.14	4.4389	19.7038	39.2552	5.5488	-5.6806	0.9208	3.6589
246	11682	2.3219	-0.7635	32.78	2.1184	4.4876	6.7569	2.4925	-2.9151	0.8807	3.7908
247	50520995	3.585	1.3912	123.6	2.2403	5.019	10.5482	3.0356	-4.1993	0.9136	3.719
248	50521002	3.585	1.3816	105.14	3.7101	13.7651	15.8261	4.0234	-4.7011	0.9238	3.614
249	50520995	3.585	1.3912	123.6	2.2403	5.019	10.5482	3.0356	-4.1993	0.9136	3.719
250	50520996	3.585	1.3541	123.6	2.217	4.915	16.362	3.3897	-4.9815	0.9495	3.7737
251	50521011	3.585	1.2877	123.6	3.3212	11.0306	38.8453	5.1711	-5.5656	0.9111	3.7922
252	50521003	3.585	1.3816	105.14	3.7101	13.7651	19.7189	4.1775	-4.808	0.9238	3.6071
253	8960	3	-0.8482	38.77	3.5161	12.3629	20.8822	4.149	-4.7765	0.9656	3.7728
254	50521006	3.585	1.2765	105.14	4.7911	22.9543	48.4834	6.1588	-6.0654	0.9195	3.6898
255	50521004	3.585	1.3541	123.6	2.609	6.8067	19.4287	3.8053	-4.6942	0.9127	3.7361
