No.	NAME	SpDiam_EA(ed)	SpMAD_EA(ed)	SpDiam_EA(bo)	SpMAD_EA(bo)	SpMaxA_EA(dm)	SpAD_EA(dm)	SpMAD_EA(dm)	SpMAD_EA(ri)	SpMaxA_AEA(ed)	SpMAD_AEA(ed)	SpMax_AEA(bo)	SpMAD_AEA(bo)	SpMax_AEA(dm)	SpMAD_AEA(dm)	SpMAD_AEA(ri)	Chi0_EA(dm)	SM06_EA	SM06_EA(bo)	SM11_EA(bo)	SM02_EA(dm)	SM03_EA(dm)	SM04_EA(dm)	SM10_AEA(ed)	SM04_AEA(bo)	SM08_AEA(bo)	SM10_AEA(bo)	SM13_AEA(bo)	SM14_AEA(bo)	SM15_AEA(bo)	SM11_AEA(dm)	SM12_AEA(dm)	SM13_AEA(dm)	SM12_AEA(ri)	SM13_AEA(ri)	SM15_AEA(ri)	Eig06_EA(bo)	Eig02_EA(dm)	Eig03_EA(dm)	Eig04_EA(dm)	Eig05_EA(dm)	Eig06_EA(dm)	Eig07_EA(dm)	Eig08_EA(dm)	Eig09_EA(dm)	Eig10_EA(dm)	Eig11_EA(dm)	Eig12_EA(dm)	Eig13_EA(dm)	Eig14_EA(dm)	Eig15_EA(dm)	Eig09_EA(ri)	Eig05_AEA(ed)	Eig06_AEA(ed)	Eig07_AEA(ed)	Eig09_AEA(ed)	Eig12_AEA(ed)	Eig02_AEA(bo)	Eig03_AEA(bo)	Eig04_AEA(bo)	Eig11_AEA(bo)	Eig02_AEA(dm)	Eig03_AEA(dm)	Eig04_AEA(dm)	Eig05_AEA(dm)	Eig06_AEA(dm)	Eig07_AEA(dm)	Eig09_AEA(dm)	Eig11_AEA(dm)	Eig15_AEA(dm)	Eig03_AEA(ri)	Eig04_AEA(ri)	Eig13_AEA(ri)
1	50262810	18.8267	4.2062	7.1457	1.9204	0.0562	6.4754	0.2698	1.4602	0.2902	1.5405	4.5857	1.5097	3.9525	1.5732	1.4827	14.7762	7.7111	9.1942	15.7364	1.9884	0.5698	2.1473	19.7056	7.1852	12.6786	2.6257	2.0264	1.4428	1.3683	7.4381	7.2226	6.4261	3.4548	2.8163	2.3461	1.9782	0.9164	0.8	0.1724	0	0	0	0	0	0	0	0	0	0	0	0.9338	4.8087	3.7093	3.618	3.3612	2.3434	3.9271	3.5496	3.4407	1.2854	3.2561	2.9441	2.4524	2.3408	1.8324	1.5013	1.2614	0.5994	-0.814	3.2331	3.0656	0.4632
2	50262811	18.8268	4.2096	7.1457	1.8636	0.05	8.1954	0.3035	1.4279	0.2579	1.5563	4.5857	1.4803	3.9525	1.5573	1.4651	19.1854	7.8637	9.3391	15.946	2.1728	0.5698	2.2676	19.8742	7.2894	12.8252	2.8751	2.0264	1.5453	1.4417	9.1184	7.3111	6.6359	3.8051	2.8181	2.4487	2.0875	0.9164	0.86	0.8	0.1724	0	0	0	0	0	0	0	0	0	0	0.9338	5.2731	4.3138	3.7093	3.618	2.7292	4.2057	3.5634	3.4407	1.7377	3.2561	3.188	2.7342	2.421	1.9734	1.8202	1.3502	0.9404	-0.0295	3.3306	3.131	0.9636
3	50193452	18.8261	4.0796	7.1456	1.8713	0.0519	6.4754	0.2491	1.4464	0.2678	1.5196	4.5855	1.4924	3.9521	1.5481	1.4674	16.8204	7.7289	9.1983	15.7362	1.9884	0.5698	2.1473	19.7063	7.2136	12.6855	2.6252	2.0264	1.5485	1.4096	7.3921	7.2575	6.4261	3.4547	2.8126	2.3623	1.9804	0.9164	0.8	0.1724	0	0	0	0	0	0	0	0	0	0	0	1	4.8184	3.7828	3.618	3.5318	2.6785	3.9269	3.5408	3.4407	1.875	3.2561	2.943	2.4363	2.3643	1.9385	1.5343	1.2828	1	-0.4556	3.2157	3.0956	0.7206
4	50262853	18.8261	4.2089	7.1456	1.7234	0.05	7.4978	0.2777	1.447	0.2579	1.5476	4.5855	1.5061	3.9521	1.5676	1.4885	21.8624	7.826	8.972	15.6472	2.0438	0.7664	2.1432	19.8121	7.1689	12.6381	2.7844	2.0264	1.6671	1.3875	8.227	7.258	6.7887	2.8126	2.7843	2.3725	1.954	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0.9651	5.2983	3.8611	3.7715	3.618	2.8229	3.7844	3.5404	3.4407	2	3.2561	3.0882	2.6944	2.4342	1.9625	1.5737	1.35	1.1457	-0.4241	3.2999	3.2054	0.7642
5	50262850	18.8261	4.0475	7.1456	1.8512	0.045	9.1427	0.3048	1.4147	0.2321	1.5303	4.5855	1.4975	3.9521	1.5476	1.4488	21.5959	7.8887	9.3567	15.9468	2.2993	0.5698	2.4082	19.8772	7.4035	12.889	2.8769	2.0264	1.5922	1.5269	9.1225	7.2585	6.8358	3.8052	2.8127	2.5502	2.0894	1.1016	0.86	0.8	0.4608	0	0	0	0	0	0	0	0	0	0	1.3103	5.3092	4.3216	3.7902	3.618	3.0672	4.2066	3.6134	3.5391	2.4799	3.2561	3.211	2.8721	2.434	2.1166	1.9671	1.5157	1.2614	0.1725	3.3291	3.1996	1.3991
6	50262850	18.8261	4.0475	7.1456	1.8512	0.045	9.1427	0.3048	1.4147	0.2321	1.5303	4.5855	1.4975	3.9521	1.5476	1.4488	21.5959	7.8887	9.3567	15.9468	2.2993	0.5698	2.4082	19.8772	7.4035	12.889	2.8769	2.0264	1.5922	1.5269	9.1225	7.2585	6.8358	3.8052	2.8127	2.5502	2.0894	1.1016	0.86	0.8	0.4608	0	0	0	0	0	0	0	0	0	0	1.3103	5.3092	4.3216	3.7902	3.618	3.0672	4.2066	3.6134	3.5391	2.4799	3.2561	3.211	2.8721	2.434	2.1166	1.9671	1.5157	1.2614	0.1725	3.3291	3.1996	1.3991
7	50262813	18.8261	4.1502	7.1456	1.9	0.054	6.4754	0.259	1.4573	0.2786	1.5329	4.5855	1.5063	3.9521	1.562	1.4807	16.8204	7.72	9.1963	15.7362	1.9884	0.5698	2.1473	19.7058	7.1995	12.6821	2.6253	2.0264	1.4779	1.393	7.3966	7.2537	6.4261	3.4547	2.8132	2.3586	1.9794	0.9164	0.8	0.1724	0	0	0	0	0	0	0	0	0	0	0	1	4.817	3.7445	3.618	3.4714	2.5196	3.9269	3.5426	3.4407	1.6345	3.2561	2.9431	2.4405	2.3579	1.9035	1.5179	1.2614	1	-0.765	3.2217	3.0709	0.4632
8	50262813	18.8261	4.1502	7.1456	1.9	0.054	6.4754	0.259	1.4573	0.2786	1.5329	4.5855	1.5063	3.9521	1.562	1.4807	16.8204	7.72	9.1963	15.7362	1.9884	0.5698	2.1473	19.7058	7.1995	12.6821	2.6253	2.0264	1.4779	1.393	7.3966	7.2537	6.4261	3.4547	2.8132	2.3586	1.9794	0.9164	0.8	0.1724	0	0	0	0	0	0	0	0	0	0	0	1	4.817	3.7445	3.618	3.4714	2.5196	3.9269	3.5426	3.4407	1.6345	3.2561	2.9431	2.4405	2.3579	1.9035	1.5179	1.2614	1	-0.765	3.2217	3.0709	0.4632
9	50262786	18.8261	3.9963	7.1456	1.7882	0.0435	8.1954	0.2644	1.4085	0.2246	1.5197	4.5855	1.4538	3.9521	1.5194	1.4412	21.2297	7.8939	9.3461	15.9459	2.1728	0.5698	2.2676	19.8757	7.34	12.837	2.8755	2.0264	1.7449	1.5415	9.118	7.2579	6.7131	3.8051	2.8125	2.4673	2.0876	0.9164	0.86	0.8	0.1724	0	0	0	0	0	0	0	0	0	0	1.3728	5.2839	4.3158	3.8554	3.6183	3.0072	4.2058	3.5403	3.4407	2.2432	3.2561	3.188	2.7286	2.4344	1.9852	1.9427	1.5013	1.2614	0.3916	3.3044	3.2086	1.4688
10	50262848	18.8261	4.0957	7.1456	1.8234	0.0465	8.1954	0.2826	1.4176	0.2401	1.5375	4.5855	1.4663	3.9521	1.537	1.4524	21.2297	7.8789	9.3426	15.9459	2.1728	0.5698	2.2676	19.8748	7.3151	12.8311	2.8755	2.0264	1.5917	1.5137	9.118	7.2584	6.7121	3.8051	2.8127	2.4661	2.0876	0.9164	0.86	0.8	0.1724	0	0	0	0	0	0	0	0	0	0	1.2766	5.2838	4.3156	3.7858	3.618	2.8807	4.2058	3.5419	3.4407	1.9164	3.2561	3.188	2.7288	2.4335	1.9791	1.9158	1.3509	1.2614	-0.0238	3.3082	3.1973	1.2635
11	50262846	18.8261	4.1065	7.1456	1.8751	0.0465	9.1427	0.3153	1.4229	0.2401	1.5395	4.5855	1.5094	3.9521	1.5602	1.4595	21.5959	7.8812	9.3549	15.9468	2.2993	0.5698	2.4082	19.8768	7.3919	12.8862	2.8768	2.0264	1.5586	1.4717	9.1225	7.2646	6.8269	3.8052	2.8138	2.5471	2.0893	1.1016	0.86	0.8	0.4608	0	0	0	0	0	0	0	0	0	0	1.2185	5.3081	4.3213	3.7507	3.618	2.998	4.2066	3.6163	3.5357	2.3221	3.2561	3.211	2.8723	2.4327	2.1168	1.956	1.4953	1.2614	-0.0295	3.3343	3.1827	1.2634
12	50262846	18.8261	4.1065	7.1456	1.8751	0.0465	9.1427	0.3153	1.4229	0.2401	1.5395	4.5855	1.5094	3.9521	1.5602	1.4595	21.5959	7.8812	9.3549	15.9468	2.2993	0.5698	2.4082	19.8768	7.3919	12.8862	2.8768	2.0264	1.5586	1.4717	9.1225	7.2646	6.8269	3.8052	2.8138	2.5471	2.0893	1.1016	0.86	0.8	0.4608	0	0	0	0	0	0	0	0	0	0	1.2185	5.3081	4.3213	3.7507	3.618	2.998	4.2066	3.6163	3.5357	2.3221	3.2561	3.211	2.8723	2.4327	2.1168	1.956	1.4953	1.2614	-0.0295	3.3343	3.1827	1.2634
13	50262809	18.8261	4.1399	7.1456	1.7025	0.0482	7.4978	0.2678	1.4366	0.2487	1.539	4.5855	1.4919	3.9521	1.5543	1.4776	21.8624	7.834	8.9745	15.6472	2.0438	0.7664	2.1432	19.8126	7.1834	12.6417	2.7844	2.0264	1.7446	1.4204	8.227	7.2579	6.7888	2.8125	2.7844	2.3729	1.9593	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	1.0331	5.2983	3.8797	3.7874	3.618	2.9897	3.7844	3.5403	3.4407	2	3.2561	3.0882	2.6944	2.4344	1.9729	1.6609	1.3502	1.1457	-0.1697	3.2989	3.2086	1.0145
14	50262808	18.8261	3.9542	7.1456	1.8154	0.0422	9.1427	0.2857	1.4061	0.2176	1.5137	4.5855	1.4835	3.9521	1.5297	1.4383	21.5959	7.9036	9.3601	15.9468	2.2993	0.5698	2.4082	19.8781	7.4264	12.8945	2.8769	2.0264	1.7488	1.5488	9.1225	7.2579	6.8369	3.8052	2.8125	2.5511	2.0894	1.1016	0.86	0.8	0.4608	0	0	0	0	0	0	0	0	0	0	1.3922	5.3093	4.3218	3.8583	3.6204	3.1291	4.2066	3.6126	3.5402	2.4799	3.2561	3.211	2.872	2.4345	2.1165	1.981	1.6053	1.3501	0.3916	3.3266	3.209	1.5006
15	50262786	18.8261	3.9963	7.1456	1.7882	0.0435	8.1954	0.2644	1.4085	0.2246	1.5197	4.5855	1.4538	3.9521	1.5194	1.4412	21.2297	7.8939	9.3461	15.9459	2.1728	0.5698	2.2676	19.8757	7.34	12.837	2.8755	2.0264	1.7449	1.5415	9.118	7.2579	6.7131	3.8051	2.8125	2.4673	2.0876	0.9164	0.86	0.8	0.1724	0	0	0	0	0	0	0	0	0	0	1.3728	5.2839	4.3158	3.8554	3.6183	3.0072	4.2058	3.5403	3.4407	2.2432	3.2561	3.188	2.7286	2.4344	1.9852	1.9427	1.5013	1.2614	0.3916	3.3044	3.2086	1.4688
16	50262853	18.8261	4.2089	7.1456	1.7234	0.05	7.4978	0.2777	1.447	0.2579	1.5476	4.5855	1.5061	3.9521	1.5676	1.4885	21.8624	7.826	8.972	15.6472	2.0438	0.7664	2.1432	19.8121	7.1689	12.6381	2.7844	2.0264	1.6671	1.3875	8.227	7.258	6.7887	2.8126	2.7843	2.3725	1.954	0.8	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0.9651	5.2983	3.8611	3.7715	3.618	2.8229	3.7844	3.5404	3.4407	2	3.2561	3.0882	2.6944	2.4342	1.9625	1.5737	1.35	1.1457	-0.4241	3.2999	3.2054	0.7642
17	50362874	18.3738	4.2552	7.2341	1.7996	0.0465	11.7088	0.3252	1.3937	0.187	1.5514	4.5786	1.4805	3.766	1.5371	1.4742	31.9843	8.1212	9.6359	16.2942	2.5622	0.5698	3.0409	20.0223	7.5579	13.1058	3.0182	2.2446	2.067	2.0433	10.1611	8.9899	7.3506	3.8618	3.634	2.6204	2.5583	0.86	0.86	0.86	0.8	0.8	0	0	0	0	0	0	0	0	0	1.437	5.4095	5.2069	5.1148	4.0298	3.4213	4.2939	4.1459	3.5907	2.4053	3.2883	3.252	2.8538	2.8343	2.5222	2.4539	1.7014	1.4294	0.9273	3.7365	3.4437	1.6668
18	50267493	19.3539	4.0064	7.3642	1.7917	0.0423	16.9044	0.3522	1.3676	0.145	1.5206	4.6492	1.4462	3.6918	1.5071	1.4347	38.6105	8.2893	9.9109	16.6057	2.923	1.6679	3.4853	20.1698	7.8124	13.3206	2.8728	2.4388	2.2919	2.2573	9.3699	9.0858	8.5196	3.8162	3.8046	3.0394	2.8017	0.9164	0.8922	0.86	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	1.7558	5.3868	5.3271	5.0404	4.9058	3.8301	4.241	4.2038	3.9371	2.8591	3.6064	3.2677	3.1769	3.0348	2.8058	2.654	2.4751	1.9549	1.4201	3.833	3.5549	2.3414
19	50267492	19.3539	3.9827	7.3642	1.7787	0.0414	16.9044	0.345	1.3625	0.1421	1.5195	4.6492	1.436	3.6918	1.4983	1.4288	40.1916	8.3047	9.914	16.6062	2.923	1.6679	3.4853	20.1825	7.8217	13.3278	2.8755	2.4388	2.38	2.2582	9.3699	9.118	8.5196	3.8162	3.8051	3.0394	2.8017	0.9164	0.8922	0.86	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	1.7679	5.3868	5.3271	5.2839	4.9058	3.8311	4.241	4.2058	3.9371	2.8617	3.6064	3.2677	3.188	3.0348	2.8058	2.7286	2.4751	1.9647	1.4524	3.8356	3.5549	2.3443
20	50267494	19.108	4.1604	7.353	1.852	0.0472	15.1844	0.3531	1.3844	0.1608	1.5474	4.6371	1.4713	3.6782	1.5299	1.455	34.4096	8.2498	9.8978	16.5857	2.8401	1.6679	3.4512	20.1297	7.7715	13.3011	2.8681	2.4439	2.3089	2.1999	9.3307	9.0858	8.5191	3.815	3.8046	3.038	2.8022	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.706	5.3609	5.2836	5.0621	4.8599	3.7258	4.2379	4.2038	3.9366	2.8219	3.6067	3.2478	3.1769	3.0326	2.8051	2.6545	2.4199	1.885	1.322	3.8311	3.5543	2.0271
21	50267495	19.108	4.1304	7.353	1.8359	0.0461	15.1844	0.3451	1.3781	0.1572	1.5462	4.6371	1.4582	3.6782	1.5197	1.4479	35.9907	8.2659	9.901	16.5863	2.8401	1.6679	3.4512	20.143	7.7812	13.3083	2.8757	2.4518	2.3691	2.2263	9.3307	9.118	8.5191	3.815	3.8051	3.038	2.8028	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.706	5.3613	5.2891	5.2806	4.86	3.7259	4.2379	4.2058	3.9366	2.834	3.6067	3.2478	3.1879	3.0326	2.8054	2.7285	2.4199	1.8851	1.3222	3.8312	3.5544	2.1037
22	50267496	19.108	4.1276	7.353	1.8405	0.0461	15.1844	0.3451	1.3833	0.1572	1.541	4.6371	1.4649	3.6782	1.5265	1.4527	36.4538	8.255	9.8988	16.5857	2.8401	1.6679	3.4512	20.13	7.7795	13.3029	2.8678	2.4394	2.3002	2.231	9.3307	9.0858	8.5191	3.815	3.8046	3.038	2.8005	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7062	5.3607	5.2836	5.0447	4.8601	3.7262	4.2379	4.2038	3.9366	2.828	3.6064	3.2478	3.1769	3.0326	2.8048	2.6541	2.4199	1.8852	1.3224	3.8312	3.5543	2.2663
23	50267497	19.108	4.0995	7.353	1.8253	0.0451	15.1844	0.3374	1.3775	0.1537	1.5386	4.6371	1.4532	3.6782	1.5163	1.4459	38.035	8.271	9.902	16.5863	2.8401	1.6679	3.4512	20.1433	7.7891	13.3102	2.8755	2.4422	2.376	2.2441	9.3307	9.118	8.5191	3.815	3.8051	3.038	2.8006	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7062	5.3608	5.2853	5.2824	4.8601	3.7264	4.2379	4.2058	3.9366	2.8399	3.6064	3.2478	3.188	3.0326	2.8049	2.7286	2.4199	1.8853	1.3225	3.8312	3.5543	2.3106
24	50267498	19.108	4.0891	7.353	1.8264	0.0451	15.1844	0.3374	1.3795	0.1537	1.5343	4.6371	1.4619	3.6782	1.5183	1.4472	36.4538	8.2602	9.8999	16.5857	2.8401	1.6679	3.4512	20.1303	7.7874	13.3048	2.8677	2.4382	2.2951	2.2444	9.3307	9.0858	8.5191	3.815	3.8046	3.038	2.8002	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7065	5.3607	5.2836	5.041	4.8601	3.7274	4.2379	4.2038	3.9366	2.8364	3.6064	3.2478	3.1769	3.0326	2.8048	2.6541	2.4199	1.8854	1.3226	3.8312	3.5542	2.3288
25	50267499	19.108	4.062	7.353	1.8117	0.0441	15.1844	0.3301	1.3737	0.1503	1.5332	4.6371	1.45	3.6782	1.5087	1.4406	38.035	8.2761	9.903	16.5863	2.8401	1.6679	3.4512	20.1436	7.7969	13.312	2.8755	2.439	2.3788	2.2502	9.3307	9.118	8.5191	3.815	3.8051	3.038	2.8002	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7065	5.3607	5.2843	5.2832	4.8601	3.7283	4.2379	4.2058	3.9366	2.8456	3.6064	3.2478	3.188	3.0326	2.8048	2.7286	2.4199	1.8856	1.3227	3.8312	3.5542	2.3324
26	50267501	19.108	4.0236	7.353	1.8029	0.0432	15.1844	0.3231	1.3751	0.1471	1.5225	4.6371	1.4531	3.6782	1.5083	1.4401	36.4538	8.2705	9.9019	16.5857	2.8401	1.6679	3.4512	20.131	7.8031	13.3084	2.8677	2.4377	2.2918	2.2522	9.3307	9.0858	8.5191	3.815	3.8046	3.038	2.8001	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7549	5.3607	5.2836	5.0404	4.8601	3.8089	4.2379	4.2038	3.9366	2.8589	3.6064	3.2478	3.1769	3.0326	2.8048	2.654	2.4199	1.8863	1.4201	3.8312	3.5542	2.3381
27	50267500	19.108	3.9992	7.353	1.7893	0.0423	15.1844	0.3163	1.3696	0.1441	1.521	4.6371	1.4423	3.6782	1.4993	1.4339	38.035	8.2863	9.905	16.5863	2.8401	1.6679	3.4512	20.1443	7.8124	13.3157	2.8755	2.4378	2.38	2.2531	9.3307	9.118	8.5191	3.815	3.8051	3.038	2.8001	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7675	5.3607	5.2839	5.2836	4.8601	3.8212	4.2379	4.2058	3.9366	2.8615	3.6064	3.2478	3.188	3.0326	2.8048	2.7286	2.4199	1.8871	1.4523	3.8312	3.5542	2.341
28	8960	18.0211	4.2384	7.1727	1.7985	0.0412	8.1726	0.2636	1.4393	0.2169	1.5328	4.5282	1.4851	3.7934	1.5375	1.4757	24.3828	7.9284	9.3477	15.8814	2.1664	0.325	2.2483	19.6872	7.3676	12.825	2.7717	2.1236	1.9095	1.768	8.884	7.815	7.2801	3.4565	3.3849	2.5024	2.3088	0.9164	0.86	0.86	0.1724	0	0	0	0	0	0	0	0	0	0	1.2339	5.2355	4.9768	4.8453	3.5927	3.247	4.0194	3.9396	3.6109	2	3.184	3.0175	2.5805	2.5491	2.2827	2.1941	1.5108	1.0775	0.4001	3.6486	3.4502	1.2628
29	50267503	19.3539	4.1009	7.3642	1.8531	0.0483	15.1844	0.3615	1.3847	0.1658	1.5343	4.6492	1.4666	3.6918	1.5252	1.4499	33.7381	8.1873	9.8308	16.5034	2.8401	1.6679	3.4512	20.0601	7.7289	13.2338	2.8728	2.4379	2.2681	2.1297	9.3699	8.5196	7.3925	3.8162	3.4548	3.0394	2.8035	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7374	5.3868	5.3271	5.0026	4.804	3.6012	4.241	3.9373	3.927	2.8229	3.6067	3.2677	3.0348	2.9432	2.8056	2.5838	2.3681	1.7088	1.1262	3.5986	3.5544	2
30	50267504	19.3539	4.0719	7.3642	1.8369	0.0472	15.1844	0.3531	1.3785	0.1619	1.5308	4.6492	1.4537	3.6918	1.514	1.4432	35.3193	8.2044	9.8341	16.504	2.8401	1.6679	3.4512	20.0743	7.739	13.2416	2.8728	2.438	2.2782	2.1858	9.3699	8.5196	7.6367	3.8162	3.4561	3.0394	2.8041	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7374	5.3868	5.3271	5.039	4.9055	3.6033	4.241	3.9377	3.9337	2.8249	3.6067	3.2677	3.0348	2.9871	2.8057	2.5838	2.4245	1.709	1.1262	3.6244	3.5545	2
31	50267505	19.3539	4.1385	7.3642	1.8387	0.0461	16.9044	0.3842	1.3761	0.1582	1.5458	4.6492	1.4635	3.6918	1.5268	1.4489	36.5662	8.269	9.907	16.6057	2.923	1.6679	3.4853	20.1685	7.7812	13.3133	2.8728	2.4447	2.311	2.2047	9.3699	9.0858	8.5196	3.8162	3.8046	3.0394	2.8037	0.9164	0.8922	0.86	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	1.7374	5.3869	5.3272	5.0621	4.9055	3.8291	4.241	4.2038	3.9372	2.828	3.6067	3.2677	3.1769	3.0348	2.8061	2.6545	2.475	1.9431	1.3456	3.833	3.5551	2.0276
32	50267506	19.3539	4.1096	7.3642	1.8233	0.0451	16.9044	0.3757	1.3701	0.1547	1.5449	4.6492	1.451	3.6918	1.5169	1.4421	38.1474	8.2848	9.91	16.6062	2.923	1.6679	3.4853	20.1813	7.7907	13.3205	2.8758	2.4524	2.3702	2.2317	9.3699	9.118	8.5196	3.8162	3.8051	3.0395	2.8044	0.9164	0.8922	0.86	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	1.7375	5.387	5.3282	5.2855	4.9057	3.8291	4.241	4.2058	3.9372	2.8349	3.6067	3.2677	3.1879	3.0348	2.8064	2.7285	2.4751	1.9577	1.3457	3.8356	3.5551	2.1038
33	50267511	19.3539	4.0694	7.3642	1.8416	0.0472	15.1844	0.3531	1.3838	0.1619	1.5265	4.6492	1.4604	3.6918	1.5227	1.448	35.7824	8.1928	9.8319	16.5034	2.8401	1.6679	3.4512	20.0604	7.7372	13.2358	2.8728	2.4385	2.2627	2.1478	9.3699	8.5196	7.3918	3.8162	3.4547	3.0394	2.8021	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7375	5.3868	5.3271	4.9966	4.8161	3.6327	4.241	3.9372	3.9269	2.8248	3.6064	3.2677	3.0348	2.943	2.8058	2.5838	2.3676	1.7174	1.1263	3.5973	3.5548	2
34	50267512	19.3539	4.0422	7.3642	1.8262	0.0461	15.1844	0.3451	1.378	0.1582	1.5228	4.6492	1.4489	3.6918	1.5114	1.4416	37.3635	8.2099	9.8352	16.504	2.8401	1.6679	3.4512	20.0747	7.7472	13.2436	2.8728	2.4385	2.2691	2.2111	9.3699	8.5196	7.6357	3.8162	3.4561	3.0394	2.8022	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7376	5.3868	5.3271	5.0228	4.9057	3.6339	4.241	3.9372	3.9339	2.8256	3.6064	3.2677	3.0348	2.987	2.8058	2.5838	2.4242	1.7222	1.1263	3.6232	3.5548	2
35	50267514	19.3539	4.1068	7.3642	1.8277	0.0451	16.9044	0.3757	1.3752	0.1547	1.5397	4.6492	1.4575	3.6918	1.524	1.4468	38.6105	8.2741	9.9079	16.6057	2.923	1.6679	3.4853	20.1688	7.7891	13.3152	2.8728	2.4404	2.3016	2.2353	9.3699	9.0858	8.5196	3.8162	3.8046	3.0394	2.8021	0.9164	0.8922	0.86	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	1.7376	5.3868	5.3271	5.0447	4.9057	3.8292	4.241	4.2038	3.9371	2.8308	3.6064	3.2677	3.1769	3.0348	2.8059	2.6541	2.4751	1.9467	1.3458	3.833	3.555	2.2665
36	50267550	19.3539	4.0797	7.3642	1.8132	0.0441	16.9044	0.3675	1.3697	0.1513	1.5364	4.6492	1.4462	3.6918	1.514	1.4403	40.1916	8.2898	9.911	16.6062	2.923	1.6679	3.4853	20.1816	7.7986	13.3224	2.8755	2.4431	2.3764	2.2494	9.3699	9.118	8.5196	3.8162	3.8051	3.0394	2.8022	0.9164	0.8922	0.86	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	1.7376	5.3868	5.3272	5.2841	4.9057	3.8292	4.241	4.2058	3.9371	2.8403	3.6064	3.2677	3.188	3.0348	2.8059	2.7286	2.4751	1.9599	1.3459	3.8356	3.555	2.3121
37	50267551	19.3539	4.0308	7.3642	1.8269	0.0461	15.1844	0.3451	1.3798	0.1582	1.5218	4.6492	1.457	3.6918	1.5145	1.4422	35.7824	8.1984	9.833	16.5034	2.8401	1.6679	3.4512	20.0608	7.7455	13.2378	2.8728	2.4387	2.2602	2.1579	9.3699	8.5196	7.3917	3.8162	3.4547	3.0394	2.8018	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7377	5.3868	5.3271	4.9957	4.8182	3.696	4.241	3.9371	3.9269	2.8255	3.6064	3.2677	3.0348	2.9429	2.8058	2.5838	2.3675	1.7821	1.1269	3.597	3.5549	2
38	50267552	19.3539	4.0048	7.3642	1.8121	0.0451	15.1844	0.3374	1.374	0.1547	1.5191	4.6492	1.4453	3.6918	1.5042	1.4359	37.3635	8.2153	9.8363	16.504	2.8401	1.6679	3.4512	20.075	7.7554	13.2455	2.8728	2.4387	2.2636	2.223	9.3699	8.5196	7.6357	3.8162	3.4561	3.0394	2.8018	0.9164	0.8922	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	0	1.7378	5.3868	5.3271	5.0185	4.9057	3.7061	4.241	3.9372	3.934	2.8261	3.6064	3.2677	3.0348	2.987	2.8058	2.5838	2.4241	1.7906	1.1366	3.6229	3.5549	2
39	50267553	19.3539	4.0696	7.3642	1.8142	0.0441	16.9044	0.3675	1.3717	0.1513	1.5327	4.6492	1.4545	3.6918	1.5165	1.4415	38.6105	8.2792	9.9089	16.6057	2.923	1.6679	3.4853	20.1691	7.7969	13.317	2.8728	2.4392	2.2959	2.2491	9.3699	9.0858	8.5196	3.8162	3.8046	3.0394	2.8018	0.9164	0.8922	0.86	0.86	0.86	0.86	0.86	0.1724	0.1408	0	0	0	0	0	1.7377	5.3868	5.3271	5.041	4.9057	3.8293	4.241	4.2038	3.9371	2.8373	3.6064	3.2677	3.1769	3.0348	2.8058	2.6541	2.4751	1.9497	1.3459	3.833	3.5549	2.3316
