No.	NAME	qpmax	qnmax	Qtot	Qmean	Q2	RPCG	RNCG	SPP	LDI
1	50262810	0.262	-0.2995	3.3428	0.0836	0.5365	0.1567	0.1792	0.5614	0.1311
2	50262811	0.262	-0.4948	4.1343	0.088	0.8061	0.1267	0.2394	0.7568	0.1441
3	50193452	0.2619	-0.3012	3.4951	0.076	0.5422	0.1499	0.1723	0.5631	0.1224
4	50262853	0.2619	-0.2999	3.7022	0.0686	0.6126	0.1415	0.162	0.5618	0.1235
5	50262850	0.2619	-0.4948	4.5663	0.0878	0.8443	0.1147	0.2167	0.7567	0.1393
6	50262850	0.2619	-0.4948	4.5663	0.0878	0.8443	0.1147	0.2167	0.7567	0.1393
7	50262813	0.2619	-0.3011	3.3924	0.0789	0.5386	0.1544	0.1775	0.563	0.1264
8	50262813	0.2619	-0.3011	3.3924	0.0789	0.5386	0.1544	0.1775	0.563	0.1264
9	50262786	0.2619	-0.4948	4.4982	0.0762	0.82	0.1165	0.22	0.7567	0.1275
10	50262848	0.2619	-0.4948	4.2861	0.0809	0.8117	0.1222	0.2309	0.7567	0.1352
11	50262846	0.2619	-0.4948	4.4655	0.0911	0.8408	0.1173	0.2216	0.7567	0.1438
12	50262846	0.2619	-0.4948	4.4655	0.0911	0.8408	0.1173	0.2216	0.7567	0.1438
13	50262809	0.2619	-0.2999	3.8083	0.0668	0.6169	0.1376	0.1575	0.5618	0.12
14	50262808	0.2619	-0.4948	4.7783	0.0824	0.8526	0.1096	0.2071	0.7567	0.1311
15	50262786	0.2619	-0.4948	4.4982	0.0762	0.82	0.1165	0.22	0.7567	0.1275
16	50262853	0.2619	-0.2999	3.7022	0.0686	0.6126	0.1415	0.162	0.5618	0.1235
17	50362874	0.3404	-0.4931	6.1731	0.095	1.5277	0.1103	0.1597	0.8335	0.158
18	50267493	0.2586	-0.4948	9.2636	0.1065	2.3026	0.0558	0.1068	0.7534	0.1661
19	50267492	0.2586	-0.4948	9.3445	0.1038	2.3043	0.0553	0.1059	0.7534	0.1631
20	50267494	0.2923	-0.5027	8.9219	0.1239	2.3651	0.0655	0.1127	0.795	0.1924
21	50267495	0.2923	-0.5027	9.0034	0.12	2.3669	0.0649	0.1117	0.795	0.1878
22	50267496	0.2923	-0.5027	8.9729	0.1196	2.3677	0.0652	0.112	0.795	0.1874
23	50267497	0.2923	-0.5027	9.0544	0.1161	2.3695	0.0646	0.111	0.795	0.1831
24	50267498	0.2923	-0.5027	9.0757	0.1164	2.3713	0.0644	0.1108	0.795	0.1828
25	50267499	0.2923	-0.5027	9.1567	0.113	2.373	0.0638	0.1098	0.795	0.1788
26	50267501	0.2923	-0.5027	9.2878	0.1106	2.3796	0.0629	0.1082	0.795	0.1741
27	50267500	0.2923	-0.5027	9.3688	0.1077	2.3814	0.0624	0.1073	0.795	0.1707
28	8960	0.1669	-0.4914	4.2533	0.0746	0.853	0.0785	0.2311	0.6583	0.1084
29	50267503	0.2586	-0.4912	8.1876	0.1153	2.0202	0.0632	0.12	0.7498	0.1743
30	50267504	0.2586	-0.4912	8.2692	0.1117	2.022	0.0626	0.1188	0.7498	0.1703
31	50267505	0.2586	-0.4948	8.8976	0.1186	2.288	0.0581	0.1112	0.7534	0.1825
32	50267506	0.2586	-0.4948	8.9792	0.1151	2.2898	0.0576	0.1102	0.7534	0.1784
33	50267511	0.2586	-0.4912	8.2387	0.1113	2.0228	0.0628	0.1192	0.7498	0.1699
34	50267512	0.2586	-0.4912	8.3202	0.1081	2.0246	0.0622	0.1181	0.7498	0.1662
35	50267514	0.2586	-0.4948	8.9486	0.1147	2.2906	0.0578	0.1106	0.7534	0.1781
36	50267550	0.2586	-0.4948	9.0302	0.1115	2.2924	0.0573	0.1096	0.7534	0.1743
37	50267551	0.2586	-0.4912	8.3415	0.1083	2.0264	0.062	0.1178	0.7498	0.1659
38	50267552	0.2586	-0.4912	8.4224	0.1053	2.0281	0.0614	0.1166	0.7498	0.1625
39	50267553	0.2586	-0.4948	9.0514	0.1117	2.2942	0.0571	0.1093	0.7534	0.1739
40	50267491	0.2586	-0.4948	9.1324	0.1087	2.296	0.0566	0.1084	0.7534	0.1704
41	50267513	0.2586	-0.4912	8.5536	0.1031	2.0348	0.0605	0.1149	0.7498	0.1583
42	50267502	0.2586	-0.4912	8.6346	0.1004	2.0365	0.0599	0.1138	0.7498	0.1554
43	50272619	0.1653	-0.3976	4.7853	0.0684	0.808	0.0691	0.1662	0.563	0.1193
44	50272620	0.1653	-0.3976	4.6984	0.0671	0.801	0.0704	0.1693	0.563	0.1188
45	50272627	0.1653	-0.3976	4.7615	0.068	0.805	0.0694	0.167	0.5629	0.118
46	50272610	0.3389	-0.4645	5.8132	0.0775	1.1704	0.1166	0.1598	0.8034	0.1351
47	50272685	0.1653	-0.3976	4.574	0.0663	0.7665	0.0723	0.1738	0.5629	0.1153
48	50272735	0.1653	-0.4951	5.2677	0.0722	1.0328	0.0628	0.188	0.6604	0.1253
49	50272736	0.1653	-0.3976	4.6186	0.0641	0.7648	0.0716	0.1722	0.5629	0.1118
50	8961	0.1559	-0.3976	1.977	0.0682	0.3192	0.1577	0.4023	0.5535	0.1181
51	50199522	0.2489	-0.3259	2.682	0.0745	0.4556	0.1856	0.243	0.5748	0.1382
52	50272628	0.1654	-0.3976	5.1618	0.0748	0.9176	0.0641	0.1541	0.563	0.1279
53	50272629	0.1654	-0.3976	5.0748	0.0735	0.9106	0.0652	0.1567	0.563	0.1274
54	50272630	0.1654	-0.3976	5.0724	0.0735	0.9097	0.0652	0.1568	0.563	0.1273
55	50272631	0.1654	-0.3976	5.138	0.0745	0.9146	0.0644	0.1548	0.5629	0.1266
56	50272632	0.1653	-0.3976	4.6554	0.0695	0.8008	0.071	0.1708	0.5629	0.1206
57	50272633	0.1653	-0.3976	4.8676	0.0667	0.8092	0.0679	0.1634	0.5629	0.1156
58	50272680	0.2222	-0.3676	5.1625	0.0688	0.861	0.0861	0.1424	0.5897	0.1187
59	50272681	0.1653	-0.3976	4.5555	0.0712	0.7976	0.0726	0.1746	0.5629	0.123
60	50272682	0.1653	-0.3976	4.6554	0.0695	0.8009	0.071	0.1708	0.5629	0.1204
61	50272610	0.3389	-0.4645	5.8132	0.0775	1.1704	0.1166	0.1598	0.8034	0.1351
62	50272735	0.1653	-0.4951	5.2677	0.0722	1.0328	0.0628	0.188	0.6604	0.1253
63	50272736	0.1653	-0.3976	4.6186	0.0641	0.7648	0.0716	0.1722	0.5629	0.1118
64	8961	0.1559	-0.3976	1.977	0.0682	0.3192	0.1577	0.4023	0.5535	0.1181
65	50199522	0.2489	-0.3259	2.682	0.0745	0.4556	0.1856	0.243	0.5748	0.1382
66	50272619	0.1653	-0.3976	4.7853	0.0684	0.808	0.0691	0.1662	0.563	0.1193
67	50272618	0.1653	-0.3976	4.6959	0.0671	0.8001	0.0704	0.1694	0.563	0.1188
68	50272627	0.1653	-0.3976	4.7615	0.068	0.805	0.0694	0.167	0.5629	0.118
69	50272628	0.1654	-0.3976	5.1618	0.0748	0.9176	0.0641	0.1541	0.563	0.1279
70	50272630	0.1654	-0.3976	5.0724	0.0735	0.9097	0.0652	0.1568	0.563	0.1273
71	50272631	0.1654	-0.3976	5.138	0.0745	0.9146	0.0644	0.1548	0.5629	0.1266
72	50272633	0.1653	-0.3976	4.8676	0.0667	0.8092	0.0679	0.1634	0.5629	0.1156
73	50272680	0.2222	-0.3676	5.1625	0.0688	0.861	0.0861	0.1424	0.5897	0.1187
74	50272681	0.1653	-0.3976	4.5555	0.0712	0.7976	0.0726	0.1746	0.5629	0.123
75	50272685	0.1653	-0.3976	4.574	0.0663	0.7665	0.0723	0.1738	0.5629	0.1153
76	50151982	0.2848	-0.45	5.2588	0.0876	1.1034	0.1083	0.1711	0.7348	0.1552
77	50272620	0.1653	-0.3976	4.6984	0.0671	0.801	0.0704	0.1693	0.563	0.1188
78	50272629	0.1654	-0.3976	5.0748	0.0735	0.9106	0.0652	0.1567	0.563	0.1274
79	50272632	0.1653	-0.3976	4.6554	0.0695	0.8008	0.071	0.1708	0.5629	0.1206
80	50272682	0.1653	-0.3976	4.6554	0.0695	0.8009	0.071	0.1708	0.5629	0.1204
81	50272618	0.1653	-0.3976	4.6959	0.0671	0.8001	0.0704	0.1694	0.563	0.1188
82	50451933	0.2094	-0.4951	5.9539	0.0794	1.3058	0.0703	0.1663	0.7045	0.1294
83	8960	0.1669	-0.4914	4.2533	0.0746	0.853	0.0785	0.2311	0.6583	0.1084
84	50451936	0.1931	-0.4951	5.2461	0.0739	1.1013	0.0736	0.1888	0.6882	0.1233
85	50451937	0.2094	-0.4951	5.7417	0.0832	1.2974	0.0729	0.1725	0.7045	0.1356
86	50451938	0.1931	-0.4951	5.0339	0.0774	1.0928	0.0767	0.1967	0.6882	0.1294
87	50451948	0.1931	-0.4951	4.9279	0.0795	1.0888	0.0784	0.2009	0.6882	0.1325
88	50025480	0.2921	-0.5066	5.5866	0.1397	1.6333	0.1046	0.1814	0.7988	0.2123
89	50049402	0.2921	-0.5066	4.7258	0.1313	1.3377	0.1236	0.2144	0.7988	0.2033
90	50451949	0.2094	-0.4951	5.6357	0.0854	1.2933	0.0743	0.1757	0.7045	0.1389
91	50451950	0.2094	-0.4951	5.8478	0.0812	1.3016	0.0716	0.1693	0.7045	0.1324
92	85573	0.2921	-0.5066	3.8806	0.1213	1.0489	0.1506	0.2611	0.7988	0.1927
93	50451961	0.1931	-0.4951	5.14	0.0756	1.097	0.0751	0.1926	0.6882	0.1262
94	50284329	0.173	-0.3624	4.7745	0.0936	0.8215	0.0725	0.1518	0.5353	0.1761
95	50284331	0.173	-0.3624	4.5831	0.0955	0.8149	0.0755	0.1581	0.5353	0.1821
96	50284335	0.173	-0.3624	4.4828	0.1067	0.8109	0.0772	0.1617	0.5353	0.1998
97	50284333	0.173	-0.3624	5.1106	0.0983	0.8456	0.0677	0.1418	0.5353	0.1709
98	50284336	0.173	-0.3624	4.497	0.0999	0.8122	0.0769	0.1612	0.5353	0.1892
99	50199522	0.2489	-0.3259	2.682	0.0745	0.4556	0.1856	0.243	0.5748	0.1382
100	50284430	0.173	-0.3624	4.6681	0.0973	0.8172	0.0741	0.1553	0.5353	0.1836
101	50284424	0.173	-0.3624	4.832	0.105	0.8573	0.0716	0.15	0.5353	0.1903
102	50284433	0.173	-0.3624	4.4828	0.1149	0.8275	0.0772	0.1617	0.5353	0.2151
103	50284339	0.173	-0.3624	4.5642	0.1014	0.8127	0.0758	0.1588	0.5353	0.1916
104	50284334	0.2215	-0.3624	5.0663	0.1151	0.9639	0.0874	0.143	0.5838	0.2142
105	50284332	0.173	-0.3624	4.8186	0.1121	0.8563	0.0718	0.1504	0.5353	0.2008
106	50284431	0.173	-0.3624	4.8475	0.1102	0.8458	0.0714	0.1495	0.5353	0.1979
107	50284434	0.173	-0.3624	4.4958	0.107	0.8289	0.0769	0.1612	0.5353	0.2026
108	50284337	0.173	-0.3624	4.5784	0.0954	0.814	0.0756	0.1583	0.5353	0.182
109	50284432	0.173	-0.3624	4.5879	0.102	0.8316	0.0754	0.158	0.5353	0.1941
110	50284338	0.173	-0.3624	5.0488	0.099	0.9089	0.0685	0.1435	0.5353	0.1819
111	50199522	0.2489	-0.3259	2.682	0.0745	0.4556	0.1856	0.243	0.5748	0.1382
112	50169856	0.204	-0.4914	5.2595	0.0877	1.2226	0.0776	0.1869	0.6954	0.1396
113	50248848	0.1672	-0.4914	4.0955	0.0758	0.8443	0.0817	0.24	0.6587	0.1105
114	50248747	0.1899	-0.4914	4.0418	0.0777	0.8489	0.094	0.2432	0.6814	0.1156
115	50169866	0.204	-0.4914	5.18	0.0909	1.2212	0.0788	0.1897	0.6954	0.1427
116	50169855	0.204	-0.4914	4.8974	0.0844	1.1291	0.0833	0.2007	0.6954	0.1335
117	50248712	0.1899	-0.4914	4.0267	0.079	0.8503	0.0943	0.2441	0.6814	0.12
118	50169860	0.204	-0.4914	4.6947	0.0921	1.1239	0.0869	0.2094	0.6954	0.1469
119	50169867	0.204	-0.4914	4.6171	0.0962	1.1238	0.0884	0.2129	0.6954	0.1497
120	50248784	0.1672	-0.4914	3.9994	0.08	0.8439	0.0836	0.2458	0.6587	0.117
121	50169850	0.204	-0.4914	4.7127	0.0906	1.1236	0.0866	0.2086	0.6954	0.1405
122	50169868	0.204	-0.4914	4.7133	0.0906	1.1241	0.0866	0.2085	0.6954	0.1399
123	50248880	0.1672	-0.4914	4.2016	0.0737	0.8484	0.0796	0.2339	0.6587	0.108
124	50248849	0.1672	-0.4914	4.0955	0.0758	0.8442	0.0817	0.24	0.6587	0.1105
125	50248819	0.1672	-0.4914	4.1613	0.0743	0.8473	0.0804	0.2362	0.6587	0.1124
126	50248816	0.1672	-0.4914	4.0804	0.077	0.8456	0.082	0.2409	0.6587	0.1146
127	50248815	0.1672	-0.4914	4.0804	0.077	0.8456	0.082	0.2409	0.6587	0.1146
128	50248783	0.1672	-0.4914	3.9994	0.08	0.8439	0.0836	0.2458	0.6587	0.117
129	50248780	0.1899	-0.4914	4.1479	0.0754	0.8531	0.0916	0.237	0.6814	0.1127
130	50248746	0.1899	-0.4914	4.0418	0.0777	0.849	0.094	0.2432	0.6814	0.1155
131	50248657	0.1899	-0.4914	4.0267	0.079	0.8503	0.0943	0.2441	0.6814	0.1199
132	50248637	0.1899	-0.4914	3.9457	0.0822	0.8485	0.0963	0.2491	0.6814	0.1229
133	50169862	0.204	-0.4914	5.1805	0.0909	1.2217	0.0788	0.1897	0.6954	0.1422
134	50169852	0.204	-0.4914	5.3784	0.096	1.2802	0.0759	0.1827	0.6954	0.1452
135	50169851	0.204	-0.4914	5.379	0.0961	1.2808	0.0758	0.1827	0.6954	0.1446
136	50169849	0.204	-0.4914	5.3	0.1	1.2799	0.077	0.1855	0.6954	0.1476
137	50169865	0.204	-0.4914	4.8969	0.0844	1.1285	0.0833	0.2007	0.6954	0.1341
138	50169872	0.204	-0.4914	4.8194	0.0876	1.1283	0.0847	0.2039	0.6954	0.1358
139	50169871	0.204	-0.4914	4.7907	0.0871	1.1243	0.0852	0.2052	0.6954	0.1379
140	50169859	0.204	-0.4914	4.8566	0.0852	1.1274	0.084	0.2024	0.6954	0.1393
141	50169857	0.204	-0.4914	4.7786	0.0885	1.1267	0.0854	0.2057	0.6954	0.1419
142	8960	0.1669	-0.4914	4.2533	0.0746	0.853	0.0785	0.2311	0.6583	0.1084
143	50169851	0.204	-0.4914	5.379	0.0961	1.2808	0.0758	0.1827	0.6954	0.1446
144	50169869	0.204	-0.4914	4.8572	0.0852	1.128	0.084	0.2024	0.6954	0.1387
145	50169870	0.204	-0.4914	4.6166	0.0962	1.1232	0.0884	0.2129	0.6954	0.1503
146	50169861	0.204	-0.4914	4.6953	0.0921	1.1245	0.0869	0.2093	0.6954	0.1462
147	50169849	0.204	-0.4914	5.3	0.1	1.2799	0.077	0.1855	0.6954	0.1476
148	50248879	0.1672	-0.4914	4.2016	0.0737	0.8484	0.0796	0.2339	0.6587	0.108
149	50248818	0.1672	-0.4914	4.1613	0.0743	0.8474	0.0804	0.2362	0.6587	0.1124
150	50248781	0.1899	-0.4914	4.1479	0.0754	0.853	0.0916	0.237	0.6814	0.1127
151	50248714	0.1899	-0.4914	4.1076	0.0761	0.8521	0.0925	0.2393	0.6814	0.1174
152	50169854	0.204	-0.4914	5.259	0.0876	1.222	0.0776	0.1869	0.6954	0.1402
153	50169863	0.204	-0.4914	4.8188	0.0876	1.1277	0.0847	0.204	0.6954	0.1364
154	50248636	0.1899	-0.4914	3.9457	0.0822	0.8486	0.0963	0.2491	0.6814	0.1228
155	50169853	0.204	-0.4914	4.7791	0.0885	1.1272	0.0854	0.2057	0.6954	0.1413
156	50169858	0.204	-0.4914	5.2994	0.1	1.2794	0.077	0.1855	0.6954	0.1482
157	50248715	0.1899	-0.4914	4.1077	0.0761	0.852	0.0925	0.2393	0.6814	0.1174
158	50169873	0.204	-0.4914	4.7913	0.0871	1.1249	0.0852	0.2051	0.6954	0.1373
159	50169856	0.204	-0.4914	5.2595	0.0877	1.2226	0.0776	0.1869	0.6954	0.1396
160	50490884	0.1596	-0.3836	3.2863	0.0506	0.4214	0.0972	0.2335	0.5433	0.0897
161	50490937	0.3231	-0.3425	5.9166	0.0789	1.0022	0.1092	0.1158	0.6656	0.1357
162	50490938	0.3231	-0.3425	5.619	0.0814	0.986	0.115	0.1219	0.6656	0.1458
163	50490939	0.3231	-0.3425	5.5706	0.0807	0.9808	0.116	0.123	0.6656	0.1447
164	50490940	0.3231	-0.3425	5.1064	0.0865	0.9568	0.1265	0.1342	0.6656	0.1565
165	50490941	0.3231	-0.3426	6.2305	0.0842	1.1358	0.1037	0.11	0.6657	0.1546
166	50490943	0.3231	-0.3398	6.3197	0.0821	1.137	0.1023	0.1075	0.6629	0.1518
167	50490944	0.3231	-0.3453	6.1516	0.0866	1.1356	0.105	0.1123	0.6684	0.1576
168	50490945	0.3231	-0.3425	6.4264	0.0803	1.1444	0.1006	0.1066	0.6656	0.1484
169	50490946	0.3231	-0.3425	6.2866	0.0816	1.1354	0.1028	0.109	0.6656	0.1501
170	50490947	0.4174	-0.3425	7.0185	0.0948	1.3877	0.1189	0.0976	0.76	0.181
171	50490948	0.3231	-0.3425	6.2392	0.0843	1.1361	0.1036	0.1098	0.6656	0.1542
172	50490942	0.3231	-0.3425	6.195	0.0873	1.138	0.1043	0.1106	0.6656	0.1593
173	50490949	0.3231	-0.3425	5.8379	0.0834	1.0264	0.1107	0.1173	0.6656	0.1471
174	50490950	0.3231	-0.3425	5.6993	0.0792	0.9867	0.1134	0.1202	0.6656	0.1396
175	50490951	0.3231	-0.3385	6.3985	0.08	1.1373	0.101	0.1058	0.6616	0.1493
176	50490952	0.3231	-0.3425	6.3386	0.0823	1.1409	0.1019	0.1081	0.6656	0.1513
177	50490953	0.3231	-0.3425	6.4684	0.084	1.1533	0.0999	0.1059	0.6656	0.1501
178	50490941	0.3231	-0.3426	6.2305	0.0842	1.1358	0.1037	0.11	0.6657	0.1546
179	50490954	0.3231	-0.3425	6.2395	0.0843	1.1363	0.1036	0.1098	0.6656	0.1541
180	50490955	0.3231	-0.3425	5.6947	0.0791	0.9862	0.1135	0.1203	0.6656	0.1397
181	50490957	0.3231	-0.3481	6.0624	0.0892	1.1345	0.1066	0.1148	0.6712	0.1609
182	50490958	0.3231	-0.3425	6.2408	0.0843	1.1367	0.1035	0.1098	0.6656	0.1545
183	50490959	0.3231	-0.3425	5.9037	0.0787	1.0007	0.1095	0.116	0.6656	0.1358
184	50490960	0.3231	-0.3425	5.6951	0.0791	0.9863	0.1135	0.1203	0.6656	0.1396
185	50369837	0.1611	-0.3682	3.5328	0.0589	0.4277	0.0912	0.2085	0.5293	0.0902
186	50490961	0.4193	-0.3425	7.0869	0.0958	1.3963	0.1183	0.0967	0.7618	0.1799
187	50490956	0.3231	-0.3425	5.6506	0.0819	0.9881	0.1144	0.1212	0.6656	0.1442
188	50490943	0.3231	-0.3398	6.3197	0.0821	1.137	0.1023	0.1075	0.6629	0.1518
189	50490962	0.4175	-0.3425	7.0231	0.0949	1.3887	0.1189	0.0975	0.76	0.1808
190	50488643	0.2924	-0.5018	6.0806	0.1382	1.7152	0.0962	0.165	0.7942	0.198
191	50488644	0.4185	-0.4949	6.1861	0.119	1.5644	0.1353	0.16	0.9133	0.1888
192	50488645	0.2924	-0.5009	6.5317	0.142	1.9424	0.0895	0.1534	0.7933	0.2061
193	50488646	0.2921	-0.5064	4.9212	0.1295	1.3656	0.1187	0.2058	0.7985	0.1873
194	50488647	0.4186	-0.4914	5.4193	0.1129	1.2964	0.1545	0.1814	0.91	0.1839
195	50488648	0.2924	-0.5018	4.4754	0.1243	1.158	0.1307	0.2242	0.7942	0.1808
196	50488649	0.2921	-0.5068	3.2353	0.1078	0.8026	0.1806	0.3133	0.7989	0.1637
197	50488650	0.2923	-0.5033	4.0722	0.1198	1.0897	0.1436	0.2472	0.7956	0.1798
198	50488651	0.4186	-0.4949	7.0245	0.1254	1.8536	0.1192	0.1409	0.9135	0.1969
199	8960	0.1669	-0.4914	4.2533	0.0746	0.853	0.0785	0.2311	0.6583	0.1084
200	50488652	0.2923	-0.5033	4.0723	0.1198	1.0897	0.1436	0.2472	0.7956	0.1797
201	50488653	0.4186	-0.4949	7.0245	0.1254	1.8536	0.1192	0.1409	0.9135	0.1969
202	50488654	0.4185	-0.4949	6.1854	0.119	1.5635	0.1353	0.16	0.9133	0.1899
203	50488655	0.4185	-0.4942	6.3579	0.1272	1.5469	0.1316	0.1554	0.9126	0.1954
204	50488656	0.2923	-0.5033	5.6774	0.1352	1.6469	0.103	0.1773	0.7956	0.1979
205	50488657	0.2921	-0.5068	4.8398	0.1274	1.3589	0.1207	0.2094	0.7989	0.1882
206	50488658	0.2921	-0.5068	4.8405	0.1274	1.3598	0.1207	0.2094	0.7989	0.1868
207	50488659	0.4186	-0.4913	5.8228	0.1165	1.3653	0.1438	0.1688	0.91	0.1846
208	50488660	0.4185	-0.4831	4.581	0.1041	1.0072	0.1827	0.2109	0.9016	0.1734
209	50488661	0.4185	-0.483	4.6637	0.106	1.0134	0.1795	0.2071	0.9014	0.1739
210	50488662	0.2924	-0.5009	4.9265	0.1296	1.3852	0.1187	0.2033	0.7933	0.1914
211	50051350	0.2921	-0.5068	3.2346	0.1078	0.8017	0.1806	0.3133	0.7989	0.1654
212	50051340	0.2921	-0.5064	3.316	0.1105	0.8084	0.1762	0.3054	0.7985	0.1643
213	50488663	0.4186	-0.4914	5.4193	0.1129	1.2964	0.1545	0.1814	0.91	0.1839
214	50488664	0.4187	-0.4913	6.2728	0.1206	1.5924	0.1335	0.1566	0.91	0.1921
215	50488666	0.4185	-0.4831	4.5803	0.1041	1.0062	0.1827	0.2109	0.9016	0.1746
216	50488667	0.4186	-0.4949	7.4279	0.1281	1.9225	0.1127	0.1332	0.9135	0.1971
217	50488668	0.2923	-0.5033	5.6774	0.1352	1.6469	0.103	0.1773	0.7956	0.1979
218	8960	0.1669	-0.4914	4.2533	0.0746	0.853	0.0785	0.2311	0.6583	0.1084
219	8963	0.1596	-0.3836	4.3514	0.0565	0.5988	0.0734	0.1763	0.5433	0.0972
220	50151982	0.2848	-0.45	5.2588	0.0876	1.1034	0.1083	0.1711	0.7348	0.1552
221	8961	0.1559	-0.3976	1.977	0.0682	0.3192	0.1577	0.4023	0.5535	0.1181
222	50513220	0.2469	-0.4526	7.0929	0.0898	1.4319	0.0696	0.1276	0.6995	0.1482
223	50513220	0.2469	-0.4526	7.0929	0.0898	1.4319	0.0696	0.1276	0.6995	0.1482
224	14777	0.2467	-0.4526	5.5473	0.1156	1.2844	0.0889	0.1632	0.6993	0.1952
225	10469	0.1596	-0.3836	4.5636	0.055	0.6072	0.07	0.1681	0.5433	0.0942
226	8961	0.1559	-0.3976	1.977	0.0682	0.3192	0.1577	0.4023	0.5535	0.1181
227	8961	0.1559	-0.3976	1.977	0.0682	0.3192	0.1577	0.4023	0.5535	0.1181
228	8979	0.2401	-0.3751	4.7355	0.0676	0.7336	0.1014	0.1584	0.6153	0.1116
229	8964	0.1596	-0.3836	4.4575	0.0557	0.603	0.0716	0.1721	0.5433	0.0957
230	50510842	0.1653	-0.3674	4.0112	0.0617	0.5988	0.0824	0.1832	0.5327	0.1042
231	50508996	0.1653	-0.3674	4.1173	0.0605	0.6029	0.0803	0.1785	0.5327	0.1022
232	50508996	0.1653	-0.3674	4.1173	0.0605	0.6029	0.0803	0.1785	0.5327	0.1022
233	50521009	0.2922	-0.506	8.7742	0.0975	2.1523	0.0666	0.1153	0.7981	0.1667
234	50521010	0.2922	-0.506	7.5587	0.0859	1.6238	0.0773	0.1339	0.7981	0.1448
235	50521005	0.2922	-0.506	8.9787	0.0935	2.1594	0.0651	0.1127	0.7981	0.1603
236	50520998	0.2922	-0.506	8.6165	0.0829	1.9106	0.0678	0.1174	0.7981	0.1496
237	50521006	0.2922	-0.506	7.983	0.0798	1.6405	0.0732	0.1268	0.7981	0.1345
238	50521011	0.2922	-0.506	9.241	0.0906	2.1726	0.0632	0.1095	0.7981	0.1535
239	50521007	0.2922	-0.506	9.403	0.0871	2.1761	0.0621	0.1076	0.7981	0.1491
240	50521001	0.2922	-0.506	7.8211	0.0832	1.637	0.0747	0.1294	0.7981	0.1384
241	11682	0.4164	-0.4098	3.0777	0.0769	0.6536	0.2706	0.2663	0.8262	0.1551
242	8960	0.1669	-0.4914	4.2533	0.0746	0.853	0.0785	0.2311	0.6583	0.1084
243	50520997	0.2922	-0.506	7.1912	0.0946	1.6132	0.0813	0.1407	0.7981	0.1567
244	50521004	0.2922	-0.506	8.8167	0.098	2.1559	0.0663	0.1148	0.7981	0.166
245	50521001	0.2922	-0.506	7.8211	0.0832	1.637	0.0747	0.1294	0.7981	0.1384
246	11682	0.4164	-0.4098	3.0777	0.0769	0.6536	0.2706	0.2663	0.8262	0.1551
247	50520995	0.2922	-0.506	8.6111	0.1025	2.1488	0.0679	0.1175	0.7981	0.1733
248	50521002	0.2922	-0.506	7.3542	0.0897	1.6167	0.0795	0.1376	0.7981	0.1507
249	50520995	0.2922	-0.506	8.6111	0.1025	2.1488	0.0679	0.1175	0.7981	0.1733
250	50520996	0.2922	-0.506	8.7227	0.1014	2.1438	0.067	0.116	0.7981	0.1699
251	50521011	0.2922	-0.506	9.241	0.0906	2.1726	0.0632	0.1095	0.7981	0.1535
252	50521003	0.2922	-0.506	7.3968	0.0902	1.6203	0.079	0.1368	0.7981	0.1499
253	8960	0.1669	-0.4914	4.2533	0.0746	0.853	0.0785	0.2311	0.6583	0.1084
254	50521006	0.2922	-0.506	7.983	0.0798	1.6405	0.0732	0.1268	0.7981	0.1345
255	50521004	0.2922	-0.506	8.8167	0.098	2.1559	0.0663	0.1148	0.7981	0.166
256	50521000	0.2922	-0.506	8.6332	0.083	1.9141	0.0677	0.1172	0.7981	0.1493
257	8960	0.1669	-0.4914	4.2533	0.0746	0.853	0.0785	0.2311	0.6583	0.1084
258	50060582	0.0916	-0.3323	3.9563	0.0706	0.4646	0.0308	0.3398	0.424	0.0899
259	8961	0.1559	-0.3976	1.977	0.0682	0.3192	0.1577	0.4023	0.5535	0.1181
260	50430725	0.1596	-0.4951	4.8029	0.0624	0.7514	0.0665	0.2062	0.6548	0.1021
261	50430726	0.1596	-0.492	4.9623	0.0598	0.7558	0.0643	0.1983	0.6516	0.1009
262	50430727	0.1596	-0.492	4.7501	0.0617	0.7474	0.0672	0.2071	0.6516	0.1044
263	50430728	0.1596	-0.492	4.644	0.0628	0.7432	0.0688	0.2119	0.6516	0.1064
264	50430729	0.1597	-0.4919	4.4412	0.0653	0.7367	0.0719	0.2215	0.6516	0.1098
265	50430730	0.1596	-0.492	5.2033	0.0585	0.7653	0.0614	0.1891	0.6516	0.097
266	50430731	0.1596	-0.492	5.0972	0.0593	0.7611	0.0626	0.193	0.6516	0.0985
267	50430732	0.1596	-0.492	4.9911	0.0601	0.7569	0.064	0.1971	0.6516	0.1001
268	50430733	0.1596	-0.492	4.7789	0.0621	0.7484	0.0668	0.2059	0.6516	0.1036
269	50430734	0.1596	-0.492	4.6728	0.0631	0.7442	0.0683	0.2106	0.6516	0.1055
270	50430735	0.1596	-0.492	4.567	0.0643	0.7402	0.0699	0.2154	0.6516	0.1072
271	50430736	0.1597	-0.4919	4.47	0.0657	0.7378	0.0714	0.2201	0.6516	0.1088
272	50430737	0.1598	-0.4902	4.4579	0.0686	0.7382	0.0717	0.2199	0.65	0.1119
273	10404	0.2102	-0.4914	3.8496	0.0917	0.9116	0.1092	0.2553	0.7017	0.1455
274	10620	0.4164	-0.4098	3.0777	0.0769	0.6536	0.2706	0.2663	0.8262	0.1551
