No.	NAME	SpMax2_Bh(m)	SpMax3_Bh(m)	SpMax4_Bh(m)	SpMax5_Bh(m)	SpMax6_Bh(m)	SpMax1_Bh(v)	SpMax2_Bh(v)	SpMax6_Bh(v)	SpMax7_Bh(v)	SpMax3_Bh(e)	SpMax4_Bh(e)	SpMax5_Bh(e)	SpMax1_Bh(p)	SpMax2_Bh(p)	SpMax1_Bh(i)	SpMax2_Bh(i)	SpMax2_Bh(s)	SpMax3_Bh(s)	SpMax4_Bh(s)	SpMax5_Bh(s)	SpMax6_Bh(s)	SpMax7_Bh(s)	SpMax8_Bh(s)	SpMin1_Bh(m)	SpMin2_Bh(m)	SpMin3_Bh(m)	SpMin4_Bh(m)	SpMin8_Bh(m)	SpMin1_Bh(v)	SpMin2_Bh(v)	SpMin5_Bh(v)	SpMin7_Bh(v)	SpMin1_Bh(e)	SpMin2_Bh(e)	SpMin3_Bh(p)	SpMin4_Bh(p)	SpMin6_Bh(p)	SpMin3_Bh(i)	SpMin8_Bh(i)	SpMin1_Bh(s)	SpMin2_Bh(s)	SpMin3_Bh(s)	SpMin4_Bh(s)	SpMin5_Bh(s)	SpMin6_Bh(s)	SpMin7_Bh(s)	SpMin8_Bh(s)
497	9430	3.6382	3.6133	3.4654	3.2499	3.0901	4.0445	3.6463	3.0964	2.9649	3.7318	3.6274	3.4193	4.0404	3.6611	4.1441	3.8646	4.4136	4.3458	4.2466	4.0351	3.969	3.7546	3.5485	2.1589	2.0367	1.949	1.8808	1.4168	2.1633	1.9923	1.6781	1.3812	2.0719	1.7894	1.8726	1.8406	1.4407	1.7085	0.9621	1.437	1.3899	1.1818	1.1319	0.8979	0.7577	0.6908	0.6008
498	9431	3.6464	3.6147	3.4932	3.2972	3.1262	4.0447	3.6568	3.1322	2.9795	3.7319	3.6549	3.4695	4.0406	3.6732	4.1444	3.8736	4.4136	4.3462	4.252	4.071	3.9743	3.8134	3.6097	2.159	2.0479	1.9494	1.9099	1.4202	2.1633	2.0002	1.7246	1.3866	2.0719	1.8012	1.8732	1.8628	1.4957	1.7087	1.0406	1.4377	1.4045	1.2246	1.1423	0.9684	0.7736	0.7457	0.6181
499	9432	3.6538	3.6155	3.5158	3.34	3.163	4.0449	3.6672	3.1598	3.0202	3.732	3.6775	3.5124	4.0408	3.6847	4.1447	3.8812	4.4136	4.3467	4.2559	4.1006	3.9777	3.8673	3.6626	2.159	2.0566	1.9504	1.9344	1.4352	2.1633	2.0066	1.7623	1.4245	2.0719	1.8103	1.8829	1.8717	1.5509	1.7088	1.0545	1.4386	1.4151	1.2625	1.1468	1.0326	0.8274	0.7544	0.6513
500	9433	3.6603	3.6159	3.5345	3.3772	3.2011	4.045	3.6763	3.1885	3.0719	3.7321	3.6962	3.5488	4.0409	3.6944	4.145	3.8878	4.4136	4.3472	4.2589	4.1244	3.9817	3.9131	3.712	2.159	2.0634	1.9592	1.947	1.4482	2.1633	2.0117	1.7939	1.4655	2.0719	1.8176	1.8976	1.8722	1.6003	1.7088	1.06	1.44	1.4227	1.2933	1.1516	1.0866	0.8848	0.7587	0.7109
501	9434	3.6712	3.6166	3.5629	3.4367	3.2776	4.0453	3.6908	3.2586	3.1388	3.7325	3.7247	3.606	4.0413	3.7097	4.1456	3.8987	4.4136	4.3482	4.2632	4.1593	4.008	3.9653	3.8063	2.159	2.0733	1.9907	1.9487	1.4805	2.1633	2.0194	1.8429	1.5582	2.0719	1.8282	1.9208	1.8724	1.6804	1.7089	1.1303	1.4447	1.4307	1.3383	1.19	1.1397	0.9952	0.827	0.7551
502	9438	3.8173	3.635	3.6134	3.4816	3.2955	4.0456	3.7711	3.2808	3.1355	3.7873	3.732	3.6473	4.0416	3.7658	4.1459	3.9444	4.9117	4.4132	4.2812	4.2368	4.1005	3.9794	3.8928	2.159	2.0634	1.9724	1.9486	1.4564	2.1633	2.0191	1.8674	1.5189	2.0719	1.8464	1.9501	1.8726	1.6774	1.7407	1.0827	1.4398	1.4216	1.2881	1.1504	1.0773	0.9405	0.7993	0.7506
503	9439	3.8179	3.6494	3.6156	3.5246	3.3705	4.046	3.7725	3.3707	3.1943	3.8029	3.7321	3.69	4.0419	3.7682	4.1466	3.947	4.9117	4.4133	4.2828	4.2439	4.139	3.9952	3.9562	2.159	2.0733	1.9955	1.9491	1.5018	2.1633	2.024	1.8997	1.6178	2.0719	1.8481	1.9629	1.8773	1.7474	1.7551	1.1819	1.4442	1.4303	1.335	1.1839	1.1379	0.9952	0.9082	0.7617
504	8981	3.8606	3.72	3.5754	3.3403	3.1833	3.8842	3.8459	3.0938	2.9612	3.8315	3.6614	3.4465	3.8842	3.843	4.0245	3.9507	7.424	4.9225	4.7552	4.4957	4.3406	4.2842	4.1304	2.1007	2.0144	1.977	1.7799	1.5132	2.0831	1.9996	1.6481	1.5217	1.9339	1.8929	1.9575	1.8333	1.5238	1.7898	1.0645	1.4808	1.1638	1.0825	1.0067	0.8246	0.8184	0.672	0.575
505	8982	3.8652	3.7195	3.5589	3.3187	3.1989	3.9595	3.8619	3.1691	2.9552	3.8317	3.6524	3.4613	3.9654	3.8681	4.0701	3.9995	4.7712	4.7431	4.3407	4.2167	4.0751	3.8247	3.7514	2.1007	2.0152	2.01	1.8571	1.4443	2.0831	1.9912	1.7424	1.4285	1.9339	1.8991	1.956	1.861	1.5524	1.79	1.0639	1.4809	1.192	1.1734	1.1628	1.0045	0.8246	0.7927	0.6712
506	8983	3.8693	3.7805	3.7194	3.5578	3.3107	4.1419	3.8646	3.2934	3.1881	3.8446	3.8295	3.6509	4.1364	3.8705	4.2342	4.0096	5.002	4.7554	4.6783	4.3397	4.2608	4.1622	4.0391	2.1007	2.0469	2.0142	1.9782	1.5132	2.0832	2.0441	1.8357	1.5585	1.9528	1.9339	1.9597	1.937	1.701	1.8513	1.0929	1.4809	1.2156	1.1636	1.101	1.0096	0.9224	0.8246	0.7309
507	8961	3.6167	3.173	3.0163	2.717	2.5127	4.0381	3.6359	2.5309	2.3704	3.3029	3.1411	2.9234	4.0342	3.6499	4.1348	3.7808	4.781	4.3899	3.9811	3.6778	3.4386	3.2379	2.9417	2.1557	1.9488	1.5065	1.4359	0.6744	2.1593	1.9017	1.1958	0.8968	2.0685	1.7537	1.4927	1.3489	1.0023	1.2358	0	1.4271	1.1386	0.7541	0.6055	0.2477	0.1679	0	0
508	9006	4.058	3.6533	3.6157	3.4593	3.3344	4.0643	4.0279	3.3055	3.1528	3.7759	3.7317	3.5981	4.0601	4.0233	4.1744	4.1291	4.9864	4.9552	4.413	4.318	4.2556	4.1288	3.9924	2.1588	2.041	1.9963	1.9483	1.4644	2.1633	2.0276	1.8527	1.5458	2.0719	1.9403	1.9438	1.8725	1.697	1.71	1.1445	1.436	1.3395	1.2329	1.1479	1.0399	0.9628	0.7555	0.6284
509	9010	4.0758	3.7297	3.6491	3.4596	3.3531	4.0679	4.0316	3.3055	3.153	3.7762	3.7348	3.5982	4.0643	4.0275	4.1743	4.1288	5.0462	4.9668	4.6356	4.3183	4.3019	4.1985	4.1224	2.1445	2.041	1.9963	1.9269	1.4643	2.1564	2.0276	1.8524	1.5457	2.0691	1.9403	1.9437	1.8648	1.6968	1.7105	1.1445	1.4368	1.3395	1.2329	1.1479	1.0399	0.9626	0.7554	0.6269
510	9018	4.06	3.6539	3.6158	3.466	3.3653	4.065	4.0282	3.3094	3.1553	3.776	3.7317	3.6005	4.0595	4.0226	4.1743	4.1288	6.4708	4.9758	4.919	4.413	4.2571	4.1832	4.0828	2.1588	2.021	1.994	1.9483	1.4631	2.1633	2.0199	1.8525	1.5447	2.0719	1.9327	1.9438	1.8725	1.6973	1.71	1.1457	1.436	1.3395	1.2307	1.1478	1.0336	0.9621	0.7555	0.6284
511	8961	3.6167	3.173	3.0163	2.717	2.5127	4.0381	3.6359	2.5309	2.3704	3.3029	3.1411	2.9234	4.0342	3.6499	4.1348	3.7808	4.781	4.3899	3.9811	3.6778	3.4386	3.2379	2.9417	2.1557	1.9488	1.5065	1.4359	0.6744	2.1593	1.9017	1.1958	0.8968	2.0685	1.7537	1.4927	1.3489	1.0023	1.2358	0	1.4271	1.1386	0.7541	0.6055	0.2477	0.1679	0	0
512	9015	4.0809	3.7784	3.6501	3.4792	3.4181	4.0683	4.0313	3.3206	3.1756	3.7764	3.7358	3.6049	4.0633	4.0259	4.1756	4.1287	5.043	4.9928	4.6847	4.6242	4.2569	4.1685	4.1427	2.1488	2.0231	1.9944	1.9246	1.501	2.1586	2.0235	1.8522	1.5794	2.07	1.9352	1.944	1.8637	1.6974	1.7106	1.1834	1.4363	1.3395	1.2344	1.1479	1.0403	0.9624	0.7547	0.6185
513	9016	4.0833	3.7298	3.6499	3.4742	3.3911	4.0696	4.0326	3.3185	3.1637	3.7763	3.7349	3.6048	4.0649	4.0272	4.1756	4.1286	5.0486	4.9935	4.6356	4.6242	4.3027	4.2018	4.1497	2.1445	2.0231	1.9945	1.9269	1.506	2.1564	2.0235	1.8525	1.5802	2.0691	1.9352	1.9441	1.8648	1.6985	1.7105	1.183	1.4368	1.3395	1.2344	1.1479	1.0403	0.9625	0.7554	0.6269
514	9020	4.0582	3.6401	3.6149	3.4869	3.3145	4.065	4.0283	3.2771	3.1777	3.7655	3.7315	3.619	4.0608	4.0237	4.1746	4.1292	4.9859	4.9548	4.4132	4.3111	4.2728	4.1467	3.9784	2.1588	2.0419	1.9921	1.9482	1.4639	2.1633	2.0279	1.8558	1.5507	2.0719	1.9413	1.9425	1.8725	1.6924	1.7093	1.1465	1.4359	1.334	1.241	1.1473	1.0482	0.9505	0.7552	0.6275
515	9021	4.0746	3.7782	3.6356	3.4914	3.3977	4.0672	4.0308	3.2801	3.1878	3.766	3.7354	3.6192	4.0634	4.0266	4.1745	4.1289	5.0402	4.9658	4.6847	4.3111	4.273	4.1722	4.1252	2.1488	2.0419	1.992	1.9245	1.4588	2.1585	2.0279	1.8552	1.5484	2.07	1.9413	1.9423	1.8638	1.691	1.7099	1.1472	1.4362	1.334	1.241	1.1473	1.0482	0.9501	0.7544	0.6186
516	9027	4.0583	3.663	3.6163	3.5451	3.3653	4.0653	4.0284	3.3611	3.2208	3.7896	3.7319	3.6619	4.0611	4.0238	4.1756	4.1294	4.9862	4.9548	4.4152	4.3427	4.31	4.1983	4.0737	2.1585	2.0416	1.9788	1.9485	1.5208	2.1632	2.0279	1.8778	1.6311	2.0718	1.9413	1.9651	1.876	1.7617	1.709	1.2187	1.4351	1.2906	1.2417	1.1687	1.122	1.0404	0.7741	0.7429
517	9030	4.0769	3.7783	3.6464	3.5225	3.4092	4.0681	4.0318	3.3167	3.1975	3.777	3.7358	3.6328	4.0641	4.0275	4.1726	4.1285	5.041	4.978	4.6847	4.3612	4.2744	4.201	4.1495	2.1489	2.0341	2.0134	1.9253	1.4589	2.1586	2.023	1.8318	1.5522	2.07	1.94	1.9479	1.8634	1.7175	1.7119	1.1836	1.4367	1.3641	1.1582	1.1523	1.0621	0.8282	0.7583	0.6834
518	9031	4.0799	3.7779	3.5894	3.4431	3.3815	4.0652	4.0295	3.2374	3.1027	3.7443	3.7314	3.5287	4.0601	4.0236	4.1718	4.1278	5.0394	4.9537	4.6847	4.3025	4.266	4.1664	4.1144	2.1488	2.0287	1.9879	1.9241	1.4029	2.1585	2.0219	1.7696	1.4305	2.07	1.9346	1.929	1.8629	1.6266	1.7098	1.0585	1.4362	1.3327	1.1504	1.144	0.9598	0.755	0.7054	0.607
519	9032	4.08	3.7781	3.6051	3.4613	3.3949	4.0653	4.0296	3.2799	3.1441	3.7613	3.7351	3.5642	4.0603	4.0237	4.1721	4.1281	5.0395	4.9537	4.6847	4.3022	4.2675	4.1741	4.1323	2.1489	2.0307	2.0095	1.9252	1.4389	2.1586	2.0223	1.7988	1.4841	2.07	1.9347	1.9423	1.8632	1.6717	1.7106	1.0691	1.4367	1.3643	1.1556	1.1457	1.0597	0.761	0.7284	0.6564
520	9033	4.0801	3.7782	3.6181	3.4803	3.4044	4.0655	4.0297	3.3144	3.173	3.7768	3.7358	3.5982	4.0605	4.0238	4.1724	4.1283	5.0395	4.9538	4.6847	4.302	4.2689	4.1838	4.1416	2.1489	2.0365	2.021	1.926	1.454	2.1586	2.0226	1.8288	1.5437	2.07	1.9347	1.9528	1.8635	1.7062	1.7215	1.1096	1.4372	1.3862	1.1739	1.1467	1.1195	0.8261	0.7519	0.6952
521	9034	4.0802	3.7783	3.629	3.4987	3.4127	4.0657	4.0297	3.3381	3.2007	3.7895	3.736	3.6285	4.0607	4.0238	4.1727	4.1285	5.0396	4.9538	4.6847	4.3018	4.2703	4.1934	4.1465	2.149	2.0459	2.0245	1.9273	1.463	2.1586	2.023	1.8563	1.5984	2.07	1.9347	1.9611	1.8643	1.7335	1.735	1.1621	1.4379	1.4019	1.2144	1.1477	1.1378	0.9216	0.7556	0.71
522	9040	4.0694	3.7782	3.6181	3.4786	3.4025	4.0557	4.0032	3.277	3.1626	3.7768	3.7358	3.5971	4.0514	3.9916	4.1652	4.1243	5.0643	5.0303	4.6848	4.4024	4.2715	4.186	4.1423	2.1489	2.0362	2.021	1.926	1.4428	2.1586	2.0226	1.8199	1.5192	2.07	1.9342	1.9519	1.8634	1.6817	1.7205	1.0843	1.4372	1.3862	1.1731	1.1446	1.1195	0.8209	0.7507	0.602
523	8961	3.6167	3.173	3.0163	2.717	2.5127	4.0381	3.6359	2.5309	2.3704	3.3029	3.1411	2.9234	4.0342	3.6499	4.1348	3.7808	4.781	4.3899	3.9811	3.6778	3.4386	3.2379	2.9417	2.1557	1.9488	1.5065	1.4359	0.6744	2.1593	1.9017	1.1958	0.8968	2.0685	1.7537	1.4927	1.3489	1.0023	1.2358	0	1.4271	1.1386	0.7541	0.6055	0.2477	0.1679	0	0
524	10404	3.6409	3.4675	3.1279	3.0587	2.9358	4.0256	3.6291	2.9169	2.7225	3.5929	3.262	3.2396	4.0203	3.6325	4.121	3.7619	4.9394	4.5384	4.3156	4.2012	4.0777	3.608	3.4521	2.0512	1.9585	1.7995	1.591	1.1138	2.0303	1.9669	1.4511	1.2326	1.9442	1.8146	1.7977	1.5438	1.3066	1.4951	0.7392	1.4247	1.1872	1.0649	0.7138	0.572	0.5122	0.4634	0.4054
525	10405	3.9806	3.6454	3.6272	3.5098	3.3837	4.033	3.9328	3.3305	3.1932	3.7844	3.726	3.641	4.0277	3.9242	4.1334	4.0349	7.4084	6.4506	4.9403	4.6876	4.5377	4.3105	4.2187	2.0535	2.0495	1.9859	1.9593	1.5768	2.0303	2.0137	1.8547	1.5796	1.9444	1.8865	1.9586	1.9412	1.7314	1.7929	1.2085	1.4284	1.4094	1.2585	1.1444	1.0847	1.0598	0.8977	0.6748
526	10406	3.9814	3.6762	3.6276	3.5456	3.3974	4.0433	3.9331	3.3486	3.1933	3.7996	3.7278	3.6667	4.0368	3.9244	4.1489	4.0357	7.4084	6.4506	4.9532	4.6876	4.5546	4.4426	4.2162	2.0596	2.0453	1.9859	1.9676	1.5696	2.0379	2.0249	1.8592	1.5795	1.9408	1.8865	1.9586	1.9425	1.746	1.8121	1.2012	1.4292	1.4075	1.2529	1.1067	1.0847	1.0632	0.8962	0.6495
527	10407	3.9815	3.655	3.6145	3.5525	3.4366	4.0414	3.9332	3.4099	3.2224	3.7784	3.7349	3.6579	4.0349	3.9245	4.1448	4.0363	7.4084	6.4506	4.9454	4.6874	4.5293	4.4573	4.2275	2.0509	2.0395	1.9859	1.97	1.5403	2.0276	2.0051	1.8521	1.6166	1.9411	1.8865	1.9586	1.9573	1.7917	1.8004	1.1904	1.4226	1.4038	1.2061	1.1397	1.0847	1.0665	0.9109	0.694
528	10408	3.6484	3.5531	3.1354	3.0434	2.9423	4.0352	3.6303	2.9195	2.7138	3.6493	3.2664	3.2287	4.0288	3.6325	4.1358	3.782	4.9531	4.561	4.4589	4.204	4.093	3.6119	3.4551	2.0465	1.9704	1.816	1.5864	1.029	2.025	1.9961	1.4549	1.1875	1.9399	1.8331	1.8308	1.5364	1.302	1.5476	0.7201	1.4223	1.142	1.0671	0.7013	0.5684	0.5057	0.4253	0.1898
529	10404	3.6409	3.4675	3.1279	3.0587	2.9358	4.0256	3.6291	2.9169	2.7225	3.5929	3.262	3.2396	4.0203	3.6325	4.121	3.7619	4.9394	4.5384	4.3156	4.2012	4.0777	3.608	3.4521	2.0512	1.9585	1.7995	1.591	1.1138	2.0303	1.9669	1.4511	1.2326	1.9442	1.8146	1.7977	1.5438	1.3066	1.4951	0.7392	1.4247	1.1872	1.0649	0.7138	0.572	0.5122	0.4634	0.4054
530	10405	3.9806	3.6454	3.6272	3.5098	3.3837	4.033	3.9328	3.3305	3.1932	3.7844	3.726	3.641	4.0277	3.9242	4.1334	4.0349	7.4084	6.4506	4.9403	4.6876	4.5377	4.3105	4.2187	2.0535	2.0495	1.9859	1.9593	1.5768	2.0303	2.0137	1.8547	1.5796	1.9444	1.8865	1.9586	1.9412	1.7314	1.7929	1.2085	1.4284	1.4094	1.2585	1.1444	1.0847	1.0598	0.8977	0.6748
531	10406	3.9814	3.6762	3.6276	3.5456	3.3974	4.0433	3.9331	3.3486	3.1933	3.7996	3.7278	3.6667	4.0368	3.9244	4.1489	4.0357	7.4084	6.4506	4.9532	4.6876	4.5546	4.4426	4.2162	2.0596	2.0453	1.9859	1.9676	1.5696	2.0379	2.0249	1.8592	1.5795	1.9408	1.8865	1.9586	1.9425	1.746	1.8121	1.2012	1.4292	1.4075	1.2529	1.1067	1.0847	1.0632	0.8962	0.6495
532	10407	3.9815	3.655	3.6145	3.5525	3.4366	4.0414	3.9332	3.4099	3.2224	3.7784	3.7349	3.6579	4.0349	3.9245	4.1448	4.0363	7.4084	6.4506	4.9454	4.6874	4.5293	4.4573	4.2275	2.0509	2.0395	1.9859	1.97	1.5403	2.0276	2.0051	1.8521	1.6166	1.9411	1.8865	1.9586	1.9573	1.7917	1.8004	1.1904	1.4226	1.4038	1.2061	1.1397	1.0847	1.0665	0.9109	0.694
533	10408	3.6484	3.5531	3.1354	3.0434	2.9423	4.0352	3.6303	2.9195	2.7138	3.6493	3.2664	3.2287	4.0288	3.6325	4.1358	3.782	4.9531	4.561	4.4589	4.204	4.093	3.6119	3.4551	2.0465	1.9704	1.816	1.5864	1.029	2.025	1.9961	1.4549	1.1875	1.9399	1.8331	1.8308	1.5364	1.302	1.5476	0.7201	1.4223	1.142	1.0671	0.7013	0.5684	0.5057	0.4253	0.1898
534	10409	3.9791	3.6426	3.5795	3.4203	3.2311	4.0323	3.9314	3.1876	3.0633	3.7377	3.701	3.5294	4.0269	3.9227	4.1322	4.0313	7.4084	6.4506	4.94	4.6874	4.5376	4.3069	4.2051	2.0513	1.9974	1.9859	1.9092	1.3677	2.0303	1.9937	1.7539	1.5293	1.9444	1.8865	1.9586	1.8955	1.5573	1.7901	1.0383	1.426	1.3243	1.1566	1.0847	1.0583	0.8012	0.6337	0.5325
535	10410	3.9802	3.6436	3.6078	3.4701	3.3242	4.0325	3.9324	3.2673	3.1067	3.7603	3.7209	3.5921	4.0272	3.9237	4.1326	4.0338	7.4084	6.4506	4.9402	4.6875	4.5377	4.3092	4.2114	2.0515	2.0295	1.9859	1.9406	1.4518	2.0303	2.005	1.8106	1.5548	1.9444	1.8865	1.9586	1.9223	1.6594	1.7917	1.138	1.4268	1.3798	1.2052	1.0913	1.0847	1.0006	0.7125	0.6101
536	10405	3.9806	3.6454	3.6272	3.5098	3.3837	4.033	3.9328	3.3305	3.1932	3.7844	3.726	3.641	4.0277	3.9242	4.1334	4.0349	7.4084	6.4506	4.9403	4.6876	4.5377	4.3105	4.2187	2.0535	2.0495	1.9859	1.9593	1.5768	2.0303	2.0137	1.8547	1.5796	1.9444	1.8865	1.9586	1.9412	1.7314	1.7929	1.2085	1.4284	1.4094	1.2585	1.1444	1.0847	1.0598	0.8977	0.6748
537	10412	3.9808	3.6508	3.6377	3.5404	3.428	4.0335	3.9331	3.3848	3.2609	3.8026	3.7294	3.6783	4.0283	3.9245	4.1343	4.0356	7.4084	6.4506	4.9405	4.6877	4.5377	4.3114	4.2271	2.066	2.0511	1.9859	1.9788	1.5859	2.0303	2.0202	1.8895	1.6631	1.9444	1.8865	1.9586	1.9548	1.7801	1.7937	1.2343	1.4342	1.4219	1.3091	1.1868	1.0897	1.0847	1.0165	0.8113
538	10413	3.981	3.6601	3.6408	3.5639	3.4645	4.034	3.9333	3.4337	3.3162	3.8163	3.7343	3.7046	4.0288	3.9247	4.1353	4.0361	7.4084	6.4506	4.9406	4.6878	4.5377	4.3122	4.2356	2.075	2.0512	2.0002	1.9859	1.6325	2.0303	2.0251	1.9157	1.7245	1.9444	1.8865	1.9647	1.9586	1.8157	1.7944	1.2999	1.4431	1.4246	1.3471	1.2265	1.135	1.0847	1.0611	0.9431
539	10414	3.9795	3.6661	3.6113	3.4439	3.2319	4.0427	3.9315	3.1877	3.0591	3.768	3.7031	3.5531	4.036	3.9227	4.148	4.0315	7.4084	6.4506	4.9529	4.6874	4.5544	4.4418	4.2063	2.0471	2.0149	1.9859	1.9007	1.3635	2.0274	2.0246	1.7746	1.5223	1.9407	1.8865	1.9586	1.8934	1.5565	1.8089	1.0371	1.4249	1.3237	1.112	1.0847	1.0622	0.803	0.5922	0.5089
540	10415	3.9809	3.672	3.6206	3.5023	3.3335	4.0429	3.9326	3.2735	3.1116	3.7854	3.716	3.6236	4.0364	3.9239	4.1482	4.0344	7.4084	6.4506	4.953	4.6875	4.5546	4.4424	4.2103	2.0489	2.0386	1.9859	1.9397	1.4529	2.034	2.0249	1.8271	1.5464	1.9408	1.8865	1.9586	1.92	1.666	1.8111	1.1294	1.4264	1.3794	1.1819	1.0847	1.077	0.9956	0.7054	0.5839
541	10406	3.9814	3.6762	3.6276	3.5456	3.3974	4.0433	3.9331	3.3486	3.1933	3.7996	3.7278	3.6667	4.0368	3.9244	4.1489	4.0357	7.4084	6.4506	4.9532	4.6876	4.5546	4.4426	4.2162	2.0596	2.0453	1.9859	1.9676	1.5696	2.0379	2.0249	1.8592	1.5795	1.9408	1.8865	1.9586	1.9425	1.746	1.8121	1.2012	1.4292	1.4075	1.2529	1.1067	1.0847	1.0632	0.8962	0.6495
542	10417	3.9816	3.6795	3.6342	3.5743	3.4458	4.0437	3.9334	3.4122	3.2653	3.8113	3.741	3.6907	4.0373	3.9248	4.1497	4.0365	7.4084	6.4506	4.9533	4.6877	4.5547	4.4427	4.2248	2.0703	2.0461	1.9909	1.9859	1.5792	2.0402	2.025	1.887	1.6664	1.9408	1.8865	1.9591	1.9586	1.7978	1.8127	1.2336	1.436	1.419	1.3083	1.1614	1.0847	1.077	1.0137	0.8123
543	10418	3.9818	3.6825	3.6411	3.5924	3.4857	4.0442	3.9337	3.4617	3.3285	3.8213	3.7541	3.7045	4.0379	3.925	4.1507	4.0371	7.4084	6.4506	4.9535	4.6878	4.5547	4.4428	4.2348	2.0779	2.0465	2.0107	1.9859	1.6324	2.0417	2.025	1.9128	1.734	1.9408	1.8865	1.9708	1.9586	1.8306	1.8131	1.3001	1.4442	1.4224	1.3471	1.2165	1.1029	1.0847	1.064	0.9405
544	10419	3.7173	3.6406	3.4809	3.1613	3.0937	4.0285	3.6453	3.0425	2.9394	3.7271	3.6061	3.3322	4.0233	3.6405	4.1288	3.9368	4.9397	4.5382	4.4162	4.2881	4.1912	4.0555	3.7124	2.0519	2.0428	1.9474	1.8116	1.4168	2.0595	2.0303	1.591	1.3482	1.9444	1.8347	1.96	1.8065	1.5236	1.7093	0.9777	1.4262	1.3474	1.1809	1.0738	0.9252	0.657	0.5427	0.5093
545	10420	3.7275	3.6422	3.5622	3.3596	3.1335	4.0291	3.6791	3.1116	3.0323	3.7345	3.6934	3.5184	4.024	3.6825	4.1291	3.9506	4.9399	4.538	4.4147	4.3037	4.2024	4.1115	3.9551	2.0673	2.0511	1.9765	1.9056	1.4168	2.0641	2.0303	1.7511	1.5319	1.9444	1.8405	1.9811	1.8751	1.5453	1.746	1.0383	1.4279	1.4049	1.2544	1.1446	1.0604	0.8997	0.6692	0.5647
546	10421	3.7311	3.6429	3.5928	3.4395	3.2216	4.0295	3.6928	3.2283	3.0707	3.7498	3.7178	3.5873	4.0244	3.7007	4.1298	3.9548	4.94	4.538	4.4151	4.3071	4.2084	4.1388	4.0248	2.076	2.0512	1.9992	1.9352	1.5262	2.0651	2.0303	1.8055	1.555	1.9444	1.8437	1.9885	1.9056	1.6259	1.759	1.0776	1.4323	1.4204	1.3039	1.1862	1.0902	1.0185	0.8086	0.6529
547	10422	3.7337	3.6438	3.6139	3.4916	3.3196	4.0299	3.7031	3.3129	3.1313	3.7705	3.7247	3.6371	4.0249	3.7139	4.1306	3.9576	4.9402	4.538	4.4156	4.3088	4.2149	4.16	4.0646	2.0819	2.0513	2.0194	1.9528	1.5835	2.0655	2.0303	1.8477	1.5818	1.9444	1.8464	1.9933	1.928	1.7069	1.7677	1.1947	1.4411	1.4242	1.3423	1.2248	1.1349	1.0617	0.9454	0.7433
548	10423	3.7359	3.6454	3.6283	3.5278	3.3906	4.0304	3.7114	3.3724	3.2269	3.7872	3.7282	3.6744	4.0254	3.7242	4.1315	3.9598	4.9403	4.538	4.4161	4.3098	4.2224	4.1746	4.0918	2.0861	2.0514	2.035	1.9685	1.5939	2.0657	2.0303	1.8815	1.6641	1.9444	1.8486	1.9966	1.9444	1.7613	1.7738	1.2226	1.4486	1.4253	1.3701	1.2644	1.173	1.0891	1.0273	0.8739
549	10424	3.9792	3.6481	3.529	3.4541	3.2982	4.0315	3.9315	3.2228	3.0845	3.7388	3.666	3.5777	4.026	3.9228	4.1297	4.0322	7.4084	6.4506	4.9302	4.687	4.5064	4.313	4.2069	2.052	1.9859	1.9713	1.927	1.3649	2.0319	1.9743	1.793	1.4781	1.9452	1.8865	1.9586	1.8922	1.6209	1.7865	1.0399	1.4248	1.2808	1.1853	1.0847	1.0646	0.7986	0.693	0.5139
550	10425	3.9807	3.6526	3.6038	3.4833	3.4267	4.0323	3.9329	3.3805	3.2226	3.7785	3.7241	3.6145	4.0269	3.9242	4.1313	4.0352	7.4084	6.4506	4.9305	4.6874	4.5065	4.3129	4.225	2.0548	2.0401	1.9859	1.9587	1.5371	2.0328	1.9952	1.8401	1.6184	1.9453	1.8865	1.9586	1.9489	1.7798	1.7877	1.1865	1.425	1.4037	1.2096	1.181	1.0847	1.0646	0.9125	0.7032
551	10426	3.9808	3.6556	3.6243	3.5062	3.4539	4.0328	3.9331	3.3931	3.3026	3.7985	3.7305	3.6524	4.0274	3.9245	4.1322	4.0358	7.4084	6.4506	4.9307	4.6875	4.5065	4.3129	4.2343	2.0632	2.0494	1.9859	1.9647	1.5505	2.0332	2.0068	1.8891	1.7156	1.9453	1.8865	1.9602	1.9586	1.793	1.7882	1.2432	1.4272	1.4233	1.2843	1.1872	1.0847	1.0745	1.0566	0.8113
552	10427	3.981	3.6604	3.6367	3.5339	3.4675	4.0333	3.9333	3.4076	3.3657	3.8135	3.736	3.6866	4.028	3.9248	4.1332	4.0362	7.4084	6.4506	4.9309	4.6876	4.5065	4.313	4.2434	2.0728	2.051	1.9859	1.9842	1.6563	2.0337	2.015	1.9231	1.7755	1.9453	1.8865	1.9665	1.9586	1.8047	1.7887	1.3342	1.439	1.4246	1.3333	1.1916	1.1641	1.0847	1.0647	0.961
