No.	NAME	SpMax2_Bh(m)	SpMax3_Bh(m)	SpMax4_Bh(m)	SpMax5_Bh(m)	SpMax6_Bh(m)	SpMax1_Bh(v)	SpMax2_Bh(v)	SpMax6_Bh(v)	SpMax7_Bh(v)	SpMax3_Bh(e)	SpMax4_Bh(e)	SpMax5_Bh(e)	SpMax1_Bh(p)	SpMax2_Bh(p)	SpMax1_Bh(i)	SpMax2_Bh(i)	SpMax2_Bh(s)	SpMax3_Bh(s)	SpMax4_Bh(s)	SpMax5_Bh(s)	SpMax6_Bh(s)	SpMax7_Bh(s)	SpMax8_Bh(s)	SpMin1_Bh(m)	SpMin2_Bh(m)	SpMin3_Bh(m)	SpMin4_Bh(m)	SpMin8_Bh(m)	SpMin1_Bh(v)	SpMin2_Bh(v)	SpMin5_Bh(v)	SpMin7_Bh(v)	SpMin1_Bh(e)	SpMin2_Bh(e)	SpMin3_Bh(p)	SpMin4_Bh(p)	SpMin6_Bh(p)	SpMin3_Bh(i)	SpMin8_Bh(i)	SpMin1_Bh(s)	SpMin2_Bh(s)	SpMin3_Bh(s)	SpMin4_Bh(s)	SpMin5_Bh(s)	SpMin6_Bh(s)	SpMin7_Bh(s)	SpMin8_Bh(s)
1	50262810	3.8406	3.5074	3.3069	2.9727	2.8917	3.9394	3.8436	2.8583	2.735	3.6296	3.4024	3.0658	3.9308	3.8503	4.0481	3.9497	7.4084	4.7583	4.6856	4.2504	3.8558	3.6742	3.6334	2.0491	1.9859	1.85	1.5885	1.1334	2.0305	1.9677	1.2852	1.1677	1.9154	1.8865	1.8579	1.6249	1.2209	1.5632	0.8206	1.2182	1.0847	1.0626	0.7328	0.5008	0.3147	0.2176	0.2107
2	50262811	3.8695	3.5378	3.3472	3.0631	2.9822	3.9407	3.8527	2.9774	2.8898	3.6633	3.453	3.2488	3.9319	3.8529	4.051	3.9568	7.4084	4.8616	4.6871	4.3923	4.2525	3.9071	3.7405	2.0341	1.9859	1.8855	1.7132	1.1334	2.0312	1.9677	1.5333	1.265	1.9116	1.8865	1.8757	1.6963	1.4204	1.5906	0.9814	1.2488	1.0847	1.0728	0.9226	0.6259	0.5734	0.327	0.2107
3	50193452	3.8449	3.5601	3.3871	3.1484	2.9727	3.9397	3.8467	2.8583	2.8105	3.7006	3.4943	3.2933	3.9314	3.8533	4.0476	3.9586	7.4084	4.7582	4.6861	4.2668	4.0126	3.6837	3.6742	2.054	1.9859	1.9533	1.7173	1.1805	2.035	1.9677	1.4921	1.2042	1.9164	1.8865	1.9059	1.731	1.2222	1.6572	0.8398	1.3163	1.1551	1.0847	0.8985	0.6652	0.5003	0.3163	0.2176
4	50262853	3.7672	3.5385	3.3908	3.2561	2.9727	3.9384	3.7066	2.9637	2.9103	3.6891	3.5303	3.3997	3.9296	3.7018	4.0493	3.9569	7.4084	4.6888	4.4257	4.1721	4.0471	3.7923	3.6218	2.0488	1.9859	1.9629	1.817	1.3346	2.0542	1.9677	1.6274	1.3684	1.8865	1.8347	1.9087	1.7619	1.3759	1.6518	0.9935	1.3862	1.286	1.0847	1.0536	0.9189	0.8246	0.5246	0.4691
5	50262850	3.875	3.5928	3.4392	3.2491	3.0645	3.9408	3.8566	3.0278	2.9714	3.7164	3.5438	3.3564	3.9323	3.8565	4.0494	3.9654	7.4084	5.4299	4.8601	4.6871	4.3898	4.1923	3.9631	2.0368	1.9859	1.9492	1.7372	1.2338	2.0317	1.9677	1.5329	1.3643	1.9125	1.8865	1.9097	1.7511	1.5127	1.6666	0.9935	1.3212	1.1606	1.0847	0.919	0.6842	0.574	0.5295	0.3172
6	50262850	3.875	3.5928	3.4392	3.2491	3.0645	3.9408	3.8566	3.0278	2.9714	3.7164	3.5438	3.3564	3.9323	3.8565	4.0494	3.9654	7.4084	5.4299	4.8601	4.6871	4.3898	4.1923	3.9631	2.0368	1.9859	1.9492	1.7372	1.2338	2.0317	1.9677	1.5329	1.3643	1.9125	1.8865	1.9097	1.7511	1.5127	1.6666	0.9935	1.3212	1.1606	1.0847	0.919	0.6842	0.574	0.5295	0.3172
7	50262813	3.8433	3.5359	3.3524	3.0405	2.9727	3.9396	3.8456	2.8583	2.7729	3.6689	3.4511	3.2048	3.9311	3.8521	4.0477	3.955	7.4084	4.7582	4.6859	4.2604	3.9459	3.6742	3.643	2.0516	1.9859	1.9097	1.664	1.148	2.033	1.9677	1.3988	1.1677	1.916	1.8865	1.8846	1.6855	1.2216	1.6167	0.8206	1.2679	1.1279	1.0847	0.8119	0.5198	0.4899	0.2475	0.2176
8	50262813	3.8433	3.5359	3.3524	3.0405	2.9727	3.9396	3.8456	2.8583	2.7729	3.6689	3.4511	3.2048	3.9311	3.8521	4.0477	3.955	7.4084	4.7582	4.6859	4.2604	3.9459	3.6742	3.643	2.0516	1.9859	1.9097	1.664	1.148	2.033	1.9677	1.3988	1.1677	1.916	1.8865	1.8846	1.6855	1.2216	1.6167	0.8206	1.2679	1.1279	1.0847	0.8119	0.5198	0.4899	0.2475	0.2176
9	50262786	3.8757	3.609	3.4673	3.3124	3.0632	3.9409	3.8575	3.0624	2.9861	3.7537	3.6032	3.4401	3.9326	3.8575	4.05	3.9712	7.4084	4.8618	4.6874	4.3929	4.2738	4.1077	3.8687	2.0509	1.9966	1.9859	1.8585	1.3756	2.0391	1.9677	1.6869	1.4818	1.9132	1.8865	1.9387	1.8259	1.5135	1.7117	1.0464	1.3824	1.215	1.0847	1.074	0.9587	0.6985	0.5861	0.5727
10	50262848	3.874	3.5797	3.4161	3.1989	3.0631	3.9407	3.8561	2.9884	2.9449	3.7162	3.5393	3.3464	3.9322	3.8561	4.0498	3.9665	7.4084	4.8617	4.6873	4.3927	4.2667	4.0337	3.7783	2.042	1.9859	1.9525	1.8171	1.2348	2.0363	1.9677	1.5667	1.3911	1.9128	1.8865	1.9124	1.7777	1.5132	1.6651	0.9935	1.3278	1.1682	1.0847	1.002	0.7865	0.6093	0.5733	0.3269
11	50262846	3.8733	3.5777	3.4102	3.1839	3.0635	3.9408	3.8553	2.9969	2.9569	3.6925	3.5047	3.2957	3.9321	3.8553	4.0497	3.9616	7.4084	5.4299	4.8601	4.687	4.3898	4.1769	3.8989	2.0331	1.9859	1.9072	1.6949	1.1569	2.0295	1.9677	1.5328	1.3352	1.9121	1.8865	1.8901	1.712	1.4578	1.6342	0.9935	1.2766	1.1302	1.0847	0.8458	0.574	0.5295	0.5155	0.2477
12	50262846	3.8733	3.5777	3.4102	3.1839	3.0635	3.9408	3.8553	2.9969	2.9569	3.6925	3.5047	3.2957	3.9321	3.8553	4.0497	3.9616	7.4084	5.4299	4.8601	4.687	4.3898	4.1769	3.8989	2.0331	1.9859	1.9072	1.6949	1.1569	2.0295	1.9677	1.5328	1.3352	1.9121	1.8865	1.8901	1.712	1.4578	1.6342	0.9935	1.2766	1.1302	1.0847	0.8458	0.574	0.5295	0.5155	0.2477
13	50262809	3.7692	3.5601	3.4128	3.294	3.0622	3.9386	3.7108	3.0661	2.9103	3.7141	3.5536	3.4372	3.9299	3.7075	4.0494	3.9599	7.4084	4.6888	4.4264	4.1819	4.0745	3.8544	3.6218	2.0541	1.9859	1.9839	1.8355	1.4168	2.0553	1.9677	1.681	1.4285	1.8865	1.8373	1.9259	1.7835	1.4539	1.6758	0.9935	1.3988	1.3092	1.0958	1.0847	0.9872	0.8246	0.6761	0.4691
14	50262808	3.8766	3.6166	3.4876	3.3394	3.1316	3.941	3.8581	3.1181	2.9925	3.7537	3.6056	3.4457	3.9327	3.8579	4.0497	3.97	7.4084	5.43	4.8602	4.6873	4.3899	4.2136	4.0502	2.0462	1.9966	1.9859	1.8159	1.3731	2.0346	1.9677	1.6497	1.4472	1.9129	1.8865	1.9381	1.8096	1.5128	1.7122	1.0597	1.3802	1.2005	1.0847	1.0695	0.8423	0.6117	0.5739	0.5295
15	50262786	3.8757	3.609	3.4673	3.3124	3.0632	3.9409	3.8575	3.0624	2.9861	3.7537	3.6032	3.4401	3.9326	3.8575	4.05	3.9712	7.4084	4.8618	4.6874	4.3929	4.2738	4.1077	3.8687	2.0509	1.9966	1.9859	1.8585	1.3756	2.0391	1.9677	1.6869	1.4818	1.9132	1.8865	1.9387	1.8259	1.5135	1.7117	1.0464	1.3824	1.215	1.0847	1.074	0.9587	0.6985	0.5861	0.5727
16	50262853	3.7672	3.5385	3.3908	3.2561	2.9727	3.9384	3.7066	2.9637	2.9103	3.6891	3.5303	3.3997	3.9296	3.7018	4.0493	3.9569	7.4084	4.6888	4.4257	4.1721	4.0471	3.7923	3.6218	2.0488	1.9859	1.9629	1.817	1.3346	2.0542	1.9677	1.6274	1.3684	1.8865	1.8347	1.9087	1.7619	1.3759	1.6518	0.9935	1.3862	1.286	1.0847	1.0536	0.9189	0.8246	0.5246	0.4691
17	50362874	3.8938	3.6535	3.5681	3.3311	3.0632	3.9441	3.8539	2.9795	2.9638	3.765	3.6358	3.4881	3.9337	3.8484	4.0445	3.986	4.9521	4.8644	4.5516	4.4719	4.4008	4.3028	4.1391	2.0477	2.0286	1.9336	1.7966	1.5241	2.0667	2.0439	1.7003	1.5035	1.9541	1.9118	1.9146	1.7746	1.5124	1.6764	1.0639	1.3422	1.1988	1.138	1.0099	0.8633	0.8246	0.594	0.5738
18	50267493	3.8744	3.8317	3.6411	3.5285	3.4502	3.9634	3.8558	3.3677	3.262	3.8779	3.7749	3.6338	3.9499	3.8556	4.0507	3.9675	7.4264	5.0098	4.8621	4.8447	4.6236	4.5746	4.4476	2.0474	2.029	1.9982	1.9184	1.5851	2.0507	2.0344	1.8178	1.6116	1.9606	1.9113	1.9639	1.9328	1.685	1.8353	1.174	1.3763	1.1915	1.1489	1.065	1.051	0.8204	0.7305	0.6105
19	50267492	3.877	3.8317	3.6448	3.5429	3.4567	3.9639	3.8577	3.3803	3.3015	3.8779	3.778	3.6511	3.9504	3.8573	4.0523	3.9714	7.4264	5.0098	4.8619	4.8447	4.6236	4.5746	4.4476	2.0516	2.029	1.9983	1.9184	1.588	2.0507	2.0393	1.8433	1.6219	1.9606	1.9132	1.9639	1.9337	1.7177	1.8353	1.2382	1.3805	1.2132	1.1489	1.0713	1.0518	0.9569	0.7578	0.6665
20	50267494	3.8736	3.829	3.6015	3.464	3.3719	3.9598	3.8542	3.2688	2.9926	3.875	3.6998	3.5347	3.9464	3.8538	4.0447	3.9636	7.4265	6.4674	4.9442	4.8574	4.8246	4.6217	4.4827	2.0311	2.0276	1.915	1.8586	1.5725	2.0492	2.0269	1.6834	1.5392	1.9595	1.9097	1.9551	1.8691	1.624	1.8333	1.1171	1.2167	1.1434	1.0579	1.0418	0.7686	0.6799	0.6072	0.5748
21	50267495	3.8762	3.829	3.6105	3.4762	3.4075	3.9602	3.856	3.3122	3.0561	3.875	3.7134	3.5622	3.9469	3.8554	4.0461	3.9675	7.4265	6.4674	4.9443	4.8571	4.8246	4.6217	4.4827	2.0349	2.028	1.9153	1.8896	1.5729	2.0492	2.0317	1.7377	1.5394	1.9595	1.9115	1.9552	1.8801	1.634	1.8333	1.1256	1.2456	1.1434	1.0689	1.0432	0.9201	0.7274	0.618	0.6049
22	50267496	3.8738	3.8294	3.6138	3.476	3.4093	3.9601	3.8548	3.3044	3.0843	3.8753	3.7241	3.5595	3.9468	3.8545	4.0455	3.965	7.4265	6.4674	4.9442	4.8575	4.8247	4.6217	4.4827	2.0343	2.0281	1.92	1.9083	1.5725	2.0492	2.0295	1.7192	1.5395	1.9595	1.9105	1.9566	1.8909	1.6336	1.8333	1.1238	1.2642	1.1436	1.1263	1.0436	0.8196	0.7245	0.6089	0.5748
23	50267497	3.8764	3.8294	3.6208	3.4929	3.4296	3.9605	3.8567	3.3369	3.1587	3.8753	3.7335	3.5875	3.9473	3.8562	4.047	3.9689	7.4265	6.4674	4.9443	4.8572	4.8247	4.6218	4.4827	2.0387	2.0282	1.9265	1.9123	1.5751	2.0492	2.0344	1.772	1.5786	1.9595	1.9124	1.9566	1.8971	1.6439	1.8333	1.1264	1.285	1.1437	1.1273	1.0437	0.9741	0.7519	0.6481	0.6083
24	50267498	3.874	3.8296	3.6242	3.4926	3.4301	3.9604	3.8553	3.3313	3.1632	3.8756	3.7444	3.5859	3.9472	3.855	4.0463	3.966	7.4265	6.4674	4.9443	4.8575	4.8247	4.6218	4.4827	2.038	2.0282	1.9541	1.9137	1.575	2.0492	2.0315	1.7545	1.5776	1.9595	1.9109	1.9581	1.9083	1.6432	1.8333	1.1243	1.3127	1.156	1.1432	1.0438	0.8974	0.7453	0.6278	0.6028
25	50267499	3.8766	3.8296	3.6298	3.5111	3.4412	3.9608	3.8571	3.3554	3.2262	3.8756	3.7508	3.6108	3.9477	3.8567	4.0478	3.9699	7.4265	6.4674	4.9444	4.8572	4.8247	4.6218	4.4827	2.0426	2.0283	1.9568	1.9139	1.575	2.0492	2.0365	1.7999	1.6019	1.9595	1.9128	1.9581	1.9116	1.6615	1.8333	1.1274	1.3245	1.166	1.1432	1.0439	1.0004	0.8063	0.7004	0.6107
26	50267501	3.8743	3.8298	3.6409	3.528	3.4489	3.961	3.8558	3.3666	3.262	3.876	3.7748	3.6335	3.9479	3.8556	4.0479	3.9674	7.4265	6.4674	4.9445	4.8575	4.8247	4.6218	4.4827	2.0474	2.0284	1.9982	1.9144	1.5751	2.0492	2.0343	1.8177	1.6115	1.9595	1.9113	1.9621	1.932	1.6844	1.8334	1.1718	1.3763	1.1915	1.1434	1.0644	1.0429	0.8204	0.7303	0.6105
27	50267500	3.877	3.8298	3.6446	3.5425	3.4553	3.9615	3.8577	3.3791	3.3014	3.876	3.7779	3.651	3.9484	3.8573	4.0496	3.9713	7.4265	6.4674	4.9446	4.8572	4.8247	4.6218	4.4827	2.0516	2.0284	1.9982	1.9145	1.5758	2.0492	2.0392	1.8433	1.6216	1.9595	1.9132	1.9621	1.9329	1.7173	1.8334	1.2381	1.3805	1.2132	1.1434	1.071	1.0434	0.9569	0.7577	0.6664
28	8960	3.8575	3.6978	3.4704	3.1345	3.0624	3.9869	3.8542	2.9727	2.9103	3.8081	3.5571	3.2778	3.9846	3.8598	4.0845	3.973	4.9152	4.7548	4.4952	4.3464	4.2693	3.875	3.6752	2.1016	2.0157	1.9555	1.7765	1.4819	2.0823	1.9789	1.5387	1.4467	1.9354	1.8808	1.9552	1.7457	1.5206	1.8035	1.0639	1.4942	1.2126	1.1404	1.0525	0.8246	0.7361	0.5892	0.5745
29	50267503	3.8492	3.8288	3.6	3.465	3.3703	3.9616	3.8466	3.2687	3.0348	3.8767	3.6984	3.5353	3.948	3.8527	4.0463	3.9599	7.4264	5.0083	4.8482	4.7548	4.6235	4.5746	4.4476	2.0495	2.0289	1.919	1.8608	1.5649	2.0507	2.031	1.6832	1.5598	1.9606	1.9154	1.9573	1.8664	1.6237	1.8352	1.0954	1.2147	1.1489	1.0594	1.0484	0.7687	0.6798	0.6072	0.5818
30	50267504	3.8522	3.829	3.6081	3.4765	3.4068	3.962	3.8485	3.3123	3.0591	3.8767	3.7113	3.5621	3.9484	3.8543	4.0476	3.9641	7.4264	5.0083	4.8482	4.7541	4.6235	4.5746	4.4476	2.0527	2.0289	1.9193	1.8931	1.5671	2.0508	2.0356	1.7377	1.5613	1.9606	1.9171	1.9573	1.8767	1.6344	1.8352	1.1598	1.244	1.1489	1.0685	1.0514	0.9201	0.7276	0.6173	0.6046
31	50267505	3.8737	3.8309	3.602	3.4657	3.3719	3.9622	3.8542	3.2688	3.0349	3.877	3.7001	3.5361	3.9484	3.8539	4.0475	3.9638	7.4264	5.0094	4.8622	4.8445	4.6236	4.5746	4.4477	2.0313	2.028	1.9189	1.8587	1.5731	2.0507	2.027	1.6839	1.5598	1.9606	1.9097	1.9576	1.8694	1.6241	1.8352	1.1256	1.2167	1.1489	1.0598	1.0486	0.7687	0.68	0.6072	0.5818
32	50267506	3.8763	3.8309	3.6108	3.4776	3.4078	3.9626	3.856	3.3124	3.0591	3.877	3.7136	3.563	3.9489	3.8555	4.0489	3.9677	7.4264	5.0095	4.8619	4.8444	4.6236	4.5746	4.4477	2.0349	2.0286	1.9191	1.8898	1.5733	2.0507	2.0318	1.7379	1.5613	1.9606	1.9115	1.9576	1.8803	1.6344	1.8352	1.1598	1.2456	1.1489	1.0693	1.0515	0.9201	0.7276	0.6181	0.6049
33	50267511	3.8491	3.8295	3.6125	3.4764	3.4084	3.9619	3.8473	3.3044	3.0848	3.8771	3.7227	3.5594	3.9483	3.8533	4.047	3.9614	7.4264	5.0083	4.8482	4.7548	4.6235	4.5746	4.4476	2.052	2.029	1.9235	1.9118	1.5673	2.0507	2.0334	1.7186	1.5612	1.9606	1.9161	1.9587	1.8887	1.6337	1.8353	1.1602	1.2633	1.149	1.1247	1.0522	0.8198	0.7247	0.6089	0.5819
34	50267512	3.8522	3.8297	3.6187	3.4922	3.4297	3.9623	3.8492	3.3373	3.1588	3.8771	3.7315	3.5869	3.9488	3.855	4.0484	3.9657	7.4264	5.0084	4.8482	4.7542	4.6235	4.5746	4.4476	2.0554	2.029	1.9309	1.9164	1.5762	2.0508	2.0381	1.7718	1.58	1.9606	1.9179	1.9587	1.8942	1.6446	1.8353	1.1611	1.2842	1.149	1.1259	1.0523	0.9741	0.752	0.6477	0.6082
35	50267514	3.8739	3.8312	3.6142	3.4774	3.4097	3.9625	3.8549	3.3046	3.085	3.8773	3.7244	3.5605	3.9488	3.8546	4.0483	3.9651	7.4264	5.0095	4.8621	4.8446	4.6236	4.5746	4.4476	2.0343	2.0286	1.9223	1.91	1.5729	2.0507	2.0295	1.7194	1.5613	1.9606	1.9105	1.959	1.8913	1.634	1.8353	1.1602	1.2642	1.149	1.1264	1.0522	0.8196	0.7247	0.6089	0.5819
36	50267550	3.8765	3.8312	3.6212	3.4939	3.4304	3.9629	3.8567	3.3374	3.1588	3.8773	3.7337	3.588	3.9493	3.8562	4.0497	3.9691	7.4264	5.0096	4.8618	4.8446	4.6236	4.5746	4.4476	2.0387	2.0288	1.9272	1.9156	1.577	2.0508	2.0345	1.7722	1.5801	1.9606	1.9124	1.959	1.8975	1.6446	1.8353	1.1612	1.285	1.149	1.1275	1.0523	0.9741	0.752	0.6482	0.6083
37	50267551	3.8491	3.8299	3.623	3.4921	3.4301	3.9622	3.8477	3.3315	3.1633	3.8774	3.743	3.5853	3.9487	3.8538	4.0478	3.9625	7.4264	5.0084	4.8482	4.7549	4.6236	4.5746	4.4476	2.0543	2.029	1.9584	1.9177	1.5765	2.0507	2.0353	1.7539	1.5785	1.9606	1.9164	1.96	1.9065	1.6434	1.8353	1.1612	1.3124	1.1539	1.1485	1.0524	0.8977	0.7454	0.6279	0.6027
38	50267552	3.8522	3.8302	3.6279	3.5097	3.442	3.9626	3.8497	3.3561	3.2262	3.8774	3.749	3.6098	3.9492	3.8555	4.0493	3.9667	7.4264	5.0085	4.8482	4.7542	4.6236	4.5746	4.4476	2.0579	2.029	1.9621	1.9179	1.5831	2.0508	2.04	1.7995	1.6019	1.9606	1.9183	1.96	1.9093	1.6622	1.8353	1.1616	1.324	1.1642	1.1487	1.0525	1.0004	0.8063	0.7005	0.6106
39	50267553	3.8741	3.8314	3.6245	3.4936	3.4309	3.9628	3.8553	3.3317	3.1633	3.8776	3.7446	3.5865	3.9491	3.855	4.0491	3.9661	7.4264	5.0096	4.8621	4.8447	4.6236	4.5746	4.4476	2.038	2.0288	1.9542	1.9176	1.5772	2.0507	2.0315	1.7547	1.579	1.9606	1.9109	1.9604	1.9087	1.6438	1.8353	1.1612	1.3127	1.1561	1.1486	1.0524	0.8975	0.7454	0.6281	0.6028
40	50267491	3.8767	3.8314	3.6301	3.5118	3.4424	3.9632	3.8571	3.3562	3.2262	3.8776	3.751	3.6111	3.9496	3.8567	4.0506	3.9701	7.4264	5.0097	4.8618	4.8446	4.6236	4.5746	4.4476	2.0426	2.0289	1.9568	1.9178	1.5831	2.0507	2.0365	1.8	1.6019	1.9606	1.9128	1.9604	1.9121	1.6624	1.8353	1.1616	1.3245	1.1661	1.1487	1.0525	1.0005	0.8063	0.7005	0.6107
41	50267513	3.8493	3.8303	3.6398	3.5269	3.4498	3.9628	3.8483	3.3676	3.262	3.8778	3.7736	3.6326	3.9494	3.8544	4.0494	3.9639	7.4264	5.0086	4.8482	4.755	4.6236	4.5746	4.4476	2.0594	2.0292	2.0062	1.9184	1.5851	2.0507	2.0378	1.8173	1.6114	1.9606	1.9168	1.9634	1.9313	1.6838	1.8353	1.1739	1.3762	1.1895	1.1489	1.0646	1.051	0.8205	0.7305	0.6105
42	50267502	3.8525	3.8306	3.643	3.5408	3.4564	3.9632	3.8503	3.3803	3.3015	3.8778	3.7763	3.6496	3.9499	3.8561	4.0509	3.9682	7.4264	5.0087	4.8482	4.7543	4.6236	4.5746	4.4476	2.0629	2.0293	2.0064	1.9184	1.588	2.0507	2.0425	1.8429	1.6219	1.9606	1.9186	1.9634	1.9319	1.7172	1.8353	1.2382	1.3804	1.2115	1.1489	1.0706	1.0518	0.957	0.7578	0.6663
43	50272619	4.0709	3.7311	3.6047	3.5017	3.3536	4.0779	4.0369	3.3152	3.1543	3.8409	3.7234	3.6028	4.0724	4.0307	4.1869	4.1375	5.1417	4.9463	4.774	4.4099	4.3175	4.231	4.0165	2.1565	2.0515	2.0053	1.9389	1.497	2.1699	2.0392	1.8385	1.4956	2.0756	1.9562	2.0043	1.8816	1.6406	1.7563	1.1682	1.434	1.3733	1.2722	1.1457	1.0964	0.8517	0.8246	0.7535
44	50272620	4.0675	3.7468	3.6022	3.5014	3.3572	4.0764	4.0351	3.3186	3.146	3.852	3.7216	3.6032	4.0713	4.0294	4.1849	4.135	5.1431	4.9463	4.7756	4.4363	4.2861	4.2288	4.0105	2.1564	2.0522	2.0082	1.938	1.4863	2.1674	2.0412	1.837	1.4884	2.0738	1.9563	2.0104	1.8827	1.6431	1.7641	1.1604	1.431	1.3742	1.2713	1.1453	1.0991	0.8534	0.8246	0.7535
45	50272627	4.0715	3.7284	3.6049	3.5013	3.3496	4.0784	4.0376	3.3118	3.1607	3.839	3.7234	3.6015	4.0729	4.0313	4.1872	4.1379	5.1407	4.9463	4.7778	4.4296	4.3031	4.2307	4.0231	2.1566	2.0513	2.0049	1.9387	1.5063	2.1704	2.0389	1.837	1.502	2.0762	1.9562	2.0035	1.8817	1.6384	1.7546	1.1714	1.436	1.3728	1.2735	1.1462	1.0934	0.8498	0.8246	0.7541
46	50272610	4.0723	3.7285	3.6062	3.5458	3.3746	4.0795	4.0376	3.3261	3.1608	3.839	3.7237	3.6234	4.0735	4.0311	4.1884	4.1378	5.1409	4.9522	4.7778	4.5051	4.4296	4.3029	4.2081	2.1566	2.0514	2.0052	1.9388	1.5132	2.1704	2.0415	1.8372	1.5893	2.0762	1.9559	2.0056	1.8819	1.6654	1.7547	1.2351	1.436	1.3731	1.275	1.1534	1.098	0.852	0.8246	0.7541
47	50272685	4.0648	3.7281	3.6033	3.4351	3.2591	4.0719	4.0321	3.2383	3.1605	3.8387	3.7226	3.5829	4.0666	4.0266	4.1837	4.1358	4.9687	4.7779	4.4297	4.3194	4.2929	4.0274	3.9528	2.1566	2.0557	2.0076	1.9396	1.5063	2.1704	2.0377	1.837	1.5019	2.0762	1.943	2.001	1.8814	1.6328	1.7541	1.0661	1.436	1.3725	1.2723	1.1423	1.0904	0.8495	0.8246	0.7541
48	50272735	4.069	3.7282	3.6039	3.4658	3.3218	4.0736	4.0331	3.2667	3.1607	3.8388	3.7229	3.5934	4.0672	4.0263	4.1849	4.1357	4.9974	4.7779	4.6237	4.4295	4.3016	4.0819	3.9975	2.1566	2.0455	1.9997	1.9365	1.5132	2.1704	2.0352	1.837	1.5425	2.0762	1.9381	2.0029	1.8816	1.6437	1.7541	1.1679	1.436	1.3726	1.2728	1.1432	1.091	0.8494	0.8246	0.7541
49	50272736	4.0697	3.7282	3.604	3.4671	3.3185	4.0782	4.0371	3.3012	3.1607	3.8389	3.7233	3.6011	4.0735	4.0313	4.1883	4.1381	4.9614	4.7778	4.4296	4.3366	4.2985	4.0311	3.9549	2.1566	2.0694	2.0139	1.9431	1.5132	2.1704	2.0502	1.8373	1.5124	2.0762	1.9628	2.0058	1.8819	1.6464	1.7547	1.2079	1.436	1.3737	1.2784	1.1718	1.105	0.8603	0.8246	0.7541
50	8961	3.6167	3.173	3.0163	2.717	2.5127	4.0381	3.6359	2.5309	2.3704	3.3029	3.1411	2.9234	4.0342	3.6499	4.1348	3.7808	4.781	4.3899	3.9811	3.6778	3.4386	3.2379	2.9417	2.1557	1.9488	1.5065	1.4359	0.6744	2.1593	1.9017	1.1958	0.8968	2.0685	1.7537	1.4927	1.3489	1.0023	1.2358	0	1.4271	1.1386	0.7541	0.6055	0.2477	0.1679	0	0
51	50199522	3.6324	3.301	3.0926	3.0677	2.7022	3.9986	3.5866	2.6191	2.5775	3.4491	3.2538	3.2011	3.9999	3.5807	4.1014	3.7347	5.0413	4.5349	4.3629	4.1792	3.8392	3.5549	3.2852	2.1471	1.8108	1.7514	1.5591	0.9524	2.138	1.8159	1.4543	1.0601	2.0384	1.6664	1.6427	1.4667	1.0959	1.4162	0.5238	1.4654	0.9485	0.8397	0.7884	0.5664	0.295	0.1646	0
52	50272628	4.0738	3.7327	3.6122	3.5315	3.3679	4.0787	4.0375	3.3159	3.1551	3.8413	3.7246	3.613	4.0716	4.0305	4.1855	4.1371	6.8201	5.1415	4.9308	4.774	4.4095	4.3123	4.2131	2.1565	2.0322	2.0053	1.9282	1.4968	2.1699	2.0322	1.8191	1.4943	2.0756	1.9528	2.0043	1.8771	1.6405	1.7558	1.167	1.4337	1.3475	1.2117	1.1436	1.0859	0.8246	0.7554	0.7262
53	50272629	4.0698	3.748	3.6111	3.5301	3.3701	4.0773	4.0356	3.3191	3.148	3.8523	3.723	3.6132	4.0705	4.0292	4.1834	4.1346	6.8201	5.1429	4.9308	4.7756	4.4357	4.2782	4.213	2.1563	2.0334	2.008	1.9262	1.4857	2.1674	2.0346	1.8185	1.4853	2.0738	1.9528	2.0104	1.8777	1.643	1.7637	1.1595	1.4308	1.3483	1.2102	1.1433	1.0895	0.8246	0.7556	0.728
54	50272630	4.07	3.7471	3.6112	3.5299	3.3687	4.0774	4.0358	3.3172	3.1523	3.8516	3.723	3.6126	4.0706	4.0294	4.1835	4.1347	6.8201	5.1427	4.9308	4.7768	4.4427	4.272	4.2129	2.1563	2.0333	2.0079	1.926	1.4943	2.1675	2.0344	1.8179	1.4912	2.074	1.9528	2.0102	1.8777	1.642	1.7631	1.1649	1.4313	1.3482	1.2107	1.1434	1.0882	0.8246	0.7549	0.7281
55	50272631	4.0744	3.73	3.6123	3.531	3.3654	4.0792	4.0382	3.3126	3.1607	3.8393	3.7246	3.6117	4.0721	4.0311	4.1858	4.1374	6.8201	5.1405	4.9308	4.7778	4.4289	4.2975	4.2132	2.1565	2.032	2.0049	1.9276	1.5063	2.1704	2.0319	1.8176	1.5019	2.0762	1.9528	2.0035	1.8771	1.6383	1.7541	1.17	1.4357	1.3473	1.2135	1.1438	1.0819	0.8246	0.7542	0.7262
56	50272632	4.0747	3.7314	3.5966	3.4997	3.3475	4.0805	4.0413	3.3107	3.0721	3.8403	3.7078	3.5979	4.0748	4.0351	4.1885	4.1414	5.1428	4.9462	4.7786	4.4356	4.3033	4.2306	4.0163	2.1116	2.047	1.9815	1.8764	1.5132	2.1373	2.035	1.7699	1.6189	2.0462	1.9562	1.9835	1.8452	1.6578	1.7231	1.1708	1.3828	1.3036	1.2084	1.1685	1.1137	0.8724	0.8309	0.8246
