No.	NAME	X1A	X2A	X3A	X5A	X2v	X4v	X0Av	X1Av	X3Av	X5Av	X3sol	RDCHI
1211	50038733	0.4474	0.2801	0.1738	0.0682	7.7119	4.5707	0.6375	0.3671	0.1177	0.036	9.0362	3.7229
1212	50037138	0.4406	0.2873	0.1905	0.0812	7.7157	4.2327	0.5929	0.3428	0.1175	0.0403	9.523	4.0766
1213	50037139	0.4527	0.2885	0.1865	0.0761	7.5299	3.7554	0.5766	0.3164	0.0934	0.0287	11.0025	4.2621
1214	50037141	0.4445	0.2861	0.1866	0.0796	8.7475	4.9001	0.613	0.3563	0.1183	0.0409	10.4477	4.2997
1215	50037140	0.439	0.2851	0.1869	0.0789	9.6676	5.366	0.5896	0.3367	0.113	0.0377	12.1491	4.7342
1216	50037142	0.4534	0.2912	0.1888	0.0768	7.4795	3.7374	0.575	0.3256	0.0987	0.0303	10.5749	4.2506
1217	50037143	0.4425	0.289	0.1912	0.0813	8.0735	4.4038	0.598	0.3474	0.1194	0.0402	9.7506	4.1661
1218	50037144	0.4564	0.2813	0.1856	0.0769	7.806	4.2802	0.619	0.3357	0.1038	0.0338	10.7673	4.1535
1219	50037145	0.4732	0.3185	0.2172	0.1	6.4501	2.8344	0.6051	0.3537	0.1215	0.0418	7.8205	4.1275
1220	50037148	0.459	0.2845	0.1878	0.078	8.5131	4.6337	0.6246	0.3453	0.1087	0.0358	11.2673	4.3989
1221	50037146	0.4693	0.3166	0.2126	0.0938	6.888	2.9774	0.5834	0.335	0.1114	0.0374	8.93	4.3378
1222	50037147	0.4457	0.2884	0.1945	0.0812	8.7705	4.7354	0.6062	0.3468	0.1199	0.04	10.8947	4.4475
1223	50037150	0.4433	0.2893	0.1908	0.0806	8.8891	4.8433	0.613	0.3539	0.1226	0.0422	10.4967	4.2473
1224	50037151	0.4737	0.2996	0.2027	0.0905	6.9601	3.3108	0.6303	0.3468	0.1093	0.0362	9.3263	4.2205
1225	50037149	0.4586	0.2987	0.2006	0.0872	7.8292	3.9661	0.617	0.3635	0.122	0.0405	9.4283	4.2673
1226	50037153	0.4534	0.2921	0.1853	0.0765	7.5713	3.8052	0.575	0.3256	0.0948	0.03	10.378	4.2098
1227	50037152	0.4717	0.2975	0.2012	0.0877	7.3378	3.552	0.626	0.3458	0.1095	0.0369	9.8601	4.2365
1228	50037156	0.4577	0.2829	0.1867	0.0774	8.1596	4.457	0.6219	0.3406	0.1063	0.0348	11.0173	4.2771
1229	50037154	0.4699	0.314	0.2084	0.0964	7.1679	3.2172	0.6065	0.3471	0.1143	0.0408	8.9608	4.2294
1230	50037155	0.4667	0.3128	0.2055	0.0913	7.6059	3.3602	0.5867	0.3307	0.1065	0.037	10.0703	4.4373
1231	50037157	0.4444	0.2905	0.1927	0.0823	8.4228	4.5504	0.6011	0.3529	0.1222	0.0422	10.023	4.2218
1232	50004020	0.4386	0.28	0.1823	0.0774	7.3013	4.0287	0.5744	0.3254	0.1036	0.0348	9.8422	3.9666
1233	50037161	0.4518	0.29	0.1865	0.0765	8.2069	4.4908	0.5955	0.3509	0.1129	0.0392	10.2584	4.128
1234	50037162	0.449	0.2929	0.1856	0.076	7.033	3.3979	0.5656	0.3114	0.0921	0.0282	9.8347	4.0634
1235	50037163	0.4537	0.2877	0.1876	0.0813	7.7406	4.4241	0.6166	0.3685	0.1221	0.0451	9.1948	3.9423
1236	50037164	0.4421	0.2877	0.1888	0.0794	10.3747	5.7041	0.5963	0.3451	0.1168	0.0393	12.6476	4.7907
1237	50004031	0.4347	0.2782	0.1751	0.0704	6.9602	3.8699	0.5447	0.299	0.0896	0.028	10.3305	3.8838
1238	50037165	0.4478	0.2891	0.1887	0.0801	9.4546	5.2382	0.6191	0.3647	0.1224	0.0426	10.9462	4.3935
1239	50037171	0.4396	0.2862	0.1886	0.08	8.182	4.4946	0.606	0.3441	0.1182	0.0404	9.9982	4.1218
1240	50037167	0.4552	0.2846	0.1874	0.0778	7.4798	4.0473	0.6157	0.3404	0.1073	0.0351	9.9318	4.046
1241	50037166	0.4532	0.2864	0.1849	0.0757	7.4902	3.8009	0.5766	0.3166	0.0926	0.0285	11.094	4.2357
1242	50037169	0.4457	0.2887	0.1932	0.0816	8.7739	4.7753	0.6062	0.3468	0.1194	0.0402	10.8197	4.4259
1243	50037174	0.4461	0.2918	0.1947	0.0832	8.7616	4.8039	0.6056	0.357	0.1251	0.0435	10.3173	4.4177
1244	50037172	0.4548	0.2919	0.1963	0.0843	7.2367	3.7641	0.6044	0.3348	0.1134	0.0395	9.4219	4.034
1245	50037173	0.4427	0.2839	0.1875	0.0796	8.3401	4.7264	0.6096	0.3516	0.1184	0.0404	10.3126	4.2035
1246	50037170	0.4502	0.2884	0.1853	0.076	6.8104	3.3913	0.5656	0.314	0.092	0.0283	10.0084	4.0029
1247	50037177	0.4444	0.2903	0.1938	0.0826	8.408	4.5879	0.6019	0.3523	0.123	0.0418	10.0757	4.2935
1248	50004010	0.4363	0.2816	0.1797	0.0729	7.413	3.985	0.5505	0.3044	0.0943	0.0303	10.6031	4.0219
1249	50037168	0.4596	0.2941	0.1974	0.0851	8.1555	4.199	0.6203	0.3573	0.1168	0.0383	10.2639	4.3702
1250	50037175	0.4537	0.2877	0.1876	0.0813	6.7226	3.4149	0.5906	0.3364	0.1006	0.0325	9.1948	3.9423
1251	50004040	0.4383	0.2829	0.1818	0.0737	7.7427	4.1819	0.5559	0.3105	0.098	0.0317	10.9058	4.1526
1252	50037178	0.4737	0.2996	0.2027	0.0905	7.3877	3.6545	0.6406	0.3588	0.1179	0.0413	9.3263	4.2205
1253	50037186	0.4534	0.2915	0.1877	0.0771	7.5175	3.7448	0.575	0.3256	0.0976	0.0304	10.5084	4.2513
1254	50037179	0.4462	0.2866	0.1914	0.0813	8.7343	4.8207	0.6062	0.347	0.1181	0.0399	10.9113	4.3992
1255	50037180	0.4707	0.296	0.2002	0.0871	6.9842	3.3752	0.6232	0.3407	0.1066	0.0355	9.6101	4.1137
1256	50037181	0.4527	0.2882	0.1878	0.0757	7.5264	3.7156	0.5766	0.3164	0.0938	0.0286	11.0774	4.2835
1257	50037183	0.4462	0.2871	0.1897	0.0802	9.0472	5.0645	0.6161	0.3606	0.1226	0.0423	10.8111	4.3115
1258	50037184	0.4518	0.29	0.1865	0.0765	7.164	3.568	0.5705	0.32	0.0949	0.0293	10.2584	4.128
1259	50037185	0.4548	0.2926	0.1898	0.0778	7.833	3.957	0.5793	0.3309	0.1009	0.0317	10.8165	4.3712
1260	50037159	0.4544	0.2835	0.1825	0.0754	7.831	4.0455	0.582	0.3136	0.09	0.028	11.8597	4.3436
1261	50039202	0.4394	0.2876	0.1869	0.0782	10.6019	5.8357	0.6063	0.3445	0.1154	0.0386	12.9731	4.8301
1262	50039201	0.439	0.2885	0.191	0.0808	8.293	4.3651	0.6101	0.3473	0.1191	0.0408	10.2223	4.1393
1263	50037171	0.4396	0.2862	0.1886	0.08	8.182	4.4946	0.606	0.3441	0.1182	0.0404	9.9982	4.1218
1264	50039204	0.439	0.2888	0.1893	0.0798	8.2964	4.4975	0.6101	0.3473	0.1183	0.0402	10.1054	4.1267
1265	50039203	0.439	0.2885	0.191	0.0808	7.8565	4.2391	0.5821	0.3347	0.1143	0.0387	9.523	4.1393
1266	50039206	0.4425	0.289	0.1916	0.0818	8.0692	4.3888	0.5971	0.348	0.1197	0.0412	9.773	4.1553
1267	50039207	0.4428	0.2915	0.1932	0.0819	8.5637	4.5568	0.5907	0.345	0.119	0.0406	10.023	4.2843
1268	50037140	0.439	0.2851	0.1869	0.0789	9.6676	5.366	0.5896	0.3367	0.113	0.0377	12.1491	4.7342
1269	50039209	0.4457	0.2887	0.1936	0.0811	8.7853	4.6979	0.6054	0.3474	0.1191	0.0406	10.8419	4.3773
1270	50039210	0.44	0.2891	0.1886	0.0786	9.1163	4.9779	0.625	0.3532	0.1209	0.0409	10.8222	4.2437
1271	50039211	0.4406	0.2864	0.1878	0.0787	10.0212	5.5463	0.5931	0.341	0.1148	0.0384	12.3976	4.7492
1272	50039212	0.4415	0.2878	0.1898	0.0797	8.5356	4.6856	0.6096	0.3492	0.1203	0.0409	10.2467	4.1857
1273	50039213	0.441	0.2903	0.1904	0.0805	8.65	4.6675	0.6135	0.3522	0.1204	0.0412	10.3554	4.2054
1274	50037164	0.4421	0.2877	0.1888	0.0794	10.3747	5.7041	0.5963	0.3451	0.1168	0.0393	12.6476	4.7907
1275	50037183	0.4462	0.2871	0.1897	0.0802	9.0472	5.0645	0.6161	0.3606	0.1226	0.0423	10.8111	4.3115
1276	50039214	0.4422	0.2856	0.1915	0.08	8.0782	4.3802	0.5981	0.3375	0.1146	0.0387	10.3419	4.2336
1277	50039216	0.4461	0.292	0.1938	0.0828	8.7763	4.7272	0.6047	0.3575	0.1246	0.043	10.273	4.3055
1278	50039215	0.4396	0.2859	0.1898	0.0802	8.2287	4.4541	0.6101	0.3475	0.1197	0.0406	10.4368	4.1109
1279	50039217	0.4422	0.2859	0.1901	0.0804	8.0816	4.4201	0.5981	0.3375	0.1142	0.0388	10.267	4.2117
1280	50039219	0.4435	0.2923	0.1908	0.0809	8.8642	4.7353	0.5812	0.3365	0.1144	0.0393	11.0644	4.4067
1281	50037138	0.4406	0.2873	0.1905	0.0812	7.7157	4.2327	0.5929	0.3428	0.1175	0.0403	9.523	4.0766
1282	50039218	0.4462	0.2868	0.1905	0.0811	8.749	4.7833	0.6054	0.3476	0.1174	0.0404	10.8585	4.3292
1283	50039220	0.439	0.2851	0.187	0.0785	9.6676	5.3414	0.5896	0.3367	0.1131	0.0374	12.156	4.7008
1284	50039221	0.4428	0.2918	0.1915	0.081	8.9262	4.7775	0.6122	0.3547	0.1221	0.0418	10.3432	4.272
1285	50039222	0.4462	0.2877	0.188	0.0795	9.1011	4.9792	0.6161	0.3606	0.1212	0.0413	10.7167	4.4031
1286	50039225	0.4428	0.2918	0.1915	0.081	9.0035	4.8152	0.6168	0.3568	0.1229	0.042	10.6054	4.272
1287	50039223	0.439	0.2888	0.1893	0.0798	8.2191	4.4598	0.6051	0.345	0.1175	0.0399	9.8432	4.1267
1288	50039224	0.4444	0.2905	0.1927	0.0823	8.4228	4.5644	0.6011	0.3529	0.1221	0.0423	10.023	4.2218
1289	50039227	0.4396	0.2859	0.1898	0.0802	7.8215	4.2586	0.5821	0.3349	0.1127	0.0386	9.523	4.1109
1290	50039228	0.4457	0.289	0.1923	0.0815	8.7887	4.7378	0.6054	0.3474	0.1187	0.0407	10.767	4.3558
1291	50037165	0.4478	0.2891	0.1887	0.0801	9.4546	5.2382	0.6191	0.3647	0.1224	0.0426	10.9462	4.3935
1292	50039226	0.439	0.2888	0.1893	0.0798	7.86	4.2846	0.5821	0.3347	0.1138	0.0388	9.523	4.1267
1293	50039230	0.44	0.2895	0.1887	0.0799	8.1571	4.4177	0.5725	0.3262	0.1098	0.0374	10.5644	4.2626
1294	50037141	0.4445	0.2861	0.1866	0.0796	8.7475	4.9001	0.613	0.3563	0.1183	0.0409	10.4477	4.2997
1295	50037150	0.4433	0.2893	0.1908	0.0806	8.8891	4.8433	0.613	0.3539	0.1226	0.0422	10.4967	4.2473
1296	50039231	0.4478	0.2891	0.1891	0.0794	9.4546	5.1829	0.6191	0.3647	0.1235	0.0415	10.9667	4.5105
1297	50039232	0.4428	0.2918	0.1915	0.081	8.5671	4.6023	0.5907	0.345	0.1186	0.0407	10.023	4.272
1298	50037173	0.4427	0.2839	0.1875	0.0796	8.3401	4.7264	0.6096	0.3516	0.1184	0.0404	10.3126	4.2035
1299	50039229	0.4406	0.2873	0.1905	0.0812	7.7157	4.2187	0.5929	0.3428	0.1175	0.0401	9.523	4.0766
1300	50004000	0.4304	0.2678	0.1642	0.063	5.9511	3.7767	0.6217	0.3156	0.0962	0.0294	8.0467	3.0523
1301	50040617	0.456	0.3028	0.2016	0.0885	8.5185	4.6441	0.6322	0.3762	0.1428	0.0546	9.1337	4.1655
1302	50040620	0.4532	0.305	0.2023	0.0869	8.0554	3.8062	0.6228	0.3499	0.1223	0.0425	9.8573	4.2335
1303	50040621	0.4537	0.3033	0.2014	0.0894	7.2628	3.6058	0.6067	0.3454	0.1201	0.0424	8.3897	4.0644
1304	50040622	0.4388	0.2826	0.1818	0.0735	10.0763	5.3195	0.5771	0.3191	0.0981	0.0299	14.08	4.9146
1305	50040623	0.4572	0.2979	0.198	0.0866	8.8956	4.8916	0.6504	0.3734	0.1362	0.0515	9.9621	4.2885
1306	50040624	0.4501	0.3002	0.1976	0.0861	9.055	4.4044	0.5911	0.331	0.1094	0.0361	11.7229	4.8312
1307	50040625	0.4537	0.3033	0.2014	0.0894	7.5979	3.7563	0.6306	0.3565	0.1264	0.0445	8.9235	4.0644
1308	50040627	0.4483	0.3094	0.196	0.0859	7.8615	3.8331	0.5872	0.332	0.1143	0.0393	8.7099	4.243
1309	50040628	0.456	0.3019	0.201	0.0873	7.844	3.8432	0.6107	0.34	0.1167	0.0401	9.9088	4.3033
1310	50032391	0.4553	0.3047	0.2022	0.0892	7.4781	3.6684	0.6067	0.3455	0.1205	0.0427	9.1579	4.1724
1311	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
1312	50040629	0.4487	0.3079	0.197	0.0836	8.1872	3.8895	0.5786	0.3256	0.1104	0.0386	9.5686	4.4144
1313	50040630	0.4491	0.3151	0.1972	0.0876	8.898	4.7175	0.6054	0.3566	0.1357	0.0509	9.2086	4.3938
1314	50040631	0.4553	0.3047	0.2022	0.0892	7.0698	3.4737	0.5765	0.3314	0.1149	0.0407	8.8958	4.1724
1315	50040633	0.4553	0.306	0.2032	0.0905	6.9979	3.4685	0.6137	0.349	0.1237	0.0434	8.3897	4.031
1316	50040632	0.4391	0.285	0.1841	0.0752	9.7504	5.0213	0.5792	0.3196	0.0987	0.0302	13.514	4.9062
1317	50040634	0.4543	0.2998	0.2027	0.0885	7.507	3.753	0.6315	0.3557	0.1284	0.0442	9.3278	4.0436
1318	50040637	0.4445	0.2932	0.1923	0.082	8.1801	4.1167	0.5917	0.3282	0.1073	0.0359	10.8384	4.4672
1319	50040635	0.4532	0.3057	0.2008	0.0867	7.9165	3.8481	0.618	0.3476	0.1215	0.0418	9.4991	4.2435
1320	50040636	0.438	0.2824	0.1808	0.0742	9.7471	5.2482	0.5841	0.3238	0.1008	0.0313	13.2793	4.8246
1321	50040641	0.456	0.3025	0.2033	0.0881	7.5114	3.7342	0.6224	0.3478	0.1225	0.0421	9.2086	4.1873
1322	50040640	0.4532	0.306	0.1993	0.0874	7.5579	3.7133	0.6015	0.3364	0.1155	0.0395	9.4311	4.2156
1323	50040638	0.4553	0.306	0.2032	0.0905	6.7407	3.3614	0.5862	0.3391	0.1206	0.0425	8.1275	4.031
1324	50040639	0.4569	0.307	0.2063	0.0914	7.0889	3.5054	0.5909	0.3433	0.1242	0.0437	8.4595	4.1557
1325	50040643	0.4487	0.3079	0.197	0.0836	10.4243	4.5629	0.624	0.3869	0.1335	0.0443	11.2614	4.4144
1326	50040642	0.4562	0.3103	0.1995	0.0891	7.2582	3.6229	0.5746	0.3289	0.117	0.0408	8.7786	4.2216
1327	50040645	0.4565	0.299	0.2006	0.0865	8.0855	4.1675	0.6219	0.3541	0.1235	0.0425	10.1843	4.2395
1328	50040649	0.4553	0.306	0.2032	0.0905	7.149	3.5814	0.6189	0.3542	0.1268	0.0448	8.3897	4.031
1329	50040646	0.456	0.3016	0.2024	0.086	7.8406	3.8213	0.6107	0.34	0.1171	0.0403	9.9769	4.3258
1330	50040647	0.4553	0.306	0.2032	0.0905	6.7532	3.3604	0.5909	0.3403	0.1205	0.0424	8.1275	4.031
1331	50040650	0.4576	0.3111	0.2021	0.0909	7.597	3.7755	0.5792	0.3336	0.1205	0.0426	9.0951	4.3421
1332	50040651	0.4552	0.2986	0.1965	0.0839	8.2582	4.0697	0.6095	0.3277	0.1081	0.0366	11.0716	4.499
1333	50040652	0.4569	0.307	0.2063	0.0914	7.4971	3.6796	0.6223	0.3579	0.1312	0.0462	8.7482	4.1557
1334	50040653	0.4553	0.306	0.2032	0.0905	7.0188	3.4951	0.6137	0.3487	0.1245	0.0436	8.3897	4.031
1335	10404	0.4224	0.26	0.1571	0.0601	6.4279	4.0773	0.5954	0.3153	0.0936	0.028	8.638	3.1166
1336	50040654	0.4538	0.3018	0.2034	0.0879	7.9274	3.7908	0.6189	0.3467	0.1244	0.0428	9.9599	4.1863
1337	50040656	0.4539	0.3031	0.1942	0.0866	7.9586	3.9492	0.5851	0.3299	0.1112	0.0384	10.1654	4.3167
1338	50040659	0.4553	0.306	0.2032	0.0905	7.0246	3.4966	0.6137	0.3487	0.124	0.0434	8.3897	4.031
1339	50040660	0.4488	0.2922	0.1966	0.0795	7.7279	3.7412	0.5659	0.3156	0.098	0.0336	8.3897	4.2069
1340	50040657	0.4571	0.2973	0.1976	0.0849	8.1818	4.0564	0.6143	0.3355	0.1116	0.0381	10.7373	4.4244
1341	50040661	0.4581	0.3008	0.2041	0.0889	8.1045	4.1944	0.6369	0.366	0.1331	0.0465	9.7676	4.2245
1342	50040658	0.4537	0.3027	0.2044	0.0886	7.5982	3.7021	0.6315	0.3553	0.1306	0.045	9.1916	4.0455
1343	50040655	0.4495	0.2962	0.1968	0.0839	9.3846	4.6081	0.5885	0.3301	0.1083	0.0365	12.4616	4.8895
1344	50004687	0.4766	0.3258	0.2174	0.0922	2.456	0.8369	0.5938	0.307	0.0878	0.0255	3.4776	2.3815
1345	50004688	0.4842	0.3272	0.2255	0.1013	1.9526	0.6466	0.5639	0.2976	0.0827	0.0249	3.1574	2.3262
1346	50004689	0.4659	0.314	0.2068	0.0905	5.2729	2.0566	0.5517	0.2992	0.0852	0.0254	8.065	3.9756
1347	50004690	0.4665	0.3115	0.2021	0.0908	5.2432	2.0919	0.5517	0.2995	0.0837	0.0256	8.0855	3.942
1348	50004691	0.4659	0.3137	0.2085	0.089	5.2694	2.0338	0.5517	0.2992	0.0857	0.0257	8.133	4.0024
1349	50004692	0.4646	0.3124	0.2074	0.0883	4.9159	1.8886	0.5455	0.2915	0.0814	0.0245	7.883	3.8773
1350	50004693	0.46	0.3168	0.2042	0.0871	5.5405	2.1099	0.545	0.2967	0.0848	0.0255	7.4342	4.0339
1351	50004695	0.4585	0.3158	0.203	0.0864	5.187	1.9647	0.5387	0.2892	0.0807	0.0244	7.1842	3.909
1352	50272761	0.4352	0.2845	0.1798	0.074	7.2267	4.2115	0.5712	0.3209	0.1081	0.0359	9.9917	3.6426
1353	50272614	0.4358	0.2818	0.179	0.0736	7.1532	4.2457	0.5684	0.3199	0.1059	0.0355	9.6646	3.6237
1354	50272613	0.4352	0.2842	0.1814	0.074	7.6197	4.3004	0.5986	0.3331	0.113	0.037	10.364	3.6577
1355	50273276	0.4368	0.2828	0.1805	0.0748	7.0424	4.1647	0.5795	0.3278	0.1111	0.0369	9.6646	3.5964
1356	50004696	0.4381	0.2837	0.1816	0.0737	7.2961	4.2528	0.5664	0.3178	0.1071	0.0359	10.4469	3.7616
1357	50048583	0.4499	0.2752	0.1717	0.0724	4.8449	2.5405	0.5666	0.3056	0.0788	0.0227	7.5569	3.2582
1358	10404	0.4224	0.26	0.1571	0.0601	6.4279	4.0773	0.5954	0.3153	0.0936	0.028	8.638	3.1166
1359	50272839	0.4343	0.2808	0.179	0.0728	7.6264	4.8633	0.6078	0.3544	0.1302	0.0433	10.1374	3.5156
1360	50272801	0.4352	0.2842	0.1814	0.074	7.5424	4.2781	0.5933	0.3307	0.1122	0.0367	10.0753	3.6577
1361	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
1362	50048576	0.4499	0.2812	0.1771	0.0751	4.9012	2.4641	0.5868	0.3245	0.0881	0.0253	7.0849	3.2556
1363	50438545	0.4788	0.3445	0.2108	0.1039	1.7251	0.5775	0.5242	0.2753	0.079	0.0223	2.5295	2.2032
1364	50438544	0.4842	0.3272	0.2255	0.1013	1.8344	0.6024	0.522	0.273	0.0764	0.0217	3.1574	2.3262
1365	50438544	0.4842	0.3272	0.2255	0.1013	1.8344	0.6024	0.522	0.273	0.0764	0.0217	3.1574	2.3262
1366	50438538	0.463	0.3072	0.205	0.0907	3.9913	1.5342	0.537	0.2754	0.0764	0.0216	6.7652	3.4589
1367	50438537	0.4549	0.2995	0.1942	0.0863	4.9943	2.1888	0.5369	0.2878	0.0805	0.0231	7.9639	3.7398
1368	50438536	0.4594	0.3118	0.2078	0.0918	4.0459	1.4961	0.5434	0.2837	0.0822	0.0223	6.4405	3.3524
1369	50438541	0.4594	0.3123	0.2046	0.0906	3.8031	1.396	0.5158	0.27	0.0749	0.0207	6.3414	3.3647
1370	50438540	0.4655	0.3104	0.2104	0.0926	3.8332	1.4497	0.5454	0.2818	0.0811	0.0224	6.3134	3.4373
1371	50438543	0.4654	0.3165	0.2113	0.0978	3.4707	1.2988	0.532	0.284	0.0814	0.0233	5.4945	3.2711
1372	50048584	0.4499	0.2752	0.1717	0.0724	4.8926	2.5712	0.5685	0.3078	0.0797	0.023	7.5569	3.2582
1373	50048588	0.4466	0.2809	0.1696	0.0706	5.2892	2.732	0.5846	0.3129	0.081	0.0232	7.8027	3.3014
1374	50048587	0.4459	0.278	0.1721	0.0736	5.0024	2.6183	0.5976	0.3207	0.0845	0.0252	7.2269	3.1833
1375	50048611	0.4499	0.2752	0.1717	0.0724	5.1982	2.8023	0.6028	0.3311	0.0866	0.0255	7.5569	3.2582
1376	50438542	0.4627	0.3119	0.2076	0.0951	3.6188	1.3514	0.5235	0.2768	0.0774	0.022	6.0214	3.3052
1377	8960	0.4411	0.2779	0.1814	0.0745	8.0705	4.712	0.6006	0.33	0.1084	0.0368	10.5196	4.0663
1378	50438539	0.4663	0.3032	0.2019	0.0904	4.1744	1.6928	0.5563	0.2803	0.0779	0.0223	7.067	3.5451
1379	50002837	0.4392	0.2837	0.1807	0.0753	7.5092	4.0169	0.574	0.3162	0.0979	0.0305	10.3019	4.0518
1380	50002839	0.4411	0.285	0.1832	0.0768	7.9149	4.198	0.5786	0.3212	0.102	0.0324	10.627	4.1813
1381	50002841	0.4407	0.2815	0.1825	0.0752	8.0851	4.256	0.5768	0.317	0.098	0.031	11.3142	4.1982
1382	50002842	0.4443	0.2813	0.1815	0.0735	8.3457	4.3317	0.5724	0.307	0.0929	0.0287	12.1605	4.415
1383	50002843	0.4388	0.285	0.1834	0.0739	7.9794	4.0296	0.5473	0.3022	0.0923	0.0286	11.5545	4.2727
1384	50002844	na	na	na	na	na	na	na	na	na	na	na	na
1385	50002845	0.4385	0.2818	0.1828	0.0725	8.361	4.2664	0.5598	0.3048	0.0925	0.0281	12.2486	4.2874
1386	50002846	0.4427	0.279	0.1796	0.071	10.24	5.4049	0.5732	0.3086	0.0923	0.0274	14.9054	4.8957
1387	50002848	0.442	0.2781	0.1796	0.0725	10.3961	5.4886	0.5683	0.3049	0.0902	0.0278	15.4484	4.9554
1388	50002849	0.4375	0.281	0.181	0.0717	10.0299	5.2016	0.5481	0.301	0.0896	0.0277	14.8457	4.8353
1389	8960	0.4411	0.2779	0.1814	0.0745	8.0705	4.712	0.6006	0.33	0.1084	0.0368	10.5196	4.0663
1390	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
1391	50002850	0.4392	0.2837	0.1807	0.0753	7.2328	3.7709	0.5543	0.3073	0.0929	0.0294	10.3019	4.0518
1392	50002851	0.4411	0.285	0.1832	0.0768	7.6385	3.952	0.5596	0.3125	0.097	0.0312	10.627	4.1813
1393	50002852	0.4388	0.2801	0.1801	0.0738	7.6144	4.0187	0.5678	0.3101	0.093	0.029	10.9891	4.0688
1394	50002853	0.4407	0.2815	0.1825	0.0752	8.0201	4.1998	0.5725	0.315	0.0969	0.0306	11.3142	4.1982
1395	50002854	0.4384	0.2806	0.1786	0.0726	9.1271	4.8518	0.5589	0.3091	0.0922	0.028	13.0399	4.5875
1396	50002855	0.4399	0.2817	0.1806	0.0738	9.5328	5.0329	0.563	0.3132	0.0955	0.0293	13.365	4.712
1397	8960	0.4411	0.2779	0.1814	0.0745	8.0705	4.712	0.6006	0.33	0.1084	0.0368	10.5196	4.0663
1398	50003948	0.4582	0.2941	0.1927	0.0855	6.5834	2.958	0.5727	0.2935	0.0827	0.0245	10.4061	4.3303
1399	50003954	0.4636	0.2975	0.1871	0.0829	5.7405	2.5361	0.5827	0.2856	0.076	0.0223	9.3537	3.942
1400	50003949	0.4641	0.3032	0.194	0.085	5.5543	2.3022	0.5739	0.2859	0.0779	0.0229	8.9253	3.9668
1401	50003955	0.4592	0.2903	0.1907	0.0836	6.9212	3.1515	0.5783	0.2918	0.0811	0.0239	11.25	4.4446
1402	50003956	0.4592	0.2903	0.1907	0.083	6.9212	3.1542	0.5783	0.2918	0.0811	0.0237	11.25	4.4189
1403	50003957	0.4568	0.2925	0.1918	0.0834	6.7315	2.9978	0.5664	0.289	0.0806	0.0235	10.9328	4.3905
1404	50003958	0.4588	0.2919	0.191	0.0847	6.5487	2.9876	0.5727	0.2937	0.0819	0.0244	10.5062	4.2773
1405	50003959	0.4609	0.2933	0.185	0.082	5.2036	2.3673	0.5513	0.2737	0.0733	0.0213	9.0659	3.6998
1406	50003960	0.4686	0.2948	0.1905	0.0848	5.3741	2.401	0.5797	0.2944	0.0787	0.0236	8.7642	3.823
1407	50003961	0.4621	0.2973	0.1905	0.0842	5.0887	2.2511	0.5583	0.2784	0.0765	0.0226	8.5729	3.7044
1408	50003962	0.4627	0.2967	0.1937	0.0853	5.2246	2.209	0.5994	0.2998	0.0849	0.0255	8.2308	3.5726
1409	50003963	0.4656	0.2933	0.1925	0.0851	5.0132	2.2543	0.5864	0.29	0.0803	0.0238	8.2755	3.6502
1410	50003951	0.4641	0.2884	0.19	0.0825	5.1347	2.3412	0.5781	0.2847	0.0765	0.0228	8.9306	3.6729
1411	50003952	0.4635	0.2914	0.191	0.0821	5.1679	2.3198	0.5781	0.2845	0.0774	0.0226	8.7867	3.7068
1412	50003964	0.4582	0.2938	0.1941	0.0854	6.5799	2.9252	0.5727	0.2935	0.0831	0.0244	10.481	4.3748
1413	50003965	0.463	0.2928	0.1869	0.0828	5.425	2.4625	0.5659	0.2774	0.0752	0.0219	9.3441	3.8263
1414	50022775	0.4565	0.3284	0.2021	0.0838	5.0402	1.2182	0.6608	0.3314	0.0946	0.0274	4.8507	2.6413
1415	50320721	0.4491	0.2882	0.1913	0.0822	2.845	1.1414	0.5733	0.2875	0.0772	0.0216	5.1908	2.525
1416	50004306	0.4288	0.2737	0.1713	0.0684	5.8777	3.0948	0.5688	0.2999	0.0852	0.0242	9.284	3.4774
1417	50004311	0.4288	0.2728	0.1753	0.0695	5.8531	3.0599	0.5688	0.2999	0.0867	0.0249	9.174	3.49
1418	50004312	0.428	0.269	0.1711	0.0685	4.7944	2.6053	0.5479	0.2908	0.0812	0.023	8.3347	3.2961
1419	50004332	0.4272	0.2687	0.1701	0.0684	5.2075	2.9262	0.5667	0.2963	0.0841	0.0237	8.7862	3.3342
1420	50004314	0.4382	0.2787	0.1771	0.0741	6.2439	3.3213	0.5793	0.3141	0.0892	0.0271	9.5912	3.7974
1421	50004334	0.435	0.2778	0.1787	0.0747	5.7466	2.8611	0.5497	0.2943	0.0829	0.0242	9.5148	3.6917
1422	50004315	0.4343	0.2807	0.18	0.0753	5.7728	2.8298	0.5497	0.294	0.0842	0.0241	9.3986	3.7208
1423	50004318	0.435	0.2778	0.1787	0.0747	6.0444	3.0002	0.5737	0.3049	0.0875	0.0252	9.5148	3.6917
