No.	NAME	X1A	X2A	X3A	X5A	X2v	X4v	X0Av	X1Av	X3Av	X5Av	X3sol	RDCHI
1	50262810	0.4444	0.2853	0.1825	0.0778	5.5309	2.6871	0.5695	0.306	0.0882	0.0268	8.0295	3.4867
2	50262811	0.4501	0.2782	0.1821	0.0767	5.9881	3.1071	0.5827	0.3129	0.0892	0.0268	9.2888	3.6634
3	50193452	0.4486	0.2892	0.1852	0.0804	6.238	3.068	0.5809	0.3209	0.0945	0.0302	8.5211	3.7489
4	50262853	0.4472	0.288	0.1849	0.0778	7.3395	3.7277	0.6164	0.3516	0.1096	0.0351	9.0603	3.8199
5	50262850	0.455	0.2845	0.1833	0.0794	6.7413	3.4652	0.5735	0.3128	0.0905	0.029	9.9	4.0036
6	50262850	0.455	0.2845	0.1833	0.0794	6.7413	3.4652	0.5735	0.3128	0.0905	0.029	9.9	4.0036
7	50262813	0.4466	0.2874	0.1838	0.0792	5.8845	2.9151	0.5755	0.3137	0.091	0.0282	8.2711	3.6192
8	50262813	0.4466	0.2874	0.1838	0.0792	5.8845	2.9151	0.5755	0.3137	0.091	0.0282	8.2711	3.6192
9	50262786	0.4565	0.2856	0.1869	0.0806	7.4024	3.8246	0.5998	0.337	0.1003	0.0325	10.2804	4.1742
10	50262848	0.4535	0.2821	0.1845	0.0795	6.6952	3.471	0.5919	0.3258	0.0947	0.0303	9.7804	3.9239
11	50262846	0.4535	0.2828	0.1821	0.0785	6.3877	3.3123	0.5686	0.3063	0.0875	0.0275	9.65	3.8756
12	50262846	0.4535	0.2828	0.1821	0.0785	6.3877	3.3123	0.5686	0.3063	0.0875	0.0275	9.65	3.8756
13	50262809	0.4491	0.2898	0.1862	0.0784	7.6931	3.9044	0.6198	0.3569	0.1124	0.0363	9.3103	3.9464
14	50262808	0.4579	0.2878	0.1857	0.0805	7.4484	3.8187	0.5824	0.3245	0.0962	0.0312	10.4	4.2524
15	50262786	0.4565	0.2856	0.1869	0.0806	7.4024	3.8246	0.5998	0.337	0.1003	0.0325	10.2804	4.1742
16	50262853	0.4472	0.288	0.1849	0.0778	7.3395	3.7277	0.6164	0.3516	0.1096	0.0351	9.0603	3.8199
17	50362874	0.4448	0.2787	0.1835	0.074	8.3413	4.2963	0.6015	0.3157	0.0943	0.0273	12.4802	4.4382
18	50267493	0.4557	0.2884	0.1848	0.0771	10.6202	5.1359	0.5921	0.3115	0.0887	0.0255	15.5196	5.5332
19	50267492	0.4574	0.2865	0.1854	0.077	10.7512	5.3096	0.5946	0.3169	0.0906	0.0261	15.9433	5.588
20	50267494	0.4497	0.2852	0.1832	0.0742	9.0214	4.2576	0.5714	0.2922	0.0807	0.0222	14.2863	5.0284
21	50267495	0.4517	0.2833	0.1839	0.0743	9.1523	4.4449	0.5747	0.2986	0.0829	0.0229	14.7101	5.0833
22	50267496	0.4508	0.2864	0.184	0.075	9.3749	4.4482	0.5747	0.2969	0.0825	0.0231	14.5363	5.1439
23	50267497	0.4528	0.2845	0.1847	0.075	9.5059	4.6219	0.5778	0.3031	0.0846	0.0239	14.9601	5.199
24	50267498	0.4519	0.2875	0.1848	0.0754	9.7285	4.6059	0.5778	0.3014	0.0846	0.024	14.7863	5.2584
25	50267499	0.4538	0.2856	0.1855	0.0754	9.8594	4.7797	0.5808	0.3074	0.0866	0.0247	15.2101	5.3135
26	50267501	0.454	0.2896	0.1864	0.0762	10.4356	4.9595	0.5837	0.3099	0.0886	0.0255	15.2863	5.4849
27	50267500	0.4557	0.2877	0.187	0.0761	10.5666	5.1332	0.5864	0.3154	0.0905	0.0261	15.7101	5.5398
28	8960	0.4411	0.2779	0.1814	0.0745	8.0705	4.712	0.6006	0.33	0.1084	0.0368	10.5196	4.0663
29	50267503	0.4506	0.2866	0.1825	0.0754	8.8797	4.2047	0.5765	0.2958	0.0819	0.0225	13.684	4.9705
30	50267504	0.4527	0.2845	0.1832	0.0758	9.0107	4.3884	0.5798	0.3023	0.0841	0.0233	14.1078	5.0301
31	50267505	0.4517	0.284	0.1815	0.0752	9.206	4.434	0.5809	0.2944	0.081	0.0225	14.5196	5.0787
32	50267506	0.4536	0.2822	0.1822	0.0753	9.337	4.6213	0.5839	0.3006	0.0831	0.023	14.9433	5.1335
33	50267511	0.4518	0.2877	0.1833	0.0762	9.2333	4.3953	0.5798	0.3005	0.0838	0.0234	13.934	5.0859
34	50267512	0.4537	0.2857	0.1841	0.0765	9.3643	4.5654	0.5829	0.3068	0.0859	0.0243	14.3578	5.1458
35	50267514	0.4528	0.2852	0.1823	0.076	9.5595	4.6246	0.5839	0.2989	0.0827	0.0233	14.7696	5.1937
36	50267550	0.4546	0.2833	0.1831	0.076	9.6905	4.7983	0.5867	0.305	0.0848	0.024	15.1933	5.2486
37	50267551	0.4529	0.2888	0.1842	0.0765	9.5869	4.553	0.5829	0.3051	0.0859	0.0243	14.184	5.2004
38	50267552	0.4548	0.2868	0.1849	0.0768	9.7178	4.7232	0.5858	0.3111	0.088	0.0251	14.6078	5.2603
39	50267553	0.4538	0.2863	0.1832	0.0763	9.9131	4.7823	0.5867	0.3033	0.0848	0.0241	15.0196	5.3076
40	50267491	0.4556	0.2844	0.1838	0.0763	10.0441	4.956	0.5895	0.3091	0.0868	0.0248	15.4433	5.3627
41	50267513	0.4549	0.2909	0.1859	0.0773	10.294	4.9066	0.5887	0.3136	0.0901	0.0258	14.684	5.4271
42	50267502	0.4567	0.289	0.1865	0.0776	10.4249	5.0767	0.5914	0.3191	0.092	0.0265	15.1078	5.4868
43	50272619	0.4319	0.2696	0.1738	0.0706	10.303	6.0398	0.5804	0.3264	0.0987	0.0309	14.2503	4.8343
44	50272620	0.4315	0.2709	0.1759	0.0715	10.3312	5.9832	0.5804	0.3263	0.0999	0.0314	14.249	4.9006
45	50272627	0.4319	0.2698	0.173	0.0705	10.301	6.0782	0.5804	0.3264	0.0986	0.0309	14.1889	4.8269
46	50272610	0.433	0.2708	0.1743	0.0699	10.6808	6.2534	0.5858	0.3251	0.0975	0.0306	14.9922	4.9541
47	50272685	0.4302	0.2699	0.1721	0.0716	9.9744	5.9618	0.5889	0.3333	0.1009	0.0321	13.4227	4.7008
48	50272735	0.4319	0.2698	0.173	0.0705	10.3403	6.1147	0.5932	0.3298	0.0996	0.031	14.1889	4.8269
49	50272736	0.4292	0.2716	0.1721	0.0711	10.4778	6.1224	0.5984	0.3353	0.1014	0.0321	13.7652	4.7488
50	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
51	50199522	0.4271	0.2692	0.1601	0.0615	5.4306	3.5723	0.5993	0.32	0.0949	0.0295	7.0465	2.8277
52	50272628	0.4314	0.2695	0.1732	0.0695	10.2611	5.9529	0.5701	0.3176	0.0943	0.0289	14.7227	4.8469
53	50272629	0.431	0.2707	0.1753	0.0703	10.2892	5.8963	0.5701	0.3174	0.0954	0.0293	14.7215	4.9128
54	50272630	0.431	0.2707	0.1753	0.0704	10.2892	5.8932	0.5701	0.3174	0.0954	0.0293	14.7283	4.9069
55	50272631	0.4314	0.2696	0.1725	0.0694	10.259	5.9913	0.5701	0.3176	0.0943	0.0289	14.6614	4.8397
56	50272632	0.4302	0.2683	0.1721	0.0697	9.9474	5.9165	0.5767	0.3221	0.0968	0.0293	13.9389	4.7596
57	50272633	0.4335	0.2712	0.174	0.0709	10.6545	6.2549	0.5838	0.3306	0.1005	0.0315	14.4389	4.8848
58	50272680	0.4341	0.2755	0.1709	0.0692	10.9435	6.3515	0.5827	0.325	0.0971	0.0299	14.6944	4.9727
59	50272681	0.4284	0.2668	0.1712	0.0693	9.5939	5.7059	0.5729	0.3175	0.0952	0.0292	13.6973	4.5843
60	50272682	0.4302	0.2683	0.1721	0.0699	9.9474	5.9204	0.5767	0.3221	0.0968	0.0301	13.9389	4.7068
61	50272610	0.433	0.2708	0.1743	0.0699	10.6808	6.2534	0.5858	0.3251	0.0975	0.0306	14.9922	4.9541
62	50272735	0.4319	0.2698	0.173	0.0705	10.3403	6.1147	0.5932	0.3298	0.0996	0.031	14.1889	4.8269
63	50272736	0.4292	0.2716	0.1721	0.0711	10.4778	6.1224	0.5984	0.3353	0.1014	0.0321	13.7652	4.7488
64	8961	0.433	0.2713	0.1733	0.0717	4.175	2.4097	0.5775	0.3247	0.0945	0.0299	5.8919	2.7438
65	50199522	0.4271	0.2692	0.1601	0.0615	5.4306	3.5723	0.5993	0.32	0.0949	0.0295	7.0465	2.8277
66	50272619	0.4319	0.2696	0.1738	0.0706	10.303	6.0398	0.5804	0.3264	0.0987	0.0309	14.2503	4.8343
67	50272618	0.4315	0.2709	0.176	0.0716	10.3312	5.9801	0.5804	0.3263	0.0999	0.0313	14.2559	4.8946
68	50272627	0.4319	0.2698	0.173	0.0705	10.301	6.0782	0.5804	0.3264	0.0986	0.0309	14.1889	4.8269
69	50272628	0.4314	0.2695	0.1732	0.0695	10.2611	5.9529	0.5701	0.3176	0.0943	0.0289	14.7227	4.8469
70	50272630	0.431	0.2707	0.1753	0.0704	10.2892	5.8932	0.5701	0.3174	0.0954	0.0293	14.7283	4.9069
71	50272631	0.4314	0.2696	0.1725	0.0694	10.259	5.9913	0.5701	0.3176	0.0943	0.0289	14.6614	4.8397
72	50272633	0.4335	0.2712	0.174	0.0709	10.6545	6.2549	0.5838	0.3306	0.1005	0.0315	14.4389	4.8848
73	50272680	0.4341	0.2755	0.1709	0.0692	10.9435	6.3515	0.5827	0.325	0.0971	0.0299	14.6944	4.9727
74	50272681	0.4284	0.2668	0.1712	0.0693	9.5939	5.7059	0.5729	0.3175	0.0952	0.0292	13.6973	4.5843
75	50272685	0.4302	0.2699	0.1721	0.0716	9.9744	5.9618	0.5889	0.3333	0.1009	0.0321	13.4227	4.7008
76	50151982	0.4352	0.2785	0.1797	0.0739	8.6689	4.6842	0.5609	0.3085	0.0935	0.0291	12.5774	4.6451
77	50272620	0.4315	0.2709	0.1759	0.0715	10.3312	5.9832	0.5804	0.3263	0.0999	0.0314	14.249	4.9006
78	50272629	0.431	0.2707	0.1753	0.0703	10.2892	5.8963	0.5701	0.3174	0.0954	0.0293	14.7215	4.9128
79	50272632	0.4302	0.2683	0.1721	0.0697	9.9474	5.9165	0.5767	0.3221	0.0968	0.0293	13.9389	4.7596
80	50272682	0.4302	0.2683	0.1721	0.0699	9.9474	5.9204	0.5767	0.3221	0.0968	0.0301	13.9389	4.7068
81	50272618	0.4315	0.2709	0.176	0.0716	10.3312	5.9801	0.5804	0.3263	0.0999	0.0313	14.2559	4.8946
82	50451933	0.4527	0.2917	0.1913	0.078	9.7749	4.9619	0.5949	0.3422	0.1109	0.0338	12.4342	4.9818
83	8960	0.4411	0.2779	0.1814	0.0745	8.0705	4.712	0.6006	0.33	0.1084	0.0368	10.5196	4.0663
84	50451936	0.4491	0.2924	0.192	0.0779	9.5018	4.5662	0.6045	0.3432	0.1103	0.0337	11.9064	4.7892
85	50451937	0.4502	0.2891	0.1894	0.0771	9.0678	4.6083	0.5883	0.3336	0.1065	0.032	11.9342	4.7481
86	50451938	0.4462	0.2898	0.1901	0.077	8.7947	4.2127	0.5981	0.3342	0.1056	0.0318	11.4064	4.5533
87	50451948	0.4447	0.2884	0.1891	0.0765	8.4411	4.0359	0.5946	0.3293	0.1032	0.031	11.1564	4.4341
88	50025480	0.4449	0.2754	0.175	0.0712	5.0694	2.5094	0.5605	0.2747	0.0718	0.0196	8.9232	3.4237
89	50049402	0.4424	0.2783	0.1785	0.0716	4.7251	2.2755	0.551	0.2756	0.0735	0.0198	8.2102	3.3268
90	50451949	0.4488	0.2878	0.1885	0.0766	8.7142	4.4315	0.5847	0.329	0.1041	0.0313	11.6842	4.6299
91	50451950	0.4515	0.2904	0.1904	0.0775	9.4213	4.7851	0.5917	0.338	0.1087	0.0329	12.1842	4.8654
92	85573	0.4395	0.2819	0.1817	0.0716	4.3839	2.0413	0.5395	0.2766	0.0753	0.0198	7.4498	3.2166
93	50451961	0.4477	0.2911	0.1911	0.0775	9.1482	4.3894	0.6014	0.3388	0.108	0.0327	11.6564	4.6717
94	50284329	0.4687	0.3057	0.1931	0.0813	6.1948	2.651	0.6189	0.338	0.0953	0.0262	8.1807	3.8338
95	50284331	0.4661	0.3087	0.1969	0.0805	5.9719	2.5095	0.6153	0.3288	0.0952	0.025	7.942	3.806
96	50284335	0.4632	0.3062	0.1921	0.0783	5.3028	2.1854	0.6073	0.3146	0.0857	0.0212	7.3684	3.5568
97	50284333	0.4572	0.2998	0.1907	0.0806	6.7613	3.0646	0.5884	0.3124	0.0883	0.0244	9.6062	4.1649
98	50284336	0.4647	0.3073	0.1957	0.0802	5.6183	2.2848	0.6115	0.322	0.0918	0.0236	7.7004	3.6821
99	50199522	0.4271	0.2692	0.1601	0.0615	5.4306	3.5723	0.5993	0.32	0.0949	0.0295	7.0465	2.8277
100	50284430	0.4675	0.3043	0.1912	0.0804	5.8412	2.5855	0.6153	0.3318	0.0905	0.024	7.9117	3.7301
101	50284424	0.4687	0.3054	0.1943	0.0824	5.7493	2.4603	0.5896	0.3147	0.0896	0.0237	8.2282	3.8582
102	50284433	0.4663	0.3054	0.1944	0.08	4.7341	1.9695	0.5919	0.3121	0.0832	0.0209	7.0671	3.5192
103	50284339	0.4662	0.3019	0.1931	0.0809	5.4338	2.3348	0.6115	0.325	0.0904	0.0229	7.7921	3.6352
104	50284334	0.4626	0.3056	0.1909	0.0811	5.5056	2.2814	0.5951	0.3089	0.0844	0.0214	8.0895	3.6804
105	50284332	0.4675	0.3043	0.1912	0.0804	5.4338	2.323	0.5849	0.3075	0.0843	0.0214	7.9117	3.7301
106	50284431	0.4675	0.3043	0.1912	0.0804	5.4798	2.3521	0.5901	0.31	0.0848	0.0216	7.9117	3.7301
107	50284434	0.4677	0.307	0.196	0.0811	5.0573	2.1216	0.5969	0.3199	0.0879	0.0228	7.3171	3.641
108	50284337	0.4675	0.3031	0.1962	0.0819	5.7493	2.4953	0.6153	0.3318	0.0956	0.0248	8.1086	3.7624
109	50284432	0.469	0.3085	0.1974	0.082	5.4109	2.2996	0.6015	0.3271	0.0917	0.0245	7.5671	3.7631
110	50284338	0.4543	0.2966	0.1898	0.0796	6.6828	3.1608	0.6016	0.323	0.0967	0.028	9.1811	4.0248
111	50199522	0.4271	0.2692	0.1601	0.0615	5.4306	3.5723	0.5993	0.32	0.0949	0.0295	7.0465	2.8277
112	50169856	0.4392	0.2765	0.1802	0.0723	8.1269	4.3124	0.6061	0.3176	0.0981	0.0284	11.5329	4.0929
113	50248848	0.4391	0.2764	0.1789	0.0721	7.637	4.4007	0.5986	0.3256	0.1016	0.0308	10.1947	3.9332
114	50248747	0.4391	0.2761	0.1802	0.0727	7.2647	3.9731	0.591	0.3164	0.0956	0.0276	10.2696	3.9781
115	50169866	0.4396	0.2794	0.1822	0.0745	7.7626	3.9823	0.5969	0.3133	0.0963	0.0289	10.9303	4.1305
116	50169855	0.4407	0.2749	0.1794	0.073	7.8843	4.4089	0.6014	0.3251	0.0989	0.0301	11.1222	4.0302
117	50248712	0.4482	0.281	0.1839	0.0732	6.6118	3.1977	0.609	0.3153	0.0931	0.0261	9.5608	3.7561
118	50169860	0.4443	0.2802	0.1824	0.0714	6.7478	3.1677	0.6118	0.3094	0.0924	0.0243	9.8484	3.6922
119	50169867	0.4449	0.2855	0.1772	0.0721	6.4244	3.127	0.6014	0.3041	0.085	0.0244	8.858	3.622
120	50248784	0.4449	0.2852	0.1787	0.0729	6.888	3.4927	0.6134	0.316	0.0943	0.0293	8.9329	3.657
121	50169850	0.4391	0.2761	0.1802	0.0727	7.1664	3.917	0.5876	0.3149	0.0944	0.0267	10.2696	3.9781
122	50169868	0.4391	0.2764	0.1789	0.0721	7.1699	3.9608	0.5876	0.3149	0.0939	0.0265	10.1947	3.9332
123	50248880	0.4411	0.2779	0.1814	0.0745	7.9871	4.5033	0.6025	0.3313	0.1047	0.034	10.5196	4.0663
124	50248849	0.4391	0.2761	0.1802	0.0727	7.6335	4.3265	0.5986	0.3256	0.1021	0.031	10.2696	3.9781
125	50248819	0.4513	0.2782	0.1843	0.0734	7.1116	3.833	0.6203	0.3339	0.1022	0.0302	9.9495	3.8433
126	50248816	0.4482	0.281	0.1839	0.0732	6.9807	3.551	0.617	0.3253	0.1002	0.0297	9.5608	3.7561
127	50248815	0.4482	0.2813	0.1824	0.0724	6.9841	3.6252	0.617	0.3253	0.0996	0.0295	9.4859	3.7169
128	50248783	0.4449	0.2855	0.1772	0.0721	6.8915	3.5669	0.6134	0.316	0.0937	0.029	8.858	3.622
129	50248780	0.4411	0.2782	0.1801	0.0739	7.6217	4.2119	0.5951	0.3223	0.0978	0.0306	10.4447	4.0191
130	50248746	0.4391	0.2764	0.1789	0.0721	7.2681	4.0351	0.591	0.3164	0.0951	0.0274	10.1947	3.9332
131	50248657	0.4482	0.2813	0.1824	0.0724	6.6153	3.2596	0.609	0.3153	0.0925	0.0259	9.4859	3.7169
132	50248637	0.4449	0.2852	0.1787	0.0729	6.5192	3.1393	0.6051	0.3057	0.0869	0.0256	8.9329	3.657
133	50169862	0.4396	0.2796	0.1809	0.0739	7.766	4.026	0.5969	0.3133	0.0959	0.0287	10.8553	4.0823
134	50169852	0.4407	0.2747	0.1805	0.0731	7.4326	4.0452	0.5911	0.3119	0.0937	0.0265	11.1902	4.0812
135	50169851	0.4407	0.2749	0.1794	0.073	7.436	4.068	0.5911	0.3119	0.0933	0.0265	11.1222	4.0302
136	50169849	0.4411	0.2782	0.1801	0.0739	7.0751	3.7793	0.5812	0.3073	0.0907	0.0266	10.4447	4.0191
137	50169865	0.4407	0.2747	0.1805	0.0731	7.8808	4.3861	0.6014	0.3251	0.0992	0.0301	11.1902	4.0812
138	50169872	0.4411	0.2782	0.1801	0.0739	7.5234	4.1375	0.5918	0.3209	0.0966	0.0298	10.4447	4.0191
139	50169871	0.4387	0.2729	0.1793	0.0713	7.5273	4.2093	0.5977	0.3194	0.0968	0.027	10.9402	3.9962
140	50169859	0.4505	0.2747	0.1826	0.0713	7.0054	3.8517	0.6186	0.3272	0.0961	0.025	10.5891	3.865
141	50169857	0.4513	0.2782	0.1843	0.0734	6.6445	3.4235	0.6093	0.3228	0.094	0.0257	9.9495	3.8433
142	8960	0.4411	0.2779	0.1814	0.0745	8.0705	4.712	0.6006	0.33	0.1084	0.0368	10.5196	4.0663
143	50169851	0.4407	0.2749	0.1794	0.073	7.436	4.068	0.5911	0.3119	0.0933	0.0265	11.1222	4.0302
144	50169869	0.4505	0.275	0.1814	0.0712	7.0089	3.8745	0.6186	0.3272	0.0957	0.0251	10.5211	3.8181
145	50169870	0.4449	0.2852	0.1787	0.0729	6.4209	3.0832	0.6014	0.3041	0.0855	0.0246	8.9329	3.657
146	50169861	0.4443	0.2805	0.1811	0.0713	6.7513	3.1905	0.6118	0.3094	0.092	0.0243	9.7803	3.6524
147	50169849	0.4411	0.2782	0.1801	0.0739	7.0751	3.7793	0.5812	0.3073	0.0907	0.0266	10.4447	4.0191
148	50248879	0.4411	0.2782	0.1801	0.0739	7.9905	4.5775	0.6025	0.3313	0.1041	0.0337	10.4447	4.0191
149	50248818	0.4513	0.2785	0.1829	0.0727	7.1151	3.9072	0.6203	0.3339	0.1016	0.0299	9.8746	3.8004
150	50248781	0.4411	0.2779	0.1814	0.0745	7.6182	4.1499	0.5951	0.3223	0.0983	0.0308	10.5196	4.0663
151	50248714	0.4513	0.2785	0.1829	0.0727	6.7462	3.5416	0.6127	0.3243	0.0948	0.0264	9.8746	3.8004
152	50169854	0.4392	0.2762	0.1813	0.0724	8.1235	4.2896	0.6061	0.3176	0.0984	0.0284	11.6009	4.1447
153	50169863	0.4411	0.2779	0.1814	0.0745	7.52	4.0938	0.5918	0.3209	0.0971	0.0299	10.5196	4.0663
154	50248636	0.4449	0.2855	0.1772	0.0721	6.5226	3.2013	0.6051	0.3057	0.0863	0.0253	8.858	3.622
155	50169853	0.4513	0.2785	0.1829	0.0727	6.648	3.4672	0.6093	0.3228	0.0935	0.0255	9.8746	3.8004
156	50169858	0.4411	0.2779	0.1814	0.0745	7.0717	3.7356	0.5812	0.3073	0.0911	0.0267	10.5196	4.0663
157	50248715	0.4513	0.2782	0.1843	0.0734	6.7428	3.4796	0.6127	0.3243	0.0953	0.0267	9.9495	3.8433
158	50169873	0.4387	0.2732	0.1782	0.0712	7.5307	4.2321	0.5977	0.3194	0.0964	0.0271	10.8722	3.9474
159	50169856	0.4392	0.2765	0.1802	0.0723	8.1269	4.3124	0.6061	0.3176	0.0981	0.0284	11.5329	4.0929
160	50490884	0.4489	0.288	0.1843	0.0774	8.7332	4.9616	0.6256	0.3801	0.124	0.0413	9.7657	4.2712
161	50490937	0.4423	0.2799	0.1833	0.0745	10.1435	5.4005	0.5762	0.3174	0.0933	0.0279	15.0285	4.9877
162	50490938	0.4468	0.2873	0.1892	0.0767	9.5636	4.8002	0.5932	0.3258	0.0977	0.0297	13.6986	4.7349
163	50490939	0.4468	0.2873	0.1892	0.0767	10.0429	5.0091	0.6156	0.3362	0.1014	0.031	13.9608	4.7349
164	50490940	0.4535	0.2902	0.1942	0.0797	7.4219	3.7519	0.5861	0.3273	0.1	0.032	10.6789	4.1624
165	50490941	0.4441	0.2923	0.1927	0.0781	10.0891	4.4749	0.5915	0.3179	0.0978	0.0291	13.8746	4.8197
166	50490943	0.4463	0.2909	0.1891	0.0779	10.2642	4.9424	0.5945	0.324	0.0968	0.0294	13.9968	4.8863
167	50490944	0.4458	0.2898	0.1934	0.0787	9.3986	4.3999	0.584	0.3161	0.0967	0.029	13.5352	4.7661
168	50490945	0.4484	0.2892	0.1884	0.0778	10.4838	5.1271	0.5973	0.3294	0.0978	0.0296	14.3211	4.9458
169	50490946	0.4472	0.2872	0.19	0.0772	10.0086	5.0145	0.5958	0.3247	0.0976	0.0292	14.2471	4.8694
170	50490947	0.4447	0.2934	0.1896	0.077	9.8169	4.7652	0.5597	0.3075	0.0918	0.0279	13.6629	5.0407
171	50490948	0.4477	0.2899	0.1924	0.0789	9.6079	4.6596	0.5872	0.3223	0.0973	0.0295	13.6629	4.8657
172	50490942	0.449	0.2891	0.1921	0.0791	9.1079	4.5441	0.5781	0.3201	0.0961	0.0293	13.2522	4.8063
173	50490949	0.449	0.2852	0.1899	0.0767	9.3094	4.7101	0.5727	0.3156	0.0941	0.0284	13.8602	4.8095
174	50490950	0.4472	0.2853	0.1886	0.0766	9.4318	4.812	0.5896	0.3243	0.0973	0.0294	13.5761	4.7191
175	50490951	0.4446	0.2937	0.1861	0.0774	10.9792	5.2485	0.6014	0.3256	0.0958	0.0294	14.1404	4.9288
176	50490952	0.4502	0.2864	0.1904	0.0784	9.7525	4.9633	0.5903	0.3281	0.0979	0.0296	14.0878	4.9048
177	50490953	0.4432	0.2824	0.1856	0.0765	10.2685	5.3472	0.5743	0.3159	0.0931	0.028	15.2201	5.1137
178	50490941	0.4441	0.2923	0.1927	0.0781	10.0891	4.4749	0.5915	0.3179	0.0978	0.0291	13.8746	4.8197
179	50490954	0.4477	0.2901	0.1912	0.0781	9.6113	4.7455	0.5872	0.3223	0.0968	0.0293	13.5725	4.8539
180	50490955	0.4468	0.2871	0.1904	0.0767	9.4829	4.6864	0.5896	0.3241	0.0976	0.0295	13.52	4.7476
181	50490957	0.4435	0.2926	0.1918	0.0789	9.2789	4.2976	0.5806	0.3094	0.0935	0.0287	13.0453	4.6834
182	50490958	0.4481	0.2881	0.1915	0.0785	9.5568	4.7259	0.5872	0.3224	0.0971	0.0293	13.786	4.8394
183	50490959	0.4419	0.2811	0.1857	0.0751	10.1788	5.3107	0.5762	0.3172	0.0942	0.0282	15.0397	5.0353
184	50490960	0.4468	0.2873	0.1892	0.0767	9.4863	4.7665	0.5896	0.3241	0.0971	0.0295	13.4364	4.7349
185	50369837	0.4367	0.2814	0.1829	0.0774	8.6811	4.852	0.5852	0.3324	0.1086	0.0347	11.1584	4.488
186	50490961	0.4451	0.2924	0.1861	0.077	9.7852	4.8521	0.5597	0.3077	0.0908	0.0275	13.786	4.9699
187	50490956	0.4482	0.2862	0.19	0.0775	8.9829	4.571	0.5803	0.3219	0.0964	0.0294	13.1093	4.6892
188	50490943	0.4463	0.2909	0.1891	0.0779	10.2642	4.9424	0.5945	0.324	0.0968	0.0294	13.9968	4.8863
189	50490962	0.4447	0.2936	0.1888	0.0776	9.8204	4.7959	0.5597	0.3075	0.0915	0.0276	13.5725	5.0087
190	50488643	0.4444	0.2768	0.1732	0.0683	5.7846	2.9582	0.5499	0.2725	0.0738	0.0206	10.0463	3.5833
191	50488644	0.4432	0.2837	0.1788	0.0743	6.8896	3.4139	0.5511	0.2844	0.0786	0.022	11.0858	4.2127
192	50488645	0.447	0.2722	0.1752	0.0692	5.7106	2.9634	0.5766	0.2831	0.0766	0.0215	9.8132	3.5384
193	50488646	0.4431	0.2761	0.1741	0.0707	4.9954	2.6111	0.5604	0.2865	0.0787	0.0222	8.183	3.2759
194	50488647	0.4417	0.2841	0.1813	0.0754	6.5208	3.197	0.5432	0.2858	0.0795	0.0224	10.5158	4.0811
195	50488648	0.4403	0.2801	0.176	0.0703	5.078	2.5535	0.5297	0.274	0.0754	0.0218	8.6255	3.3412
196	50488649	0.4369	0.2839	0.179	0.0747	4.3249	2.184	0.5371	0.2908	0.083	0.0243	6.6224	3.0433
197	50488650	0.4403	0.2786	0.1803	0.0731	4.6612	2.3534	0.5499	0.2884	0.081	0.0237	7.5729	3.1849
198	50488651	0.4449	0.2808	0.1782	0.0728	7.2274	3.6018	0.5581	0.2833	0.0776	0.0213	11.9367	4.2964
199	8960	0.4411	0.2779	0.1814	0.0745	8.0705	4.712	0.6006	0.33	0.1084	0.0368	10.5196	4.0663
200	50488652	0.4403	0.2786	0.1799	0.0725	4.6612	2.3662	0.5499	0.2884	0.081	0.0235	7.5574	3.1958
201	50488653	0.4449	0.2808	0.1782	0.0735	7.2274	3.5972	0.5581	0.2833	0.0776	0.0215	11.9367	4.3294
202	50488654	0.4432	0.2834	0.1799	0.0746	6.8862	3.3861	0.5511	0.2844	0.079	0.0221	11.1539	4.2667
203	50488655	0.4436	0.2819	0.1768	0.0735	6.7421	3.3903	0.5333	0.2779	0.0758	0.0212	11.1386	4.1477
204	50488656	0.4449	0.2751	0.176	0.0697	5.3679	2.771	0.5692	0.2845	0.0782	0.0218	8.9782	3.4424
205	50488657	0.4424	0.2788	0.1767	0.0712	5.0281	2.5527	0.5604	0.2862	0.08	0.0223	8.1268	3.3091
206	50488658	0.4424	0.2792	0.1749	0.0712	5.0316	2.5888	0.5604	0.2862	0.0795	0.0223	8.0433	3.2945
207	50488659	0.4416	0.2851	0.1769	0.0733	6.939	3.4004	0.5294	0.2757	0.0752	0.0209	11.497	4.194
208	50488660	0.4396	0.2876	0.1824	0.0774	6.183	3.0091	0.5342	0.2872	0.0809	0.0234	9.665	3.995
209	50488661	0.4401	0.2855	0.18	0.0764	6.1483	3.0507	0.5342	0.2874	0.0799	0.0229	9.7177	3.9317
210	50488662	0.4431	0.2748	0.1786	0.0714	5.004	2.5586	0.5604	0.2865	0.0788	0.0229	8.3924	3.2955
211	50051350	0.4369	0.2835	0.1812	0.0746	4.3215	2.1479	0.5371	0.2908	0.0836	0.0243	6.706	3.0584
212	50051340	0.4377	0.2801	0.178	0.074	4.2888	2.2063	0.5371	0.2911	0.0819	0.0241	6.7621	3.0236
213	50488663	0.4417	0.2841	0.1813	0.0763	6.5208	3.1924	0.5432	0.2858	0.0795	0.0227	10.5158	4.112
214	50488664	0.4436	0.2815	0.1786	0.0746	6.865	3.4032	0.5511	0.2845	0.0777	0.0219	11.2512	4.1679
