No.	NAME	ringChiralCenter	nLevel1	nLevel3	nLevel4	nLevel5	nLevel6	nLevel7	nLevel8	nLevel9	nLevel10	phLevel1	phLevel2	phLevel3	arLevel1	arLevel3	s1_size	s1_relSize	s2_relSize	s3_relSize	s1_phSize	s2_phSize	s1_phRelSize	s3_phRelSize	s4_phRelSize	s1_phRelSize_2	s2_phRelSize_2	s1_pathLength	s2_pathLength	s3_pathLength	s4_pathLength	s1_relPathLength	s4_relPathLength	s2_relPathLength_2	s1_numSharedNeighbors	s2_numSharedNeighbors	s3_numSharedNeighbors	s4_numSharedNeighbors	s1_numRotBonds	s2_numRotBonds	s3_numRotBonds	s4_numRotBonds	s1_numAroBonds	s2_numAroBonds	s3_numAroBonds	s4_numAroBonds	s34_phRelSize	chiralPhMoment
2267	50093231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2268	50093227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2269	50093232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2270	50093233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2271	50093335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2272	50093234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2273	50093235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2274	50093083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2275	10404	3	3.3333	4	4	2	1.6667	0.6667	0	0	0	0.6667	0.3333	1	0.3333	1.3333	1	0.0476	0.1349	0.2619	0.1667	1	0.0079	0.0635	0.0714	0.0556	0.5119	1.3333	2.3333	5.3333	5.6667	0.0635	0.2698	0.619	0.6667	0.3333	3.6667	3.3333	0	0	0.3333	0.6667	0	0	1.3333	4.6667	0.1349	2.6614
2276	50092610	5	3.2	4.4	4.2	3	2	1	0.4	0	0	0.8	0.8	1.2	0.2	1.4	0.4	0.0167	0.1083	0.2458	0	1.1	0	0.0667	0.1375	0	0.6111	0.4	2.2	5.6	6.4	0.0167	0.2667	0.6	0	0.8	5	4.6	0	0.4	0.8	1	0	0	1.6	6	0.2042	4.9367
2277	50092611	3	3.3333	3.3333	3	2	1.3333	0.6667	0.6667	0	0	0.6667	0.3333	0.6667	0.3333	1.3333	0.6667	0.0333	0.125	0.2833	0	0.8333	0	0.0667	0.0917	0	0.4841	0.6667	2.3333	6	6.3333	0.0333	0.3167	0.7302	0	1	6	5.6667	0	0	0.3333	1	0	0	2.6667	6	0.1583	2.8134
2278	50357212	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0.1429	0.2857	0	1	0	0.1429	0.2857	0	1	0	0	2	2	0	0.2857	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4286	2.8284
2279	10404	3	3.3333	4	4	2	1.6667	0.6667	0	0	0	0.6667	0.3333	1	0.3333	1.3333	1	0.0476	0.1349	0.2619	0.1667	1	0.0079	0.0635	0.0714	0.0556	0.5119	1.3333	2.3333	5.3333	5.6667	0.0635	0.2698	0.619	0.6667	0.3333	3.6667	3.3333	0	0	0.3333	0.6667	0	0	1.3333	4.6667	0.1349	2.6614
2280	8961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2281	50099603	0	3	5	4	3	2	1	1	1	1	1	2	1	0	2	0	0	0.1026	0.2564	0	2	0	0.0256	0.1026	0	0.5	0	3	6	14	0	0.359	0.75	0	0	0	0	0	0	1	8	0	0	10	11	0.1282	5.9161
2282	50103458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2283	50103459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2284	50103460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2285	50103461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2286	50103462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2287	50103463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2288	50103464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2289	50103465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2290	50103466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2291	50103467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2292	50103468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2293	50103470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2294	50103471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2295	50103472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2296	50103473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2297	50103474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2298	50103479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2299	50103480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300	8960	1	3	4	4	3	3	1	2	2	1	0	1	0	0	2	0	0	0.2143	0.25	0	1	0	0.0714	0.0357	0	0.1667	0	6	6	10	0	0.3571	1	0	0	0	0	0	1	1	3	0	2	2	6	0.1071	2.8284
2301	10620	0	3	2	2	1	2	2	1	0	0	1	0	0	1	2	0	0	0.0556	0.1667	0	0	0	0.0556	0.1667	0	0	0	0	2	8	0	0.4444	0	0	0	0	0	0	0	0	3	0	0	0	6	0.2222	4.899
2302	50100596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2303	50103481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2304	50103482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2305	50103483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2306	50103484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2307	50103485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2308	50103486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2309	50103488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310	50103489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2311	8960	1	3	4	4	3	3	1	2	2	1	0	1	0	0	2	0	0	0.2143	0.25	0	1	0	0.0714	0.0357	0	0.1667	0	6	6	10	0	0.3571	1	0	0	0	0	0	1	1	3	0	2	2	6	0.1071	2.8284
2312	50103458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2313	50103459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2314	50103460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2315	50103461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2316	50103462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2317	50103463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2318	50103464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2319	50103465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2320	50103466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2321	50103467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2322	50103468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2323	50103470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2324	50103471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2325	50103472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2326	50103473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2327	50103474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2328	50103479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2329	50103480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2330	50103481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2331	50103482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2332	50103483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2333	50103485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2334	50103486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2335	50103488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2336	50103489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2337	8960	1	3	4	4	3	3	1	2	2	1	0	1	0	0	2	0	0	0.2143	0.25	0	1	0	0.0714	0.0357	0	0.1667	0	6	6	10	0	0.3571	1	0	0	0	0	0	1	1	3	0	2	2	6	0.1071	2.8284
2338	50243981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2339	50099602	0	3	3	4	3	2	1	1	1	1	1	2	0	0	2	0	0	0.0278	0.2778	0	1	0	0.0278	0.1111	0	1	0	0	6	14	0	0.3889	0	0	0	0	0	0	0	1	8	0	0	10	11	0.1389	6
2340	50099601	0	3	5	5	6	2	1	1	1	1	1	2	2	0	2	0	0	0.186	0.2326	0	3	0	0.0233	0.093	0	0.375	0	5	6	14	0	0.3256	0.625	0	0	0	0	0	2	1	8	0	0	10	11	0.1163	6.3246
2341	50099589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2342	50099598	1	3	3	4	3	2	1	1	1	1	1	2	0	0	2	0	0	0.0811	0.2432	0	1.5	0	0.0135	0.1081	0	0.5	0	4	6	14	0	0.3784	1.3333	0	2	2	0	0	0	0	8	0	1	10	11	0.1216	6.1644
2343	50099596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2344	50099597	1	3	5	5	6	2	1	1	1	1	1	2	2	0	2	0	0	0.2045	0.2273	0	0.5	0	0.0795	0.0909	0	0.0556	0	6	5	14	0	0.3182	0.6667	0	2	2	0	0	0	2	8	0	10	1	11	0.1705	7.0711
2345	50100597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2346	50100569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2347	50099570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2348	50099600	2	3	4	4	3	1.5	1	1	1	1	1	1.5	0	0.5	2	0	0	0.0658	0.2434	0	0.75	0	0.0197	0.1184	0	0.1875	0	2	5.5	15	0	0.3947	0.5	0	1	1.5	0.5	0	0	0	8.5	0	0.5	10	11	0.1382	7.2053
2349	50099595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2350	50099599	2	3	6	5	6	1.5	1	1	1	1	1	1.5	2	0.5	2	0	0	0.1111	0.2278	0	0.25	0	0.05	0.1222	0	0.0278	0	3	5	15	0	0.3333	0.3333	0	1	1.5	0.5	0	0	1	9.5	0	5	5.5	11	0.1722	9.3665
2351	50099592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2352	50099591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2353	50099569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2354	50099594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2355	50099590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2356	50099593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2357	50201170	4	3.25	5.75	2.5	1.75	0.5	0.25	0	0	0	0.5	0.5	1.5	0	0	0.625	0.0313	0.1438	0.2563	0.25	0.5	0.0125	0.0563	0.1063	0.1	0.3214	0.75	2.25	4.25	5.75	0.0375	0.2875	0.6429	0.25	0.75	3.25	3.25	0	0	0	0	0	0	0	0	0.1625	3.3496
2358	50201171	2	3.5	6	2.5	1.5	0	0	0	0	0	0.5	0	1.5	0	0	0.5	0.0263	0.1842	0.3289	0.5	0	0.0263	0.0789	0.1053	0.5	0	0	3	4.5	5	0	0.2632	0.8571	0	1	2.5	2.5	0	0	0.5	0.5	0	0	0	0	0.1842	3.4142
2359	50100570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2360	50100571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2361	50100572	0	3	4	3	2	3	2	0	0	0	1	0	0	1	2	0	0	0.0455	0.2727	0	0	0	0.0455	0.1818	0	0	0	0	4	7	0	0.3182	0	0	0	0	0	0	0	0	3	0	0	0	6	0.2273	6.5574
2362	50100573	0	3	4	3	2	3	2	0	0	0	1	0	0	1	2	0	0	0.0455	0.2727	0	0	0	0.0909	0.1818	0	0	0	0	4	7	0	0.3182	0	0	0	0	0	0	0	0	3	0	0	0	6	0.2727	6.6332
2363	50100574	0	3	4	2	2	3	2	0	0	0	1	0	0	1	2	0	0	0.0476	0.2381	0	0	0	0.0476	0.1905	0	0	0	0	3	7	0	0.3333	0	0	0	0	0	0	0	0	3	0	0	0	6	0.2381	6.5574
2364	50100575	0	3	4	2	2	3	2	0	0	0	1	0	0	1	2	0	0	0.0476	0.2381	0	0	0	0.0476	0.1905	0	0	0	0	3	7	0	0.3333	0	0	0	0	0	0	0	2	3	0	0	0	6	0.2381	6.5574
2365	50100576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2366	50100577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2367	50100578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2368	50100579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2369	50100592	0	3	4	3	2	1	2	2	0	0	1	0	0	1	2	0	0	0.0455	0.2727	0	0	0	0.0455	0.1818	0	0	0	0	4	8	0	0.3636	0	0	0	0	0	0	0	0	3	0	0	0	6	0.2273	6.5574
2370	50100593	0	3	4	3	2	1	2	2	0	0	1	0	0	1	2	0	0	0.0455	0.2727	0	0	0	0.0909	0.1818	0	0	0	0	4	8	0	0.3636	0	0	0	0	0	0	0	0	3	0	0	0	6	0.2727	6.6332
2371	50100594	0	3	4	2	2	1	2	2	0	0	1	0	0	1	2	0	0	0.0476	0.2381	0	0	0	0.0476	0.1905	0	0	0	0	3	8	0	0.381	0	0	0	0	0	0	0	0	3	0	0	0	6	0.2381	6.5574
2372	50100595	0	3	4	2	2	1	2	2	0	0	1	0	0	1	2	0	0	0.0476	0.2381	0	0	0	0.0476	0.1905	0	0	0	0	3	8	0	0.381	0	0	0	0	0	0	0	2	3	0	0	0	6	0.2381	6.5574
2373	50199518	3	3.3333	5.3333	2.3333	1.3333	0.3333	0	0	0	0	0.3333	0.3333	1	0	0	0.8333	0.0439	0.1667	0.2982	0.3333	0	0.0175	0.0526	0.0877	0.1333	0	1	3	4.6667	5.3333	0.0526	0.2807	0.9714	0.3333	1	4	4	0	0	0	0	0	0	0	0	0.1404	3.3166
2374	50199519	3	3.3333	6.3333	3.6667	3	1.6667	1.3333	1	1	1	0.3333	0.3333	1.3333	0	0	1.1667	0.0265	0.0795	0.1515	0	0	0	0.0379	0.0985	0	0	1	3	5.3333	22	0.0227	0.5	0.9079	0.3333	1.6667	3.3333	4	0	0	0	15	0	0	0	6	0.1364	7.1709
2375	50199517	6	3.3333	5.8333	3.3333	3	1.8333	2	2.1667	2.8333	2.6667	0.3333	0.3333	1.1667	0	0	1	0.0208	0.0694	0.184	0.1667	0	0.0035	0.0347	0.1493	0.0667	0	1	3	6.6667	14.6667	0.0208	0.3056	0.9397	0.3333	1.3333	8.6667	8.6667	0	0	1	6	0	0	0	0	0.184	12.0231
2376	50199525	3	3.3333	6.3333	3.6667	3	1.6667	1.3333	1	1	1	0.3333	0.3333	1.3333	0	0	1.1667	0.0271	0.0814	0.155	0	0	0	0.0388	0.1008	0	0	1	3	5.3333	18	0.0233	0.4186	0.9079	0.3333	1.6667	3.3333	4	0	0	0	11	0	0	0	11	0.1395	7.1709
2377	50199526	3	3.3333	6.3333	3.6667	3	1.6667	1.3333	1	1	1	0.3333	0.3333	1.3333	0	0	1.1667	0.0271	0.0814	0.155	0	0	0	0.0388	0.124	0	0	1	3	5.3333	21	0.0233	0.4884	0.9079	0.3333	1.6667	3.3333	4	0	0	0	15	0	0	0	6	0.1628	8.7735
2378	50199528	3	3.3333	6.3333	3.6667	3	1.6667	1.3333	1	1	1	0.3333	0.3333	1.3333	0	0	1.1667	0.0254	0.0761	0.1449	0	0	0	0.0362	0.0942	0	0	1	3	5.3333	24	0.0217	0.5217	0.9079	0.3333	1.6667	3.3333	4	0	0	0	17	0	0	0	6	0.1304	7.1709
2379	50199531	6	3.3333	6.3333	3.6667	3	2	1.6667	1.3333	1	1.3333	0.3333	0.3333	1.3333	0	0	1.1667	0.0233	0.07	0.1333	0	0	0	0.0333	0.1667	0	0	1	3	5.3333	17	0.02	0.34	0.9079	0.3333	1.6667	3.3333	4	0	0	0	4	0	0	0	0	0.2	13.7765
2380	50199530	3	3.3333	6.3333	3.6667	3	1.6667	1.3333	1	1	1	0.3333	0.3333	1.3333	0	0	1.1667	0.0248	0.0745	0.1418	0	0	0	0.0355	0.0922	0	0	1	3	5.3333	22	0.0213	0.4681	0.9079	0.3333	1.6667	3.3333	4	0	0	0	15	0	0	0	11	0.1277	7.1709
2381	50199534	6	3.3333	6	3.5	2.8333	2	1.5	1.1667	1	1.3333	0.3333	0.3333	1.1667	0	0	1.1667	0.0248	0.0745	0.1418	0	0	0	0.0355	0.1348	0	0	1	3	5.3333	16	0.0213	0.3404	0.9079	0.3333	1.6667	3.3333	4	0	0	0	5	0	0	0	0	0.1702	10.4193
2382	50199536	6	3.3333	6	3.3333	2.6667	2.3333	2	2	2.3333	3.6667	0.3333	0.3333	1	0	0	1.1667	0.0254	0.0761	0.1449	0	0	0	0.0362	0.1159	0	0	1	3	5.3333	14	0.0217	0.3043	0.9079	0.3333	1.6667	3.3333	4	0	0	0	7	0	0	0	0	0.1522	8.7735
2383	50199521	6	3.3333	6	3.3333	2.6667	2	2	1.6667	1.3333	1	0.3333	0.3333	1	0	0	1.1667	0.0238	0.0714	0.1361	0	0	0	0.034	0.1293	0	0	1	3	5.3333	17	0.0204	0.3469	0.9079	0.3333	1.6667	3.3333	4	0	0	0	6	0	0	0	0	0.1633	10.4193
