No.	NAME	Ro5	DLS_01	DLS_02	DLS_03	DLS_04	DLS_05	DLS_06	DLS_07	DLS_cons	LLS_01	LLS_02	CMC-80	CMC-50	Inflammat-80	Inflammat-50	Depressant-80	Depressant-50	Psychotic-80	Psychotic-50	Hypertens-80	Hypertens-50	Hypnotic-80	Hypnotic-50	Neoplastic-80	Neoplastic-50	Infective-80	Infective-50	QEDu
688	19109	0	0.75	0.8333	1	1	1	1	1	0.9405	0.3333	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562
689	19110	0	0.75	0.8333	1	1	1	1	1	0.9405	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5604
690	19120	1	0.5	0.6667	0.6667	0.8	1	0.6667	1	0.7571	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3218
691	19122	0	1	0.8333	1	1	1	1	1	0.9762	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6393
692	19125	0	0.75	0.6667	1	1	1	1	1	0.9167	0.3333	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6658
693	19126	0	0.75	0.5	1	0.8	1	1	1	0.8643	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6262
694	19129	0	0.75	0.8333	1	1	1	1	1	0.9405	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5932
695	8961	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0.6433
696	8961	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0.6433
697	29390	0	1	1	1	0.8	0.5	1	1	0.9	0.1667	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0.8656
698	29391	0	1	1	1	0.8	0.5	1	1	0.9	0.1667	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.8447
699	29392	0	0.75	1	1	1	0.5	1	1	0.8929	0.1667	0.875	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.7372
700	29393	0	1	1	1	0.8	0.5	1	1	0.9	0.1667	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.5675
701	29394	0	1	1	1	0.8	0.5	1	1	0.9	0.1667	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.5675
702	29395	0	1	1	1	0.8	0.5	1	1	0.9	0.1667	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.5675
703	29396	0	1	1	1	1	0.5	1	1	0.9286	0.1667	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.8411
704	29397	0	0.75	0.8333	1	0.8	0.5	1	1	0.8405	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.5568
705	29398	0	1	1	1	1	0.5	1	1	0.9286	0.1667	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7939
706	29399	0	1	1	1	1	0.5	1	1	0.9286	0.1667	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7939
707	29400	0	1	1	1	1	0.5	1	1	0.9286	0.1667	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7939
708	29401	0	1	1	1	1	1	1	1	1	0.1667	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0.7028
709	29402	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0.8412
710	29403	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0.8412
711	31904	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7507
712	36551	0	1	1	1	0.8	0.5	1	1	0.9	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0.8648
713	86011	0	0.75	1	1	0.6	0	1	1	0.7643	0.8333	0.875	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0.78
714	86793	0	1	1	0.8333	0.8	0.5	1	1	0.8762	0.1667	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0.4052
715	86794	0	0.75	0.5	0.8333	1	1	1	1	0.869	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3319
716	86795	0	0.75	0.5	0.8333	0.6	0.5	1	1	0.7405	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2377
717	86796	0	0.75	0.8333	0.8333	0.8	0.5	1	1	0.8167	0.1667	0.875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.3826
718	86797	0	1	0.6667	0.8333	1	0.5	1	1	0.8571	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3369
719	86799	0	1	0.8333	0.8333	1	1	1	1	0.9524	0.1667	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44
720	91581	0	0.75	0.8333	0.8333	0.9	0.5	0.8333	1	0.8071	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.579
721	152437	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.6144
722	152438	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.6144
723	152439	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.6144
724	152440	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0.6455
725	152441	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0.6685
726	152442	0	1	0.8333	1	0.4	0	0.8333	1	0.7238	0.1667	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0.4188
727	152443	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0.6506
728	152444	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0.6506
729	152445	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0.6506
730	152446	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0.6098
731	152447	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0.6098
732	152448	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0.5656
733	152449	0	1	0.8333	1	0.4	0	1	1	0.7476	0.3333	0.875	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.4741
734	152450	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.5426
735	152451	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.5426
736	152452	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.5908
737	152453	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.6144
738	152454	0	1	0.8333	1	0.4	0	0.8333	1	0.7238	0.3333	0.875	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.3564
739	152455	0	1	0.8333	1	0.4	0	0.8333	1	0.7238	0.3333	0.875	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.3564
740	152456	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.595
741	152457	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.595
742	152458	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.595
743	152459	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.5555
744	152460	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.5555
745	152461	0	1	0.8333	1	0.4	0	1	1	0.7476	0.1667	0.875	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.5129
746	152462	0	0.75	0.8333	0.8333	0.3	0	0.8333	1	0.65	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4303
747	152463	0	1	0.8333	1	0.4	0	0.8333	1	0.7238	0.3333	0.875	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.3564
748	152465	0	1	0.8333	1	0.4	0	0.8333	1	0.7238	0.1667	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.3978
749	152466	0	1	0.8333	1	0.4	0	0.8333	1	0.7238	0.1667	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0.4188
750	152467	0	1	0.8333	1	0.4	0	0.8333	1	0.7238	0.1667	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.4029
751	152468	0	1	0.8333	1	0.4	0	0.8333	1	0.7238	0.1667	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.3691
752	152469	0	1	0.6667	1	0.4	0	0.8333	1	0.7	0.1667	0.875	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.3393
753	152470	0	0.75	0.6667	0.8333	0.3	0	0.6667	1	0.6024	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2826
754	152471	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.5441
755	152473	0	1	1	1	0.4	0	0.8333	1	0.7476	0.3333	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0.4616
756	152474	0	1	1	1	0.4	0	1	1	0.7714	0.1667	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.4951
757	152475	0	1	1	1	0.4	0	1	1	0.7714	0.1667	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.5177
758	152476	0	1	1	1	0.4	0	1	1	0.7714	0.1667	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0.4996
759	152477	0	1	1	1	0.4	0	1	1	0.7714	0.1667	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0.4996
760	152512	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0.8742
761	152514	0	1	1	1	1	0.5	1	1	0.9286	0.3333	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0.8769
762	152515	0	1	1	1	1	0.5	1	1	0.9286	0.3333	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0.8769
763	152516	0	1	1	1	1	0.5	1	1	0.9286	0.3333	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0.8401
764	152517	0	1	1	1	1	0.5	1	1	0.9286	0.3333	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0.7682
765	152518	0	1	1	1	1	0.5	1	1	0.9286	0.3333	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0.7615
766	152519	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0.8334
767	10404	0	1	1	1	1	1	1	1	1	0.8333	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0.8448
768	152523	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7936
769	152524	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0.8138
770	152525	0	1	1	1	1	1	1	1	1	0.3333	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0.7714
771	50359393	0	1	0.8333	0.8333	1	0.5	1	1	0.881	0.3333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4052
772	50359397	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5382
773	50359396	0	1	1	0.8333	0.8	0.5	1	1	0.8762	0.3333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4891
774	153654	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0.1183
775	153655	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0.107
776	8961	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0.6433
777	167888	0	1	1	1	0.4	0	1	1	0.7714	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0.6806
778	167896	0	1	1	1	0.4	0	1	1	0.7714	0.6667	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0.6437
779	8960	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0.7811
780	167919	0	1	0.8333	0.8333	0.6	0	1	1	0.7524	0.3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0.4132
781	167930	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0.4895
782	192700	0	0.75	0.5	1	0.8	0.5	1	1	0.7929	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2774
783	170151	0	1	0.5	1	0.4	0	1	1	0.7	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2989
784	170152	0	0.75	0.6667	1	0.4	0	1	1	0.6881	0.1667	0.625	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3157
785	170153	1	0.5	0.5	0.8333	0.3	0	0.8333	1	0.5667	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2912
786	170160	0	1	0.5	1	0.4	0	1	1	0.7	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2684
787	170163	1	0.5	0.5	0.8333	0.3	0	0.8333	1	0.5667	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2742
788	10620	0	1	1	1	1	1	1	1	1	0.6667	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0.8231
789	8960	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0.7811
790	173566	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0.6384
791	8960	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0.7811
792	11023	0	1	1	1	1	1	1	1	1	0.8333	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0.9047
793	179784	0	1	1	1	0.8	0.5	1	1	0.9	0.5	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0.6204
794	179785	0	1	1	1	0.8	0.5	1	1	0.9	0.5	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0.5954
795	179787	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.5501
796	179788	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.5142
797	179789	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	0.875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.3996
798	179790	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0.5438
799	179791	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0.5438
800	179792	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0.5438
801	179793	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.566
802	179794	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.566
803	179795	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.566
804	179796	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.5509
805	179797	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.5509
806	8960	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0.7811
807	8961	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0.6433
808	189362	0	1	1	1	0.4	0	1	1	0.7714	0.6667	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0.7709
809	189363	0	1	1	1	0.4	0	1	1	0.7714	0.6667	1	1	1	1	0	1	0	0	0	1	0	1	0	1	1	1	1	0.8178
810	189364	0	0.75	0.6667	0.6667	0.9	1	0.6667	0.5	0.7357	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4414
811	189365	0	1	1	1	0.4	0	1	1	0.7714	0.6667	1	1	1	1	0	1	0	0	0	1	0	1	0	1	1	1	1	0.7291
812	189366	0	1	1	1	0.8	0.5	1	1	0.9	0.5	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0.7314
813	189367	0	1	1	1	0.6	0.5	1	1	0.8714	0.5	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0.6648
814	189368	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0.7513
815	189369	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0.8377
816	189370	0	0.75	1	1	0.4	0	1	1	0.7357	0.1667	0.75	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0.5663
817	189371	0	1	1	1	0.6	0	1	1	0.8	0.1667	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0.7751
818	189372	0	1	1	1	0.6	0	1	1	0.8	0.3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0.7036
819	189373	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.7723
820	189374	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.7723
821	189375	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0.8197
822	189376	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0.8197
823	189377	0	0.75	1	1	0.8	0.5	1	1	0.8643	0.1667	0.875	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0.754
824	189378	0	1	1	1	0.6	0	1	1	0.8	0.3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0.6067
825	10404	0	1	1	1	1	1	1	1	1	0.8333	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0.8448
826	192684	0	1	0.8333	1	0.6	0.5	1	1	0.8476	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3708
827	192686	0	0.75	0.6667	1	0.4	0.5	1	1	0.7595	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3215
828	192687	0	0.75	0.8333	1	0.6	0.5	1	1	0.8119	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3873
829	192688	0	0.75	0.6667	1	0.6	0.5	1	1	0.7881	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3416
830	192689	0	0.75	0.6667	1	0.6	0.5	1	1	0.7881	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3416
831	192690	0	0.75	0.8333	1	0.6	0.5	1	1	0.8119	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3429
832	192693	0	0.75	0.8333	1	0.6	0.5	1	1	0.8119	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3615
833	192694	0	0.75	0.5	1	0.6	0.5	1	1	0.7643	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3255
834	192698	0	0.75	0.5	1	0.8	0.5	1	1	0.7929	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3024
835	192699	0	0.75	0.5	1	0.8	0.5	1	1	0.7929	0.1667	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2774
836	10620	0	1	1	1	1	1	1	1	1	0.6667	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0.8231
837	191996	0	1	0.8333	0.8333	0.8	0.5	1	1	0.8524	0.8333	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.7367
838	191997	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.6839
839	191998	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0.7106
840	191999	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0.7106
841	192000	0	1	1	1	1	0.5	1	1	0.9286	0.8333	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0.7707
842	192001	0	1	0.6667	0.8333	0.8	0	1	1	0.7571	0.6667	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6271
843	192002	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	0.6667	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.6603
844	192003	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	0.6667	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6643
845	192005	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	0.8333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6529
846	192006	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	0.8333	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.684
847	193673	0	1	1	1	0.6	0	1	1	0.8	0.3333	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0.7436
848	193677	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0.7991
849	193678	0	1	1	1	0.8	0.5	1	1	0.9	0.1667	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0.6344
850	193679	0	1	1	1	0.6	0	1	1	0.8	0.3333	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0.7682
851	193683	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0.7943
852	193684	0	0.75	1	1	0.8	0.5	1	1	0.8643	0.3333	0.875	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0.7963
853	193685	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0.8017
854	193687	0	1	1	1	0.6	0	1	1	0.8	0.1667	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0.5686
855	193688	0	1	1	1	0.6	0	1	1	0.8	0.1667	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0.7722
856	193689	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0.8017
857	193690	0	1	1	1	0.6	0	1	1	0.8	0.3333	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0.8014
858	193691	0	1	1	1	0.6	0	1	1	0.8	0.3333	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0.7682
859	193692	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0.7952
860	193693	0	1	1	1	0.6	0	1	1	0.8	0.3333	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0.6801
861	193694	0	1	1	1	0.4	0	1	1	0.7714	0.6667	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0.7521
862	193696	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0.7952
863	193697	0	1	1	1	0.4	0	1	1	0.7714	0.3333	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0.7952
864	193698	0	1	1	1	0.6	0	1	1	0.8	0.6667	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0.688
865	8960	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0.7811
866	10404	0	1	1	1	1	1	1	1	1	0.8333	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0.8448
867	198165	0	1	1	1	0.6	0.5	1	1	0.8714	0.3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.702
868	198177	0	1	1	1	1	0.5	1	1	0.9286	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0.8043
869	198178	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0.8132
870	198180	0	1	1	1	1	0.5	1	1	0.9286	0.8333	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0.819
871	198181	0	1	1	1	1	1	1	1	1	0.6667	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0.8156
872	198182	0	1	1	1	1	0.5	1	1	0.9286	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0.8157
873	198183	0	1	1	1	1	0.5	1	1	0.9286	0.6667	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0.8131
