No.	NAME	Ro5	DLS_01	DLS_02	DLS_03	DLS_04	DLS_05	DLS_06	DLS_07	DLS_cons	LLS_01	LLS_02	CMC-80	CMC-50	Inflammat-80	Inflammat-50	Depressant-80	Depressant-50	Psychotic-80	Psychotic-50	Hypertens-80	Hypertens-50	Hypnotic-80	Hypnotic-50	Neoplastic-80	Neoplastic-50	Infective-80	Infective-50	QEDu
39	50267553	0	0.75	0.5	0.6667	0.9	1	0.6667	0.5	0.7119	0.3333	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2486
40	50267491	0	0.75	0.5	0.6667	0.9	1	0.6667	0.5	0.7119	0.3333	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2242
41	50267513	0	0.75	0.5	0.6667	0.9	1	0.6667	0.5	0.7119	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2368
42	50267502	0	0.75	0.5	0.6667	0.9	1	0.6667	0.5	0.7119	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2098
43	50272619	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4314
44	50272620	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4314
45	50272627	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4314
46	50272610	0	0.75	0.6667	0.8333	0.7	0.5	0.8333	1	0.7548	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3323
47	50272685	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4582
48	50272735	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4154
49	50272736	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4325
50	8961	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0.6433
51	50199522	0	1	0.8333	1	0.8	0.5	1	1	0.8762	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0.5927
52	50272628	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4119
53	50272629	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4119
54	50272630	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4119
55	50272631	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4119
56	50272632	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4543
57	50272633	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3581
58	50272680	0	0.75	0.6667	0.8333	0.7	0.5	0.8333	1	0.7548	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3654
59	50272681	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.5108
60	50272682	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4826
61	50272610	0	0.75	0.6667	0.8333	0.7	0.5	0.8333	1	0.7548	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3323
62	50272735	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4154
63	50272736	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4325
64	8961	0	1	0.6667	0.8333	0.8	0.5	1	1	0.8286	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0.6433
65	50199522	0	1	0.8333	1	0.8	0.5	1	1	0.8762	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0.5927
66	50272619	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4314
67	50272618	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4314
68	50272627	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4314
69	50272628	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4119
70	50272630	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4119
71	50272631	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4119
72	50272633	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3581
73	50272680	0	0.75	0.6667	0.8333	0.7	0.5	0.8333	1	0.7548	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3654
74	50272681	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.5108
75	50272685	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4582
76	50151982	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	0.875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.4446
77	50272620	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4314
78	50272629	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4119
79	50272632	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4543
80	50272682	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4826
81	50272618	0	1	0.6667	1	0.8	0.5	1	1	0.8524	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4314
82	50451933	0	1	0.6667	0.8333	1	1	0.8333	0.5	0.8333	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4123
83	8960	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0.7811
84	50451936	0	1	0.6667	0.8333	1	1	0.8333	0.5	0.8333	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4199
85	50451937	0	1	0.6667	0.8333	1	1	0.8333	0.5	0.8333	0.3333	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5239
86	50451938	0	1	1	0.8333	1	1	1	1	0.9762	0.3333	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5381
87	50451948	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.6042
88	50025480	0	1	1	1	0.6	0	1	1	0.8	0.3333	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0.8733
89	50049402	0	1	1	1	0.6	0	1	1	0.8	0.6667	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0.9236
90	50451949	0	1	0.6667	0.8333	1	1	1	1	0.9286	0.3333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5799
91	50451950	0	1	0.6667	0.8333	1	1	0.8333	0.5	0.8333	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4669
92	85573	0	1	1	1	0.6	0	1	1	0.8	0.8333	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0.924
93	50451961	0	1	0.8333	0.8333	1	1	1	1	0.9524	0.3333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4756
94	50284329	0	1	1	0.8333	1	1	1	1	0.9762	0.1667	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.6061
95	50284331	0	1	1	1	1	0.5	1	1	0.9286	0.1667	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0.6301
96	50284335	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0.6771
97	50284333	0	1	1	1	0.8	0.5	1	1	0.9	0.1667	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0.5159
98	50284336	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0.6519
99	50199522	0	1	0.8333	1	0.8	0.5	1	1	0.8762	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0.5927
100	50284430	0	1	1	1	1	0.5	1	1	0.9286	0.1667	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0.635
101	50284424	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0.4856
102	50284433	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0.5362
103	50284339	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0.6595
104	50284334	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0.6117
105	50284332	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0.5089
106	50284431	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0.6461
107	50284434	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0.5182
108	50284337	0	1	1	1	1	0.5	1	1	0.9286	0.1667	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0.6301
109	50284432	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0.5048
110	50284338	0	1	1	1	1	0.5	1	1	0.9286	0.3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0.6079
111	50199522	0	1	0.8333	1	0.8	0.5	1	1	0.8762	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0.5927
112	50169856	0	1	1	1	1	1	1	1	1	0.5	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7348
113	50248848	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.8103
114	50248747	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.7979
115	50169866	0	1	1	1	1	1	1	1	1	0.5	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0.7494
116	50169855	0	1	1	1	1	1	1	1	1	0.5	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.7491
117	50248712	0	1	1	1	1	0.5	1	1	0.9286	0.3333	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.7903
118	50169860	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.811
119	50169867	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0.8235
120	50248784	0	1	1	1	1	1	1	1	1	0.3333	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.8368
121	50169850	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.8025
122	50169868	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.8025
123	50248880	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.7846
124	50248849	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.8103
125	50248819	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0.7482
126	50248816	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.7967
127	50248815	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.7967
128	50248783	0	1	1	1	1	1	1	1	1	0.3333	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.8368
129	50248780	0	1	1	1	1	0.5	1	1	0.9286	0.3333	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.7682
130	50248746	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.7979
131	50248657	0	1	1	1	1	0.5	1	1	0.9286	0.3333	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.7903
132	50248637	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0.8278
133	50169862	0	1	1	1	1	1	1	1	1	0.5	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0.7494
134	50169852	0	1	1	1	1	1	1	1	1	0.5	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7467
135	50169851	0	1	1	1	1	1	1	1	1	0.5	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7467
136	50169849	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0.7613
137	50169865	0	1	1	1	1	1	1	1	1	0.5	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.7491
138	50169872	0	1	1	1	1	1	1	1	1	0.5	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7834
139	50169871	0	1	1	1	1	1	1	1	1	0.5	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7784
140	50169859	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0.7167
141	50169857	0	1	1	1	1	1	1	1	1	0.5	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.7445
142	8960	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0.7811
143	50169851	0	1	1	1	1	1	1	1	1	0.5	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7467
144	50169869	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0.7167
145	50169870	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0.8235
146	50169861	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.811
147	50169849	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0.7613
148	50248879	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.7846
149	50248818	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0.7482
150	50248781	0	1	1	1	1	0.5	1	1	0.9286	0.3333	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.7682
151	50248714	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0.7414
152	50169854	0	1	1	1	1	1	1	1	1	0.5	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7348
153	50169863	0	1	1	1	1	1	1	1	1	0.5	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7834
154	50248636	0	1	1	1	0.8	0.5	1	1	0.9	0.3333	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0.8278
155	50169853	0	1	1	1	1	1	1	1	1	0.5	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0.7445
156	50169858	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0.7613
157	50248715	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0.7414
158	50169873	0	1	1	1	1	1	1	1	1	0.5	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7784
159	50169856	0	1	1	1	1	1	1	1	1	0.5	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0.7348
160	50490884	0	0.75	1	0.8333	1	1	1	1	0.9405	0.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5835
161	50490937	0	0.75	0.8333	0.8333	0.7	0.5	0.8333	1	0.7786	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4328
162	50490938	0	0.75	0.8333	0.8333	0.9	0.5	0.8333	1	0.8071	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.552
163	50490939	0	0.75	0.8333	0.8333	0.9	0.5	0.8333	1	0.8071	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5136
164	50490940	0	1	1	1	1	1	1	1	1	0.3333	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0.7093
165	50490941	0	0.75	0.6667	0.8333	0.9	1	0.8333	1	0.8548	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5454
166	50490943	0	0.75	0.6667	0.8333	0.9	1	0.8333	1	0.8548	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4985
167	50490944	0	0.75	0.6667	0.8333	0.9	1	0.8333	1	0.8548	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.569
168	50490945	1	0.5	0.6667	0.6667	0.9	1	0.8333	1	0.7952	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4467
169	50490946	0	0.75	0.6667	0.8333	0.9	1	0.8333	1	0.8548	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5025
170	50490947	1	0.5	0.6667	0.8333	0.9	1	0.8333	1	0.819	0.1667	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4551
171	50490948	0	0.75	0.6667	0.8333	0.9	1	0.8333	1	0.8548	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526
172	50490942	0	0.75	0.6667	0.8333	0.9	1	0.8333	1	0.8548	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5469
173	50490949	0	0.75	0.6667	0.8333	0.7	0.5	0.8333	1	0.7548	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5261
174	50490950	0	0.75	0.8333	0.8333	0.9	1	0.8333	1	0.8786	0.1667	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5855
