No.	NAME	MWC07	SRW05	MPC09	piPC03	piPC07	piPC10	piID	PCD
2061	50079187	9.3448	2.3979	4.9836	4.8081	6.5475	7.5922	10.674	3.0078
2062	50079188	9.3977	2.3979	4.9836	4.8559	6.6322	7.6871	10.5819	2.9755
2063	50079189	9.4858	2.3979	5.0814	4.909	6.6459	7.7233	10.9503	2.9594
2064	50079190	9.4762	3.0445	5.0689	4.9016	6.6433	7.7206	10.8581	2.9641
2065	50079191	9.3872	2.3979	4.9767	4.8481	6.6302	7.6913	10.5161	2.9792
2066	50079192	9.18	2.3979	4.7362	4.705	6.4283	7.4389	10.1731	2.8945
2067	50079193	9.2883	2.3979	4.8598	4.7664	6.4451	7.485	10.545	2.8635
2068	50079194	9.2766	3.0445	4.8442	4.7579	6.4419	7.4816	10.452	2.8718
2069	50079195	9.1669	2.3979	4.7274	4.6959	6.4258	7.4442	10.1066	2.9017
2070	50079196	9.2738	2.3979	4.7005	4.7749	6.4825	7.4973	10.3852	3.0489
2071	10620	8.5627	0	3.0445	3.9936	5.0296	4.3357	6.9022	1.2603
2072	50072946	9.6086	2.3979	5.4072	5.1037	6.9035	8.0044	12.5914	4.2979
2073	50072947	9.5883	2.3979	5.4161	5.0945	6.8993	8.0158	12.5885	4.295
2074	50072948	9.6422	2.3979	5.451	5.1655	6.9841	8.093	12.9903	4.5305
2075	50072949	9.5883	2.3979	5.4161	5.0945	6.8993	8.0158	12.5885	4.295
2076	50072950	9.553	2.3979	5.3891	5.0665	6.8786	7.98	12.4566	4.2574
2077	50072951	9.6112	2.3979	5.4848	5.1127	6.9393	8.0682	12.6638	4.2948
2078	50072952	9.5767	2.3979	5.4596	5.0853	6.9195	8.0343	12.532	4.2564
2079	50072953	9.6422	2.3979	5.451	5.1655	6.9841	8.093	12.9903	4.5305
2080	50072954	9.5883	2.3979	5.4161	5.0945	6.8993	8.0158	12.5885	4.295
2081	50072955	9.553	2.3979	5.3891	5.0665	6.8786	7.98	12.4566	4.2574
2082	50072956	9.5436	2.3979	5.3327	5.0665	6.8415	7.9367	12.5072	4.2949
2083	50088585	9.6756	0	5.247	5.1402	6.7744	7.7159	12.0083	3.6362
2084	50088586	9.7066	0	5.3519	5.1343	6.7724	7.7347	12.3624	3.577
2085	50088587	9.566	0	5.1985	4.9416	6.6839	7.6831	10.8872	2.7428
2086	50088588	9.5935	0	5.1985	5.0799	6.7324	7.6878	11.7253	3.4953
2087	50088589	9.6147	0	5.2204	5.0922	6.7416	7.6898	11.7434	3.4744
2088	50088590	9.6634	0	5.2257	5.1343	6.7626	7.6995	12.0083	3.6362
2089	50088591	9.6835	0	5.247	5.146	6.7733	7.705	12.0221	3.6152
2090	50088592	9.7142	0	5.3519	5.1402	6.7712	7.7264	12.3722	3.5613
2091	50088593	9.5748	0	5.1985	4.9488	6.6827	7.6744	10.928	2.7418
2092	50088594	9.6108	0	5.204	5.0922	6.7347	7.6851	11.7612	3.4545
2093	50088595	9.5626	0	5.2523	4.9345	6.6982	7.6845	10.8996	2.7985
2094	50088596	9.5899	0	5.2311	5.0736	6.7442	7.684	11.7753	3.5855
2095	50088597	9.6112	0	5.2523	5.0861	6.7533	7.6882	11.794	3.5639
2096	50088598	9.6601	0	5.2575	5.1284	6.7741	7.6972	12.0653	3.7289
2097	50088599	9.6803	0	5.2781	5.1402	6.7846	7.7047	12.0793	3.7072
2098	50088600	9.7111	0	5.3799	5.1343	6.7826	7.7236	12.4355	3.6501
2099	50088601	9.5712	0	5.2311	4.9416	6.6951	7.6715	10.9431	2.7987
2100	50088602	9.5985	0	5.2257	5.0799	6.743	7.6762	11.794	3.5639
2101	50088603	9.6196	0	5.247	5.0922	6.7521	7.6783	11.8122	3.5432
2102	50088604	9.6681	0	5.2523	5.1343	6.773	7.6881	12.0793	3.7072
2103	50088605	9.6881	0	5.273	5.146	6.7835	7.6937	12.0932	3.6863
2104	50088611	9.7187	0	5.3753	5.1402	6.7815	7.7153	12.4454	3.6345
2105	50179309	9.3625	2.3979	5.1761	4.7107	6.3552	7.115	10.0891	2.3911
2106	50179310	9.2792	2.3979	4.9836	4.6646	6.2275	6.9391	9.8369	2.4092
2107	50179312	9.363	2.3979	5.124	4.7196	6.3708	7.0993	10.0118	2.3965
2108	50179315	9.4181	2.3979	5.2364	4.7547	6.4208	7.1853	10.1608	2.386
2109	50179317	9.6681	2.3979	5.6348	5.0231	6.5909	7.522	12.1318	3.1814
2110	50179321	9.4426	2.3979	5.193	4.805	6.4852	7.2125	10.0552	2.3843
2111	50179323	9.5294	2.3979	5.4072	4.9828	6.5609	7.5272	11.4805	3.1917
2112	50179313	9.2792	2.3979	4.9836	4.6646	6.2275	6.9391	9.8369	2.4092
2113	50179325	9.5342	2.3979	5.4116	4.9549	6.5449	7.5168	11.4614	3.1726
2114	50179328	9.6645	2.3979	5.4931	5.065	6.6532	7.6029	11.8879	3.2884
2115	10404	9.5434	2.3979	5.3033	4.5406	6.3481	6.9987	9.1845	1.5967
2116	50179319	9.4692	2.3979	5.3891	4.7802	6.4094	7.2881	10.5559	2.3645
2117	50179314	9.2439	2.3979	4.8675	4.4587	6.2316	6.5259	8.5526	1.4904
2118	50179334	9.3625	2.3979	5.1761	4.7107	6.3552	7.115	10.0891	2.3911
2119	50179324	9.1878	2.3979	4.6634	4.4353	6.1956	6.3582	8.3595	1.4989
2120	50088618	9.6841	0	5.2575	5.146	6.7753	7.6845	12.1069	3.6661
2121	50088620	9.7039	0	5.273	5.1576	6.7858	7.6884	12.1204	3.6467
2122	50088613	9.5799	0	5.2257	4.9488	6.6939	7.6627	10.9848	2.7986
2123	50088622	9.7339	0	5.3753	5.1518	6.7837	7.711	12.4648	3.6043
2124	50088623	9.6267	0	5.1985	5.1105	6.7296	7.6533	11.9839	3.7144
2125	50088624	9.6476	0	5.2204	5.1225	6.7406	7.6612	11.9979	3.6922
2126	50088626	9.635	0	5.193	5.1165	6.7284	7.6439	11.9979	3.6922
2127	50088616	9.6157	0	5.2311	5.0922	6.7454	7.6725	11.8302	3.5235
2128	50088628	9.6557	0	5.2149	5.1284	6.7394	7.6496	12.0118	3.6709
2129	50088629	9.6516	0	5.1985	5.1284	6.7308	7.64	12.0256	3.6504
2130	50088662	9.672	0	5.2149	5.1402	6.7418	7.6441	12.0391	3.6306
2131	50088617	9.6365	0	5.247	5.1044	6.7545	7.673	11.8478	3.5045
2132	10620	8.5627	0	3.0445	3.9936	5.0296	4.3357	6.9022	1.2603
2133	8960	9.3832	2.3979	4.9273	4.7185	6.0547	6.2448	9.8521	2.1175
2134	50088663	9.5849	0	5.1985	5.0736	6.7336	7.6965	11.7069	3.5171
2135	50088664	9.6062	0	5.2204	5.0861	6.7427	7.6996	11.7253	3.4953
2136	50088665	9.6553	0	5.2257	5.1284	6.7638	7.7095	11.9943	3.658
2137	50088585	9.6756	0	5.247	5.1402	6.7744	7.7159	12.0083	3.6362
2138	50088586	9.7066	0	5.3519	5.1343	6.7724	7.7347	12.3624	3.577
2139	50088587	9.566	0	5.1985	4.9416	6.6839	7.6831	10.8872	2.7428
2140	50088588	9.5935	0	5.1985	5.0799	6.7324	7.6878	11.7253	3.4953
2141	50088589	9.6147	0	5.2204	5.0922	6.7416	7.6898	11.7434	3.4744
2142	50088590	9.6634	0	5.2257	5.1343	6.7626	7.6995	12.0083	3.6362
2143	50088591	9.6835	0	5.247	5.146	6.7733	7.705	12.0221	3.6152
2144	50088592	9.7142	0	5.3519	5.1402	6.7712	7.7264	12.3722	3.5613
2145	50088593	9.5748	0	5.1985	4.9488	6.6827	7.6744	10.928	2.7418
2146	50088594	9.6108	0	5.204	5.0922	6.7347	7.6851	11.7612	3.4545
2147	50088668	9.6316	0	5.2204	5.1044	6.7439	7.6856	11.7787	3.4354
2148	50088684	9.6795	0	5.2311	5.146	6.7649	7.6969	12.0357	3.595
2149	50088685	9.6993	0	5.247	5.1576	6.7755	7.7008	12.0492	3.5755
2150	50088780	9.7296	0	5.3519	5.1518	6.7735	7.7232	12.3916	3.5311
2151	50088781	9.6219	0	5.1648	5.1105	6.7188	7.6717	11.913	3.6435
2152	50088782	9.6428	0	5.1874	5.1225	6.7299	7.6784	11.927	3.6213
2153	50088783	9.6302	0	5.1648	5.1165	6.7176	7.6614	11.927	3.6213
2154	50088784	9.651	0	5.1874	5.1284	6.7287	7.667	11.9409	3.5999
2155	50088785	9.6469	0	5.1705	5.1284	6.72	7.6586	11.9545	3.5793
2156	50088786	9.6673	0	5.1874	5.1402	6.7311	7.6627	11.968	3.5595
2157	50088787	9.5814	0	5.2364	5.0673	6.7448	7.7	11.7564	3.6082
2158	50088788	9.603	0	5.2627	5.0799	6.7562	7.7076	11.7753	3.5855
2159	50088789	9.6521	0	5.2679	5.1225	6.7747	7.7152	12.051	3.7515
2160	50088790	9.7036	0	5.3982	5.1284	6.7854	7.7377	12.4256	3.6662
2161	50088595	9.5626	0	5.2523	4.9345	6.6982	7.6845	10.8996	2.7985
2162	50088596	9.5899	0	5.2311	5.0736	6.7442	7.684	11.7753	3.5855
2163	50088597	9.6112	0	5.2523	5.0861	6.7533	7.6882	11.794	3.5639
2164	50088598	9.6601	0	5.2575	5.1284	6.7741	7.6972	12.0653	3.7289
2165	50088599	9.6803	0	5.2781	5.1402	6.7846	7.7047	12.0793	3.7072
2166	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
2167	50179320	9.4692	2.3979	5.3891	4.9191	6.5465	7.6382	11.4222	3.2307
2168	50179308	9.4829	2.3979	5.4205	4.7885	6.4685	7.3359	10.508	2.3686
2169	50179333	9.153	2.3979	4.5433	4.4113	6.1534	6.2238	8.2473	1.5033
2170	50179330	9.5294	2.3979	5.4072	4.9828	6.5609	7.5272	11.4805	3.1917
2171	50179327	9.4692	2.3979	5.3891	4.9191	6.5465	7.6382	11.4222	3.2307
2172	50088600	9.7111	0	5.3799	5.1343	6.7826	7.7236	12.4355	3.6501
2173	50088601	9.5712	0	5.2311	4.9416	6.6951	7.6715	10.9431	2.7987
2174	50088602	9.5985	0	5.2257	5.0799	6.743	7.6762	11.794	3.5639
2175	50088603	9.6196	0	5.247	5.0922	6.7521	7.6783	11.8122	3.5432
2176	50088604	9.6681	0	5.2523	5.1343	6.773	7.6881	12.0793	3.7072
2177	50088605	9.6881	0	5.273	5.146	6.7835	7.6937	12.0932	3.6863
2178	50088611	9.7187	0	5.3753	5.1402	6.7815	7.7153	12.4454	3.6345
2179	50088613	9.5799	0	5.2257	4.9488	6.6939	7.6627	10.9848	2.7986
2180	50088616	9.6157	0	5.2311	5.0922	6.7454	7.6725	11.8302	3.5235
2181	50088617	9.6365	0	5.247	5.1044	6.7545	7.673	11.8478	3.5045
2182	50088618	9.6841	0	5.2575	5.146	6.7753	7.6845	12.1069	3.6661
2183	50088620	9.7039	0	5.273	5.1576	6.7858	7.6884	12.1204	3.6467
2184	50088622	9.7339	0	5.3753	5.1518	6.7837	7.711	12.4648	3.6043
2185	50088623	9.6267	0	5.1985	5.1105	6.7296	7.6533	11.9839	3.7144
2186	50088624	9.6476	0	5.2204	5.1225	6.7406	7.6612	11.9979	3.6922
2187	50088626	9.635	0	5.193	5.1165	6.7284	7.6439	11.9979	3.6922
2188	50088628	9.6557	0	5.2149	5.1284	6.7394	7.6496	12.0118	3.6709
2189	50088629	9.6516	0	5.1985	5.1284	6.7308	7.64	12.0256	3.6504
2190	50088662	9.672	0	5.2149	5.1402	6.7418	7.6441	12.0391	3.6306
2191	8960	9.3832	2.3979	4.9273	4.7185	6.0547	6.2448	9.8521	2.1175
2192	50088663	9.5849	0	5.1985	5.0736	6.7336	7.6965	11.7069	3.5171
2193	50088664	9.6062	0	5.2204	5.0861	6.7427	7.6996	11.7253	3.4953
2194	50088665	9.6553	0	5.2257	5.1284	6.7638	7.7095	11.9943	3.658
2195	50088668	9.6316	0	5.2204	5.1044	6.7439	7.6856	11.7787	3.4354
2196	50088684	9.6795	0	5.2311	5.146	6.7649	7.6969	12.0357	3.595
2197	50088685	9.6993	0	5.247	5.1576	6.7755	7.7008	12.0492	3.5755
2198	50088780	9.7296	0	5.3519	5.1518	6.7735	7.7232	12.3916	3.5311
2199	50088781	9.6219	0	5.1648	5.1105	6.7188	7.6717	11.913	3.6435
2200	50088782	9.6428	0	5.1874	5.1225	6.7299	7.6784	11.927	3.6213
2201	50088783	9.6302	0	5.1648	5.1165	6.7176	7.6614	11.927	3.6213
2202	50088784	9.651	0	5.1874	5.1284	6.7287	7.667	11.9409	3.5999
2203	50088785	9.6469	0	5.1705	5.1284	6.72	7.6586	11.9545	3.5793
2204	50088786	9.6673	0	5.1874	5.1402	6.7311	7.6627	11.968	3.5595
2205	50088787	9.5814	0	5.2364	5.0673	6.7448	7.7	11.7564	3.6082
2206	50088788	9.603	0	5.2627	5.0799	6.7562	7.7076	11.7753	3.5855
2207	50088789	9.6521	0	5.2679	5.1225	6.7747	7.7152	12.051	3.7515
2208	50088790	9.7036	0	5.3982	5.1284	6.7854	7.7377	12.4256	3.6662
2209	50194093	9.0101	2.3979	4.2767	4.3789	6.1269	6.5195	8.7368	2.1772
2210	50194092	8.995	2.3979	4.3694	4.3535	6.0708	6.514	8.7372	2.083
2211	50194096	8.8541	2.3979	3.9512	4.2449	5.7908	6.0133	8.039	1.8204
2212	50194098	9.7787	3.0445	5.3519	5.109	6.8879	7.4251	13.5215	4.6157
2213	50194101	9.7436	0	5.4293	5.0845	6.798	7.3721	13.7045	4.6321
2214	50194097	9.7148	3.0445	5.2149	5.0594	6.78	7.2964	13.3494	4.5774
2215	50194103	9.707	3.0445	5.2095	5.0531	6.7789	7.2964	13.3469	4.5968
2216	50194099	9.7361	0	5.425	5.0783	6.7969	7.3721	13.7024	4.6491
2217	10404	9.5434	2.3979	5.3033	4.5406	6.3481	6.9987	9.1845	1.5967
2218	50194104	9.7211	0	5.3706	5.0658	6.7879	7.3258	13.5325	4.6248
2219	50194105	9.7287	0	5.3753	5.072	6.789	7.3258	13.5348	4.6067
2220	50194106	9.7585	0	5.4638	5.0968	6.8157	7.3821	13.8609	4.6544
2221	50194102	9.068	2.3979	4.5326	4.4098	6.1814	6.6538	8.8495	2.0741
2222	50194100	8.9056	0	4.3307	4.287	5.8386	6.1796	8.4355	1.7983
2223	50194095	9.7511	0	5.4596	5.0907	6.8146	7.3821	13.8589	4.6703
2224	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
2225	8962	9.7056	0	5.3613	5.247	7.2493	7.6938	13.5558	4.6896
2226	10478	9.682	0	5.4337	5.2311	7.2501	7.8302	13.549	4.7475
2227	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
2228	10480	9.6978	0	5.3613	5.2417	7.2486	7.7047	13.5535	4.7086
2229	10469	9.7363	0	5.3799	5.2679	7.2522	7.6938	13.5647	4.6166
2230	10470	9.7438	0	5.3845	5.273	7.2529	7.6943	13.567	4.599
2231	10479	9.6899	0	5.3799	5.2364	7.2479	7.7434	13.5513	4.7279
2232	50022775	8.523	0	2.5649	3.9367	5.0148	3.446	6.7003	1.2797
2233	50188014	9.2807	0	4.7958	4.5901	5.9668	6.6977	8.7712	1.4368
2234	50188010	9.5065	0	5.0239	4.9254	6.2789	6.9813	9.9118	2.2192
2235	50093240	9.1452	0	4.3175	4.6634	6.0072	6.1177	9.526	2.4326
2236	50093239	9.1781	0	4.3694	4.6821	6.0261	6.1373	9.5473	2.4029
2237	50093236	9.1585	0	4.3041	4.6728	6.0047	6.0746	9.5473	2.4036
2238	50093084	9.1166	0	4.2905	4.6634	5.9794	6.0466	9.5473	2.4029
2239	50093241	9.1719	0	4.3175	4.6821	6.0072	6.0572	9.5682	2.3752
2240	50093242	9.2562	0	4.382	4.7999	6.1901	6.1235	9.9962	2.6386
2241	50093243	9.2253	0	4.3438	4.723	6.025	6.0742	9.6936	2.4149
2242	50093244	9.2522	0	4.3694	4.7999	6.1855	6.1185	9.9696	2.6121
2243	50093245	9.204	0	4.3567	4.7005	6.0261	6.0642	9.5888	2.3474
2244	50093085	9.1851	0	4.3175	4.6913	6.0097	6.0561	9.5887	2.3481
2245	50093237	9.2168	0	4.3567	4.7095	6.0285	6.0584	9.609	2.3214
2246	50093338	9.0547	0	4.4998	4.6201	6.0517	6.7582	9.8714	2.7262
2247	50093247	9.2166	0	4.6821	4.8462	6.1842	7.0249	11.2818	3.6231
2248	50093248	9.2973	0	4.7449	4.947	6.3396	7.0945	11.7357	3.9081
2249	50093249	9.2973	0	4.7449	4.9034	6.2482	7.069	11.5343	3.7067
2250	50093250	9.2678	0	4.7095	4.8809	6.1992	7.056	11.416	3.6693
2251	50093294	8.9828	0	4.382	4.5799	6.0167	6.7303	9.6674	2.6809
2252	50093339	9.0489	0	4.4773	4.6201	6.0491	6.7463	9.8347	2.6903
2253	50093212	9.2118	0	4.6634	4.8462	6.1865	7.0234	11.2145	3.5558
2254	50093295	9.2844	0	4.7274	4.8847	6.2821	7.0882	11.3091	3.5563
2255	50093322	9.2916	0	4.7362	4.8847	6.2482	7.1072	11.311	3.5583
2256	50093238	9.3741	0	4.7958	4.9363	6.341	7.1669	11.3974	3.5578
2257	50093323	9.2929	0	4.7274	4.947	6.3416	7.0889	11.6647	3.8371
2258	50093228	9.2929	0	4.7274	4.9034	6.2504	7.0632	11.4647	3.6371
2259	50093229	9.2632	0	4.6913	4.8809	6.2015	7.0501	11.3474	3.6007
2260	50093324	9.3323	0	4.7536	4.9182	6.2957	7.1132	11.4418	3.6026
2261	50093326	9.3392	0	4.7622	4.9182	6.2623	7.1318	11.4438	3.6047
2262	50093327	9.4179	0	4.8203	4.9681	6.3538	7.1901	11.5299	3.6051
2263	50093230	9.2891	0	4.7185	4.947	6.3377	7.1015	11.6365	3.8089
2264	50093329	9.3564	0	4.7791	4.9819	6.4204	7.1615	11.7305	3.8115
2265	50093330	9.3631	0	4.7875	4.9819	6.3909	7.1792	11.7326	3.8136
2266	50093332	9.4401	0	4.8442	5.0288	6.4718	7.2349	11.8185	3.8148
2267	50093231	9.3186	0	4.7875	4.9505	6.4009	7.2088	11.5486	3.7099
2268	50093227	9.3295	0	4.7875	4.9071	6.2998	7.1494	11.399	3.5603
2269	50093232	9.2749	0	4.7707	4.8922	6.2489	7.1334	11.379	3.5884
2270	50093233	9.3753	0	4.8122	4.9399	6.3132	7.173	11.5317	3.6076
2271	50093335	9.3984	0	4.8363	5.0023	6.4358	7.2185	11.8203	3.8173
2272	50093234	9.219	0	4.6634	4.854	6.1464	6.9173	11.2342	3.5276
2273	50093235	9.1631	0	4.625	4.8383	6.1096	6.9106	11.2145	3.5553
2274	50093083	9.2118	0	4.6634	4.8462	6.1865	7.0234	11.2145	3.5553
2275	10404	9.5434	2.3979	5.3033	4.5406	6.3481	6.9987	9.1845	1.5967
2276	50092610	9.9732	4.2627	6.0776	4.7163	6.628	7.4316	9.8788	1.2865
2277	50092611	9.5173	2.3979	5.3033	4.5136	6.2535	6.8705	8.9685	1.5449
2278	50357212	6.8341	0	0	2.1972	0	0	3.5553	0.1881
2279	10404	9.5434	2.3979	5.3033	4.5406	6.3481	6.9987	9.1845	1.5967
2280	8961	8.8705	0	4.2047	4.4942	6.4033	6.6542	8.7827	2.4111
2281	50099603	9.6616	2.3979	5.112	5.2074	7.0465	7.4013	12.4145	4.0167
2282	50103458	9.2676	0	4.5109	4.7622	6.1387	6.4688	9.6282	2.3607
2283	50103459	9.2968	0	4.5539	4.7791	6.1553	6.4734	9.6481	2.3342
2284	50103460	9.3631	0	4.5643	4.8363	6.1928	6.5124	9.9065	2.4788
2285	50103461	9.3902	0	4.6052	4.852	6.2115	6.528	9.9225	2.4529
2286	50103462	9.2794	0	4.5109	4.7707	6.1365	6.45	9.6481	2.3342
2287	50103463	9.3083	0	4.5539	4.7875	6.1531	6.4547	9.6676	2.3088
2288	50103464	9.3739	0	4.5643	4.8442	6.1908	6.4899	9.9225	2.4529
2289	50103465	9.4007	0	4.6052	4.8598	6.2095	6.5059	9.9383	2.4279
2290	50103466	9.4482	0	4.625	4.8828	6.2454	6.5305	10.0504	2.4712
2291	50103467	9.4208	0	4.654	4.8714	6.2683	6.4861	9.9664	2.3873
2292	50103468	9.4169	0	4.6347	4.8828	6.2509	6.5843	9.9842	2.4341
2293	50103470	9.303	0	4.5218	4.7875	6.1408	6.4468	9.6869	2.2844
2294	50103471	9.3312	0	4.5539	4.804	6.1574	6.4484	9.7058	2.261
2295	50103472	9.3954	0	4.5747	4.8598	6.1949	6.4869	9.9539	2.4037
2296	50103473	9.4217	0	4.6052	4.8752	6.2135	6.4999	9.9693	2.3804
2297	50103474	9.3599	0	4.5109	4.8283	6.1007	6.4011	9.8368	2.451
2298	50103479	9.3707	0	4.5109	4.8363	6.0984	6.3759	9.8529	2.4252
2299	50103480	9.3922	0	4.5109	4.852	6.1029	6.369	9.8845	2.3762
2300	8960	9.3832	2.3979	4.9273	4.7185	6.0547	6.2448	9.8521	2.1175
2301	10620	8.5627	0	3.0445	3.9936	5.0296	4.3357	6.9022	1.2603
2302	50100596	8.8458	0	3.8918	4.1859	5.2807	5.3876	7.6597	1.3589
2303	50103481	9.4474	0	4.6913	4.8828	6.3095	6.6209	10.017	2.4297
2304	50103482	9.4927	0	4.7095	4.9053	6.3421	6.6429	10.1286	2.4737
2305	50103483	9.1669	0	4.2767	4.6959	5.9436	6.2047	9.4446	2.3612
2306	50103484	9.2721	0	4.3438	4.7749	6.009	6.2612	9.7265	2.4759
2307	50103485	9.2839	0	4.3438	4.7833	6.0066	6.2321	9.7432	2.4481
2308	50103486	9.3017	0	4.3944	4.7916	6.0315	6.2812	9.7432	2.4481
2309	50103488	9.3132	0	4.3944	4.7999	6.0291	6.2527	9.7596	2.4214
2310	50103489	9.336	0	4.3944	4.8162	6.0339	6.245	9.7919	2.3707
2311	8960	9.3832	2.3979	4.9273	4.7185	6.0547	6.2448	9.8521	2.1175
2312	50103458	9.2676	0	4.5109	4.7622	6.1387	6.4688	9.6282	2.3607
2313	50103459	9.2968	0	4.5539	4.7791	6.1553	6.4734	9.6481	2.3342
2314	50103460	9.3631	0	4.5643	4.8363	6.1928	6.5124	9.9065	2.4788
2315	50103461	9.3902	0	4.6052	4.852	6.2115	6.528	9.9225	2.4529
2316	50103462	9.2794	0	4.5109	4.7707	6.1365	6.45	9.6481	2.3342
2317	50103463	9.3083	0	4.5539	4.7875	6.1531	6.4547	9.6676	2.3088
2318	50103464	9.3739	0	4.5643	4.8442	6.1908	6.4899	9.9225	2.4529
2319	50103465	9.4007	0	4.6052	4.8598	6.2095	6.5059	9.9383	2.4279
2320	50103466	9.4482	0	4.625	4.8828	6.2454	6.5305	10.0504	2.4712
2321	50103467	9.4208	0	4.654	4.8714	6.2683	6.4861	9.9664	2.3873
2322	50103468	9.4169	0	4.6347	4.8828	6.2509	6.5843	9.9842	2.4341
2323	50103470	9.303	0	4.5218	4.7875	6.1408	6.4468	9.6869	2.2844
2324	50103471	9.3312	0	4.5539	4.804	6.1574	6.4484	9.7058	2.261
2325	50103472	9.3954	0	4.5747	4.8598	6.1949	6.4869	9.9539	2.4037
2326	50103473	9.4217	0	4.6052	4.8752	6.2135	6.4999	9.9693	2.3804
2327	50103474	9.3599	0	4.5109	4.8283	6.1007	6.4011	9.8368	2.451
2328	50103479	9.3707	0	4.5109	4.8363	6.0984	6.3759	9.8529	2.4252
2329	50103480	9.3922	0	4.5109	4.852	6.1029	6.369	9.8845	2.3762
2330	50103481	9.4474	0	4.6913	4.8828	6.3095	6.6209	10.017	2.4297
2331	50103482	9.4927	0	4.7095	4.9053	6.3421	6.6429	10.1286	2.4737
2332	50103483	9.1669	0	4.2767	4.6959	5.9436	6.2047	9.4446	2.3612
2333	50103485	9.2839	0	4.3438	4.7833	6.0066	6.2321	9.7432	2.4481
2334	50103486	9.3017	0	4.3944	4.7916	6.0315	6.2812	9.7432	2.4481
2335	50103488	9.3132	0	4.3944	4.7999	6.0291	6.2527	9.7596	2.4214
2336	50103489	9.336	0	4.3944	4.8162	6.0339	6.245	9.7919	2.3707
2337	8960	9.3832	2.3979	4.9273	4.7185	6.0547	6.2448	9.8521	2.1175
2338	50243981	9.0071	2.3979	4.3567	4.777	7.1219	7.9919	9.9282	3.3269
2339	50099602	9.5974	2.3979	5.0039	5.1797	7.013	7.3115	12.3959	4.0791
2340	50099601	9.7467	2.3979	5.2095	5.2398	7.0603	7.443	12.4328	3.9336
2341	50099589	9.7673	2.3979	5.4205	5.3936	7.6368	8.4507	14.3653	5.4768
2342	50099598	9.7411	2.3979	5.3375	5.245	7.1747	7.6168	13.2108	4.2922
2343	50099596	9.8203	2.3979	5.4467	5.425	7.6726	8.4839	14.4271	5.4076
2344	50099597	9.9318	2.3979	5.663	5.3212	7.2835	7.8727	13.5717	4.3354
2345	50100597	8.7962	0	3.9512	4.1628	5.3103	5.4042	7.5797	1.2789
2346	50100569	8.7962	0	3.9512	4.1628	5.3103	5.4042	7.5797	1.2789
2347	50099570	9.7961	2.3979	5.3982	5.4116	7.6368	8.4241	14.3718	5.4015
2348	50099600	9.7961	2.3979	5.3982	5.2659	7.2106	7.6645	13.2637	4.2934
2349	50099595	9.7817	2.3979	5.3936	5.4027	7.6358	8.4278	14.3686	5.4386
2350	50099599	9.9923	2.3979	5.7104	5.3453	7.3167	7.9133	13.6092	4.3324
2351	50099592	9.9351	2.3979	5.7462	5.552	7.8963	9.0101	15.55	6.1698
2352	50099591	9.7411	2.3979	5.3375	5.381	7.583	8.3585	14.3133	5.3947
2353	50099569	9.9741	2.3979	5.826	5.5807	7.926	9.099	15.762	6.2549
2354	50099594	9.9599	2.3979	5.7961	5.5693	7.9131	9.0706	15.6616	6.216
2355	50099590	9.8102	2.3979	5.4072	5.4205	7.6377	8.4246	14.3751	5.3655
2356	50099593	9.8242	2.3979	5.4161	5.4293	7.6387	8.425	14.3783	5.3305
2357	50201170	9.5117	0	5.2095	4.3567	5.9296	6.4378	8.5269	1.0974
2358	50201171	9.3101	0	4.654	4.3567	5.8693	6.2226	8.2459	1.3769
2359	50100570	8.7769	2.3979	3.8712	4.1471	5.3003	5.3198	7.4585	1.2889
2360	50100571	8.674	0	3.4657	4.0985	5.2225	4.591	7.1698	1.2949
2361	50100572	8.9321	0	3.989	4.2377	5.4729	5.4488	7.6383	1.2667
2362	50100573	8.9321	0	3.989	4.2377	5.4729	5.4488	7.6383	1.2667
2363	50100574	8.9153	2.3979	3.912	4.2232	5.456	5.3682	7.5234	1.2773
2364	50100575	8.818	0	3.5264	4.1782	5.3898	4.6888	7.2526	1.2865
2365	50100576	8.795	0	3.9512	4.1628	5.3538	5.4243	7.5623	1.2615
2366	50100577	8.795	0	3.9512	4.1628	5.3538	5.4243	7.5623	1.2615
2367	50100578	8.7757	2.3979	3.8712	4.1471	5.3443	5.3416	7.4422	1.2726
2368	50100579	8.6727	0	3.4657	4.0985	5.27	4.7587	7.1567	1.2818
2369	50100592	8.9305	0	4.0254	4.2377	5.4823	5.4243	7.6206	1.249
2370	50100593	8.9305	0	4.0254	4.2377	5.4823	5.4243	7.6206	1.249
2371	50100594	8.9137	2.3979	3.9512	4.2232	5.4656	5.3416	7.5065	1.2604
2372	50100595	8.8163	0	3.5835	4.1782	5.4	4.7587	7.2386	1.2724
2373	50199518	9.4336	0	5.112	4.3175	5.8749	6.3026	8.4222	1.103
2374	50199519	9.9261	0	5.6664	4.9218	6.2901	6.7949	10.5719	1.6644
2375	50199517	10.3823	0	6.3544	5.2149	6.8886	7.5464	12.5746	2.0707
2376	50199525	10.0155	0	5.7621	5.1446	6.7942	7.1426	12.2337	2.9964
2377	50199526	9.901	0	5.6595	4.8885	6.2647	6.7874	10.4765	1.6244
