No.	NAME	nCIR	TRS	Rperim	Rbrid	MCD	RFD	RCI	NRS	NNRS	nSpiro	nBridgeHead	nR03	nR04	nR05	nR06	nR07	nR08	nR09	nR10	nR11	nR12	nBnz	AP	D/Dtr03	D/Dtr04	D/Dtr05	D/Dtr06	D/Dtr07	D/Dtr08	D/Dtr09	D/Dtr10	D/Dtr11	D/Dtr12
430	9361	8	30	26	2	0.7647	0.1538	1.1538	3	0.6	0	0	0	0	0	5	0	0	0	2	0	0	3	0.6471	0	0	0	460.036	0	0	0	272.4007	0	0
431	9362	7	24	20	2	0.8696	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6957	0	0	0	190.1568	0	0	0	146.7607	0	0
432	9363	7	24	20	2	0.8333	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6667	0	0	0	200.868	0	0	0	154.6609	0	0
433	9364	7	24	20	2	0.8333	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6667	0	0	0	202.3113	0	0	0	156.3986	0	0
434	9365	7	24	20	2	0.8333	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6667	0	0	0	203.9541	0	0	0	158.4057	0	0
435	9366	7	24	20	2	0.8333	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6667	0	0	0	200.868	0	0	0	154.6609	0	0
436	9367	7	24	20	2	0.8333	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6667	0	0	0	202.3113	0	0	0	156.3986	0	0
437	9368	7	24	20	2	0.8333	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6667	0	0	0	203.9541	0	0	0	158.4057	0	0
438	9369	7	24	20	2	0.8	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.64	0	0	0	212.4592	0	0	0	163.191	0	0
439	9370	7	24	20	2	0.8	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.64	0	0	0	215.2906	0	0	0	166.5902	0	0
440	9371	7	24	20	2	0.8	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.64	0	0	0	218.4977	0	0	0	170.4921	0	0
441	9372	7	24	20	2	0.8333	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6667	0	0	0	200.868	0	0	0	154.6609	0	0
442	9373	7	24	20	2	0.8333	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6667	0	0	0	202.3113	0	0	0	156.3986	0	0
443	9374	7	24	20	2	0.8333	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6667	0	0	0	203.9541	0	0	0	158.4057	0	0
444	9375	7	24	20	2	0.7407	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.5926	0	0	0	235.6415	0	0	0	180.2512	0	0
445	9376	7	24	20	2	0.7407	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.5926	0	0	0	241.2492	0	0	0	186.9734	0	0
446	9377	7	24	20	2	0.7407	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.5926	0	0	0	247.5849	0	0	0	194.6651	0	0
447	9378	7	24	20	2	0.7143	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.5714	0	0	0	249.6857	0	0	0	193.4817	0	0
448	9379	7	23	19	2	0.8636	0.2105	1.2105	2	0.5	0	0	0	0	1	3	0	0	0	2	0	0	1	0.6818	0	0	48.1285	121.6505	0	0	0	138.0416	0	0
449	9380	7	24	20	2	0.8333	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6667	0	0	0	200.9373	0	0	0	155.3231	0	0
450	9381	7	24	20	2	0.8	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.64	0	0	0	214.7346	0	0	0	166.9681	0	0
451	9382	7	24	20	2	0.8333	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6667	0	0	0	200.9373	0	0	0	155.3231	0	0
452	9383	7	24	20	2	0.7143	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.5714	0	0	0	246.4221	0	0	0	188.8136	0	0
453	9384	7	24	20	2	0.7407	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.5926	0	0	0	236.0151	0	0	0	183.5821	0	0
454	8961	6	18	14	2	0.9333	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.6667	0	0	0	70.902	0	0	0	78.5808	0	0
455	9385	3	18	18	0	0.75	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.5	0	0	0	272.5294	0	0	0	0	0	0
456	9386	3	18	18	0	0.72	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.48	0	0	0	284.1243	0	0	0	0	0	0
457	9387	3	18	18	0	0.72	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.48	0	0	0	285.4053	0	0	0	0	0	0
458	9388	3	18	18	0	0.72	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.48	0	0	0	286.8737	0	0	0	0	0	0
459	9389	3	18	18	0	0.6667	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4444	0	0	0	308.4549	0	0	0	0	0	0
460	9390	3	18	18	0	0.6667	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4444	0	0	0	312.1668	0	0	0	0	0	0
461	9391	3	18	18	0	0.6667	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4444	0	0	0	316.3955	0	0	0	0	0	0
462	9392	3	18	18	0	0.6923	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4615	0	0	0	301.6346	0	0	0	0	0	0
463	9393	3	18	18	0	0.6923	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4615	0	0	0	301.6346	0	0	0	0	0	0
464	9394	3	18	18	0	0.72	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.48	0	0	0	286.8737	0	0	0	0	0	0
465	9395	3	18	18	0	0.72	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.48	0	0	0	286.8737	0	0	0	0	0	0
466	9396	3	18	18	0	0.6667	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4444	0	0	0	316.3955	0	0	0	0	0	0
467	9397	4	24	24	0	0.7059	0	1	4	1	0	0	0	0	0	4	0	0	0	0	0	0	3	0.5294	0	0	0	555.448	0	0	0	0	0	0
468	9398	3	18	18	0	0.75	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0.5	0	0	0	272.5294	0	0	0	0	0	0
469	9399	3	18	18	0	0.75	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0.5	0	0	0	272.5294	0	0	0	0	0	0
470	9400	3	18	18	0	0.75	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0.5	0	0	0	272.5294	0	0	0	0	0	0
471	9401	3	18	18	0	0.72	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0.48	0	0	0	286.8737	0	0	0	0	0	0
472	9402	3	18	18	0	0.75	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0.25	0	0	0	272.5294	0	0	0	0	0	0
473	9403	3	18	18	0	0.75	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.5	0	0	0	272.5294	0	0	0	0	0	0
474	9404	3	18	18	0	0.7826	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.5217	0	0	0	258.4024	0	0	0	0	0	0
475	9405	3	18	18	0	0.72	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.48	0	0	0	286.69	0	0	0	0	0	0
476	9406	3	18	18	0	0.6923	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4615	0	0	0	301.2376	0	0	0	0	0	0
477	9407	4	24	24	0	0.7742	0	1	4	1	0	0	0	0	0	4	0	0	0	0	0	0	3	0.5806	0	0	0	485.6643	0	0	0	0	0	0
478	9408	4	24	24	0	0.8	0	1	4	1	0	0	0	0	0	4	0	0	0	0	0	0	3	0.6	0	0	0	461.1761	0	0	0	0	0	0
479	9412	3	18	18	0	0.6923	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4615	0	0	0	297.6398	0	0	0	0	0	0
480	9413	3	18	18	0	0.6923	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4615	0	0	0	299.0781	0	0	0	0	0	0
481	9414	3	18	18	0	0.6923	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4615	0	0	0	300.7861	0	0	0	0	0	0
482	9415	3	18	18	0	0.6429	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4286	0	0	0	320.8653	0	0	0	0	0	0
483	9416	3	18	18	0	0.6429	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4286	0	0	0	325.0126	0	0	0	0	0	0
484	9417	3	18	18	0	0.6429	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4286	0	0	0	329.8854	0	0	0	0	0	0
485	9418	3	18	18	0	0.6923	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4615	0	0	0	304.376	0	0	0	0	0	0
486	9419	3	18	18	0	0.6667	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4444	0	0	0	321.9227	0	0	0	0	0	0
487	9420	3	18	18	0	0.6923	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.4615	0	0	0	300.2519	0	0	0	0	0	0
488	9421	2	12	12	0	0.6667	0	1	2	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0.3333	0	0	0	130.6214	0	0	0	0	0	0
489	9422	3	15	15	0	0.6818	0	1	3	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0.2727	48.7678	0	0	166.2459	0	0	0	0	0	0
490	9423	3	18	18	0	0.72	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0.24	0	0	0	286.69	0	0	0	0	0	0
491	9424	9	30	18	6	0.7586	0.5455	1.3636	3	0.6	0	4	0	0	0	6	0	3	0	0	0	0	1	0.2069	0	0	0	561.8654	0	351.8185	0	0	0	0
492	8961	6	18	14	2	0.9333	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.6667	0	0	0	70.902	0	0	0	78.5808	0	0
493	9425	6	18	14	2	0.6087	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.4348	0	0	0	143.0669	0	0	0	164.0942	0	0
494	9427	6	18	14	2	0.56	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.4	0	0	0	165.5322	0	0	0	190.1021	0	0
495	9428	6	18	14	2	0.5385	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.3846	0	0	0	177.2061	0	0	0	203.5654	0	0
496	9429	6	18	14	2	0.5	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.3571	0	0	0	201.3166	0	0	0	231.2855	0	0
497	9430	6	18	14	2	0.56	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.4	0	0	0	165.22	0	0	0	189.7768	0	0
498	9431	6	18	14	2	0.5385	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.3846	0	0	0	176.921	0	0	0	203.2686	0	0
499	9432	6	18	14	2	0.5185	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.3704	0	0	0	188.8799	0	0	0	217.0287	0	0
500	9433	6	18	14	2	0.5	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.3571	0	0	0	201.0762	0	0	0	231.0355	0	0
501	9434	6	18	14	2	0.4667	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.3333	0	0	0	226.1115	0	0	0	259.7166	0	0
502	9438	7	24	20	2	0.625	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	1	0.5	0	0	0	371.1938	0	0	0	281.5994	0	0
503	9439	7	24	20	2	0.5882	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	1	0.4706	0	0	0	410.7335	0	0	0	312.2097	0	0
504	8981	3	18	18	0	0.5625	0	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0.375	0	0	0	396.0531	0	0	0	0	0	0
505	8982	5	23	21	1	0.7241	0.0952	1.0952	3	0.75	0	0	0	0	1	3	0	0	1	0	0	0	2	0.4138	0	0	76.2743	312.2914	0	0	141.3922	0	0	0
506	8983	12	34	28	3	0.7778	0.2143	1.2143	3	0.5	0	0	0	0	2	4	0	1	2	0	0	2	3	0.5833	0	0	129.6875	412.1796	0	105.7214	243.5067	0	0	325.262
507	8961	6	18	14	2	0.9333	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.6667	0	0	0	70.902	0	0	0	78.5808	0	0
508	9006	9	29	23	3	0.6765	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5588	0	0	85.5806	359.4377	0	0	158.7649	292.2493	0	0
509	9010	9	29	23	3	0.6571	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5429	0	0	88.1509	369.146	0	0	163.5299	299.2772	0	0
510	9018	9	29	23	3	0.6571	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5429	0	0	88.4377	373.2395	0	0	163.4415	304.8385	0	0
511	8961	6	18	14	2	0.9333	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.6667	0	0	0	70.902	0	0	0	78.5808	0	0
512	9015	9	29	23	3	0.6216	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5135	0	0	94.4586	399.0523	0	0	173.9598	326.2441	0	0
513	9016	9	29	23	3	0.6216	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5135	0	0	94.1191	397.332	0	0	173.3621	324.7097	0	0
514	9020	9	29	23	3	0.6765	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5588	0	0	85.4166	359.6164	0	0	158.481	292.6459	0	0
515	9021	9	29	23	3	0.6571	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5429	0	0	88.3264	371.045	0	0	163.8437	301.2083	0	0
516	9027	9	29	23	3	0.6216	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5135	0	0	98.7132	413.3827	0	0	182.579	336.3337	0	0
517	9030	9	29	23	3	0.6389	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5278	0	0	93.25	391.0705	0	0	172.7163	317.4396	0	0
518	9031	9	29	23	3	0.697	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5758	0	0	77.9854	331.4953	0	0	145.2557	269.8086	0	0
519	9032	9	29	23	3	0.6765	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5588	0	0	82.9495	351.2844	0	0	154.1884	285.8069	0	0
520	9033	9	29	23	3	0.6571	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5429	0	0	87.892	371.1642	0	0	163.0894	301.8918	0	0
521	9034	9	29	23	3	0.6389	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5278	0	0	92.8156	391.1311	0	0	171.962	318.0616	0	0
522	9040	9	29	23	3	0.6571	0.2609	1.2609	2	0.4	0	0	0	0	1	4	0	0	1	2	0	0	2	0.5429	0	0	87.892	371.1642	0	0	163.0894	301.8918	0	0
523	8961	6	18	14	2	0.9333	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.6667	0	0	0	70.902	0	0	0	78.5808	0	0
524	10404	12	24	16	4	0.8095	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.2857	0	0	20.8096	60.1387	33.4866	0	85.3636	46.6682	54.8655	60.1397
525	10405	15	35	25	5	0.6667	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3077	0	0	157.4502	287.8316	92.5822	0	424.4371	134.9052	150.5148	166.8977
526	10406	15	35	25	5	0.6667	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3077	0	0	157.4502	287.8316	92.5822	0	424.4371	134.9052	150.5148	166.8977
527	10407	15	35	25	5	0.6667	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3077	0	0	153.0736	289.0619	96.5085	0	419.1752	133.3427	154.6749	169.4322
528	10408	12	24	16	4	0.8095	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.2857	0	0	20.8096	60.1387	33.4866	0	85.3636	46.6682	54.8655	60.1397
529	10404	12	24	16	4	0.8095	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.2857	0	0	20.8096	60.1387	33.4866	0	85.3636	46.6682	54.8655	60.1397
530	10405	15	35	25	5	0.6667	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3077	0	0	157.4502	287.8316	92.5822	0	424.4371	134.9052	150.5148	166.8977
531	10406	15	35	25	5	0.6667	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3077	0	0	157.4502	287.8316	92.5822	0	424.4371	134.9052	150.5148	166.8977
532	10407	15	35	25	5	0.6667	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3077	0	0	153.0736	289.0619	96.5085	0	419.1752	133.3427	154.6749	169.4322
533	10408	12	24	16	4	0.8095	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.2857	0	0	20.8096	60.1387	33.4866	0	85.3636	46.6682	54.8655	60.1397
534	10409	15	35	25	5	0.7429	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3429	0	0	121.4344	226.8651	72.1605	0	332.5733	105.2596	118.3362	131.3683
535	10410	15	35	25	5	0.7027	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3243	0	0	139.4383	257.225	82.3012	0	378.3556	119.9698	134.2903	148.9881
536	10405	15	35	25	5	0.6667	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3077	0	0	157.4502	287.8316	92.5822	0	424.4371	134.9052	150.5148	166.8977
537	10412	15	35	25	5	0.6341	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.2927	0	0	175.4697	318.6425	103.0101	0	470.7769	150.0607	166.999	185.0836
538	10413	15	35	25	5	0.6047	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.2791	0	0	193.5006	349.6323	113.5821	0	517.3505	165.425	183.7269	203.528
539	10414	15	35	25	5	0.7429	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3429	0	0	121.4344	226.8651	72.1605	0	332.5733	105.2596	118.3362	131.3683
540	10415	15	35	25	5	0.7027	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3243	0	0	139.4383	257.225	82.3012	0	378.3556	119.9698	134.2903	148.9881
541	10406	15	35	25	5	0.6667	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3077	0	0	157.4502	287.8316	92.5822	0	424.4371	134.9052	150.5148	166.8977
542	10417	15	35	25	5	0.6341	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.2927	0	0	175.4697	318.6425	103.0101	0	470.7769	150.0607	166.999	185.0836
543	10418	15	35	25	5	0.6047	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.2791	0	0	193.5006	349.6323	113.5821	0	517.3505	165.425	183.7269	203.528
544	10419	12	24	16	4	0.6296	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.2222	0	0	34.4364	92.7409	51.2251	0	134.5796	73.3842	83.586	92.4594
545	10420	12	24	16	4	0.5667	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.2	0	0	43.2117	113.6592	62.8517	0	166.1147	90.612	102.2435	113.2311
546	10421	12	24	16	4	0.5313	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.1875	0	0	49.4715	128.5805	71.1951	0	188.5978	102.9183	115.5977	128.0579
547	10422	12	24	16	4	0.5	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.1765	0	0	56.0042	144.1538	79.9359	0	212.0552	115.7736	129.5651	143.5393
548	10423	12	24	16	4	0.4722	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.1667	0	0	62.7729	160.2926	89.0224	0	236.3575	129.1058	144.0654	159.5892
549	10424	15	35	25	5	0.7429	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3429	0	0	118.6632	228.1327	76.5389	0	329.2349	105.4105	122.3583	134.0694
550	10425	15	35	25	5	0.6667	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3077	0	0	153.0736	289.0619	96.5085	0	419.1752	133.3427	154.6749	169.4322
551	10426	15	35	25	5	0.6341	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.2927	0	0	170.3783	319.7687	106.8186	0	464.5665	147.8037	171.2196	187.5429
552	10427	15	35	25	5	0.6047	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.2791	0	0	187.743	350.6277	117.3125	0	510.2187	162.544	188.0007	205.9138
553	10428	15	35	25	5	0.7429	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3429	0	0	118.6632	228.1327	76.5389	0	329.2349	105.4105	122.3583	134.0694
554	10407	15	35	25	5	0.6667	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.3077	0	0	153.0736	289.0619	96.5085	0	419.1752	133.3427	154.6749	169.4322
555	10430	15	35	25	5	0.6341	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.2927	0	0	170.3783	319.7687	106.8186	0	464.5665	147.8037	171.2196	187.5429
556	10431	15	35	25	5	0.6047	0.3846	1.3462	2	0.3333	1	0	0	0	2	3	1	0	3	1	1	1	2	0.2791	0	0	187.743	350.6277	117.3125	0	510.2187	162.544	188.0007	205.9138
557	10432	12	24	16	4	0.5313	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.1875	0	0	45.6181	129.5819	73.0106	0	184.4325	100.7138	118.4366	129.7033
558	10433	12	24	16	4	0.5	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.1765	0	0	51.5374	145.111	81.9309	0	207.046	113.1371	132.6389	145.2615
559	10434	12	24	16	4	0.4722	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.1667	0	0	57.7189	161.1818	91.1753	0	230.5172	126.0451	147.3367	161.3616
560	10435	3	11	9	1	0.3913	0.2222	1.2222	1	0.5	0	0	0	0	1	1	0	0	1	0	0	0	1	0.2609	0	0	55.1393	71.4308	0	0	106.4025	0	0	0
561	10436	3	11	9	1	0.36	0.2222	1.2222	1	0.5	0	0	0	0	1	1	0	0	1	0	0	0	1	0.24	0	0	62.9	81.3044	0	0	120.9948	0	0	0
562	10437	3	11	9	1	0.3333	0.2222	1.2222	1	0.5	0	0	0	0	1	1	0	0	1	0	0	0	1	0.2222	0	0	70.8483	91.3616	0	0	135.8762	0	0	0
563	10408	12	24	16	4	0.8095	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.2857	0	0	20.8096	60.1387	33.4866	0	85.3636	46.6682	54.8655	60.1397
564	10404	12	24	16	4	0.8095	0.4706	1.4118	1	0.25	1	0	0	0	1	2	1	0	2	1	1	1	1	0.2857	0	0	20.8096	60.1387	33.4866	0	85.3636	46.6682	54.8655	60.1397
565	8961	6	18	14	2	0.9333	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.6667	0	0	0	70.902	0	0	0	78.5808	0	0
566	10441	6	18	12	3	0.7222	0.4615	1.3846	1	0.3333	0	2	0	0	0	3	0	1	0	1	0	1	0	0	0	0	0	95.6415	0	40.6748	0	53.9107	0	64.3596
567	10439	6	24	20	2	0.5882	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	429.1233	0	0	0	364.1097	0	0
568	10440	6	24	20	2	0.5556	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	471.983	0	0	0	400.0769	0	0
569	10441	6	18	12	3	0.7222	0.4615	1.3846	1	0.3333	0	2	0	0	0	3	0	1	0	1	0	1	0	0	0	0	0	95.6415	0	40.6748	0	53.9107	0	64.3596
570	10442	6	18	14	2	0.6364	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.4545	0	0	0	132.3338	0	0	0	151.6112	0	0
571	10443	3	12	10	1	0.8333	0.2	1.2	1	0.5	0	0	0	0	0	2	0	0	0	1	0	0	1	0.8333	0	0	0	45.6087	0	0	0	39.2548	0	0
572	10444	6	24	20	2	0.6452	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6452	0	0	0	363.3076	0	0	0	308.8297	0	0
573	10445	6	24	20	2	0.625	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.625	0	0	0	384.6534	0	0	0	326.7689	0	0
574	10447	6	24	20	2	0.5882	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.5882	0	0	0	427.4638	0	0	0	362.7221	0	0
575	10448	6	24	20	2	0.5714	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.5714	0	0	0	448.9282	0	0	0	380.7378	0	0
576	10449	3	12	10	1	0.4762	0.2	1.2	1	0.5	0	0	0	0	0	2	0	0	0	1	0	0	1	0.4762	0	0	0	112.3108	0	0	0	96.0585	0	0
577	10450	3	12	10	1	0.9091	0.2	1.2	1	0.5	0	0	0	0	0	2	0	0	0	1	0	0	1	0.9091	0	0	0	39.6889	0	0	0	34.1683	0	0
578	10451	6	24	20	2	0.7143	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.7143	0	0	0	316.7104	0	0	0	269.4192	0	0
579	10454	6	24	20	2	0.6452	0.2	1.2	2	0.5	0	0	0	0	0	4	0	0	0	2	0	0	2	0.6452	0	0	0	379.6255	0	0	0	322.3119	0	0
