No.	NAME	nCIR	TRS	Rperim	Rbrid	MCD	RFD	RCI	NRS	NNRS	nSpiro	nBridgeHead	nR03	nR04	nR05	nR06	nR07	nR08	nR09	nR10	nR11	nR12	nBnz	AP	D/Dtr03	D/Dtr04	D/Dtr05	D/Dtr06	D/Dtr07	D/Dtr08	D/Dtr09	D/Dtr10	D/Dtr11	D/Dtr12
29	50267503	5	24	22	1	0.5641	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.4615	0	0	0	556.5379	0	0	0	210.5367	0	0
30	50267504	5	24	22	1	0.55	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.45	0	0	0	575.6897	0	0	0	218.4423	0	0
31	50267505	5	24	22	1	0.5366	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.439	0	0	0	589.2566	0	0	0	224.2727	0	0
32	50267506	5	24	22	1	0.5238	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.4286	0	0	0	608.4085	0	0	0	232.1783	0	0
33	50267511	5	24	22	1	0.55	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.45	0	0	0	579.1522	0	0	0	219.1758	0	0
34	50267512	5	24	22	1	0.5366	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.439	0	0	0	598.482	0	0	0	227.1767	0	0
35	50267514	5	24	22	1	0.5238	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.4286	0	0	0	612.3319	0	0	0	233.1387	0	0
36	50267550	5	24	22	1	0.5116	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.4186	0	0	0	631.6616	0	0	0	241.1396	0	0
37	50267551	5	24	22	1	0.5366	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.439	0	0	0	601.7364	0	0	0	227.8519	0	0
38	50267552	5	24	22	1	0.5238	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.4286	0	0	0	621.2261	0	0	0	235.9398	0	0
39	50267553	5	24	22	1	0.5116	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.4186	0	0	0	635.3399	0	0	0	242.0258	0	0
40	50267491	5	24	22	1	0.5	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.4091	0	0	0	654.8295	0	0	0	250.1137	0	0
41	50267513	5	24	22	1	0.5116	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.4186	0	0	0	646.8555	0	0	0	245.3093	0	0
42	50267502	5	24	22	1	0.5	0.0909	1.0909	3	0.75	0	0	0	0	0	4	0	0	0	1	0	0	3	0.4091	0	0	0	666.6212	0	0	0	253.5503	0	0
43	50272619	10	35	29	3	0.8056	0.2069	1.2069	3	0.5	0	0	0	0	1	5	0	0	1	2	0	0	2	0.5278	0	0	85.7651	468.5032	0	0	158.6771	284.4827	0	0
44	50272620	10	35	29	3	0.8056	0.2069	1.2069	3	0.5	0	0	0	0	1	5	0	0	1	2	0	0	2	0.5278	0	0	88.3537	493.5427	0	0	163.2416	304.585	0	0
45	50272627	10	35	29	3	0.8056	0.2069	1.2069	3	0.5	0	0	0	0	1	5	0	0	1	2	0	0	2	0.5278	0	0	85.6743	468.1792	0	0	158.522	284.4827	0	0
46	50272610	10	35	29	3	0.7632	0.2069	1.2069	3	0.5	0	0	0	0	1	5	0	0	1	2	0	0	2	0.5	0	0	92.0965	505.3811	0	0	169.2159	308.91	0	0
47	50272685	10	35	29	3	0.8529	0.2069	1.2069	3	0.5	0	0	0	0	1	5	0	0	1	2	0	0	2	0.5588	0	0	79.7061	432.3209	0	0	148.6898	260.6156	0	0
48	50272735	10	35	29	3	0.8056	0.2069	1.2069	3	0.5	0	0	0	0	1	5	0	0	1	2	0	0	2	0.5278	0	0	85.6743	468.1792	0	0	158.522	284.4827	0	0
49	50272736	10	35	29	3	0.8286	0.2069	1.2069	3	0.5	0	0	0	0	1	5	0	0	1	2	0	0	2	0.5429	0	0	82.5632	449.8894	0	0	153.3664	272.4041	0	0
50	8961	6	18	14	2	0.9333	0.2857	1.2857	1	0.3333	0	0	0	0	0	3	0	0	0	2	0	0	1	0.6667	0	0	0	70.902	0	0	0	78.5808	0	0
51	50199522	6	18	12	3	0.7222	0.4615	1.3846	1	0.3333	0	2	0	0	0	3	0	1	0	1	0	1	0	0	0	0	0	95.6415	0	40.6748	0	53.9107	0	64.3596
