No.	NAME	C-001	C-003	C-005	C-006	C-007	C-008	C-009	C-011	C-012	C-014	C-016	C-018	C-019	C-020	C-025	C-026	C-027	C-028	C-029	C-030	C-031	C-032	C-033	C-034	C-035	C-036	C-037	C-038	C-040	C-041	C-042	C-043	C-044	H-046	H-047	H-048	H-049	H-051	H-052	H-053	H-054	O-056	O-057	O-058	O-059	O-060	O-061	O-062	O-063	N-070	N-072	N-073	N-074	N-075	N-077	N-078	N-079	F-081	F-082	F-083	F-084	F-085	Cl-086	Cl-088	Cl-090	Br-091	Br-095	I-096	Cl-102	Br-103	S-106	S-107	P-117	P-120
28	8960	0	2	2	3	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19	0	0	1	4	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	50267503	0	0	4	4	0	0	0	0	0	0	1	0	1	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	31	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	50267504	1	0	3	5	0	0	0	0	0	0	1	0	1	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	30	0	0	0	3	0	0	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	50267505	0	0	5	4	0	0	0	0	0	0	1	0	1	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	33	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	50267506	1	0	4	5	0	0	0	0	0	0	1	0	1	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	32	0	0	0	3	0	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	50267511	0	0	4	4	0	0	0	0	0	0	1	0	1	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	31	0	0	0	0	2	0	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	50267512	1	0	3	5	0	0	0	0	0	0	1	0	1	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	30	0	0	0	3	2	0	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	50267514	0	0	5	4	0	0	0	0	0	0	1	0	1	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	33	0	0	0	0	2	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	50267550	1	0	4	5	0	0	0	0	0	0	1	0	1	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	32	0	0	0	3	2	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	50267551	0	0	4	4	0	0	0	0	0	0	1	0	1	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	31	0	0	0	4	0	0	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	50267552	1	0	3	5	0	0	0	0	0	0	1	0	1	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	30	0	0	0	7	0	0	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	50267553	0	0	5	4	0	0	0	0	0	0	1	0	1	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	33	0	0	0	4	0	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	50267491	1	0	4	5	0	0	0	0	0	0	1	0	1	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	32	0	0	0	7	0	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	50267513	0	0	4	4	0	0	0	0	0	0	1	0	1	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	31	0	0	0	4	0	0	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	50267502	1	0	3	5	0	0	0	0	0	0	1	0	1	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	30	0	0	0	7	0	0	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	50272619	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	10	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	50272620	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	10	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	50272627	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	10	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	50272610	0	0	1	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	10	19	1	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	50272685	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	10	17	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	50272735	0	0	1	5	0	0	0	0	0	0	0	0	0	0	4	3	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	10	19	1	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	50272736	1	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	13	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	8961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	50199522	2	1	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	4	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	50272628	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	6	16	1	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	50272629	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	6	16	1	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	50272630	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	6	16	1	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	50272631	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	6	16	1	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	50272632	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	8	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	50272633	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	12	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	50272680	1	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	10	16	1	0	5	2	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	50272681	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	6	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	50272682	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	8	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	50272610	0	0	1	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	10	19	1	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	50272735	0	0	1	5	0	0	0	0	0	0	0	0	0	0	4	3	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	10	19	1	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	50272736	1	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	13	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	8961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	50199522	2	1	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	4	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	50272619	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	10	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	50272618	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	10	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	50272627	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	10	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	50272628	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	6	16	1	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	50272630	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	6	16	1	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	50272631	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	6	16	1	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	50272633	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	12	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	50272680	1	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	10	16	1	0	5	2	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	50272681	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	6	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	50272685	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	10	17	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	50151982	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	4	17	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	50272620	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	10	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	50272629	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	6	16	1	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	50272632	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	8	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	50272682	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	8	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	50272618	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	10	16	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	50451933	0	1	1	5	0	0	0	0	0	0	1	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	21	0	0	0	10	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	8960	0	2	2	3	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19	0	0	1	4	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	50451936	1	1	1	4	0	0	0	0	0	0	1	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	19	0	0	0	8	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
