No.	NAME	P_VSA_LogP_1	P_VSA_LogP_2	P_VSA_LogP_3	P_VSA_LogP_4	P_VSA_LogP_5	P_VSA_LogP_6	P_VSA_LogP_8	P_VSA_MR_1	P_VSA_MR_2	P_VSA_MR_3	P_VSA_MR_4	P_VSA_MR_5	P_VSA_MR_6	P_VSA_MR_7	P_VSA_MR_8	P_VSA_m_2	P_VSA_m_4	P_VSA_m_5	P_VSA_e_2	P_VSA_e_3	P_VSA_e_5	P_VSA_p_2	P_VSA_p_3	P_VSA_p_4	P_VSA_i_1	P_VSA_i_2	P_VSA_i_3	P_VSA_i_4	P_VSA_s_1	P_VSA_s_3	P_VSA_s_4	P_VSA_s_5	P_VSA_s_6	P_VSA_ppp_L	P_VSA_ppp_D	P_VSA_ppp_A	P_VSA_ppp_ar	P_VSA_ppp_con	P_VSA_ppp_hal	P_VSA_ppp_cyc	P_VSA_ppp_ter	P_VSA_charge_1	P_VSA_charge_2	P_VSA_charge_3	P_VSA_charge_4	P_VSA_charge_5	P_VSA_charge_6	P_VSA_charge_7	P_VSA_charge_8	P_VSA_charge_9	P_VSA_charge_10	P_VSA_charge_11	P_VSA_charge_12	P_VSA_charge_13	P_VSA_charge_14
1	50262810	8.3964	9.4414	85.2862	59.6992	12.681	0	0	211.8798	50.2899	0	0	12.5657	112.6486	0	0	125.2144	0	0	118.9657	6.2486	50.2899	56.5385	118.9657	0	0	118.9657	262.1697	6.2486	0	25.2831	99.9312	0	50.2899	94.843	0	56.5385	94.843	154.5421	0	107.3766	58.6862	0	56.5385	0	0	0	66.3337	30.5344	88.7148	135.8533	0	0	0	9.4093	0
2	50262811	19.7083	11.5471	75.81	59.6992	28.9244	0	0	223.6509	96.603	0	0	23.4966	110.9025	0	0	134.3991	0	0	128.1505	6.2486	61.2897	67.5384	128.1505	0	0	128.1505	320.254	6.2486	0	32.6323	101.7669	0	61.2897	94.1919	0	67.5384	90.6101	150.3093	0	103.1437	69.9981	10.9999	56.5385	0	0	0	56.2064	30.5344	115.4426	170.2785	5.2434	0	0	9.4093	0
3	50193452	8.3964	14.5105	85.2862	59.6992	12.681	0	0	211.8798	97.3743	0	0	17.6348	112.6486	0	0	130.2834	0	0	124.0348	6.2486	50.2899	56.5385	124.0348	0	0	124.0348	309.2541	6.2486	0	30.3522	99.9312	0	50.2899	99.912	0	56.5385	94.843	154.5421	0	107.3766	58.6862	3.1243	53.4142	0	0	0	66.3337	37.7092	157.2357	112.3111	0	0	0	9.4093	0
4	50262853	17.6504	23.3621	37.905	59.6992	12.6198	0	0	223.6509	168.0009	0	0	47.2612	53.6854	0	0	100.9466	0	0	91.5737	9.3729	50.2899	59.6628	91.5737	0	0	91.5737	391.6518	9.3729	0	36.0183	64.9283	0	50.2899	69.5301	0	59.6628	44.2761	103.9753	0	71.4812	67.9403	0	59.6628	0	0	0	21.487	43.7777	304.8061	53.4556	0	0	0	9.4093	0
5	50262850	10.8831	16.6162	75.81	59.6992	28.9244	52.1229	0	235.422	108.3741	0	0	19.7405	134.2237	17.0306	0	170.9948	0	0	164.7462	6.2486	61.2897	67.5384	164.7462	0	0	164.7462	343.7962	6.2486	0	37.7013	92.9417	17.0306	84.611	130.7876	0	67.5384	90.6101	150.3093	0	103.1437	84.4942	10.9999	56.5385	0	0	23.3212	64.4118	33.4978	127.2137	172.3842	17.0145	0	0	9.4093	0
6	50262850	10.8831	16.6162	75.81	59.6992	28.9244	52.1229	0	235.422	108.3741	0	0	19.7405	134.2237	17.0306	0	170.9948	0	0	164.7462	6.2486	61.2897	67.5384	164.7462	0	0	164.7462	343.7962	6.2486	0	37.7013	92.9417	17.0306	84.611	130.7876	0	67.5384	90.6101	150.3093	0	103.1437	84.4942	10.9999	56.5385	0	0	23.3212	64.4118	33.4978	127.2137	172.3842	17.0145	0	0	9.4093	0
7	50262813	8.3964	11.976	85.2862	59.6992	12.681	0	0	211.8798	73.8321	0	0	15.1003	112.6486	0	0	127.7489	0	0	121.5003	6.2486	50.2899	56.5385	121.5003	0	0	121.5003	285.7119	6.2486	0	27.8177	99.9312	0	50.2899	97.3775	0	56.5385	94.843	154.5421	0	107.3766	58.6862	3.1243	53.4142	0	0	0	66.3337	33.069	135.7992	112.3111	0	0	0	9.4093	0
8	50262813	8.3964	11.976	85.2862	59.6992	12.681	0	0	211.8798	73.8321	0	0	15.1003	112.6486	0	0	127.7489	0	0	121.5003	6.2486	50.2899	56.5385	121.5003	0	0	121.5003	285.7119	6.2486	0	27.8177	99.9312	0	50.2899	97.3775	0	56.5385	94.843	154.5421	0	107.3766	58.6862	3.1243	53.4142	0	0	0	66.3337	33.069	135.7992	112.3111	0	0	0	9.4093	0
9	50262786	19.7083	21.6853	75.81	59.6992	28.9244	0	0	270.7353	143.6875	0	0	33.6348	110.9025	0	0	144.5373	0	0	138.2886	6.2486	61.2897	67.5384	138.2886	0	0	138.2886	414.4228	6.2486	0	42.7704	101.7669	0	61.2897	104.33	0	67.5384	90.6101	150.3093	0	103.1437	69.9981	10.9999	56.5385	0	0	0	61.2755	37.7092	231.0479	146.7363	5.2434	0	0	9.4093	0
10	50262848	19.7083	16.6162	75.81	59.6992	28.9244	0	0	223.6509	143.6875	0	0	28.5657	110.9025	0	0	139.4682	0	0	133.2196	6.2486	61.2897	67.5384	133.2196	0	0	133.2196	367.3384	6.2486	0	37.7013	101.7669	0	61.2897	99.261	0	67.5384	90.6101	150.3093	0	103.1437	69.9981	10.9999	56.5385	0	0	0	56.2064	37.7092	183.9635	146.7363	5.2434	0	0	9.4093	0
11	50262846	10.8831	14.0817	75.81	59.6992	28.9244	52.1229	0	235.422	84.8319	0	0	17.206	134.2237	17.0306	0	168.4603	0	0	162.2117	6.2486	61.2897	67.5384	162.2117	0	0	162.2117	320.254	6.2486	0	35.1668	92.9417	17.0306	84.611	128.2531	0	67.5384	90.6101	150.3093	0	103.1437	84.4942	10.9999	56.5385	0	0	23.3212	64.4118	30.9633	103.6715	172.3842	17.0145	0	0	9.4093	0
12	50262846	10.8831	14.0817	75.81	59.6992	28.9244	52.1229	0	235.422	84.8319	0	0	17.206	134.2237	17.0306	0	168.4603	0	0	162.2117	6.2486	61.2897	67.5384	162.2117	0	0	162.2117	320.254	6.2486	0	35.1668	92.9417	17.0306	84.611	128.2531	0	67.5384	90.6101	150.3093	0	103.1437	84.4942	10.9999	56.5385	0	0	23.3212	64.4118	30.9633	103.6715	172.3842	17.0145	0	0	9.4093	0
13	50262809	17.6504	25.8967	37.905	59.6992	12.6198	0	0	247.1931	168.0009	0	0	49.7957	53.6854	0	0	103.4811	0	0	94.1082	9.3729	50.2899	59.6628	94.1082	0	0	94.1082	415.194	9.3729	0	38.5528	64.9283	0	50.2899	72.0647	0	59.6628	44.2761	103.9753	0	71.4812	67.9403	0	59.6628	0	0	0	24.0216	43.7777	328.3483	53.4556	0	0	0	9.4093	0
14	50262808	10.8831	21.6853	75.81	59.6992	28.9244	52.1229	0	282.5064	108.3741	0	0	24.8096	134.2237	17.0306	0	176.0639	0	0	169.8153	6.2486	61.2897	67.5384	169.8153	0	0	169.8153	390.8806	6.2486	0	42.7704	92.9417	17.0306	84.611	135.8567	0	67.5384	90.6101	150.3093	0	103.1437	84.4942	10.9999	56.5385	0	0	23.3212	69.4809	33.4978	174.2981	172.3842	17.0145	0	0	9.4093	0
15	50262786	19.7083	21.6853	75.81	59.6992	28.9244	0	0	270.7353	143.6875	0	0	33.6348	110.9025	0	0	144.5373	0	0	138.2886	6.2486	61.2897	67.5384	138.2886	0	0	138.2886	414.4228	6.2486	0	42.7704	101.7669	0	61.2897	104.33	0	67.5384	90.6101	150.3093	0	103.1437	69.9981	10.9999	56.5385	0	0	0	61.2755	37.7092	231.0479	146.7363	5.2434	0	0	9.4093	0
16	50262853	17.6504	23.3621	37.905	59.6992	12.6198	0	0	223.6509	168.0009	0	0	47.2612	53.6854	0	0	100.9466	0	0	91.5737	9.3729	50.2899	59.6628	91.5737	0	0	91.5737	391.6518	9.3729	0	36.0183	64.9283	0	50.2899	69.5301	0	59.6628	44.2761	103.9753	0	71.4812	67.9403	0	59.6628	0	0	0	21.487	43.7777	304.8061	53.4556	0	0	0	9.4093	0
17	50362874	39.4165	17.6554	56.8575	32.3363	83.5354	0	0	353.1331	92.6867	0	0	38.4302	122.2264	0	0	160.6566	0	0	154.408	6.2486	69.1445	75.3931	154.408	0	0	154.408	445.8197	6.2486	0	58.134	102.5226	0	69.1445	86.5991	0	75.3931	83.7735	122.4809	0	123.0073	64.5615	47.1239	3.1243	25.1449	0	0	18.9525	51.7993	191.1713	240.9951	10.4869	10.4869	0	0	7.1913
18	50267493	51.9286	39.0584	94.7625	65.3714	110.1409	0	0	435.5308	163.3736	0	0	42.1827	188.0703	14.7197	0	244.9726	0	0	223.8376	21.1351	116.2892	137.4242	223.8376	0	0	223.8376	598.9044	21.1351	0	77.1465	149.8154	18.0108	116.2892	114.4573	18.0108	119.4135	126.3035	171.3016	0	157.1566	102.2185	87.1344	50.2899	0	0	0	33.4978	62.9524	229.6438	326.0387	24.1593	20.2127	5.2434	4.7046	0
19	50267492	52.3574	41.1641	94.7625	65.3714	110.1409	0	0	423.7597	198.6869	0	0	53.1136	179.6739	14.7197	0	247.5072	0	0	226.3721	21.1351	116.2892	137.4242	226.3721	0	0	226.3721	622.4466	21.1351	0	79.2522	150.2442	18.0108	116.2892	123.2825	18.0108	119.4135	126.3035	171.3016	0	157.1566	102.6473	84.0101	53.4142	0	0	0	42.323	56.6617	253.186	326.0387	24.1593	20.2127	5.2434	4.7046	0
20	50267494	41.0455	28.9202	94.7625	108.0548	93.8976	0	0	353.1331	147.9726	0	0	32.0446	171.9438	14.7197	0	218.708	0	0	197.5729	21.1351	147.9726	169.1077	197.5729	0	0	197.5729	501.1057	21.1351	0	61.7649	138.9323	18.0108	147.9726	104.3192	60.6941	151.097	121.0601	166.0582	0	151.9131	134.0187	115.6935	53.4142	0	0	0	28.4287	55.7776	137.5807	279.8423	24.1593	14.9693	5.2434	4.7046	0
21	50267495	41.4744	31.026	94.7625	108.0548	93.8976	0	0	341.362	183.2859	0	0	42.9755	163.5474	14.7197	0	221.2425	0	0	200.1075	21.1351	147.9726	169.1077	200.1075	0	0	200.1075	524.6479	21.1351	0	63.8706	139.3612	18.0108	147.9726	113.1444	60.6941	151.097	121.0601	166.0582	0	151.9131	134.4476	115.6935	53.4142	0	0	0	37.2539	49.4869	161.1229	279.8423	24.1593	14.9693	5.2434	4.7046	0
22	50267496	41.0455	31.4548	94.7625	108.0548	93.8976	0	0	353.1331	171.5148	0	0	34.5791	171.9438	14.7197	0	221.2425	0	0	200.1075	21.1351	147.9726	169.1077	200.1075	0	0	200.1075	524.6479	21.1351	0	64.2995	138.9323	18.0108	147.9726	106.8537	60.6941	151.097	121.0601	166.0582	0	151.9131	134.0187	118.8178	50.2899	0	0	0	28.4287	58.3121	161.1229	279.8423	24.1593	14.9693	5.2434	4.7046	0
23	50267497	41.4744	33.5605	94.7625	108.0548	93.8976	0	0	341.362	206.8281	0	0	45.51	163.5474	14.7197	0	223.7771	0	0	202.642	21.1351	147.9726	169.1077	202.642	0	0	202.642	548.1901	21.1351	0	66.4052	139.3612	18.0108	147.9726	115.6789	60.6941	151.097	121.0601	166.0582	0	151.9131	134.4476	115.6935	53.4142	0	0	0	37.2539	52.0215	184.6651	279.8423	24.1593	14.9693	5.2434	4.7046	0
24	50267498	41.0455	33.9893	94.7625	108.0548	93.8976	0	0	353.1331	195.057	0	0	37.1136	171.9438	14.7197	0	223.7771	0	0	202.642	21.1351	147.9726	169.1077	202.642	0	0	202.642	548.1901	21.1351	0	66.834	138.9323	18.0108	147.9726	109.3883	60.6941	151.097	121.0601	166.0582	0	151.9131	134.0187	118.8178	50.2899	0	0	0	28.4287	62.9524	182.5594	279.8423	24.1593	14.9693	5.2434	4.7046	0
25	50267499	41.4744	36.095	94.7625	108.0548	93.8976	0	0	341.362	230.3704	0	0	48.0445	163.5474	14.7197	0	226.3116	0	0	205.1765	21.1351	147.9726	169.1077	205.1765	0	0	205.1765	571.7323	21.1351	0	68.9397	139.3612	18.0108	147.9726	118.2135	60.6941	151.097	121.0601	166.0582	0	151.9131	134.4476	115.6935	53.4142	0	0	0	37.2539	56.6617	206.1016	279.8423	24.1593	14.9693	5.2434	4.7046	0
26	50267501	41.0455	39.0584	94.7625	108.0548	93.8976	0	0	400.2175	195.057	0	0	42.1827	171.9438	14.7197	0	228.8461	0	0	207.7111	21.1351	147.9726	169.1077	207.7111	0	0	207.7111	595.2745	21.1351	0	71.903	138.9323	18.0108	147.9726	114.4573	60.6941	151.097	121.0601	166.0582	0	151.9131	134.0187	118.8178	50.2899	0	0	0	33.4978	62.9524	229.6438	279.8423	24.1593	14.9693	5.2434	4.7046	0
27	50267500	41.4744	41.1641	94.7625	108.0548	93.8976	0	0	388.4464	230.3704	0	0	53.1136	163.5474	14.7197	0	231.3807	0	0	210.2456	21.1351	147.9726	169.1077	210.2456	0	0	210.2456	618.8167	21.1351	0	74.0087	139.3612	18.0108	147.9726	123.2825	60.6941	151.097	121.0601	166.0582	0	151.9131	134.4476	115.6935	53.4142	0	0	0	42.323	56.6617	253.186	279.8423	24.1593	14.9693	5.2434	4.7046	0
28	8960	21.7661	16.4552	66.3337	30.2784	45.1677	0	0	294.2775	94.2291	0	0	19.5796	113.2769	0	0	132.8565	0	0	129.7321	3.1243	47.1447	50.269	129.7321	0	0	129.7321	388.5067	3.1243	0	41.6323	91.2242	0	47.1447	86.0286	0	50.269	86.3773	116.6557	0	106.4501	46.911	21.9998	28.2692	0	0	0	47.3812	39.6732	193.6289	174.7904	0	15.6203	0	0	0
29	50267503	41.0455	28.9202	104.2387	65.3714	93.8976	0	0	364.9042	105.2893	0	0	32.0446	181.42	14.7197	0	228.1843	0	0	207.0492	21.1351	105.2893	126.4244	207.0492	0	0	207.0492	470.1935	21.1351	0	61.7649	148.4086	18.0108	105.2893	113.7954	18.0108	108.4136	130.5363	175.5344	0	161.3894	91.3354	73.0102	53.4142	0	0	0	47.3812	49.4869	134.3951	291.6134	18.9159	20.2127	5.2434	4.7046	0
30	50267504	41.4744	31.026	104.2387	65.3714	93.8976	0	0	353.1331	140.6026	0	0	42.9755	173.0236	14.7197	0	230.7188	0	0	209.5837	21.1351	105.2893	126.4244	209.5837	0	0	209.5837	493.7357	21.1351	0	63.8706	148.8374	18.0108	105.2893	122.6207	18.0108	108.4136	130.5363	175.5344	0	161.3894	91.7642	73.0102	53.4142	0	0	0	56.2064	43.1963	157.9373	291.6134	18.9159	20.2127	5.2434	4.7046	0
31	50267505	51.9286	28.9202	94.7625	65.3714	110.1409	0	0	388.4464	116.2892	0	0	32.0446	188.0703	14.7197	0	234.8345	0	0	213.6994	21.1351	116.2892	137.4242	213.6994	0	0	213.6994	504.7355	21.1351	0	67.0083	149.8154	18.0108	116.2892	104.3192	18.0108	119.4135	126.3035	171.3016	0	157.1566	102.2185	84.0101	53.4142	0	0	0	28.4287	55.7776	137.5807	326.0387	24.1593	20.2127	5.2434	4.7046	0
32	50267506	52.3574	31.026	94.7625	65.3714	110.1409	0	0	376.6753	151.6025	0	0	42.9755	179.6739	14.7197	0	237.369	0	0	216.234	21.1351	116.2892	137.4242	216.234	0	0	216.234	528.2778	21.1351	0	69.1141	150.2442	18.0108	116.2892	113.1444	18.0108	119.4135	126.3035	171.3016	0	157.1566	102.6473	84.0101	53.4142	0	0	0	37.2539	49.4869	161.1229	326.0387	24.1593	20.2127	5.2434	4.7046	0
33	50267511	41.0455	31.4548	104.2387	65.3714	93.8976	0	0	364.9042	128.8315	0	0	34.5791	181.42	14.7197	0	230.7188	0	0	209.5837	21.1351	105.2893	126.4244	209.5837	0	0	209.5837	493.7357	21.1351	0	64.2995	148.4086	18.0108	105.2893	116.33	18.0108	108.4136	130.5363	175.5344	0	161.3894	91.3354	76.1345	50.2899	0	0	0	47.3812	52.0215	157.9373	291.6134	18.9159	20.2127	5.2434	4.7046	0
34	50267512	41.4744	33.5605	104.2387	65.3714	93.8976	0	0	353.1331	164.1448	0	0	45.51	173.0236	14.7197	0	233.2533	0	0	212.1183	21.1351	105.2893	126.4244	212.1183	0	0	212.1183	517.2779	21.1351	0	66.4052	148.8374	18.0108	105.2893	125.1552	18.0108	108.4136	130.5363	175.5344	0	161.3894	91.7642	73.0102	53.4142	0	0	0	56.2064	45.7308	181.4795	291.6134	18.9159	20.2127	5.2434	4.7046	0
35	50267514	51.9286	31.4548	94.7625	65.3714	110.1409	0	0	388.4464	139.8314	0	0	34.5791	188.0703	14.7197	0	237.369	0	0	216.234	21.1351	116.2892	137.4242	216.234	0	0	216.234	528.2778	21.1351	0	69.5429	149.8154	18.0108	116.2892	106.8537	18.0108	119.4135	126.3035	171.3016	0	157.1566	102.2185	87.1344	50.2899	0	0	0	28.4287	58.3121	161.1229	326.0387	24.1593	20.2127	5.2434	4.7046	0
36	50267550	52.3574	33.5605	94.7625	65.3714	110.1409	0	0	376.6753	175.1447	0	0	45.51	179.6739	14.7197	0	239.9036	0	0	218.7685	21.1351	116.2892	137.4242	218.7685	0	0	218.7685	551.82	21.1351	0	71.6486	150.2442	18.0108	116.2892	115.6789	18.0108	119.4135	126.3035	171.3016	0	157.1566	102.6473	84.0101	53.4142	0	0	0	37.2539	52.0215	184.6651	326.0387	24.1593	20.2127	5.2434	4.7046	0
37	50267551	41.0455	33.9893	104.2387	65.3714	93.8976	0	0	364.9042	152.3737	0	0	37.1136	181.42	14.7197	0	233.2533	0	0	212.1183	21.1351	105.2893	126.4244	212.1183	0	0	212.1183	517.2779	21.1351	0	66.834	148.4086	18.0108	105.2893	118.8645	18.0108	108.4136	130.5363	175.5344	0	161.3894	91.3354	76.1345	50.2899	0	0	0	47.3812	56.6617	179.3738	291.6134	18.9159	20.2127	5.2434	4.7046	0
38	50267552	41.4744	36.095	104.2387	65.3714	93.8976	0	0	353.1331	187.687	0	0	48.0445	173.0236	14.7197	0	235.7878	0	0	214.6528	21.1351	105.2893	126.4244	214.6528	0	0	214.6528	540.8201	21.1351	0	68.9397	148.8374	18.0108	105.2893	127.6897	18.0108	108.4136	130.5363	175.5344	0	161.3894	91.7642	73.0102	53.4142	0	0	0	56.2064	50.371	202.916	291.6134	18.9159	20.2127	5.2434	4.7046	0
39	50267553	51.9286	33.9893	94.7625	65.3714	110.1409	0	0	388.4464	163.3736	0	0	37.1136	188.0703	14.7197	0	239.9036	0	0	218.7685	21.1351	116.2892	137.4242	218.7685	0	0	218.7685	551.82	21.1351	0	72.0774	149.8154	18.0108	116.2892	109.3883	18.0108	119.4135	126.3035	171.3016	0	157.1566	102.2185	87.1344	50.2899	0	0	0	28.4287	62.9524	182.5594	326.0387	24.1593	20.2127	5.2434	4.7046	0
40	50267491	52.3574	36.095	94.7625	65.3714	110.1409	0	0	376.6753	198.6869	0	0	48.0445	179.6739	14.7197	0	242.4381	0	0	221.303	21.1351	116.2892	137.4242	221.303	0	0	221.303	575.3622	21.1351	0	74.1831	150.2442	18.0108	116.2892	118.2135	18.0108	119.4135	126.3035	171.3016	0	157.1566	102.6473	84.0101	53.4142	0	0	0	37.2539	56.6617	206.1016	326.0387	24.1593	20.2127	5.2434	4.7046	0
41	50267513	41.0455	39.0584	104.2387	65.3714	93.8976	0	0	411.9886	152.3737	0	0	42.1827	181.42	14.7197	0	238.3224	0	0	217.1873	21.1351	105.2893	126.4244	217.1873	0	0	217.1873	564.3623	21.1351	0	71.903	148.4086	18.0108	105.2893	123.9336	18.0108	108.4136	130.5363	175.5344	0	161.3894	91.3354	76.1345	50.2899	0	0	0	52.4503	56.6617	226.4582	291.6134	18.9159	20.2127	5.2434	4.7046	0
42	50267502	41.4744	41.1641	104.2387	65.3714	93.8976	0	0	400.2175	187.687	0	0	53.1136	173.0236	14.7197	0	240.8569	0	0	219.7218	21.1351	105.2893	126.4244	219.7218	0	0	219.7218	587.9045	21.1351	0	74.0087	148.8374	18.0108	105.2893	132.7588	18.0108	108.4136	130.5363	175.5344	0	161.3894	91.7642	73.0102	53.4142	0	0	0	61.2755	50.371	250.0004	291.6134	18.9159	20.2127	5.2434	4.7046	0
43	50272619	0	28.2702	98.8021	33.3873	79.2105	13.9152	0	341.362	23.5422	0	0	84.1403	140.8884	16.7855	0	241.8143	0	0	138.0381	103.7762	0	103.7762	138.0381	0	0	138.0381	364.9042	103.7762	0	55.5314	72.1535	33.3873	80.7421	89.3019	49.6827	54.0935	126.7371	108.2555	0	151.5467	63.9565	52.807	3.1243	16.7855	31.0594	0	18.9525	64.1236	265.6958	154.1703	0	0	0	0	0
44	50272620	0	28.2702	98.8021	33.3873	79.2105	13.9152	0	341.362	23.5422	0	0	84.1403	140.8884	16.7855	0	241.8143	0	0	138.0381	103.7762	0	103.7762	138.0381	0	0	138.0381	364.9042	103.7762	0	55.5314	72.1535	33.3873	80.7421	89.3019	49.6827	54.0935	126.7371	108.2555	0	151.5467	63.9565	52.807	19.9098	0	31.0594	0	0	83.0761	268.4526	151.4136	0	0	0	0	0
45	50272627	0	28.2702	98.8021	33.3873	79.2105	13.9152	0	341.362	23.5422	0	0	84.1403	140.8884	16.7855	0	241.8143	0	0	138.0381	103.7762	0	103.7762	138.0381	0	0	138.0381	364.9042	103.7762	0	55.5314	72.1535	33.3873	80.7421	89.3019	49.6827	54.0935	126.7371	108.2555	0	151.5467	63.9565	52.807	19.9098	0	31.0594	0	9.4762	73.5998	268.4526	151.4136	0	0	0	0	0
46	50272610	10.8831	28.2702	98.8021	49.1218	59.1511	13.9152	0	376.6753	59.687	0	0	53.081	142.3611	16.7855	0	212.2276	0	0	139.5107	72.7169	36.1448	108.8617	139.5107	0	0	139.5107	436.3623	72.7169	0	62.7227	83.0366	16.7855	85.8275	89.3019	49.6827	59.179	126.7371	140.5918	0	151.5467	68.9252	63.8069	19.9098	25.1449	0	0	9.4762	73.5998	268.4526	181.0082	0	0	0	0	7.1913
47	50272685	0	28.2702	108.2783	16.7855	44.9656	13.9152	0	353.1331	23.5422	0	0	53.081	130.5774	16.7855	0	200.4439	0	0	127.727	72.7169	0	72.7169	127.727	0	0	127.727	376.6753	72.7169	0	52.3458	81.6298	16.7855	49.6827	95.5925	49.6827	23.0342	133.0278	114.5462	0	157.8374	32.8972	52.807	19.9098	0	0	0	37.905	54.6473	268.4526	143.3974	0	0	0	0	0
48	50272735	10.8831	28.2702	98.8021	16.7855	61.2089	13.9152	0	376.6753	34.5421	0	0	53.081	137.2276	16.7855	0	207.0941	0	0	134.3772	72.7169	10.9999	83.7168	134.3772	0	0	134.3772	411.2174	72.7169	0	57.5893	83.0366	16.7855	60.6826	86.1163	49.6827	34.034	128.795	110.3134	0	153.6046	43.7802	63.8069	19.9098	0	0	0	9.4762	73.5998	268.4526	177.8226	5.2434	0	0	0	0
49	50272736	8.8252	28.2702	98.8021	16.7855	48.1512	13.9152	0	376.6753	23.5422	0	0	61.9062	124.2867	16.7855	0	202.9784	0	0	130.2615	72.7169	0	72.7169	130.2615	0	0	130.2615	400.2175	72.7169	0	55.5314	80.9787	16.7855	49.6827	98.1271	49.6827	23.0342	126.7371	108.2555	0	151.5467	41.7224	52.807	19.9098	0	0	0	18.9525	76.1343	303.7659	131.6263	0	0	0	0	0
50	8961	0	10.1381	70.8022	16.7855	13.4162	0	0	141.2532	0	0	0	15.039	79.3175	16.7855	0	111.142	0	0	61.4593	49.6827	0	49.6827	61.4593	0	0	61.4593	141.2532	49.6827	0	23.5543	37.905	0	49.6827	53.8017	32.8972	16.7855	68.1067	63.3896	0	78.2448	32.8972	32.8972	16.7855	0	0	0	28.4287	22.7999	102.2553	49.2285	0	0	0	0	0
51	50199522	17.6504	55.977	37.905	32.6063	9.5567	0	0	129.4821	72.2293	0	0	73.6274	14.2614	40.6617	0	128.5505	0	0	77.6426	50.9079	25.1449	76.0529	77.6426	0	0	77.6426	201.7115	50.9079	0	22.0872	55.5554	18.0108	58.0421	70.1812	50.9079	25.1449	0	54.7444	0	68.5267	75.6925	50.9079	25.1449	0	0	0	22.1381	38.5669	141.7151	47.0844	0	0	4.7046	0	0
52	50272628	0	25.7357	98.8021	63.6657	79.2105	13.9152	0	317.8198	48.6871	0	0	81.6058	146.0219	16.7855	0	244.4132	0	0	140.637	103.7762	25.1449	128.9212	140.637	0	0	140.637	366.5069	103.7762	0	58.1304	72.1535	33.3873	105.887	86.7673	49.6827	79.2384	126.7371	147.5813	0	151.5467	89.1015	52.807	28.2692	16.7855	31.0594	0	18.9525	55.8689	247.8737	154.1703	0	5.1335	0	0	0
53	50272629	0	25.7357	98.8021	63.6657	79.2105	13.9152	0	317.8198	48.6871	0	0	81.6058	146.0219	16.7855	0	244.4132	0	0	140.637	103.7762	25.1449	128.9212	140.637	0	0	140.637	366.5069	103.7762	0	58.1304	72.1535	33.3873	105.887	86.7673	49.6827	79.2384	126.7371	147.5813	0	151.5467	89.1015	52.807	45.0548	0	31.0594	0	0	74.8214	250.6305	151.4136	0	5.1335	0	0	0
54	50272630	0	25.7357	98.8021	63.6657	79.2105	13.9152	0	317.8198	48.6871	0	0	81.6058	146.0219	16.7855	0	244.4132	0	0	140.637	103.7762	25.1449	128.9212	140.637	0	0	140.637	366.5069	103.7762	0	58.1304	72.1535	33.3873	105.887	86.7673	49.6827	79.2384	126.7371	147.5813	0	151.5467	89.1015	52.807	45.0548	0	31.0594	0	0	74.8214	250.6305	151.4136	0	5.1335	0	0	0
55	50272631	0	25.7357	98.8021	63.6657	79.2105	13.9152	0	317.8198	48.6871	0	0	81.6058	146.0219	16.7855	0	244.4132	0	0	140.637	103.7762	25.1449	128.9212	140.637	0	0	140.637	366.5069	103.7762	0	58.1304	72.1535	33.3873	105.887	86.7673	49.6827	79.2384	126.7371	147.5813	0	151.5467	89.1015	52.807	45.0548	0	31.0594	0	9.4762	65.3452	250.6305	151.4136	0	5.1335	0	0	0
56	50272632	0	25.7357	98.8021	33.3873	79.2105	13.9152	0	317.8198	23.5422	0	0	81.6058	140.8884	16.7855	0	239.2798	0	0	135.5035	103.7762	0	103.7762	135.5035	0	0	135.5035	341.362	103.7762	0	52.9969	72.1535	33.3873	80.7421	86.7673	49.6827	54.0935	126.7371	108.2555	0	149.0122	63.9565	52.807	19.9098	0	31.0594	0	9.4762	71.0653	244.9104	151.4136	0	0	0	0	0
57	50272633	0	30.8048	98.8021	33.3873	79.2105	13.9152	0	364.9042	23.5422	0	0	86.6749	140.8884	16.7855	0	244.3488	0	0	140.5726	103.7762	0	103.7762	140.5726	0	0	140.5726	388.4464	103.7762	0	58.0659	72.1535	33.3873	80.7421	91.8364	49.6827	54.0935	126.7371	108.2555	0	154.0812	63.9565	52.807	19.9098	0	31.0594	0	12.0108	73.5998	291.9948	151.4136	0	0	0	0	0
58	50272680	8.8252	46.281	65.9049	63.2369	79.2105	13.9152	0	376.6753	48.6871	0	0	110.9763	112.6959	16.7855	0	240.4577	0	0	151.5679	88.8898	25.1449	114.0347	151.5679	0	0	151.5679	425.3624	88.8898	0	60.2361	80.9787	51.398	72.9898	98.1271	34.7963	79.2384	126.7371	108.2555	0	151.5467	65.0295	37.9206	45.0548	0	31.0594	0	9.4762	73.5998	309.8343	154.1703	0	0	4.7046	0	0
59	50272681	0	23.2012	98.8021	33.3873	79.2105	13.9152	0	294.2775	23.5422	0	0	79.0713	140.8884	16.7855	0	236.7452	0	0	132.969	103.7762	0	103.7762	132.969	0	0	132.969	317.8198	103.7762	0	50.4624	72.1535	33.3873	80.7421	84.2328	49.6827	54.0935	126.7371	108.2555	0	151.5467	63.9565	52.807	19.9098	0	31.0594	0	9.4762	66.425	223.4739	151.4136	0	0	0	0	0
