No.	NAME	Eta_alpha_A	Eta_epsi_A	Eta_betaS_A	Eta_beta_A	Eta_C_A	Eta_F	Eta_F_A	Eta_FL_A	Eta_B	Eta_B_A	Eta_sh_p	Eta_sh_y	Eta_sh_x	Eta_D_AlphaA	Eta_D_AlphaB	Eta_epsi_2	Eta_epsi_4	Eta_epsi_5	Eta_D_epsiB	Eta_D_epsiD	Eta_D_psiA	Eta_D_psiB	Eta_D_beta	Eta_D_beta_A
3186	50185025	0.4785	0.6008	0.65	1.2357	1.103	36.6406	1.0469	0.2298	0.9217	0.0263	0.176	0.418	0	0	0.0215	0.8415	0.5461	0.8122	0.0547	0.0293	0.1454	0	-2.25	-0.0643
3187	50185026	0.4779	0.6092	0.6544	1.2574	1.0622	35.9333	1.0569	0.2366	0.9217	0.0271	0.1814	0.4308	0	0	0.0221	0.8457	0.5507	0.8153	0.0585	0.0303	0.1489	0	-1.75	-0.0515
3188	50185027	0.4772	0.6185	0.6591	1.2803	1.0239	35.2261	1.0675	0.2437	0.9217	0.0279	0.1872	0.4445	0	0	0.0228	0.8501	0.5557	0.8186	0.0628	0.0314	0.1526	0	-1.25	-0.0379
3189	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
3190	10404	0.4714	0.5643	0.6667	1.0476	0.9878	15.0206	0.7153	0.1976	0.621	0.0296	0.1347	0.3434	0.0505	0	0.0286	0.8286	0.522	0.8045	0.0423	0.024	0.145	0	-6	-0.2857
3191	50293444	0.472	0.6195	0.63	1.39	0.7028	26.5723	1.0629	0.2778	0.5385	0.0215	0.0847	0.3814	0	0	0.028	0.824	0.5382	0.7852	0.0813	0.0388	0.1412	0	3.25	0.13
3192	50293445	0.4708	0.6342	0.6354	1.4271	0.6647	26.0446	1.0852	0.2891	0.5385	0.0224	0.0885	0.3982	0	0	0.0292	0.8292	0.5442	0.7885	0.09	0.0407	0.1462	0	3.75	0.1563
3193	50293447	0.4789	0.554	0.6333	1.2667	0.908	30.3145	1.0105	0.2459	0.7707	0.0257	0.1508	0.3132	0.0278	0	0.0211	0.7911	0.5046	0.7753	0.0494	0.0158	0.1087	0	0	0
3194	50293448	0.4782	0.5606	0.6379	1.2931	0.8768	30.0778	1.0372	0.2542	0.7707	0.0266	0.1562	0.3245	0.0288	0	0.0218	0.7943	0.5077	0.7778	0.0529	0.0165	0.112	0	0.5	0.0172
3195	50293449	0.4774	0.5679	0.6429	1.3214	0.8127	29.8059	1.0645	0.2638	0.892	0.0319	0.1621	0.3367	0.0299	0	0.0226	0.7976	0.5111	0.7805	0.0568	0.0172	0.1155	0	1	0.0357
3196	50293450	0.4765	0.5762	0.6481	1.3519	0.7785	29.4708	1.0915	0.2734	0.892	0.033	0.1684	0.3497	0.0311	0	0.0235	0.8012	0.5148	0.7833	0.0614	0.0179	0.1192	0	1.5	0.0556
3197	50293452	0.4796	0.5565	0.6452	1.2581	0.9093	30.329	0.9784	0.2366	0.7709	0.0249	0.0785	0.3027	0.0269	0	0.0204	0.7882	0.5073	0.7729	0.0492	0.0153	0.1055	0	-1	-0.0323
3198	50293440	0.4789	0.5631	0.65	1.2833	0.8791	30.0907	1.003	0.2443	0.7709	0.0257	0.0812	0.3132	0.0278	0	0.0211	0.7911	0.5105	0.7753	0.0526	0.0158	0.1087	0	-0.5	-0.0167
3199	50293441	0.4742	0.5789	0.6613	1.2742	0.866	31.6691	1.0216	0.2526	0.7709	0.0249	0.0794	0.3061	0.0272	0	0.0258	0.8129	0.5239	0.7969	0.055	0.016	0.1307	0	-1.5	-0.0484
3200	50293442	0.4733	0.587	0.6667	1.3	0.835	31.4132	1.0471	0.2609	0.7709	0.0257	0.0822	0.3169	0.0282	0	0.0267	0.8167	0.5279	0.8	0.0591	0.0167	0.1344	0	-1	-0.0333
3201	50211247	0.4807	0.6161	0.6316	1.5789	0.549	19.57	1.03	0.311	0.504	0.0265	0.0803	0.438	0	0	0.0193	0.7825	0.5132	0.7365	0.1029	0.0459	0.0997	0	6	0.3158
3202	50293443	0.4852	0.6099	0.625	1.5972	0.525	17.8315	0.9906	0.316	0.3978	0.0221	0.0382	0.4008	0	0	0.0148	0.7648	0.5041	0.7648	0.1058	0	0.0796	0	6.25	0.3472
3203	50004000	0.4683	0.5618	0.6875	1.1125	0.9062	15.515	0.7758	0.2156	0.7026	0.0351	0.2491	0.3523	0.0534	0	0.0317	0.8367	0.5284	0.8111	0.0334	0.0256	0.1542	0	-5.25	-0.2625
3204	50089616	0.4605	0.6069	0.6447	1.0395	1.3845	39.3393	1.0352	0.1948	1.6294	0.0429	0.2762	0.2571	0.1429	0	0.0395	0.8816	0.5631	0.8525	0.0438	0.0291	0.1916	0	-9.5	-0.25
3205	10624	0.4878	0.4995	0.5917	1.1083	0.9512	27.5702	0.919	0.2308	0.911	0.0304	0.2278	0.1708	0.0547	0	0.0122	0.7522	0.4615	0.7522	0.038	0	0.0656	0	-2.25	-0.075
3206	50292395	0.4573	0.6187	0.6474	1.0321	1.3752	41.6546	1.0681	0.198	1.5687	0.0402	0.2617	0.2523	0.1402	0	0.0427	0.8966	0.5737	0.854	0.045	0.0426	0.204	0	-10.25	-0.2628
3207	50306345	0.4774	0.5732	0.6339	1.3304	0.7898	27.5993	0.9857	0.2564	0.5545	0.0198	0.0499	0.2918	0	0	0.0226	0.7976	0.5144	0.7805	0.0588	0.0172	0.1155	0	1.75	0.0625
3208	50306337	0.4789	0.5497	0.6083	1.2583	0.9459	30.0379	1.0013	0.2376	0.8089	0.027	0.1856	0.3411	0	0	0.0211	0.7911	0.5018	0.7753	0.0479	0.0158	0.1087	0	1.25	0.0417
3209	50306346	0.4765	0.5707	0.6204	1.3426	0.768	27.5672	1.021	0.265	0.6303	0.0233	0.1295	0.3031	0	0	0.0235	0.8012	0.5115	0.7833	0.0592	0.0179	0.1192	0	2.75	0.1019
3210	50306338	0.4692	0.6089	0.6442	1.4135	0.6618	28.0464	1.0787	0.2955	0.503	0.0193	0.0956	0.2787	0	0	0.0308	0.8346	0.5356	0.8148	0.0733	0.0198	0.1518	0	3.25	0.125
3211	50306347	0.4756	0.5794	0.625	1.375	0.7485	27.087	1.0418	0.2806	0.6303	0.0242	0.1348	0.3154	0	0	0.0244	0.8051	0.5153	0.7864	0.0641	0.0187	0.1232	0	3.25	0.125
3212	50306351	0.4816	0.5362	0.6121	1.1466	0.9732	24.2156	0.835	0.2065	0.5545	0.0191	0.0477	0.2792	0	0	0.0184	0.7805	0.4962	0.7644	0.0399	0.016	0.0969	0	-2.25	-0.0776
3213	50306352	0.4828	0.5199	0.5887	1.0887	1.1275	26.3445	0.8498	0.1916	0.8089	0.0261	0.1782	0.3274	0	0	0.0172	0.7753	0.4865	0.7604	0.0334	0.0149	0.0913	0	-2.75	-0.0887
3214	50306342	0.481	0.5333	0.5982	1.1518	0.956	24.243	0.8658	0.2131	0.6303	0.0225	0.1238	0.2896	0	0	0.019	0.7833	0.4933	0.7667	0.04	0.0167	0.1	0	-1.25	-0.0446
3215	50304328	0.4885	0.5177	0.5859	1.0703	1.1544	26.1714	0.8179	0.1966	0.706	0.0221	0.1173	0.2559	0.032	0	0.0115	0.749	0.4752	0.7354	0.0425	0.0136	0.0617	0	-3.25	-0.1016
3216	50298423	0.4944	0.541	0.5833	1.0833	0.9572	12.5334	0.6963	0.1763	0.6604	0.0367	0.2434	0.2697	0.0936	0	0.0056	0.8222	0.5089	0.8222	0.0321	0	0.1126	0	-1.5	-0.0833
3217	50298423	0.4944	0.541	0.5833	1.0833	0.9572	12.5334	0.6963	0.1763	0.6604	0.0367	0.2434	0.2697	0.0936	0	0.0056	0.8222	0.5089	0.8222	0.0321	0	0.1126	0	-1.5	-0.0833
3218	50298424	0.4952	0.5208	0.5714	1	1.1368	14.1643	0.6745	0.1464	0.9491	0.0452	0.3045	0.2308	0.1282	0	0.0048	0.8048	0.4963	0.8048	0.0245	0	0.0986	0	-3	-0.1429
3219	50298424	0.4952	0.5208	0.5714	1	1.1368	14.1643	0.6745	0.1464	0.9491	0.0452	0.3045	0.2308	0.1282	0	0.0048	0.8048	0.4963	0.8048	0.0245	0	0.0986	0	-3	-0.1429
3220	50298425	0.5063	0.5802	0.5972	1.0972	0.9519	12.6276	0.7015	0.1781	0.6604	0.0367	0.2612	0.2633	0.0914	0.0063	0	0.8603	0.5401	0.8603	0.04	0	0.1254	0	-1.75	-0.0972
3221	50298425	0.5063	0.5802	0.5972	1.0972	0.9519	12.6276	0.7015	0.1781	0.6604	0.0367	0.2612	0.2633	0.0914	0.0063	0	0.8603	0.5401	0.8603	0.04	0	0.1254	0	-1.75	-0.0972
3222	50298426	0.5173	0.6103	0.6053	1.0789	1.0372	13.3629	0.7033	0.1733	0.7498	0.0395	0.3149	0.2951	0.0848	0.0173	0	0.888	0.566	0.888	0.0443	0	0.1314	0	-2.5	-0.1316
3223	50298426	0.5173	0.6103	0.6053	1.0789	1.0372	13.3629	0.7033	0.1733	0.7498	0.0395	0.3149	0.2951	0.0848	0.0173	0	0.888	0.566	0.888	0.0443	0	0.1314	0	-2.5	-0.1316
3224	50298427	0.4733	0.6193	0.6125	1.2125	0.8725	18.0839	0.9042	0.2087	0.7329	0.0366	0.2465	0.2958	0.088	0	0.0267	0.9067	0.5758	0.9067	0.0435	0	0.1919	0	-0.25	-0.0125
3225	50298427	0.4733	0.6193	0.6125	1.2125	0.8725	18.0839	0.9042	0.2087	0.7329	0.0366	0.2465	0.2958	0.088	0	0.0267	0.9067	0.5758	0.9067	0.0435	0	0.1919	0	-0.25	-0.0125
3226	50298428	0.4733	0.6193	0.6125	1.2125	0.8643	17.7435	0.8872	0.2079	0.7498	0.0375	0.2465	0.2958	0.088	0	0.0267	0.9067	0.5758	0.9067	0.0435	0	0.1919	0	-0.25	-0.0125
3227	50298428	0.4733	0.6193	0.6125	1.2125	0.8643	17.7435	0.8872	0.2079	0.7498	0.0375	0.2465	0.2958	0.088	0	0.0267	0.9067	0.5758	0.9067	0.0435	0	0.1919	0	-0.25	-0.0125
3228	50298429	0.4733	0.6193	0.6125	1.2125	0.8583	17.492	0.8746	0.2079	0.7498	0.0375	0.2465	0.2958	0.088	0	0.0267	0.9067	0.5758	0.9067	0.0435	0	0.1919	0	-0.25	-0.0125
3229	50298429	0.4733	0.6193	0.6125	1.2125	0.8583	17.492	0.8746	0.2079	0.7498	0.0375	0.2465	0.2958	0.088	0	0.0267	0.9067	0.5758	0.9067	0.0435	0	0.1919	0	-0.25	-0.0125
3230	50022775	0.4667	0.5495	0.6563	1.1563	0.7069	13.7732	0.8608	0.2541	0.6965	0.0435	0.3795	0.2545	0.0536	0	0.0333	0.8458	0.513	0.8458	0.0365	0	0.1623	0	-2.5	-0.1563
3231	50022775	0.4667	0.5495	0.6563	1.1563	0.7069	13.7732	0.8608	0.2541	0.6965	0.0435	0.3795	0.2545	0.0536	0	0.0333	0.8458	0.513	0.8458	0.0365	0	0.1623	0	-2.5	-0.1563
3232	50300151	0.4875	0.525	0.6094	1.2656	0.7646	10.8977	0.6811	0.2204	0.418	0.0261	0.1154	0.3846	0	0	0.0125	0.75	0.48	0.7	0.045	0.05	0.064	0	0.75	0.0469
3233	50300152	0.4882	0.5171	0.6029	1.2206	0.8413	11.2667	0.6627	0.2074	0.5073	0.0298	0.1687	0.4217	0	0	0.0118	0.7471	0.4767	0.7	0.0404	0.0471	0.0605	0	0.25	0.0147
3234	50300155	0.49	0.5	0.5875	1.1125	1.0838	12.9756	0.6488	0.1736	0.7791	0.039	0.2449	0.3571	0.051	0	0.01	0.74	0.4692	0.7	0.0308	0.04	0.0518	0	-1.25	-0.0625
3235	50300156	0.4905	0.4957	0.5833	1.0833	1.1082	13.307	0.6337	0.1654	0.6691	0.0319	0.233	0.4369	0	0	0.0095	0.7381	0.4673	0.7	0.0285	0.0381	0.0495	0	-1.75	-0.0833
3236	50300157	0.4889	0.5222	0.625	1.2083	0.9029	11.7031	0.6502	0.1944	0.6706	0.0373	0.1591	0.3977	0.0568	0	0.0111	0.7444	0.4818	0.7	0.0404	0.0444	0.0573	0	-0.75	-0.0417
3237	50300158	0.4895	0.5154	0.6184	1.1711	0.9892	12.3041	0.6476	0.1828	0.7431	0.0391	0.2043	0.4301	0.0538	0	0.0105	0.7421	0.4787	0.7	0.0367	0.0421	0.0544	0	-1.25	-0.0658
3238	50307921	0.5032	0.6304	0.641	1.2821	0.8854	38.409	0.9848	0.2654	0.7668	0.0197	0.1456	0.2446	0	0.0032	0	0.8507	0.5527	0.8507	0.0777	0	0.1225	0	0	0
3239	50041517	0.5023	0.5862	0.6111	1.2963	0.7707	23.3471	0.8647	0.2651	0.4517	0.0167	0.1053	0.2138	0	0.0023	0	0.8088	0.5147	0.8088	0.0716	0	0.093	0	2	0.0741
3240	50231234	0.5023	0.5592	0.6111	1.1111	0.947	18.5876	0.6884	0.2144	0.4517	0.0167	0.1053	0.2138	0	0.0023	0	0.8088	0.5114	0.8088	0.0479	0	0.093	0	-3	-0.1111
3241	50307923	0.4796	0.5192	0.5972	1.0139	0.8396	9.8107	0.545	0.1913	0.2047	0.0114	0.0386	0.1622	0	0	0.0204	0.787	0.4906	0.787	0.0286	0	0.1046	0	-3.25	-0.1806
3242	50231232	0.5024	0.5668	0.6154	1.1346	0.9239	18.1929	0.6997	0.2234	0.4517	0.0174	0.1094	0.222	0	0.0024	0	0.813	0.5151	0.813	0.0516	0	0.0961	0	-2.5	-0.0962
3243	50307924	0.5071	0.6369	0.625	1.2917	0.6575	14.727	0.8182	0.2772	0.4213	0.0234	0.2113	0.2629	0	0.0071	0	0.8429	0.5505	0.8429	0.0864	0	0.1123	0	0.75	0.0417
3244	50307925	0.5054	0.6121	0.6146	1.3646	0.683	21.9314	0.9138	0.2879	0.4517	0.0188	0.1178	0.2391	0	0.0054	0	0.8071	0.5213	0.8071	0.0908	0	0.0879	0	3.25	0.1354
3245	50307926	0.5051	0.5993	0.61	1.33	0.7202	22.2529	0.8901	0.2773	0.4517	0.0181	0.1131	0.2296	0	0.0051	0	0.8029	0.5167	0.8029	0.0826	0	0.0848	0	2.75	0.11
3246	50307927	0.5049	0.5883	0.6058	1.2981	0.7566	22.5425	0.867	0.2667	0.4517	0.0174	0.1088	0.2209	0	0.0049	0	0.7989	0.5126	0.7989	0.0756	0	0.082	0	2.25	0.0865
3247	50307928	0.5214	0.6678	0.625	1.3173	0.8016	23.6392	0.9092	0.2725	0.6303	0.0242	0.2107	0.2877	0	0.0214	0	0.8516	0.5608	0.8516	0.107	0	0.1017	0	1.75	0.0673
3248	50306694	0.44	0.635	0.7	0.85	0.9165	12.9462	0.6473	0.1797	0.4346	0.0217	0.1894	0.3409	0	0	0.06	0.97	0.635	0.9091	0	0.0609	0.2604	0	-11	-0.55
3249	50306695	0.4392	0.7397	0.6912	1.3382	0.7426	39.3671	1.1579	0.2763	0.9623	0.0283	0.1339	0.3884	0	0	0.0608	0.9725	0.6573	0.9352	0.0825	0.0374	0.2624	0	-1.5	-0.0441
3250	50304227	0.4705	0.595	0.6538	1.3077	0.7814	25.5251	0.9817	0.2616	0.551	0.0212	0.109	0.3597	0	0	0.0295	0.8333	0.5273	0.8333	0.0677	0	0.1494	0	0	0
3251	50304228	0.4705	0.5719	0.6058	1.2596	0.7899	25.953	0.9982	0.2629	0.5541	0.0213	0.218	0.3188	0	0	0.0295	0.8333	0.5133	0.8136	0.0586	0.0198	0.1494	0	1.25	0.0481
3252	50304229	0.4716	0.5744	0.6204	1.25	0.7962	25.9534	0.9612	0.2515	0.5543	0.0205	0.1309	0.3063	0	0	0.0284	0.8284	0.5162	0.8095	0.0582	0.0189	0.1447	0	0.25	0.0093
3253	50304230	0.4693	0.5806	0.61	1.29	0.7414	25.6008	1.024	0.2744	0.5921	0.0237	0.2273	0.3324	0	0	0.0307	0.8387	0.5172	0.8179	0.0634	0.0207	0.1544	0	1.75	0.07
3254	50304231	0.4693	0.5928	0.64	1.32	0.7575	25.5334	1.0213	0.2748	0.5888	0.0236	0.1989	0.375	0	0	0.0307	0.8387	0.5244	0.8387	0.0683	0	0.1544	0	1	0.04
3255	50304232	0.4716	0.5744	0.6481	1.2222	0.867	24.234	0.8976	0.236	0.5678	0.021	0.1047	0.3455	0	0	0.0284	0.8284	0.5229	0.8284	0.0514	0	0.1447	0	-2	-0.0741
3256	50304233	0.4693	0.5928	0.64	1.32	0.7557	25.4129	1.0165	0.2743	0.6056	0.0242	0.1989	0.375	0	0	0.0307	0.8387	0.5244	0.8387	0.0683	0	0.1544	0	1	0.04
3257	50304234	0.4705	0.583	0.6346	1.2885	0.8182	26.099	1.0038	0.2633	0.5507	0.0212	0.1907	0.3597	0	0	0.0295	0.8333	0.5201	0.8333	0.0629	0	0.1494	0	0.5	0.0192
3258	50304235	0.4705	0.583	0.6346	1.2885	0.8065	25.8858	0.9956	0.2633	0.5507	0.0212	0.1907	0.3597	0	0	0.0295	0.8333	0.5201	0.8333	0.0629	0	0.1494	0	0.5	0.0192
3259	50304236	0.4705	0.583	0.6346	1.2885	0.8047	25.7624	0.9909	0.2628	0.5676	0.0218	0.1907	0.3597	0	0	0.0295	0.8333	0.5201	0.8333	0.0629	0	0.1494	0	0.5	0.0192
3260	50304237	0.4705	0.595	0.6538	1.3077	0.7795	25.3995	0.9769	0.2611	0.5678	0.0218	0.109	0.3597	0	0	0.0295	0.8333	0.5273	0.8333	0.0677	0	0.1494	0	0	0
3261	50304238	0.4705	0.583	0.6538	1.25	0.8271	23.7221	0.9124	0.2451	0.5678	0.0218	0.109	0.3597	0	0	0.0295	0.8333	0.5273	0.8333	0.0557	0	0.1494	0	-1.5	-0.0577
3262	50304239	0.4705	0.5719	0.6058	1.2596	0.8001	26.1404	1.0054	0.2629	0.5541	0.0213	0.218	0.3188	0	0	0.0295	0.8333	0.5133	0.8136	0.0586	0.0198	0.1494	0	1.25	0.0481
3263	10620	0.4704	0.5383	0.625	1.0694	0.8249	13.9586	0.7755	0.2236	0.5484	0.0305	0.3346	0.3307	0	0	0.0296	0.8296	0.5072	0.8296	0.0311	0	0.147	0	-3.25	-0.1806
3264	50304240	0.4693	0.5806	0.64	1.26	0.8151	23.9289	0.9572	0.2576	0.6056	0.0242	0.1989	0.375	0	0	0.0307	0.8387	0.5244	0.8387	0.0561	0	0.1544	0	-0.5	-0.02
3265	50304241	0.4705	0.5719	0.6346	1.2308	0.8634	24.2368	0.9322	0.2468	0.5676	0.0218	0.1907	0.3597	0	0	0.0295	0.8333	0.5201	0.8333	0.0518	0	0.1494	0	-1	-0.0385
3266	50304242	0.4705	0.583	0.6538	1.25	0.8382	23.8748	0.9183	0.2451	0.5678	0.0218	0.109	0.3597	0	0	0.0295	0.8333	0.5273	0.8333	0.0557	0	0.1494	0	-1.5	-0.0577
3267	50304243	0.4705	0.583	0.6346	1.2885	0.8162	25.9695	0.9988	0.2628	0.5676	0.0218	0.1907	0.3597	0	0	0.0295	0.8333	0.5201	0.8333	0.0629	0	0.1494	0	0.5	0.0192
3268	50304244	0.4705	0.5719	0.6346	1.2308	0.8763	24.4091	0.9388	0.2468	0.5676	0.0218	0.1907	0.3597	0	0	0.0295	0.8333	0.5201	0.8333	0.0518	0	0.1494	0	-1	-0.0385
3269	50304245	0.4705	0.595	0.6538	1.3077	0.7714	25.337	0.9745	0.2616	0.551	0.0212	0.109	0.3597	0	0	0.0295	0.8333	0.5273	0.8333	0.0677	0	0.1494	0	0	0
3270	8960	0.4786	0.5439	0.625	1.1429	0.9655	22.0515	0.7876	0.2172	0.5846	0.0209	0.0995	0.3284	0	0	0.0214	0.7964	0.5014	0.7964	0.0424	0	0.1131	0	-3	-0.1071
3271	50304246	0.4716	0.5853	0.6481	1.2778	0.8104	25.7616	0.9541	0.2514	0.5678	0.021	0.1047	0.3455	0	0	0.0284	0.8284	0.5229	0.8284	0.0624	0	0.1447	0	-0.5	-0.0185
3272	50304249	0.4705	0.583	0.625	1.2788	0.7556	25.4097	0.9773	0.2612	0.5543	0.0213	0.1362	0.3188	0	0	0.0295	0.8333	0.5201	0.8136	0.0629	0.0198	0.1494	0	0.75	0.0288
3273	50304247	0.4705	0.583	0.625	1.2788	0.7643	25.5748	0.9836	0.2612	0.5543	0.0213	0.1362	0.3188	0	0	0.0295	0.8333	0.5201	0.8136	0.0629	0.0198	0.1494	0	0.75	0.0288
3274	50304248	0.4705	0.595	0.6538	1.3077	0.7696	25.2168	0.9699	0.2611	0.5678	0.0218	0.109	0.3597	0	0	0.0295	0.8333	0.5273	0.8333	0.0677	0	0.1494	0	0	0
3275	50304250	0.4716	0.5853	0.6481	1.2778	0.8122	25.8851	0.9587	0.2519	0.551	0.0204	0.1047	0.3455	0	0	0.0284	0.8284	0.5229	0.8284	0.0624	0	0.1447	0	-0.5	-0.0185
3276	50317193	0.4892	0.5025	0.6486	1.0811	1.1571	26.7299	0.7224	0.1911	0.7265	0.0196	0.0552	0.3094	0	0	0.0108	0.7432	0.4691	0.7432	0.0334	0	0.0558	0	-8	-0.2162
3277	8961	0.4867	0.5345	0.6167	1.3167	0.6828	10.4166	0.6944	0.2351	0.3118	0.0208	0.0548	0.3425	0	0	0.0133	0.7533	0.4838	0.7	0.0507	0.0533	0.068	0	1.25	0.0833
3278	50317184	0.4889	0.5222	0.6389	1.25	0.9319	29.4046	0.8168	0.2263	0.5815	0.0162	0	0.2727	0	0	0.0111	0.7444	0.4739	0.7211	0.0483	0.0234	0.0573	0	-1	-0.0278
3279	50319377	0.4864	0.4792	0.5926	0.8333	1.1447	12.0879	0.4477	0.1323	0.2728	0.0101	0.0761	0.1371	0	0	0.0136	0.758	0.4649	0.758	0.0143	0	0.0723	0	-9.5	-0.3519
3280	50319378	0.4833	0.4854	0.6161	0.8482	1.1298	14.0447	0.5016	0.1494	0.379	0.0135	0.1108	0.1626	0	0	0.0167	0.7702	0.471	0.7702	0.0145	0	0.0865	0	-10.75	-0.3839
3281	50319379	0.4839	0.4833	0.6121	0.8362	1.1655	14.0369	0.484	0.1437	0.341	0.0118	0.1069	0.1568	0	0	0.0161	0.7678	0.4696	0.7678	0.0138	0	0.0838	0	-11.25	-0.3879
3282	50319380	0.4859	0.476	0.5769	0.8269	1.1515	12.0911	0.465	0.1391	0.2726	0.0105	0.1583	0.1425	0	0	0.0141	0.7603	0.4617	0.7603	0.0143	0	0.0749	0	-8.5	-0.3269
3283	50319381	0.4869	0.4725	0.5714	0.8036	1.2118	12.4503	0.4447	0.1276	0.2726	0.0097	0.1467	0.132	0	0	0.0131	0.756	0.4596	0.756	0.0129	0	0.0699	0	-9.5	-0.3393
3284	50319382	0.4878	0.4696	0.5667	0.7833	1.2678	12.7737	0.4258	0.1191	0.2726	0.0091	0.1367	0.123	0	0	0.0122	0.7522	0.4578	0.7522	0.0118	0	0.0656	0	-10.5	-0.35
3285	50319383	0.4869	0.4773	0.5893	0.8214	1.1637	12.1103	0.4325	0.1276	0.2728	0.0097	0.0733	0.132	0	0	0.0131	0.756	0.4637	0.756	0.0136	0	0.0699	0	-10	-0.3571
3286	50319384	0.4874	0.4756	0.5862	0.8103	1.195	12.297	0.424	0.1232	0.2728	0.0094	0.0708	0.1274	0	0	0.0126	0.754	0.4626	0.754	0.013	0	0.0677	0	-10.5	-0.3621
3287	50319385	0.4844	0.4814	0.6083	0.825	1.1801	14.2717	0.4757	0.1395	0.379	0.0126	0.1032	0.1514	0	0	0.0156	0.7656	0.4683	0.7656	0.0131	0	0.0812	0	-11.75	-0.3917
3288	50319386	0.4849	0.4796	0.6048	0.8145	1.2136	14.2463	0.4596	0.1344	0.341	0.011	0.0998	0.1463	0	0	0.0151	0.7634	0.4671	0.7634	0.0125	0	0.0788	0	-12.25	-0.3952
3289	50319387	0.4869	0.4725	0.5714	0.8036	1.2029	12.3009	0.4393	0.1292	0.2726	0.0097	0.1467	0.132	0	0	0.0131	0.756	0.4596	0.756	0.0129	0	0.0699	0	-9.5	-0.3393
3290	50319388	0.4878	0.4696	0.5667	0.7833	1.2589	12.6331	0.4211	0.1191	0.2726	0.0091	0.1367	0.123	0	0	0.0122	0.7522	0.4578	0.7522	0.0118	0	0.0656	0	-10.5	-0.35
3291	50319389	0.4885	0.4671	0.5625	0.7656	1.3112	12.9328	0.4042	0.1117	0.2726	0.0085	0.1279	0.1151	0	0	0.0115	0.749	0.4562	0.749	0.0109	0	0.0617	0	-11.5	-0.3594
3292	10404	0.4714	0.5643	0.6667	1.0476	0.9878	15.0206	0.7153	0.1976	0.621	0.0296	0.1347	0.3434	0.0505	0	0.0286	0.8286	0.522	0.8045	0.0423	0.024	0.145	0	-6	-0.2857
3293	50319390	0.4825	0.4954	0.619	0.9286	0.9645	11.2857	0.5374	0.1699	0.2728	0.013	0.0987	0.1776	0	0	0.0175	0.7746	0.4749	0.7746	0.0206	0	0.091	0	-6.5	-0.3095
3294	50319391	0.4788	0.5031	0.6477	0.9432	0.95	13.1956	0.5998	0.1899	0.379	0.0172	0.1424	0.2089	0	0	0.0212	0.7894	0.4825	0.7894	0.0207	0	0.1075	0	-7.75	-0.3523
3295	50319392	0.4833	0.492	0.6136	0.9091	0.9902	11.3441	0.5156	0.1624	0.2728	0.0124	0.094	0.1693	0	0	0.0167	0.7712	0.4728	0.7712	0.0192	0	0.0873	0	-7	-0.3182
3296	50319393	0.4841	0.4889	0.6087	0.8913	1.0301	11.5912	0.504	0.1553	0.2728	0.0119	0.0898	0.1617	0	0	0.0159	0.7681	0.4709	0.7681	0.018	0	0.0838	0	-7.5	-0.3261
3297	50319394	0.4806	0.496	0.6354	0.9063	1.0153	13.5145	0.5631	0.1743	0.379	0.0158	0.1301	0.1908	0	0	0.0194	0.7819	0.4779	0.7819	0.0181	0	0.0994	0	-8.75	-0.3646
3298	50319395	0.4833	0.4851	0.5909	0.8864	1.0335	11.5943	0.527	0.1644	0.2726	0.0124	0.1881	0.1693	0	0	0.0167	0.7712	0.4672	0.7712	0.0179	0	0.0873	0	-6.5	-0.2955
3299	50319396	0.4847	0.4801	0.5833	0.8542	1.1043	12.0379	0.5016	0.1489	0.2726	0.0114	0.1719	0.1547	0	0	0.0153	0.7653	0.4642	0.7653	0.0159	0	0.0806	0	-7.5	-0.3125
3300	50319397	0.4859	0.476	0.5769	0.8269	1.1691	12.4335	0.4782	0.1374	0.2726	0.0105	0.1583	0.1425	0	0	0.0141	0.7603	0.4617	0.7603	0.0143	0	0.0749	0	-8.5	-0.3269
3301	50310595	0.4803	0.6409	0.6196	1.3152	0.7508	22.6889	0.9865	0.2684	0.6268	0.0273	0.2155	0.4073	0	0	0.0197	0.8631	0.559	0.8631	0.0818	0	0.1575	0	1.75	0.0761
3302	50310596	0.4693	0.5928	0.63	1.29	0.781	25.6308	1.0252	0.2672	0.7161	0.0286	0.2273	0.4176	0	0	0.0307	0.8387	0.5322	0.8387	0.0606	0	0.1544	0	0.75	0.03
3303	50310597	0.4697	0.6123	0.6136	1.3409	0.6986	21.7984	0.9908	0.2773	0.5206	0.0237	0.1613	0.3871	0	0	0.0303	0.8394	0.5373	0.8394	0.0749	0	0.1544	0	2.5	0.1136
3304	50310600	0.4617	0.6521	0.6196	1.3152	0.7188	23.4251	1.0185	0.2741	0.6268	0.0273	0.1839	0.4238	0	0	0.0383	0.8818	0.5676	0.8818	0.0845	0	0.1904	0	1.75	0.0761
3305	50310601	0.4803	0.6409	0.6196	1.3152	0.7636	22.7818	0.9905	0.2691	0.6099	0.0265	0.2155	0.4073	0	0	0.0197	0.8631	0.559	0.8631	0.0818	0	0.1575	0	1.75	0.0761
